,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,T1,T1,Tony Finau,31,7
1,T1,T1,Bill Haas,25,7
2,T1,T1,James Hahn,28,7
3,T1,T1,Danny Lee,36,7
4,T1,T1,Phil Mickelson,19,7
5,T1,T1,Scott Stallings,19,7
6,T7,T7,Blake Adams,13,6
7,T7,T7,Jason Bohn,27,6
8,T7,T7,Scott Brown,30,6
9,T7,T7,Alex Cejka,30,6
10,T7,T7,Erik Compton,28,6
11,T7,T7,Ryo Ishikawa,28,6
12,T7,T7,Zach Johnson,25,6
13,T7,T7,John Merrick,27,6
14,T7,T7,Bryce Molder,26,6
15,T7,T7,Michael Putnam,28,6
16,T7,T7,Wes Roach,1,6
17,T7,T7,Kevin Streelman,27,6
18,T19,T19,Sangmoon Bae,30,5
19,T19,T19,Blayne Barber,26,5
20,T19,T19,Daniel Berger,31,5
21,T19,T19,Paul Casey,24,5
22,T19,T19,K.J. Choi,19,5
23,T19,T19,Ben Crane,22,5
24,T19,T19,Jason Day,20,5
25,T19,T19,Graham DeLaet,22,5
26,T19,T19,Ken Duke,30,5
27,T19,T19,Derek Ernst,26,5
28,T19,T19,Matt Every,26,5
29,T19,T19,Jim Furyk,19,5
30,T19,T19,Brandon Hagy,8,5
31,T19,T19,Brian Harman,29,5
32,T19,T19,Russell Henley,24,5
33,T19,T19,Charley Hoffman,28,5
34,T19,T19,J.B. Holmes,25,5
35,T19,T19,Max Homa,27,5
36,T19,T19,Charles Howell III,30,5
37,T19,T19,Mark Hubbard,25,5
38,T19,T19,Matt Jones,25,5
39,T19,T19,Kevin Kisner,30,5
40,T19,T19,Brooks Koepka,23,5
41,T19,T19,Tom Lehman,2,5
42,T19,T19,Marc Leishman,23,5
43,T19,T19,Ben Martin,27,5
44,T19,T19,Rory McIlroy,12,5
45,T19,T19,George McNeill,27,5
46,T19,T19,Troy Merritt,29,5
47,T19,T19,Francesco Molinari,16,5
48,T19,T19,Ryan Moore,24,5
49,T19,T19,Seung-Yul Noh,21,5
50,T19,T19,Sean O'Hair,26,5
51,T19,T19,Geoff Ogilvy,15,5
52,T19,T19,Louis Oosthuizen,20,5
53,T19,T19,Rod Pampling,10,5
54,T19,T19,Scott Piercy,28,5
55,T19,T19,Scott Pinckney,27,5
56,T19,T19,Alex Prugh,27,5
57,T19,T19,Patrick Reed,27,5
58,T19,T19,Patrick Rodgers,17,5
59,T19,T19,John Rollins,14,5
60,T19,T19,Justin Rose,20,5
61,T19,T19,Ollie Schniederjans,7,5
62,T19,T19,Charl Schwartzel,19,5
63,T19,T19,Webb Simpson,22,5
64,T19,T19,Shawn Stefani,26,5
65,T19,T19,Robert Streb,30,5
66,T19,T19,Daniel Summerhays,29,5
67,T19,T19,Hudson Swafford,30,5
68,T19,T19,Cameron Tringale,28,5
69,T19,T19,Bo Van Pelt,28,5
70,T19,T19,Nick Watney,28,5
71,T19,T19,Bubba Watson,19,5
72,T19,T19,Steve Wheatcroft,28,5
73,T74,T74,Thomas Aiken,4,4
74,T74,T74,Steven Alker,22,4
75,T74,T74,Scott Arnold,1,4
76,T74,T74,Arjun Atwal,7,4
77,T74,T74,Aaron Baddeley,25,4
78,T74,T74,Ricky Barnes,27,4
79,T74,T74,Charlie Beljan,27,4
80,T74,T74,Keegan Bradley,24,4
81,T74,T74,Jonathan Byrd,22,4
82,T74,T74,Ángel Cabrera,19,4
83,T74,T74,Chad Campbell,30,4
84,T74,T74,Greg Chalmers,17,4
85,T74,T74,Kevin Chappell,26,4
86,T74,T74,Stewart Cink,23,4
87,T74,T74,George Coetzee,7,4
88,T74,T74,Chad Collins,24,4
89,T74,T74,Austin Cook,7,4
90,T74,T74,Jon Curran,28,4
91,T74,T74,John Daly,10,4
92,T74,T74,Brian Davis,31,4
93,T74,T74,Brendon de Jonge,31,4
94,T74,T74,Luke Donald,20,4
95,T74,T74,Jamie Donaldson,16,4
96,T74,T74,Harris English,29,4
97,T74,T74,Gonzalo Fernandez-Castaño,28,4
98,T74,T74,Martin Flores,30,4
99,T74,T74,Oscar Fraustro,21,4
100,T74,T74,Tommy Gainey,9,4
101,T74,T74,Brice Garnett,29,4
102,T74,T74,Robert Garrigus,25,4
103,T74,T74,Tom Gillis,16,4
104,T74,T74,Lucas Glover,26,4
105,T74,T74,Fabián Gómez,26,4
106,T74,T74,Andres Gonzales,28,4
