,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,Brendon Todd,27,15,,1,17,2015030
1,2,2,Roberto Castro,16,12,3.0,4,7,2015180
2,T3,T3,Brian Davis,31,11,,2,14,2015070
3,T3,T3,Brian Harman,29,11,2.0,1,2,2015100
4,T3,T3,Andrew Loupe,15,11,,2,15,2015370
5,T3,T3,Rod Pampling,10,11,,3,7,2015180
6,T3,T3,Cameron Smith,13,11,1.0,3,5,2015150
7,T8,T8,Zac Blair,34,10,1.0,1,12,2015300
8,T8,T8,Steven Bowditch,32,10,7.0,2,12,2015040
9,T8,T8,Jonathan Byrd,22,10,,2,13,2015030
10,T8,T8,Tim Clark,13,10,10.0,2,18,2015400
11,T8,T8,Tommy Gainey,9,10,10.0,3,18,2015260
12,T8,T8,Alexander Levy,8,10,1.0,1,9,2015340
13,T8,T8,Pat Perez,26,10,5.0,3,16,2015110
14,T8,T8,Patrick Reed,27,10,,3,18,2015150
15,T16,T16,Aaron Baddeley,25,9,,2,8,2015370
16,T16,T16,K.J. Choi,19,9,,4,8,2015280
17,T16,T16,Chad Collins,24,9,,1,9,2015110
18,T16,T16,Luke Donald,20,9,1.0,2,13,2015190
19,T16,T16,Matt Every,26,9,,4,5,2015220
20,T16,T16,Zach Johnson,25,9,1.0,1,1,2015220
21,T16,T16,Colt Knost,29,9,5.0,2,12,2015120
22,T16,T16,George McNeill,27,9,,4,5,2015290
23,T16,T16,Ryan Moore,24,9,1.0,2,2,2015370
24,T16,T16,Justin Thomas,30,9,,3,14,2015230
25,T16,T16,Marc Warren,9,9,,4,11,2015190
26,T16,T16,Willy Wilcox,17,9,,4,10,2015330
27,T28,T28,Kevin Chappell,26,8,,2,3,2015300
28,T28,T28,Jon Curran,28,8,,1,11,2015140
29,T28,T28,Brendon de Jonge,31,8,1.0,1,13,2015230
30,T28,T28,Jamie Donaldson,16,8,,2,5,2015340
31,T28,T28,Ernie Els,18,8,1.0,2,17,2015210
32,T28,T28,Rickie Fowler,21,8,,3,7,2015130
33,T28,T28,Brice Garnett,29,8,1.0,2,9,2015110
34,T28,T28,Andres Gonzales,28,8,1.0,4,18,2015290
35,T28,T28,Morgan Hoffmann,26,8,,3,12,2015210
36,T28,T28,Mark Hubbard,25,8,,3,18,2015070
37,T28,T28,Ryo Ishikawa,28,8,1.0,4,1,2015040
38,T28,T28,Chris Kirk,21,8,,1,18,2015030
39,T28,T28,Matt Kuchar,25,8,3.0,4,15,2015390
40,T28,T28,David Lingmerth,28,8,1.0,2,11,2015020
41,T28,T28,Jamie Lovemark,2,8,1.0,4,18,2015170
42,T28,T28,Bill Lunde,18,8,,1,8,2015350
43,T28,T28,Kevin Na,27,8,,2,11,2015350
