,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Jason Day,22
1,2,2,Patrick Reed,21
2,3,3,Francesco Molinari,20
3,T4,T4,J.J. Henry,19
4,T4,T4,Rory McIlroy,19
5,T4,T4,Justin Thomas,19
6,7,7,Alex Prugh,18
7,T8,T8,Bill Haas,17
8,T8,T8,Russell Knox,17
9,T8,T8,Brandt Snedeker,17
10,T8,T8,Jordan Spieth,17
11,T8,T8,Henrik Stenson,17
12,T8,T8,Willy Wilcox,17
13,T14,T14,Chad Collins,16
14,T14,T14,Tom Hoge,16
15,T14,T14,Colt Knost,16
16,T14,T14,Martin Laird,16
17,T14,T14,Chris Stroud,16
18,T14,T14,Bubba Watson,16
19,T20,T20,Billy Horschel,15
20,T20,T20,Louis Oosthuizen,15
21,T20,T20,Kyle Stanley,15
22,T20,T20,Robert Streb,15
23,T20,T20,Johnson Wagner,15
24,T25,T25,Daniel Berger,14
25,T25,T25,Jim Furyk,14
26,T25,T25,Zach Johnson,14
27,T25,T25,Brooks Koepka,14
28,T25,T25,Pat Perez,14
29,T25,T25,Rory Sabbatini,14
30,T25,T25,Brendan Steele,14
31,T32,T32,Zac Blair,13
32,T32,T32,Ángel Cabrera,13
33,T32,T32,Brendon de Jonge,13
34,T32,T32,Charley Hoffman,13
35,T32,T32,Jerry Kelly,13
36,T32,T32,Carl Pettersson,13
37,T32,T32,Justin Rose,13
38,T32,T32,Daniel Summerhays,13
39,T32,T32,Hudson Swafford,13
40,T41,T41,Sangmoon Bae,12
41,T41,T41,Austin Cook,12
42,T41,T41,Harris English,12
43,T41,T41,Max Homa,12
44,T41,T41,Danny Lee,12
45,T41,T41,Hunter Mahan,12
46,T41,T41,Hideki Matsuyama,12
47,T41,T41,Geoff Ogilvy,12
48,T41,T41,Ryan Palmer,12
49,T41,T41,John Peterson,12
50,T41,T41,Chez Reavie,12
51,T41,T41,Shawn Stefani,12
52,T41,T41,Vaughn Taylor,12
53,T54,T54,Aaron Baddeley,11
54,T54,T54,Ricky Barnes,11
55,T54,T54,Steven Bowditch,11
56,T54,T54,Rickie Fowler,11
57,T54,T54,Branden Grace,11
58,T54,T54,David Hearn,11
59,T54,T54,Russell Henley,11
60,T54,T54,Charles Howell III,11
61,T54,T54,Jason Kokrak,11
62,T54,T54,Jarrod Lyle,11
63,T54,T54,Ben Martin,11
64,T54,T54,John Merrick,11
65,T54,T54,Scott Piercy,11
66,T54,T54,Michael Putnam,11
67,T54,T54,Kyle Reifers,11
68,T54,T54,Webb Simpson,11
69,T54,T54,David Toms,11
70,T54,T54,Jimmy Walker,11
71,T72,T72,Stuart Appleby,10
72,T72,T72,Scott Brown,10
73,T72,T72,Paul Casey,10
74,T72,T72,Alex Cejka,10
75,T72,T72,Graham DeLaet,10
76,T72,T72,Fabián Gómez,10
77,T72,T72,Adam Hadwin,10
78,T72,T72,James Hahn,10
79,T72,T72,Morgan Hoffmann,10
80,T72,T72,Dustin Johnson,10
81,T72,T72,Kevin Kisner,10
82,T72,T72,Troy Merritt,10
83,T72,T72,Kevin Na,10
84,T72,T72,Ian Poulter,10
85,T72,T72,Cameron Smith,10
86,T72,T72,Steve Stricker,10
87,T72,T72,Gary Woodland,10
88,T89,T89,Chad Campbell,9
