,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
107,T108,T108,Stuart Appleby,3,7.9
108,T108,T108,Arjun Atwal,1,7.9
109,T108,T108,Paul Casey,1,7.9
110,T108,T108,Daniel Chopra,3,7.9
111,T108,T108,Darren Clarke,1,7.9
112,T108,T108,Chris Couch,3,7.9
113,T108,T108,Jim Furyk,4,7.9
114,T108,T108,Robert Garrigus,3,7.9
115,T108,T108,Dustin Johnson,1,7.9
116,T108,T108,Davis Love III,3,7.9
117,T108,T108,David Mathis,4,7.9
118,T108,T108,Troy Matteson,1,7.9
119,T108,T108,Juvic Pagunsan,1,7.9
120,T108,T108,Carl Pettersson,2,7.9
121,T108,T108,Dicky Pride,2,7.9
122,T108,T108,Charl Schwartzel,4,7.9
123,T108,T108,Webb Simpson,3,7.9
124,T108,T108,Jimmy Walker,4,7.9
125,T108,T108,Tom Watson,1,7.9
126,T127,T127,Thomas Aiken,1,7.8
127,T127,T127,Jason Bohn,2,7.8
128,T127,T127,Stewart Cink,3,7.8
129,T127,T127,Ben Curtis,4,7.8
130,T127,T127,Mathew Goggin,4,7.8
131,T127,T127,Branden Grace,1,7.8
132,T127,T127,Tim Herron,5,7.8
133,T127,T127,Colt Knost,2,7.8
134,T127,T127,Kelly Kraft,1,7.8
135,T127,T127,Doug LaBelle II,1,7.8
136,T127,T127,Danny Lee,2,7.8
137,T127,T127,Jeff Maggert,3,7.8
138,T127,T127,"Ted Potter, Jr.",2,7.8
139,T127,T127,John Rollins,3,7.8
140,T127,T127,Vaughn Taylor,3,7.8
141,T127,T127,Roland Thatcher,1,7.8
142,T127,T127,Michael Thompson,3,7.8
143,T127,T127,Lee Westwood,3,7.8
144,T145,T145,Jonathan Byrd,2,7.7
145,T145,T145,Gary Christian,1,7.7
146,T145,T145,Marco Dawson,2,7.7
147,T145,T145,Simon Dyson,1,7.7
148,T145,T145,Tommy Gainey,4,7.7
149,T145,T145,Retief Goosen,2,7.7
150,T145,T145,Nathan Green,4,7.7
151,T145,T145,Adam Hadwin,1,7.7
152,T145,T145,Todd Hamilton,1,7.7
153,T145,T145,Brian Harman,3,7.7
154,T145,T145,Padraig Harrington,3,7.7
155,T145,T145,David Hearn,4,7.7
156,T145,T145,Jim Herman,1,7.7
157,T145,T145,Brandt Jobe,5,7.7
158,T145,T145,Robert Karlsson,3,7.7
159,T145,T145,Will MacKenzie,1,7.7
160,T145,T145,Pat Perez,3,7.7
161,T145,T145,Patrick Reed,2,7.7
162,T145,T145,Johnson Wagner,2,7.7
163,T164,T164,Guy Boros,1,7.6
164,T164,T164,K.J. Choi,2,7.6
165,T164,T164,Ernie Els,4,7.6
166,T164,T164,Ryo Ishikawa,2,7.6
167,T164,T164,Chris Kirk,4,7.6
168,T164,T164,Paul Lawrie,1,7.6
169,T164,T164,Geoff Ogilvy,3,7.6
170,T164,T164,Alexandre Rocha,3,7.6
171,T164,T164,Steve Wheatcroft,1,7.6
172,T173,T173,Blake Adams,4,7.5
173,T173,T173,Patrick Cantlay,3,7.5
174,T173,T173,Miguel Angel Carballo,2,7.5
175,T173,T173,Bud Cauley,4,7.5
176,T173,T173,Graham DeLaet,4,7.5
177,T173,T173,Luke Donald,3,7.5
178,T173,T173,James Driscoll,2,7.5
179,T173,T173,Jason Dufner,1,7.5
180,T173,T173,Scott Dunlap,2,7.5
181,T173,T173,Troy Kelly,3,7.5
182,T173,T173,K.T. Kim,2,7.5
183,T173,T173,Russell Knox,4,7.5
184,T173,T173,Jason Kokrak,4,7.5
185,T173,T173,Steve Marino,2,7.5
186,T173,T173,Francesco Molinari,1,7.5
187,T173,T173,Jeff Quinney,1,7.5
188,T173,T173,John Senden,3,7.5
189,T173,T173,Kevin Stadler,4,7.5
190,T173,T173,Paul Stankowski,2,7.5
191,T173,T173,Brendan Steele,3,7.5
192,T173,T173,Daniel Summerhays,3,7.5
193,T173,T173,Nick Watney,1,7.5
194,T195,T195,Craig Barlow,1,7.4
195,T195,T195,Charlie Beljan,3,7.4
196,T195,T195,Kris Blanks,1,7.4
197,T195,T195,Scott Brown,3,7.4
198,T195,T195,Ángel Cabrera,3,7.4
199,T195,T195,Chad Campbell,2,7.4
200,T195,T195,Robert Damron,1,7.4
201,T195,T195,Chris DiMarco,1,7.4
202,T195,T195,Joe Durant,1,7.4
203,T195,T195,Matt Every,4,7.4
204,T195,T195,Rickie Fowler,3,7.4
205,T195,T195,Bobby Gates,1,7.4
206,T195,T195,Matt Hill,1,7.4
207,T195,T195,Billy Horschel,4,7.4
208,T195,T195,Freddie Jacobson,2,7.4
209,T195,T195,Martin Laird,2,7.4
210,T195,T195,Derek Lamely,1,7.4
211,T195,T195,Scott Langley,2,7.4
212,T195,T195,Spencer Levin,2,7.4
213,T195,T195,Matt McQuillan,1,7.4
214,T195,T195,Hennie Otto,1,7.4
215,T195,T195,Carl Paulson,2,7.4
216,T195,T195,Lee Slattery,1,7.4
217,T195,T195,Scott Stallings,4,7.4
218,T195,T195,Shawn Stefani,1,7.4
219,T195,T195,Henrik Stenson,4,7.4
220,T195,T195,Kevin Streelman,5,7.4
221,T195,T195,Charlie Wi,2,7.4
222,T195,T195,Danny Willett,1,7.4
223,T224,T224,Steven Bowditch,1,7.3
224,T224,T224,Harris English,5,7.3
225,T224,T224,J.B. Holmes,4,7.3
226,T224,T224,Randall Hutchison,1,7.3
227,T224,T224,Hunter Mahan,3,7.3
228,T224,T224,William McGirt,3,7.3
229,T224,T224,Zack Miller,2,7.3
230,T224,T224,Sean O'Hair,3,7.3
231,T224,T224,Chez Reavie,3,7.3
232,T224,T224,Andres Romero,1,7.3
233,T224,T224,Adam Scott,4,7.3
234,T224,T224,Omar Uresti,2,7.3
235,T236,T236,Cameron Beckman,4,7.2
236,T236,T236,Shane Bertsch,1,7.2
237,T236,T236,Roberto Castro,4,7.2
238,T236,T236,Albin Choi,1,7.2
239,T236,T236,Trevor Immelman,1,7.2
240,T236,T236,Frank Lickliter II,1,7.2
241,T236,T236,Steve Lowery,1,7.2
242,T236,T236,Alex Noren,1,7.2
243,T236,T236,Louis Oosthuizen,4,7.2
244,T236,T236,Justin Rose,2,7.2
245,T236,T236,Steve Stricker,3,7.2
246,T236,T236,D.J. Trahan,3,7.2
247,T236,T236,Marc Turnesa,1,7.2
248,T236,T236,Boo Weekley,2,7.2
249,T236,T236,Bernd Wiesberger,1,7.2
250,T251,T251,Briny Baird,3,7.1
251,T251,T251,Will Claxton,4,7.1
252,T251,T251,Hunter Haas,3,7.1
253,T251,T251,Charles Howell III,3,7.1
254,T251,T251,John Huh,4,7.1
255,T251,T251,Jbe' Kruger,1,7.1
256,T251,T251,Jarrod Lyle,2,7.1
257,T251,T251,George McNeill,3,7.1
258,T251,T251,Seung-Yul Noh,3,7.1
259,T251,T251,Rod Pampling,3,7.1
260,T251,T251,Patrick Sheehan,1,7.1
261,T251,T251,Justin Thomas,1,7.1
262,T263,T263,Stephen Ames,1,7.0
263,T263,T263,Ricky Barnes,1,7.0
264,T263,T263,Kevin Chappell,2,7.0
265,T263,T263,Gonzalo Fernandez-Castaño,1,7.0
266,T263,T263,Bill Haas,2,7.0
267,T263,T263,Pablo Larrazabal,1,7.0
268,T263,T263,Joost Luiten,1,7.0
269,T263,T263,Graeme McDowell,2,7.0
270,T263,T263,Jonathan Randolph,1,7.0
271,T263,T263,Gene Sauers,1,7.0
272,T263,T263,Jeev Milkha Singh,1,7.0
273,T263,T263,Heath Slocum,3,7.0
274,T263,T263,Kevin Sutherland,3,7.0
275,T276,T276,Oliver Bekker,1,6.9
276,T276,T276,Ben Kohles,1,6.9
277,T276,T276,Neal Lancaster,1,6.9
278,T276,T276,Justin Leonard,3,6.9
279,T276,T276,Chris Stroud,1,6.9
280,T281,T281,Peter Hanson,1,6.8
281,T281,T281,Charley Hoffman,2,6.8
282,T281,T281,Dustin Morris,1,6.8
283,T281,T281,Toshinori Muto,1,6.8
284,T281,T281,José María Olazábal,1,6.8
285,T281,T281,Ted Purdy,2,6.8
286,T281,T281,Kyle Thompson,2,6.8
287,T281,T281,Duffy Waldorf,3,6.8
288,T281,T281,Mark Wilson,3,6.8
289,T281,T281,Gary Woodland,2,6.8
290,T291,T291,Mark Brooks,1,6.7
291,T291,T291,Tetsuji Hiratsuka,1,6.7
292,T291,T291,Michael Hoey,1,6.7
293,T291,T291,Marc Leishman,2,6.7
294,T291,T291,John Merrick,4,6.7
295,T291,T291,Robert Rock,1,6.7
296,T291,T291,Kyle Stanley,2,6.7
297,T291,T291,Camilo Villegas,4,6.7
298,299,299,Jordan Spieth,2,6.6
299,T300,T300,Alex Cejka,1,6.5
300,T300,T300,Robert Gamez,2,6.5
301,T302,T302,Mathias Grönberg,1,6.4
302,T302,T302,J.J. Henry,2,6.4
303,T302,T302,Brett Quigley,1,6.4
304,305,305,Tom Lewis,1,6.3
305,T306,T306,Steve Elkington,1,6.1
306,T306,T306,Jesper Parnevik,1,6.1
307,T306,T306,Cameron Tringale,1,6.1
308,309,309,Harrison Frazar,1,5.7
