,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Joey Snyder III,1,9.4
1,2,2,Shigeki Maruyama,1,9.2
2,T3,T3,Yoshinori Fujimoto,1,9.0
3,T3,T3,Brett Wetterich,1,9.0
4,T5,T5,Tommy Biershenk,2,8.9
5,T5,T5,Jason Gore,1,8.9
6,T7,T7,Eric Axley,1,8.8
7,T7,T7,David Duval,2,8.8
8,T7,T7,Corey Pavin,2,8.8
9,T7,T7,Tadahiro Takayama,1,8.8
10,T7,T7,Willie Wood,1,8.8
11,12,12,Brian Gay,6,8.7
12,T13,T13,Jonas Blixt,11,8.6
13,T13,T13,Derek Ernst,1,8.6
14,T13,T13,Tim Petrovic,3,8.6
15,T16,T16,Fred Funk,1,8.5
16,T16,T16,Skip Kendall,4,8.5
17,T16,T16,Anthony Kim,3,8.5
18,T16,T16,Rory Sabbatini,5,8.5
19,T16,T16,Y.E. Yang,8,8.5
20,T21,T21,Aaron Baddeley,6,8.4
21,T21,T21,Jason Day,8,8.4
22,T21,T21,Tadd Fujikawa,1,8.4
23,T21,T21,Martin Kaymer,4,8.4
24,T21,T21,Kevin Kisner,5,8.4
25,T21,T21,Len Mattiace,1,8.4
26,T27,T27,Jason Bohn,4,8.3
27,T27,T27,Daniel Chopra,6,8.3
28,T27,T27,John Daly,7,8.3
29,T27,T27,Chris DiMarco,6,8.3
30,T27,T27,Jamie Donaldson,2,8.3
31,T27,T27,Jonathan Fly,1,8.3
32,T27,T27,Luke Guthrie,3,8.3
33,T27,T27,Hunter Hamrick,2,8.3
34,T27,T27,Billy Hurley III,4,8.3
35,T27,T27,Kent Jones,2,8.3
36,T27,T27,Derek Lamely,4,8.3
37,T27,T27,Garth Mulroy,5,8.3
38,T27,T27,Kevin Na,8,8.3
39,T27,T27,Koumei Oda,1,8.3
40,T27,T27,Ryan Palmer,10,8.3
