,Last_5_Events_-_Short_Game_RANK THIS WEEK,Last_5_Events_-_Short_Game_RANK LAST WEEK,Last_5_Events_-_Short_Game_PLAYER NAME,Last_5_Events_-_Short_Game_EVENTS,Last_5_Events_-_Short_Game_RATING
0,1,1,Jason Dufner,1,9.3
1,T2,T2,Patrick Cantlay,1,8.8
2,T2,T2,Jarrod Lyle,2,8.8
3,4,4,Glen Day,1,8.7
4,5,5,Duffy Waldorf,2,8.6
5,6,6,Charles Howell III,3,8.5
6,7,7,Zack Miller,2,8.2
7,8,8,Albin Choi,1,8.1
8,T9,T9,Woody Austin,2,8.0
9,T9,T9,Darren Clarke,1,8.0
10,T9,T9,Len Mattiace,1,8.0
11,T9,T9,Jesper Parnevik,1,8.0
12,T13,T13,Greg Chalmers,3,7.9
13,T13,T13,Jonathan Randolph,1,7.9
14,T13,T13,Vijay Singh,4,7.9
15,T16,T16,Jim Furyk,2,7.8
16,T16,T16,Lee Janzen,2,7.8
17,T16,T16,Andres Romero,1,7.8
18,T19,T19,Steven Bowditch,1,7.7
19,T19,T19,Erik Compton,1,7.7
20,T19,T19,Paul Goydos,2,7.7
21,T19,T19,Nick O'Hern,2,7.7
22,T19,T19,Omar Uresti,2,7.7
23,T24,T24,Jason Bohn,2,7.6
24,T24,T24,Alex Cejka,1,7.6
25,T24,T24,Jerry Kelly,2,7.6
26,T24,T24,Justin Leonard,3,7.6
27,T24,T24,Bill Lunde,3,7.6
28,T24,T24,John Mallinger,2,7.6
29,T24,T24,Corey Pavin,2,7.6
30,T24,T24,"Ted Potter, Jr.",2,7.6
31,T32,T32,Robert Damron,1,7.5
32,T32,T32,Brett Quigley,1,7.5
33,T34,T34,Martin Kaymer,1,7.4
34,T34,T34,Russell Knox,4,7.4
35,T34,T34,Steve Wheatcroft,1,7.4
36,T37,T37,Mark Anderson,3,7.3
37,T37,T37,Jamie Donaldson,1,7.3
38,T37,T37,Pat Perez,2,7.3
39,T40,T40,Eric Axley,1,7.2
40,T40,T40,Ricky Barnes,1,7.2
41,T40,T40,Rich Beem,1,7.2
42,T40,T40,Hunter Haas,3,7.2
43,T40,T40,Adam Hadwin,1,7.2
44,T40,T40,Rory McIlroy,2,7.2
45,T40,T40,Jeff Quinney,1,7.2
46,T40,T40,Patrick Sheehan,1,7.2
47,T40,T40,Brandt Snedeker,2,7.2
48,T40,T40,Tadahiro Takayama,1,7.2
49,T50,T50,Stephen Gangluff,1,7.1
50,T50,T50,Retief Goosen,2,7.1
51,T50,T50,Ryuji Imada,2,7.1
52,T50,T50,Kevin Na,3,7.1
53,T50,T50,Tim Petrovic,1,7.1
54,T50,T50,Kyle Reifers,2,7.1
55,T50,T50,Gene Sauers,1,7.1
56,T50,T50,Paul Stankowski,2,7.1
57,T50,T50,Vaughn Taylor,3,7.1
58,T50,T50,Josh Teater,4,7.1
59,T60,T60,Thomas Bjørn,1,7.0
60,T60,T60,Michael Bradley,1,7.0
61,T60,T60,Sergio Garcia,3,7.0
62,T60,T60,Billy Hurley III,1,7.0
63,T60,T60,Paul Lawrie,1,7.0
64,T60,T60,Phil Mickelson,3,7.0
65,T60,T60,Chris Riley,3,7.0
66,T60,T60,Michael Thompson,2,7.0
67,T60,T60,Camilo Villegas,4,7.0
68,T69,T69,Jonas Blixt,4,6.9
69,T69,T69,Jonathan Byrd,2,6.9
70,T69,T69,K.J. Choi,1,6.9
71,T69,T69,Simon Dyson,1,6.9
72,T69,T69,Neal Lancaster,1,6.9
73,T69,T69,Scott Langley,2,6.9
74,T69,T69,Jamie Lovemark,1,6.9
75,T69,T69,Marcel Siem,1,6.9
76,T77,T77,Joe Durant,1,6.8
77,T77,T77,Brian Gay,4,6.8
78,T77,T77,Andres Gonzales,1,6.8
79,T77,T77,Branden Grace,1,6.8
80,T77,T77,Hunter Hamrick,2,6.8
81,T77,T77,Tetsuji Hiratsuka,1,6.8
82,T77,T77,Michael Hoey,1,6.8
83,T77,T77,Zach Johnson,3,6.8
84,T77,T77,Doug LaBelle II,1,6.8
85,T77,T77,Edward Loar,2,6.8
86,T77,T77,Jeff Maggert,3,6.8
87,T77,T77,Garth Mulroy,2,6.8
88,T77,T77,Jeev Milkha Singh,1,6.8
89,T77,T77,Jimmy Walker,3,6.8
90,T77,T77,Charlie Wi,2,6.8
91,T92,T92,Stuart Appleby,3,6.7
92,T92,T92,Rafa Cabrera Bello,1,6.7
93,T92,T92,Tim Clark,3,6.7
94,T92,T92,Gavin Coles,2,6.7
95,T92,T92,Jason Gore,1,6.7
96,T92,T92,Luke Guthrie,3,6.7
97,T92,T92,Troy Kelly,3,6.7
98,T92,T92,Steve Lowery,1,6.7
99,T92,T92,Rocco Mediate,3,6.7
100,T92,T92,John Rollins,3,6.7
101,T102,T102,Aaron Baddeley,2,6.6
102,T102,T102,Craig Barlow,1,6.6
103,T102,T102,Chad Campbell,2,6.6
104,T102,T102,Tom Gillis,4,6.6
105,T102,T102,Greg Owen,2,6.6
106,T102,T102,D.A. Points,2,6.6
107,T102,T102,Alexandre Rocha,3,6.6
108,T102,T102,Tiger Woods,3,6.6
109,T110,T110,Stewart Cink,2,6.5
110,T110,T110,Luke Donald,3,6.5
111,T110,T110,Ernie Els,4,6.5
112,T110,T110,Matt Every,4,6.5
113,T110,T110,Billy Horschel,3,6.5
114,T110,T110,Marc Leishman,1,6.5
115,T110,T110,Juvic Pagunsan,1,6.5
116,T110,T110,John Senden,2,6.5
117,T118,T118,Thomas Aiken,1,6.4
118,T118,T118,Bill Haas,1,6.4
119,T118,T118,Tim Herron,5,6.4
120,T118,T118,Chris Kirk,4,6.4
121,T118,T118,Troy Matteson,1,6.4
122,T118,T118,Bryce Molder,4,6.4
123,T118,T118,Geoff Ogilvy,3,6.4
124,T118,T118,Justin Rose,2,6.4
125,T118,T118,Scott Stallings,4,6.4
126,T118,T118,Brendan Steele,3,6.4
127,T118,T118,Shawn Stefani,1,6.4
128,T118,T118,Jhonattan Vegas,3,6.4
129,T118,T118,Y.E. Yang,3,6.4
130,T131,T131,Briny Baird,3,6.3
131,T131,T131,Bud Cauley,4,6.3
132,T131,T131,John Huh,4,6.3
133,T131,T131,Matt Jones,3,6.3
134,T131,T131,Skip Kendall,3,6.3
135,T131,T131,Will MacKenzie,1,6.3
136,T131,T131,Gary Woodland,2,6.3
137,T138,T138,Kris Blanks,1,6.2
138,T138,T138,Jason Day,3,6.2
139,T138,T138,Ken Duke,3,6.2
140,T138,T138,Bob Estes,4,6.2
141,T138,T138,Mathew Goggin,3,6.2
142,T138,T138,Nathan Green,4,6.2
143,T138,T138,Freddie Jacobson,2,6.2
144,T138,T138,K.T. Kim,2,6.2
145,T138,T138,Jason Kokrak,3,6.2
146,T138,T138,Hennie Otto,1,6.2
147,T138,T138,Tom Pernice Jr.,1,6.2
148,T149,T149,Scott Brown,3,6.1
149,T149,T149,Graham DeLaet,4,6.1
150,T149,T149,Jbe' Kruger,1,6.1
151,T149,T149,Martin Laird,2,6.1
152,T149,T149,Scott Piercy,3,6.1
153,T149,T149,Jordan Spieth,2,6.1
154,T149,T149,Willie Wood,1,6.1
155,T156,T156,Cameron Beckman,2,6.0
156,T156,T156,Roberto Castro,3,6.0
157,T156,T156,Nicolas Colsaerts,2,6.0
158,T156,T156,Chris Couch,1,6.0
159,T156,T156,Scott Dunlap,2,6.0
160,T156,T156,Robert Gamez,2,6.0
161,T156,T156,J.B. Holmes,4,6.0
162,T156,T156,Randall Hutchison,1,6.0
163,T156,T156,Miguel Angel Jiménez,1,6.0
164,T156,T156,Matt Kuchar,3,6.0
165,T156,T156,Bo Van Pelt,2,6.0
166,T156,T156,Nick Watney,1,6.0
167,T168,T168,Ben Curtis,4,5.9
168,T168,T168,Martin Flores,4,5.9
169,T168,T168,Tommy Gainey,4,5.9
170,T168,T168,Robert Garrigus,3,5.9
171,T168,T168,Padraig Harrington,3,5.9
172,T168,T168,Kelly Kraft,1,5.9
173,T168,T168,Davis Love III,2,5.9
174,T168,T168,David Mathis,4,5.9
175,T168,T168,Graeme McDowell,2,5.9
176,T168,T168,Carl Paulson,2,5.9
177,T168,T168,Dicky Pride,2,5.9
178,T168,T168,Steve Stricker,3,5.9
179,T168,T168,Chris Stroud,1,5.9
