,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Rory McIlroy,8,8.9
1,2,2,Sam Saunders,2,8.8
2,3,3,Joey Snyder III,1,8.7
3,3,3,Tiger Woods,8,8.7
4,5,5,Jonas Blixt,11,8.6
5,5,5,Jim Furyk,8,8.6
6,5,5,Davis Love III,8,8.6
7,5,5,Shigeki Maruyama,1,8.6
8,5,5,Willie Wood,1,8.6
9,10,10,Woody Austin,3,8.5
10,10,10,Charlie Beljan,5,8.5
11,10,10,Tadd Fujikawa,1,8.5
12,10,10,Anders Hansen,2,8.5
13,10,10,Dustin Johnson,8,8.5
14,10,10,Jonathan Randolph,1,8.5
15,16,16,Jason Day,8,8.4
16,16,16,Luke Donald,9,8.4
17,16,16,Robert Garrigus,11,8.4
18,16,16,Luke Guthrie,3,8.4
19,16,16,John Mallinger,5,8.4
20,16,16,Phil Mickelson,8,8.4
21,16,16,Louis Oosthuizen,7,8.4
22,16,16,Tim Petrovic,3,8.4
23,16,16,Justin Rose,7,8.4
24,16,16,Rory Sabbatini,5,8.4
25,16,16,Charl Schwartzel,9,8.4
26,16,16,Webb Simpson,8,8.4
27,16,16,Lee Slattery,1,8.4
28,16,16,Brandt Snedeker,8,8.4
29,16,16,David Toms,6,8.4
30,16,16,Bubba Watson,6,8.4
31,32,32,Thomas Aiken,1,8.3
32,32,32,Scott Brown,6,8.3
33,32,32,Ben Curtis,9,8.3
34,32,32,Brian Davis,5,8.3
35,32,32,Glen Day,1,8.3
36,32,32,Jason Dufner,8,8.3
37,32,32,Ken Duke,9,8.3
38,32,32,Brian Gay,6,8.3
39,32,32,David Mathis,8,8.3
40,32,32,Len Mattiace,1,8.3
41,32,32,Ryan Moore,14,8.3
42,32,32,Ryan Palmer,10,8.3
43,32,32,Scott Piercy,9,8.3
44,32,32,Patrick Reed,7,8.3
45,32,32,Adam Scott,8,8.3
46,32,32,Scott Stallings,9,8.3
47,32,32,Steve Stricker,9,8.3
48,32,32,Josh Teater,9,8.3
49,32,32,Marc Turnesa,2,8.3
50,32,32,Bo Van Pelt,10,8.3
51,52,52,Ángel Cabrera,4,8.2
52,52,52,Chad Campbell,7,8.2
53,52,52,Tim Clark,9,8.2
54,52,52,Brendon de Jonge,12,8.2
55,52,52,Joe Durant,4,8.2
56,52,52,Matt Every,9,8.2
57,52,52,Martin Flores,10,8.2
58,52,52,Fred Funk,1,8.2
59,52,52,Sergio Garcia,10,8.2
60,52,52,Bobby Gates,5,8.2
61,52,52,Billy Hurley III,4,8.2
62,52,52,Lee Janzen,6,8.2
63,52,52,Zach Johnson,9,8.2
64,52,52,Kevin Kisner,5,8.2
65,52,52,Russell Knox,8,8.2
66,52,52,Matt Kuchar,11,8.2
67,52,52,Danny Lee,6,8.2
68,52,52,Richard Lee,8,8.2
69,52,52,Edward Loar,3,8.2
70,52,52,Steve Marino,4,8.2
71,52,52,Troy Matteson,8,8.2
72,52,52,Garth Mulroy,5,8.2
73,52,52,Nick O'Hern,6,8.2
74,52,52,Jeff Overton,12,8.2
75,52,52,Ian Poulter,7,8.2
76,52,52,Jeff Quinney,1,8.2
77,52,52,Andres Romero,6,8.2
78,52,52,Vijay Singh,11,8.2
79,52,52,Kevin Stadler,8,8.2
80,52,52,Shawn Stefani,1,8.2
81,52,52,Nick Watney,9,8.2
82,52,52,Boo Weekley,6,8.2
83,84,84,Ricky Barnes,7,8.1
84,84,84,Notah Begay III,1,8.1
85,84,84,Jason Bohn,4,8.1
86,84,84,Stewart Cink,7,8.1
87,84,84,Nicolas Colsaerts,5,8.1
88,84,84,Tom Gillis,10,8.1
89,84,84,Andres Gonzales,1,8.1
90,84,84,Retief Goosen,6,8.1
91,84,84,Adam Hadwin,1,8.1
92,84,84,Padraig Harrington,6,8.1
93,84,84,Kent Jones,2,8.1
94,84,84,Jerry Kelly,9,8.1
95,84,84,Chris Kirk,10,8.1
96,84,84,Martin Laird,8,8.1
97,84,84,Derek Lamely,4,8.1
98,84,84,Bill Lunde,8,8.1
99,84,84,William McGirt,8,8.1
100,84,84,John Merrick,10,8.1
101,84,84,Dustin Morris,1,8.1
102,84,84,Seung-Yul Noh,12,8.1
103,84,84,Geoff Ogilvy,10,8.1
104,84,84,Greg Owen,9,8.1
105,84,84,Kyle Reifers,7,8.1
106,84,84,John Rollins,7,8.1
107,84,84,John Senden,8,8.1
108,84,84,Henrik Stenson,9,8.1
109,84,84,Daniel Summerhays,7,8.1
110,84,84,Michael Thompson,7,8.1
111,84,84,Peter Tomasulo,2,8.1
112,84,84,Steve Wheatcroft,3,8.1
113,114,114,Blake Adams,10,8.0
114,114,114,Stuart Appleby,9,8.0
115,114,114,Tommy Biershenk,2,8.0
116,114,114,Kris Blanks,5,8.0
117,114,114,Jonathan Byrd,9,8.0
118,114,114,Patrick Cantlay,5,8.0
119,114,114,Roberto Castro,10,8.0
120,114,114,Bud Cauley,11,8.0
121,114,114,Greg Chalmers,9,8.0
122,114,114,Daniel Chopra,6,8.0
123,114,114,Will Claxton,12,8.0
124,114,114,Gavin Coles,9,8.0
125,114,114,Chris Couch,7,8.0
126,114,114,Ben Crane,7,8.0
127,114,114,Jamie Donaldson,2,8.0
128,114,114,Steve Elkington,1,8.0
129,114,114,Bob Estes,9,8.0
130,114,114,Rickie Fowler,10,8.0
131,114,114,Jason Gore,1,8.0
132,114,114,Bill Haas,7,8.0
133,114,114,Hunter Hamrick,2,8.0
134,114,114,Peter Hanson,5,8.0
135,114,114,Tim Herron,9,8.0
136,114,114,Charley Hoffman,7,8.0
137,114,114,John Huh,11,8.0
138,114,114,Martin Kaymer,4,8.0
139,114,114,K.T. Kim,4,8.0
140,114,114,Colt Knost,3,8.0
141,114,114,Frank Lickliter II,3,8.0
142,114,114,Kevin Na,8,8.0
143,114,114,Sean O'Hair,10,8.0
144,114,114,Pat Perez,9,8.0
145,114,114,D.A. Points,5,8.0
146,114,114,Dicky Pride,7,8.0
147,114,114,Chez Reavie,7,8.0
148,114,114,Gene Sauers,1,8.0
149,114,114,Heath Slocum,8,8.0
150,114,114,Vaughn Taylor,6,8.0
151,114,114,Jhonattan Vegas,8,8.0
152,114,114,Jimmy Walker,11,8.0
153,114,114,Charlie Wi,9,8.0
154,155,155,Eric Axley,1,7.9
155,155,155,Aaron Baddeley,6,7.9
156,155,155,Keegan Bradley,6,7.9
157,155,155,Alex Cejka,5,7.9
158,155,155,Kevin Chappell,6,7.9
159,155,155,Gary Christian,9,7.9
160,155,155,Darren Clarke,1,7.9
161,155,155,Fred Couples,4,7.9
162,155,155,John Daly,7,7.9
163,155,155,Graham DeLaet,12,7.9
164,155,155,Paul Goydos,6,7.9
165,155,155,Nathan Green,8,7.9
166,155,155,Hunter Haas,7,7.9
167,155,155,David Hearn,12,7.9
168,155,155,J.B. Holmes,10,7.9
169,155,155,Billy Horschel,11,7.9
170,155,155,Charles Howell III,7,7.9
171,155,155,Brandt Jobe,8,7.9
172,155,155,Robert Karlsson,6,7.9
173,155,155,Skip Kendall,4,7.9
174,155,155,Jason Kokrak,7,7.9
175,155,155,Spencer Levin,7,7.9
176,155,155,Jeff Maggert,9,7.9
177,155,155,Rocco Mediate,8,7.9
178,155,155,Bryce Molder,9,7.9
179,155,155,Francesco Molinari,3,7.9
180,155,155,Juvic Pagunsan,1,7.9
181,155,155,Rod Pampling,8,7.9
182,155,155,Corey Pavin,2,7.9
183,155,155,Tom Pernice Jr.,3,7.9
184,155,155,Kyle Stanley,8,7.9
185,155,155,Roland Thatcher,5,7.9
186,155,155,Justin Thomas,1,7.9
187,155,155,Kyle Thompson,3,7.9
188,155,155,D.J. Trahan,5,7.9
189,155,155,Cameron Tringale,8,7.9
190,155,155,Lee Westwood,9,7.9
191,155,155,Gary Woodland,5,7.9
192,193,193,Rich Beem,2,7.8
193,193,193,Mark Brooks,1,7.8
194,193,193,K.J. Choi,7,7.8
195,193,193,Scott Dunlap,6,7.8
196,193,193,Tommy Gainey,11,7.8
197,193,193,Brian Harman,10,7.8
198,193,193,J.J. Henry,9,7.8
199,193,193,Jim Herman,2,7.8
200,193,193,Trevor Immelman,7,7.8
201,193,193,Ryo Ishikawa,5,7.8
202,193,193,Freddie Jacobson,8,7.8
203,193,193,Richard Johnson,2,7.8
204,193,193,Matt Jones,6,7.8
205,193,193,Sung Kang,1,7.8
206,193,193,Troy Kelly,6,7.8
207,193,193,J.J. Killeen,8,7.8
208,193,193,Scott Langley,2,7.8
209,193,193,Steve Lowery,1,7.8
210,193,193,Hunter Mahan,9,7.8
211,193,193,Billy Mayfair,6,7.8
212,193,193,George McNeill,9,7.8
213,193,193,Matt McQuillan,4,7.8
214,193,193,Kenny Perry,5,7.8
215,193,193,John Peterson,1,7.8
216,193,193,Brett Quigley,1,7.8
217,193,193,Chris Riley,10,7.8
218,193,193,Paul Stankowski,6,7.8
219,193,193,Duffy Waldorf,6,7.8
220,193,193,Y.E. Yang,8,7.8
221,222,222,Robert Allenby,3,7.7
222,222,222,Mark Anderson,5,7.7
223,222,222,Briny Baird,4,7.7
224,222,222,Steven Bowditch,3,7.7
225,222,222,Chris DiMarco,6,7.7
226,222,222,James Driscoll,5,7.7
227,222,222,Ernie Els,9,7.7
228,222,222,Harris English,12,7.7
229,222,222,Mathew Goggin,7,7.7
230,222,222,Randall Hutchison,1,7.7
231,222,222,Ryuji Imada,8,7.7
232,222,222,Anthony Kim,3,7.7
233,222,222,WC Liang,1,7.7
234,222,222,Jamie Lovemark,4,7.7
235,222,222,Jarrod Lyle,9,7.7
236,222,222,Will MacKenzie,4,7.7
237,222,222,Zack Miller,3,7.7
238,222,222,Carl Pettersson,8,7.7
239,222,222,Brendan Steele,8,7.7
240,222,222,Kevin Streelman,11,7.7
241,222,222,Kevin Sutherland,5,7.7
242,222,222,Camilo Villegas,9,7.7
243,222,222,Johnson Wagner,6,7.7
244,222,222,Garrett Willis,4,7.7
245,246,246,Stephen Ames,3,7.6
246,246,246,Arjun Atwal,8,7.6
247,246,246,Michael Bradley,3,7.6
248,246,246,Erik Compton,6,7.6
249,246,246,David Duval,2,7.6
250,246,246,Marc Leishman,10,7.6
251,246,246,Alvaro Quiros,5,7.6
252,246,246,Alexandre Rocha,7,7.6
253,246,246,Patrick Sheehan,4,7.6
254,246,246,Jordan Spieth,2,7.6
255,256,256,Sangmoon Bae,5,7.5
256,256,256,Shane Bertsch,4,7.5
257,256,256,Derek Ernst,1,7.5
258,256,256,Marcus Fraser,2,7.5
259,256,256,Lucas Glover,4,7.5
260,256,256,Branden Grace,3,7.5
261,256,256,Todd Hamilton,2,7.5
262,256,256,Kelly Kraft,2,7.5
263,256,256,Hank Kuehne,2,7.5
264,256,256,Justin Leonard,5,7.5
265,256,256,Graeme McDowell,5,7.5
266,256,256,Shaun Micheel,5,7.5
267,256,256,"Ted Potter, Jr.",6,7.5
268,256,256,Chris Stroud,7,7.5
269,256,256,Brendon Todd,4,7.5
270,256,256,Chase Wright,1,7.5
271,272,272,Craig Barlow,3,7.4
272,272,272,Matt Bettencourt,4,7.4
273,272,272,Guy Boros,1,7.4
274,272,272,Joseph Bramlett,1,7.4
275,272,272,Bart Bryant,1,7.4
276,272,272,Paul Casey,3,7.4
277,272,272,Simon Dyson,3,7.4
278,272,272,Yuta Ikeda,1,7.4
279,272,272,Miguel Angel Jiménez,2,7.4
280,272,272,Doug LaBelle II,1,7.4
281,272,272,Michael Putnam,1,7.4
282,272,272,Scott Verplank,2,7.4
283,272,272,Brett Wetterich,1,7.4
284,272,272,Mark Wilson,8,7.4
285,286,286,Cameron Beckman,6,7.3
286,286,286,Albin Choi,1,7.3
287,286,286,Marco Dawson,5,7.3
288,286,286,Joe Ogilvie,5,7.3
289,286,286,Carl Paulson,2,7.3
290,286,286,Fran Quinn,2,7.3
291,286,286,Robert Rock,2,7.3
292,293,293,Harrison Frazar,3,7.2
293,293,293,Stephen Gangluff,1,7.2
294,293,293,Mathias Grönberg,1,7.2
295,293,293,Hennie Otto,1,7.2
296,293,293,Danny Willett,1,7.2
297,298,298,Thomas Bjørn,4,7.1
298,298,298,Rafa Cabrera Bello,2,7.1
299,298,298,Miguel Angel Carballo,4,7.1
300,298,298,Robert Gamez,3,7.1
301,298,298,Jbe' Kruger,1,7.1
302,298,298,Koumei Oda,1,7.1
303,298,298,Ted Purdy,2,7.1
304,298,298,Omar Uresti,2,7.1
305,298,298,Tom Watson,1,7.1
306,307,307,Chad Collins,2,7.0
307,307,307,Robert Damron,2,7.0
308,307,307,Jesper Parnevik,2,7.0
309,307,307,Marcel Siem,1,7.0
310,311,311,Matt Hill,1,6.9
311,312,312,Gonzalo Fernandez-Castaño,2,6.8
312,312,312,Ben Kohles,1,6.8
313,312,312,Joost Luiten,1,6.8
314,312,312,José María Olazábal,1,6.8
315,312,312,Bernd Wiesberger,1,6.8
316,317,317,Yoshinori Fujimoto,1,6.7
317,317,317,Tadahiro Takayama,1,6.7
318,319,319,Neal Lancaster,1,6.6
319,319,319,Scott McCarron,2,6.6
320,321,321,Pablo Larrazabal,1,6.4
321,321,321,Paul Lawrie,2,6.4
322,321,321,Jeev Milkha Singh,1,6.4
323,324,324,Alex Noren,1,6.3
324,325,325,Jonathan Fly,1,5.9
325,326,326,Toshinori Muto,1,5.8
326,327,327,Michael Hoey,1,5.7
327,328,328,Tetsuji Hiratsuka,1,5.6
328,329,329,Oliver Bekker,1,5.4
329,330,330,Tom Lewis,1,4.7
