,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Glen Day,1,8.7
1,2,2,Albin Choi,1,8.1
2,T3,T3,Woody Austin,2,8.0
3,T3,T3,Darren Clarke,1,8.0
4,T3,T3,Len Mattiace,1,8.0
5,T3,T3,Jesper Parnevik,1,8.0
6,7,7,Jonathan Randolph,1,7.9
7,T8,T8,Paul Goydos,2,7.7
8,T8,T8,Zack Miller,3,7.7
9,T8,T8,Omar Uresti,2,7.7
10,11,11,Corey Pavin,2,7.6
11,T12,T12,Robert Damron,1,7.5
12,T12,T12,Brett Quigley,1,7.5
13,T14,T14,Hunter Haas,6,7.4
14,T14,T14,Paul Stankowski,3,7.4
15,T14,T14,Duffy Waldorf,5,7.4
16,T17,T17,Jamie Donaldson,1,7.3
17,T17,T17,Marcus Fraser,1,7.3
18,T19,T19,Eric Axley,1,7.2
19,T19,T19,Rich Beem,1,7.2
20,T19,T19,Greg Chalmers,17,7.2
21,T19,T19,Jim Furyk,13,7.2
22,T19,T19,Jeff Quinney,1,7.2
23,T19,T19,Webb Simpson,11,7.2
24,T19,T19,Tadahiro Takayama,1,7.2
25,T19,T19,Steve Wheatcroft,4,7.2
26,T27,T27,Mark Anderson,10,7.1
27,T27,T27,Jason Dufner,16,7.1
28,T27,T27,Brian Gay,15,7.1
29,T27,T27,Retief Goosen,5,7.1
30,T27,T27,Lee Janzen,5,7.1
31,T27,T27,Rocco Mediate,9,7.1
32,T27,T27,Phil Mickelson,13,7.1
33,T27,T27,Gene Sauers,1,7.1
34,T35,T35,Jonathan Byrd,12,7.0
35,T35,T35,Matt Every,12,7.0
36,T35,T35,Billy Hurley III,6,7.0
37,T35,T35,Jarrod Lyle,4,7.0
38,T35,T35,Nick O'Hern,11,7.0
39,T35,T35,Justin Rose,12,7.0
40,T35,T35,Rory Sabbatini,12,7.0
41,T42,T42,Brian Davis,15,6.9
42,T42,T42,Ryuji Imada,8,6.9
43,T42,T42,Matt Kuchar,15,6.9
44,T42,T42,Neal Lancaster,1,6.9
45,T42,T42,Scott Langley,2,6.9
46,T42,T42,Marcel Siem,1,6.9
47,T42,T42,Henrik Stenson,8,6.9
48,T42,T42,Steve Stricker,13,6.9
49,T42,T42,Bo Van Pelt,15,6.9
50,T51,T51,Stuart Appleby,12,6.8
51,T51,T51,Jason Bohn,10,6.8
52,T51,T51,K.J. Choi,9,6.8
53,T51,T51,Tim Clark,10,6.8
54,T51,T51,Andres Gonzales,1,6.8
55,T51,T51,Hunter Hamrick,2,6.8
56,T51,T51,Tetsuji Hiratsuka,1,6.8
57,T51,T51,Michael Hoey,1,6.8
58,T51,T51,Zach Johnson,19,6.8
59,T51,T51,Doug LaBelle II,1,6.8
60,T51,T51,Rory McIlroy,7,6.8
61,T51,T51,Jeev Milkha Singh,1,6.8
62,T51,T51,Brandt Snedeker,16,6.8
63,T64,T64,Thomas Bjørn,3,6.7
64,T64,T64,Jonas Blixt,12,6.7
65,T64,T64,Bart Bryant,1,6.7
66,T64,T64,Bud Cauley,18,6.7
67,T64,T64,Jason Gore,1,6.7
68,T64,T64,Luke Guthrie,3,6.7
69,T64,T64,Bill Haas,12,6.7
70,T64,T64,Freddie Jacobson,10,6.7
71,T64,T64,Sung Kang,6,6.7
72,T64,T64,Kevin Kisner,8,6.7
73,T64,T64,Paul Lawrie,2,6.7
74,T64,T64,Justin Leonard,10,6.7
75,T64,T64,Davis Love III,7,6.7
76,T64,T64,Steve Lowery,1,6.7
77,T64,T64,Bill Lunde,13,6.7
78,T64,T64,Carl Pettersson,18,6.7
79,T64,T64,Dicky Pride,8,6.7
80,T64,T64,John Senden,14,6.7
81,T64,T64,Chris Stroud,11,6.7
82,T64,T64,Camilo Villegas,13,6.7
83,T84,T84,Aaron Baddeley,12,6.6
84,T84,T84,Craig Barlow,1,6.6
85,T84,T84,Erik Compton,10,6.6
86,T84,T84,Peter Hanson,4,6.6
87,T84,T84,Padraig Harrington,10,6.6
88,T84,T84,Martin Kaymer,3,6.6
89,T84,T84,Jerry Kelly,10,6.6
90,T84,T84,Danny Lee,10,6.6
91,T84,T84,Spencer Levin,14,6.6
92,T84,T84,Matt McQuillan,2,6.6
93,T84,T84,Geoff Ogilvy,14,6.6
94,T84,T84,Scott Piercy,17,6.6
95,T84,T84,Patrick Reed,7,6.6
96,T84,T84,Scott Stallings,10,6.6
97,T84,T84,Tiger Woods,9,6.6
98,T99,T99,Keegan Bradley,13,6.5
99,T99,T99,Scott Brown,5,6.5
100,T99,T99,Chris DiMarco,11,6.5
101,T99,T99,David Duval,2,6.5
102,T99,T99,Tom Gillis,15,6.5
103,T99,T99,J.J. Killeen,14,6.5
104,T99,T99,Marc Leishman,15,6.5
105,T99,T99,John Mallinger,10,6.5
106,T99,T99,Kevin Na,13,6.5
107,T99,T99,Greg Owen,16,6.5
108,T99,T99,Juvic Pagunsan,1,6.5
109,T99,T99,Carl Paulson,1,6.5
110,T99,T99,Pat Perez,15,6.5
111,T99,T99,Tim Petrovic,4,6.5
112,T99,T99,Kyle Reifers,12,6.5
113,T99,T99,Jimmy Walker,17,6.5
114,T115,T115,Thomas Aiken,1,6.4
115,T115,T115,Gavin Coles,9,6.4
116,T115,T115,Jason Day,10,6.4
117,T115,T115,Brendon de Jonge,21,6.4
118,T115,T115,James Driscoll,12,6.4
119,T115,T115,Bob Estes,12,6.4
120,T115,T115,Martin Flores,14,6.4
121,T115,T115,Branden Grace,3,6.4
122,T115,T115,Todd Hamilton,2,6.4
123,T115,T115,Charles Howell III,17,6.4
124,T115,T115,Ryo Ishikawa,7,6.4
125,T115,T115,Chris Kirk,19,6.4
126,T115,T115,Colt Knost,9,6.4
127,T115,T115,Russell Knox,9,6.4
128,T115,T115,David Mathis,10,6.4
129,T115,T115,Seung-Yul Noh,18,6.4
130,T115,T115,Ian Poulter,9,6.4
131,T115,T115,John Rollins,12,6.4
132,T115,T115,Andres Romero,8,6.4
133,T115,T115,Patrick Sheehan,5,6.4
134,T115,T115,Vijay Singh,20,6.4
135,T115,T115,Shawn Stefani,1,6.4
136,T115,T115,David Toms,8,6.4
137,T138,T138,Briny Baird,4,6.3
138,T138,T138,Luke Donald,11,6.3
139,T138,T138,Ken Duke,19,6.3
140,T138,T138,Joe Durant,2,6.3
141,T138,T138,Ernie Els,14,6.3
142,T138,T138,Tim Herron,15,6.3
143,T138,T138,J.B. Holmes,16,6.3
144,T138,T138,Robert Karlsson,8,6.3
145,T138,T138,Skip Kendall,3,6.3
146,T138,T138,Will MacKenzie,1,6.3
147,T138,T138,Hunter Mahan,15,6.3
148,T138,T138,Billy Mayfair,13,6.3
149,T138,T138,Garth Mulroy,8,6.3
150,T138,T138,Joe Ogilvie,6,6.3
151,T138,T138,Vaughn Taylor,11,6.3
152,T138,T138,Josh Teater,17,6.3
153,T138,T138,Nick Watney,18,6.3
154,T138,T138,Y.E. Yang,10,6.3
155,T156,T156,Roberto Castro,16,6.2
156,T156,T156,Daniel Chopra,6,6.2
157,T156,T156,Gary Christian,13,6.2
158,T156,T156,Tommy Gainey,15,6.2
159,T156,T156,Mathew Goggin,7,6.2
160,T156,T156,Anders Hansen,1,6.2
161,T156,T156,Brian Harman,19,6.2
162,T156,T156,Charley Hoffman,13,6.2
163,T156,T156,Matt Jones,6,6.2
164,T156,T156,Shaun Micheel,5,6.2
165,T156,T156,Hennie Otto,1,6.2
166,T156,T156,Ryan Palmer,15,6.2
167,T156,T156,Tom Pernice Jr.,6,6.2
168,T156,T156,D.A. Points,11,6.2
169,T156,T156,"Ted Potter, Jr.",11,6.2
170,T156,T156,Brendon Todd,7,6.2
171,T156,T156,Cameron Tringale,17,6.2
172,T156,T156,Charlie Wi,14,6.2
173,T156,T156,Mark Wilson,14,6.2
174,T175,T175,Stephen Ames,3,6.1
175,T175,T175,Steven Bowditch,4,6.1
176,T175,T175,Rafa Cabrera Bello,2,6.1
177,T175,T175,Patrick Cantlay,3,6.1
178,T175,T175,Stewart Cink,11,6.1
179,T175,T175,Scott Dunlap,6,6.1
180,T175,T175,Harrison Frazar,6,6.1
181,T175,T175,Sergio Garcia,9,6.1
182,T175,T175,Lucas Glover,4,6.1
183,T175,T175,Nathan Green,10,6.1
184,T175,T175,David Hearn,17,6.1
185,T175,T175,Troy Kelly,8,6.1
186,T175,T175,Kelly Kraft,2,6.1
187,T175,T175,Jbe' Kruger,1,6.1
188,T175,T175,Derek Lamely,6,6.1
189,T175,T175,Edward Loar,3,6.1
190,T175,T175,Bryce Molder,13,6.1
191,T175,T175,Jeff Overton,20,6.1
192,T175,T175,Adam Scott,8,6.1
193,T175,T175,Jordan Spieth,2,6.1
194,T175,T175,Brendan Steele,13,6.1
195,T175,T175,Willie Wood,1,6.1
196,T197,T197,Sangmoon Bae,8,6.0
197,T197,T197,Ricky Barnes,16,6.0
198,T197,T197,Cameron Beckman,10,6.0
199,T197,T197,Shane Bertsch,5,6.0
200,T197,T197,Graham DeLaet,13,6.0
201,T197,T197,Robert Gamez,2,6.0
202,T197,T197,Randall Hutchison,1,6.0
203,T197,T197,Trevor Immelman,11,6.0
204,T197,T197,Miguel Angel Jiménez,1,6.0
205,T197,T197,Dustin Johnson,12,6.0
206,T197,T197,K.T. Kim,3,6.0
207,T197,T197,Jamie Lovemark,3,6.0
208,T197,T197,Graeme McDowell,7,6.0
209,T197,T197,John Merrick,12,6.0
210,T197,T197,Rod Pampling,14,6.0
211,T197,T197,Heath Slocum,14,6.0
212,T213,T213,Matt Bettencourt,6,5.9
213,T213,T213,Ángel Cabrera,3,5.9
214,T213,T213,Alex Cejka,5,5.9
215,T213,T213,Ben Crane,13,5.9
216,T213,T213,John Daly,7,5.9
217,T213,T213,Rickie Fowler,16,5.9
218,T213,T213,Robert Garrigus,15,5.9
219,T213,T213,Jason Kokrak,8,5.9
220,T213,T213,Troy Matteson,13,5.9
221,T213,T213,George McNeill,15,5.9
222,T213,T213,Charl Schwartzel,8,5.9
223,T213,T213,Kevin Streelman,16,5.9
224,T213,T213,Michael Thompson,10,5.9
225,T213,T213,Tom Watson,1,5.9
226,T213,T213,Bubba Watson,12,5.9
227,T213,T213,Boo Weekley,8,5.9
228,T229,T229,Kris Blanks,8,5.8
229,T229,T229,Chad Campbell,12,5.8
230,T229,T229,Miguel Angel Carballo,9,5.8
231,T229,T229,Simon Dyson,2,5.8
232,T229,T229,Jim Herman,1,5.8
233,T229,T229,John Huh,17,5.8
234,T229,T229,Ben Kohles,1,5.8
235,T229,T229,Martin Laird,11,5.8
236,T229,T229,Chez Reavie,13,5.8
237,T229,T229,Robert Rock,2,5.8
238,T229,T229,Daniel Summerhays,11,5.8
239,T229,T229,Jhonattan Vegas,13,5.8
240,T241,T241,Blake Adams,18,5.7
241,T241,T241,Nicolas Colsaerts,5,5.7
242,T241,T241,Ben Curtis,10,5.7
243,T241,T241,Marco Dawson,7,5.7
244,T241,T241,Harris English,17,5.7
245,T241,T241,J.J. Henry,12,5.7
246,T241,T241,Billy Horschel,10,5.7
247,T241,T241,Hank Kuehne,2,5.7
248,T241,T241,Ryan Moore,17,5.7
249,T241,T241,Sean O'Hair,17,5.7
250,T241,T241,Chris Riley,6,5.7
251,T241,T241,Johnson Wagner,14,5.7
252,T241,T241,Garrett Willis,4,5.7
253,T254,T254,Charlie Beljan,6,5.6
254,T254,T254,Michael Bradley,6,5.6
255,T254,T254,Chris Couch,7,5.6
256,T254,T254,Francesco Molinari,2,5.6
257,T254,T254,Louis Oosthuizen,9,5.6
258,T254,T254,Kevin Stadler,13,5.6
259,T254,T254,Brett Wetterich,1,5.6
260,T261,T261,Robert Allenby,7,5.5
261,T261,T261,Will Claxton,18,5.5
262,T261,T261,Bobby Gates,10,5.5
263,T261,T261,Jeff Maggert,12,5.5
264,T261,T261,William McGirt,14,5.5
265,T261,T261,Toshinori Muto,1,5.5
266,T261,T261,José María Olazábal,1,5.5
267,T261,T261,Kyle Stanley,11,5.5
268,T261,T261,Kevin Sutherland,2,5.5
269,T261,T261,Lee Westwood,10,5.5
270,T261,T261,Bernd Wiesberger,1,5.5
271,T272,T272,Kevin Chappell,14,5.4
272,T272,T272,Fred Couples,2,5.4
273,T272,T272,Pablo Larrazabal,1,5.4
274,T272,T272,Richard Lee,9,5.4
275,T272,T272,Alexandre Rocha,6,5.4
276,T277,T277,Alex Noren,1,5.3
277,T277,T277,Fran Quinn,1,5.3
278,T277,T277,Marc Turnesa,2,5.3
279,T280,T280,Tommy Biershenk,7,5.2
280,T280,T280,Yoshinori Fujimoto,1,5.2
281,T280,T280,Brandt Jobe,8,5.2
282,T280,T280,Steve Marino,2,5.2
283,T280,T280,Gary Woodland,10,5.2
284,T285,T285,Guy Boros,1,5.1
285,T285,T285,Ted Purdy,2,5.1
286,T287,T287,Anthony Kim,2,5.0
287,T287,T287,Roland Thatcher,4,5.0
288,T287,T287,Kyle Thompson,3,5.0
289,T287,T287,D.J. Trahan,6,5.0
290,T291,T291,Derek Ernst,1,4.9
291,T291,T291,Mathias Grönberg,1,4.9
292,T291,T291,Kenny Perry,4,4.9
293,T291,T291,Peter Tomasulo,1,4.9
294,T295,T295,Dustin Morris,1,4.8
295,T295,T295,Alvaro Quiros,3,4.8
296,T295,T295,Joey Snyder III,1,4.8
297,T298,T298,Stephen Gangluff,2,4.7
298,T298,T298,Kent Jones,1,4.7
299,T298,T298,John Peterson,1,4.7
300,T298,T298,Danny Willett,1,4.7
301,302,302,Arjun Atwal,9,4.6
302,303,303,Paul Casey,2,4.4
303,304,304,Justin Thomas,1,4.3
304,305,305,Gonzalo Fernandez-Castaño,2,4.2
305,306,306,Frank Lickliter II,2,4.1
306,307,307,Koumei Oda,1,4.0
307,308,308,Tom Lewis,1,3.8
308,309,309,Oliver Bekker,1,3.6
309,310,310,Joost Luiten,1,3.5
310,311,311,Jonathan Fly,1,3.3
311,312,312,Joseph Bramlett,1,2.8
312,313,313,Matt Hill,1,2.0
