,PGA_Championship_Points_RANK THIS WEEK,PGA_Championship_Points_RANK LAST WEEK,PGA_Championship_Points_PLAYER NAME,PGA_Championship_Points_EVENTS,PGA_Championship_Points_POINTS
99,100,100,Ryan Palmer,6,168988
100,101,101,Kevin Streelman,5,165448
101,102,102,Scott Dunlap,6,164594
102,103,103,Martin Flores,7,162015
103,104,104,Kevin Na,6,161628
104,105,105,Kyle Stanley,5,161200
105,106,106,K.J. Choi,4,161000
106,107,107,David Mathis,6,160785
107,108,108,Jerry Kelly,6,157134
108,109,109,Marc Leishman,5,149620
109,110,110,Mathew Goggin,6,148769
110,111,111,Patrick Reed,4,145488
111,112,112,Camilo Villegas,6,144307
112,113,113,Bobby Gates,6,140100
113,114,114,Sean O'Hair,6,136084
114,115,115,Mark Anderson,6,135056
115,116,116,Heath Slocum,7,131683
116,117,117,Roberto Castro,8,131127
117,118,118,Dicky Pride,7,128809
118,119,119,Cameron Beckman,6,128780
119,120,120,Lee Slattery,1,128750
120,121,121,Martin Laird,5,126710
121,122,122,Daniel Chopra,6,125312
122,123,123,Y.E. Yang,3,118570
123,124,124,Trevor Immelman,6,116413
124,125,125,Joost Luiten,2,116167
125,126,126,Zack Miller,3,114360
126,127,127,Ricky Barnes,7,113325
127,128,128,Joey Snyder III,2,112800
128,129,129,Jeff Maggert,6,110109
129,130,130,Arjun Atwal,6,109020
130,131,131,Chez Reavie,5,108332
131,132,132,Tom Pernice Jr.,6,108282
132,133,133,Ángel Cabrera,5,106061
133,134,134,Billy Horschel,5,105295
134,135,135,Johnson Wagner,6,104207
135,136,136,Danny Lee,6,101860
136,137,137,Freddie Jacobson,4,99990
137,138,138,Rod Pampling,7,98945
138,139,139,Stuart Appleby,6,98392
139,140,140,Todd Hamilton,4,96900
140,141,141,Kyle Reifers,5,95378
141,142,142,Ken Duke,7,92333
142,143,143,Kevin Chappell,7,92062
143,144,144,K.T. Kim,2,90400
144,145,145,Gary Christian,7,90335
145,146,146,Henrik Stenson,4,90004
146,147,147,Simon Dyson,2,90000
147,148,148,Colt Knost,7,88546
148,149,149,Retief Goosen,2,86625
149,150,150,Will Claxton,6,84929
150,151,151,Daniel Summerhays,7,84217
151,152,152,Matt Jones,5,82993
152,153,153,Nick O'Hern,6,82429
153,154,154,Rocco Mediate,6,81100
154,155,155,Steven Bowditch,5,80100
155,156,156,Marcel Siem,2,79250
156,157,157,Thomas Bjørn,2,77625
157,158,158,Francesco Molinari,2,75810
158,159,159,Sangmoon Bae,4,74530
159,160,160,Charley Hoffman,6,72924
160,161,161,Billy Mayfair,7,72859
161,162,162,George McNeill,6,72333
162,163,163,Joe Durant,4,72050
163,164,164,John Rollins,8,68968
164,T165,T165,Rafa Cabrera Bello,2,68000
165,T165,T165,Martin Kaymer,2,68000
166,167,167,"Ted Potter, Jr.",6,67712
167,168,168,Paul Lawrie,2,67625
168,169,169,Scott Brown,6,66415
169,170,170,Ryo Ishikawa,3,65100
170,171,171,Branden Grace,2,62500
171,172,172,Gonzalo Fernandez-Castaño,2,62150
172,173,173,Jonathan Byrd,4,61380
173,174,174,Ryuji Imada,6,60745
174,175,175,J.J. Killeen,6,60656
175,176,176,Stewart Cink,5,57128
176,177,177,Jhonattan Vegas,4,56929
177,178,178,Patrick Cantlay,3,56803
178,179,179,Matt Bettencourt,6,56741
179,180,180,Alvaro Quiros,2,56500
180,181,181,Robert Karlsson,6,53160
181,182,182,Ben Crane,5,52950
182,183,183,Vaughn Taylor,6,52810
183,184,184,Chris Riley,3,52068
184,T185,T185,Miguel Angel Jiménez,1,51900
185,T185,T185,Thorbjørn Olesen,1,51900
186,187,187,Robert Allenby,8,49370
187,188,188,Danny Willett,1,49000
188,189,189,Nathan Green,6,48699
189,190,190,Bernd Wiesberger,2,46500
190,191,191,Troy Kelly,6,46388
191,192,192,Garth Mulroy,5,44618
192,193,193,Yoshinori Fujimoto,1,44500
193,T194,T194,Toshinori Muto,1,42625
194,T194,T194,Jeev Milkha Singh,2,42625
195,T196,T196,Michael Hoey,2,41625
196,T196,T196,Robert Rock,2,41625
197,198,198,Tom Lewis,1,41000
198,199,199,Oliver Bekker,1,40750
199,200,200,Brian Davis,8,38912
200,201,201,Kyle Thompson,5,38800
201,202,202,James Driscoll,6,37750
202,203,203,Edward Loar,6,37291
203,204,204,Derek Lamely,5,35591
204,205,205,Rich Beem,3,34750
205,206,206,Erik Compton,6,34380
206,207,207,Gavin Coles,6,33148
207,208,208,Roland Thatcher,6,31255
208,209,209,Brett Wetterich,1,31200
209,210,210,Marc Turnesa,3,29258
210,211,211,Steve Wheatcroft,6,28823
211,212,212,Miguel Angel Carballo,6,28259
212,213,213,Garrett Willis,4,26096
213,214,214,Cameron Tringale,6,25140
214,215,215,Rory Sabbatini,8,22550
215,216,216,Glen Day,1,22200
216,217,217,Kevin Kisner,6,21102
217,218,218,Chris Stroud,7,20376
218,219,219,Derek Ernst,1,20000
219,220,220,Marco Dawson,6,17701
220,T221,T221,Hunter Haas,1,17400
221,T221,T221,Jung-gon Hwang,1,17400
222,T221,T221,Lee Janzen,2,17400
223,224,224,Carl Paulson,2,16943
224,225,225,Darren Clarke,1,16810
225,226,226,Shane Bertsch,5,16376
226,227,227,Alex Cejka,4,15892
227,228,228,Chris DiMarco,6,15772
228,T229,T229,Marcus Fraser,1,15350
229,T229,T229,Alex Noren,1,15350
230,231,231,Toru Taniguchi,2,15150
231,232,232,Guy Boros,1,13800
232,233,233,Frank Lickliter II,2,12843
233,234,234,Peter Tomasulo,3,12827
234,235,235,Tommy Biershenk,6,11858
235,236,236,Kelly Kraft,1,10850
236,T237,T237,Stephen Ames,3,10450
237,T237,T237,Stephen Gangluff,6,10450
238,239,239,Ben Kohles,1,10296
239,240,240,Brendon Todd,6,9900
240,241,241,Paul Casey,2,9880
241,242,242,Patrick Sheehan,6,9212
242,243,243,Hunter Hamrick,2,9000
243,244,244,Billy Hurley III,6,8920
244,245,245,Chase Wright,1,8360
245,246,246,John Peterson,2,7540
246,T247,T247,Richard Johnson,1,6810
247,T247,T247,John Riegger,1,6810
248,249,249,Brandon Brown,1,6480
249,250,250,Ted Purdy,1,6360
250,251,251,David Duval,2,6240
251,252,252,Jake Sarnoff,1,6180
252,253,253,Scott Smith,1,6000
