,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,T1,T1,Charlie Beljan,5,9.8
1,T1,T1,Nicolas Colsaerts,5,9.8
2,T1,T1,Hank Kuehne,2,9.8
3,T1,T1,Bubba Watson,6,9.8
4,T5,T5,Jamie Lovemark,4,9.7
5,T5,T5,Alvaro Quiros,5,9.7
6,7,7,Rory McIlroy,8,9.6
7,T8,T8,Robert Garrigus,11,9.4
8,T8,T8,J.B. Holmes,10,9.4
9,T8,T8,Scott Stallings,9,9.4
10,11,11,Dustin Johnson,8,9.3
11,T12,T12,Jason Day,8,9.1
12,T12,T12,Derek Ernst,1,9.1
13,T12,T12,Jason Gore,1,9.1
14,T12,T12,Patrick Reed,7,9.1
15,T12,T12,Adam Scott,8,9.1
16,T12,T12,Gary Woodland,5,9.1
17,T18,T18,Ryan Palmer,10,9.0
18,T18,T18,Kyle Stanley,8,9.0
19,T20,T20,Dustin Morris,1,8.9
20,T20,T20,Scott Piercy,9,8.9
21,T22,T22,John Daly,7,8.8
22,T22,T22,Mathias Grönberg,1,8.8
23,T22,T22,Jason Kokrak,7,8.8
24,T22,T22,Josh Teater,9,8.8
25,T22,T22,Jhonattan Vegas,8,8.8
26,T27,T27,Keegan Bradley,6,8.7
27,T27,T27,Harrison Frazar,3,8.7
28,T27,T27,Louis Oosthuizen,7,8.7
29,T30,T30,Ángel Cabrera,4,8.6
30,T30,T30,Graham DeLaet,12,8.6
31,T30,T30,Koumei Oda,1,8.6
32,33,33,Steven Bowditch,3,8.5
33,T34,T34,Martin Flores,10,8.4
34,T34,T34,Peter Hanson,5,8.4
35,T34,T34,Charles Howell III,7,8.4
36,T34,T34,Sean O'Hair,10,8.4
37,T38,T38,Mark Anderson,5,8.3
38,T38,T38,Rafa Cabrera Bello,2,8.3
39,T38,T38,Erik Compton,6,8.3
40,T38,T38,Bobby Gates,5,8.3
41,T38,T38,Martin Laird,8,8.3
42,T38,T38,Steve Marino,4,8.3
43,T38,T38,Ted Purdy,2,8.3
44,T38,T38,Danny Willett,1,8.3
45,T46,T46,Edward Loar,3,8.2
46,T46,T46,Seung-Yul Noh,12,8.2
47,T48,T48,Branden Grace,3,8.1
48,T48,T48,Boo Weekley,6,8.1
49,T50,T50,Patrick Cantlay,5,8.0
50,T50,T50,Kevin Chappell,6,8.0
51,T50,T50,Sam Saunders,2,8.0
52,T53,T53,Harris English,12,7.9
53,T53,T53,John Rollins,7,7.9
54,T53,T53,Jimmy Walker,11,7.9
55,T56,T56,Daniel Chopra,6,7.8
56,T56,T56,Matt Jones,6,7.8
57,T56,T56,Troy Kelly,6,7.8
58,T56,T56,Shawn Stefani,1,7.8
59,T56,T56,Justin Thomas,1,7.8
60,T61,T61,Davis Love III,8,7.7
61,T61,T61,Troy Matteson,8,7.7
62,T61,T61,Tiger Woods,8,7.7
63,T64,T64,David Duval,2,7.6
64,T64,T64,Robert Karlsson,6,7.6
65,T64,T64,Garth Mulroy,5,7.6
66,T64,T64,Charl Schwartzel,9,7.6
67,T68,T68,Stephen Gangluff,1,7.5
68,T68,T68,Jim Herman,2,7.5
69,T68,T68,Joost Luiten,1,7.5
70,T68,T68,Phil Mickelson,8,7.5
71,T68,T68,Vijay Singh,11,7.5
72,T68,T68,Lee Westwood,9,7.5
73,T74,T74,Aaron Baddeley,6,7.4
74,T74,T74,Jbe' Kruger,1,7.4
75,T74,T74,John Peterson,1,7.4
76,T74,T74,Bo Van Pelt,10,7.4
77,T74,T74,Nick Watney,9,7.4
78,T74,T74,Chase Wright,1,7.4
79,T80,T80,Bud Cauley,11,7.3
80,T80,T80,Jason Dufner,8,7.3
81,T80,T80,Tommy Gainey,11,7.3
82,T80,T80,Bill Haas,7,7.3
83,T80,T80,Randall Hutchison,1,7.3
84,T80,T80,Brandt Jobe,8,7.3
