,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Glen Day,1,8.7
1,2,2,Fred Funk,1,8.6
2,3,3,Mark Brooks,1,8.2
3,T4,T4,Jim Furyk,8,8.1
4,T4,T4,Dustin Morris,1,8.1
5,T6,T6,Anders Hansen,2,8.0
6,T6,T6,Boo Weekley,6,8.0
7,T8,T8,Jason Dufner,8,7.9
8,T8,T8,Richard Johnson,2,7.9
9,T8,T8,Kyle Stanley,8,7.9
10,T8,T8,Kyle Thompson,3,7.9
11,T8,T8,Danny Willett,1,7.9
12,T13,T13,Rory McIlroy,8,7.8
13,T13,T13,Steve Stricker,9,7.8
14,T15,T15,Michael Putnam,1,7.7
15,T15,T15,Heath Slocum,8,7.7
16,T15,T15,Kevin Stadler,8,7.7
17,T18,T18,Woody Austin,3,7.6
18,T18,T18,Tim Clark,9,7.6
19,T18,T18,Paul Goydos,6,7.6
20,T18,T18,Dustin Johnson,8,7.6
21,T18,T18,Hunter Mahan,9,7.6
22,T18,T18,Chez Reavie,7,7.6
23,T18,T18,David Toms,6,7.6
24,T18,T18,Tiger Woods,8,7.6
25,T26,T26,Simon Dyson,3,7.5
26,T26,T26,Robert Garrigus,11,7.5
27,T26,T26,Adam Hadwin,1,7.5
28,T26,T26,Roland Thatcher,5,7.5
29,T26,T26,Marc Turnesa,2,7.5
30,T31,T31,Thomas Aiken,1,7.4
31,T31,T31,Notah Begay III,1,7.4
32,T31,T31,Kris Blanks,5,7.4
33,T31,T31,Gary Christian,9,7.4
34,T31,T31,Robert Damron,2,7.4
35,T31,T31,Steve Elkington,1,7.4
36,T31,T31,Bill Lunde,8,7.4
37,T31,T31,Graeme McDowell,5,7.4
38,T31,T31,Ryan Moore,14,7.4
39,T31,T31,Justin Rose,7,7.4
40,T31,T31,Lee Slattery,1,7.4
41,T31,T31,Bo Van Pelt,10,7.4
42,T43,T43,Robert Allenby,3,7.3
43,T43,T43,Keegan Bradley,6,7.3
44,T43,T43,Graham DeLaet,12,7.3
45,T43,T43,Joe Durant,4,7.3
46,T43,T43,Matt Every,9,7.3
47,T43,T43,Robert Gamez,3,7.3
48,T43,T43,Bobby Gates,5,7.3
49,T43,T43,John Huh,11,7.3
50,T43,T43,Brandt Jobe,8,7.3
51,T43,T43,Zach Johnson,9,7.3
52,T43,T43,Russell Knox,8,7.3
53,T43,T43,Davis Love III,8,7.3
54,T43,T43,Louis Oosthuizen,7,7.3
55,T43,T43,Kenny Perry,5,7.3
56,T43,T43,Scott Piercy,9,7.3
57,T43,T43,Alexandre Rocha,7,7.3
58,T43,T43,Vijay Singh,11,7.3
59,T43,T43,Vaughn Taylor,6,7.3
60,T43,T43,Camilo Villegas,9,7.3
61,T43,T43,Nick Watney,9,7.3
62,T63,T63,Stephen Ames,3,7.2
63,T63,T63,Charlie Beljan,5,7.2
64,T63,T63,Ben Curtis,9,7.2
65,T63,T63,Scott Dunlap,6,7.2
66,T63,T63,J.J. Henry,9,7.2
67,T63,T63,Jeff Maggert,9,7.2
68,T63,T63,John Mallinger,5,7.2
69,T63,T63,John Merrick,10,7.2
70,T63,T63,Sean O'Hair,10,7.2
71,T63,T63,D.A. Points,5,7.2
72,T63,T63,Jeff Quinney,1,7.2
73,T63,T63,Charl Schwartzel,9,7.2
74,T63,T63,Adam Scott,8,7.2
75,T63,T63,Kevin Sutherland,5,7.2
76,T63,T63,D.J. Trahan,5,7.2
77,T63,T63,Lee Westwood,9,7.2
78,T79,T79,Alex Cejka,5,7.1
79,T79,T79,Brendon de Jonge,12,7.1
80,T79,T79,Rickie Fowler,10,7.1
81,T79,T79,Freddie Jacobson,8,7.1
82,T79,T79,Colt Knost,3,7.1
83,T79,T79,Matt Kuchar,11,7.1
84,T79,T79,Richard Lee,8,7.1
85,T79,T79,Will MacKenzie,4,7.1
86,T79,T79,David Mathis,8,7.1
87,T79,T79,Francesco Molinari,3,7.1
88,T79,T79,Nick O'Hern,6,7.1
89,T79,T79,Greg Owen,9,7.1
