,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Joey Snyder III,1,9.4
1,T2,T2,Yoshinori Fujimoto,1,9.0
2,T2,T2,Paul Goydos,2,9.0
3,T2,T2,Brett Wetterich,1,9.0
4,5,5,Jason Gore,1,8.9
5,T6,T6,Eric Axley,1,8.8
6,T6,T6,David Duval,2,8.8
7,T6,T6,Anthony Kim,2,8.8
8,T6,T6,Corey Pavin,2,8.8
9,T6,T6,Tadahiro Takayama,1,8.8
10,T6,T6,Willie Wood,1,8.8
11,T12,T12,Jonas Blixt,14,8.6
12,T12,T12,Derek Ernst,1,8.6
13,T14,T14,Fred Funk,1,8.5
14,T14,T14,Y.E. Yang,10,8.5
15,T16,T16,Aaron Baddeley,12,8.4
16,T16,T16,Tadd Fujikawa,1,8.4
17,T16,T16,Skip Kendall,3,8.4
18,T16,T16,Kevin Kisner,8,8.4
19,T16,T16,Len Mattiace,1,8.4
20,T16,T16,Peter Tomasulo,1,8.4
21,T22,T22,Rich Beem,1,8.3
22,T22,T22,Daniel Chopra,6,8.3
23,T22,T22,Gavin Coles,10,8.3
24,T22,T22,John Daly,7,8.3
25,T22,T22,Jamie Donaldson,2,8.3
26,T22,T22,Jonathan Fly,1,8.3
27,T22,T22,Brian Gay,15,8.3
28,T22,T22,Luke Guthrie,3,8.3
29,T22,T22,Hunter Hamrick,2,8.3
30,T22,T22,Billy Hurley III,6,8.3
31,T22,T22,Kent Jones,1,8.3
32,T22,T22,Martin Kaymer,3,8.3
33,T22,T22,David Mathis,10,8.3
34,T22,T22,Koumei Oda,1,8.3
35,T22,T22,Tim Petrovic,4,8.3
36,T22,T22,Rory Sabbatini,12,8.3
37,T22,T22,Marcel Siem,1,8.3
38,T22,T22,Garrett Willis,4,8.3
39,T40,T40,Woody Austin,2,8.2
40,T40,T40,Sangmoon Bae,12,8.2
41,T40,T40,Thomas Bjørn,3,8.2
42,T40,T40,Jason Bohn,10,8.2
43,T40,T40,Joseph Bramlett,1,8.2
44,T40,T40,Erik Compton,12,8.2
45,T40,T40,Brian Davis,15,8.2
46,T40,T40,Jason Day,11,8.2
47,T40,T40,Chris DiMarco,11,8.2
48,T40,T40,Andres Gonzales,1,8.2
49,T40,T40,Ryuji Imada,9,8.2
50,T40,T40,Miguel Angel Jiménez,1,8.2
51,T40,T40,Zach Johnson,19,8.2
52,T40,T40,Derek Lamely,6,8.2
53,T40,T40,Richard Lee,10,8.2
54,T40,T40,Phil Mickelson,15,8.2
55,T40,T40,Brendon Todd,7,8.2
56,T57,T57,Steven Bowditch,4,8.1
57,T57,T57,Paul Casey,2,8.1
58,T57,T57,Greg Chalmers,17,8.1
59,T57,T57,Fred Couples,2,8.1
60,T57,T57,Ben Crane,13,8.1
61,T57,T57,Ben Curtis,10,8.1
62,T57,T57,Glen Day,1,8.1
