,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Glen Day,1,8.7
1,2,2,Fred Funk,1,8.6
2,3,3,Jim Herman,1,8.3
3,4,4,Mark Brooks,1,8.2
4,5,5,Dustin Morris,1,8.1
5,T6,T6,Kyle Thompson,3,7.9
6,T6,T6,Danny Willett,1,7.9
7,T8,T8,Jim Furyk,15,7.8
8,T8,T8,Boo Weekley,9,7.8
9,T10,T10,Tim Clark,10,7.7
10,T10,T10,Jason Dufner,16,7.7
11,T10,T10,Rory McIlroy,9,7.7
12,T10,T10,Heath Slocum,14,7.7
13,T10,T10,Steve Stricker,13,7.7
14,T15,T15,Simon Dyson,2,7.6
15,T15,T15,Robert Gamez,2,7.6
16,T15,T15,Paul Goydos,2,7.6
17,T15,T15,Justin Rose,13,7.6
18,T15,T15,Kevin Stadler,14,7.6
19,T15,T15,Kyle Stanley,14,7.6
20,T21,T21,Woody Austin,2,7.5
21,T21,T21,Robert Damron,1,7.5
22,T21,T21,Will MacKenzie,1,7.5
23,T21,T21,John Mallinger,12,7.5
24,T21,T21,Graeme McDowell,8,7.5
25,T21,T21,David Toms,8,7.5
26,T21,T21,Marc Turnesa,2,7.5
27,T21,T21,Bo Van Pelt,16,7.5
28,T21,T21,Tiger Woods,11,7.5
29,T30,T30,Thomas Aiken,1,7.4
30,T30,T30,Kris Blanks,9,7.4
31,T30,T30,Ben Curtis,10,7.4
32,T30,T30,Graham DeLaet,15,7.4
33,T30,T30,Robert Garrigus,18,7.4
34,T30,T30,Russell Knox,10,7.4
35,T30,T30,Jeff Maggert,14,7.4
36,T30,T30,Ryan Moore,20,7.4
37,T30,T30,Chez Reavie,14,7.4
38,T30,T30,Lee Slattery,1,7.4
39,T30,T30,Roland Thatcher,6,7.4
40,T30,T30,Lee Westwood,10,7.4
41,T42,T42,Chad Campbell,12,7.3
42,T42,T42,Gary Christian,15,7.3
43,T42,T42,Brendon de Jonge,24,7.3
44,T42,T42,Joe Durant,4,7.3
45,T42,T42,Brandt Jobe,8,7.3
46,T42,T42,Zach Johnson,19,7.3
47,T42,T42,Hunter Mahan,16,7.3
48,T42,T42,Alexandre Rocha,7,7.3
49,T42,T42,Adam Scott,10,7.3
50,T42,T42,Nick Watney,19,7.3
51,T52,T52,Ricky Barnes,17,7.2
52,T52,T52,Keegan Bradley,16,7.2
53,T52,T52,Brian Davis,15,7.2
54,T52,T52,Luke Donald,12,7.2
55,T52,T52,Rickie Fowler,16,7.2
56,T52,T52,J.J. Henry,13,7.2
57,T52,T52,Dustin Johnson,14,7.2
58,T52,T52,Matt Kuchar,17,7.2
59,T52,T52,Bryce Molder,15,7.2
60,T52,T52,Francesco Molinari,2,7.2
61,T52,T52,Louis Oosthuizen,10,7.2
62,T52,T52,Jeff Quinney,1,7.2
63,T52,T52,Charl Schwartzel,9,7.2
64,T52,T52,Vaughn Taylor,11,7.2
65,T66,T66,Alex Cejka,5,7.1
66,T66,T66,Ken Duke,20,7.1
67,T66,T66,Scott Dunlap,7,7.1
68,T66,T66,Bob Estes,14,7.1
69,T66,T66,Matt Every,12,7.1
70,T66,T66,Freddie Jacobson,10,7.1
71,T66,T66,Martin Kaymer,3,7.1
72,T66,T66,Skip Kendall,3,7.1
73,T66,T66,Davis Love III,10,7.1
74,T66,T66,Greg Owen,16,7.1
75,T66,T66,Kenny Perry,4,7.1
76,T66,T66,Dicky Pride,9,7.1
77,T66,T66,Michael Thompson,13,7.1
78,T66,T66,Duffy Waldorf,6,7.1
79,T66,T66,Bubba Watson,12,7.1
80,T81,T81,Robert Allenby,9,7.0
81,T81,T81,Briny Baird,4,7.0
82,T81,T81,Jason Bohn,10,7.0
83,T81,T81,Ángel Cabrera,4,7.0
84,T81,T81,K.J. Choi,12,7.0
85,T81,T81,Will Claxton,19,7.0
86,T81,T81,Nicolas Colsaerts,5,7.0
87,T81,T81,Tadd Fujikawa,1,7.0
88,T81,T81,Bobby Gates,14,7.0
89,T81,T81,Jason Gore,1,7.0
90,T81,T81,Luke Guthrie,3,7.0
