,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,Bubba Watson,12,9.9
1,T2,T2,Nicolas Colsaerts,5,9.8
2,T2,T2,Hank Kuehne,2,9.8
3,T2,T2,Alvaro Quiros,3,9.8
4,T5,T5,Charlie Beljan,6,9.7
5,T5,T5,Jamie Lovemark,5,9.7
6,7,7,Rory McIlroy,9,9.6
7,T8,T8,Robert Garrigus,18,9.4
8,T8,T8,J.B. Holmes,17,9.4
9,T8,T8,Scott Stallings,11,9.4
10,11,11,Dustin Johnson,14,9.2
11,T12,T12,Derek Ernst,1,9.1
12,T12,T12,Jason Gore,1,9.1
13,T12,T12,Patrick Reed,7,9.1
14,T12,T12,Gary Woodland,10,9.1
15,T16,T16,Jason Kokrak,10,9.0
16,T16,T16,Adam Scott,10,9.0
17,T18,T18,Steven Bowditch,4,8.9
18,T18,T18,Jason Day,11,8.9
19,T18,T18,Dustin Morris,1,8.9
20,T18,T18,Ryan Palmer,16,8.9
21,T18,T18,Scott Piercy,18,8.9
22,T18,T18,Kyle Stanley,14,8.9
23,T24,T24,John Daly,7,8.8
24,T24,T24,Mathias Grönberg,1,8.8
25,T26,T26,Keegan Bradley,16,8.7
26,T26,T26,Louis Oosthuizen,10,8.7
27,T26,T26,Jhonattan Vegas,13,8.7
28,T29,T29,Ángel Cabrera,4,8.6
29,T29,T29,Graham DeLaet,15,8.6
30,T29,T29,Koumei Oda,1,8.6
31,T29,T29,Josh Teater,17,8.6
32,T33,T33,Harris English,21,8.4
33,T33,T33,Harrison Frazar,7,8.4
34,T33,T33,Peter Hanson,5,8.4
35,T33,T33,Martin Laird,12,8.4
36,T37,T37,Rafa Cabrera Bello,2,8.3
37,T37,T37,Steve Marino,2,8.3
38,T37,T37,Troy Matteson,15,8.3
39,T37,T37,Ted Purdy,2,8.3
40,T37,T37,Boo Weekley,9,8.3
41,T37,T37,Danny Willett,1,8.3
42,T43,T43,Edward Loar,3,8.2
43,T43,T43,Seung-Yul Noh,20,8.2
44,T43,T43,Sean O'Hair,18,8.2
45,46,46,Branden Grace,3,8.1
46,T47,T47,Patrick Cantlay,5,8.0
47,T47,T47,Martin Flores,16,8.0
48,T47,T47,Bobby Gates,14,8.0
49,T50,T50,Mark Anderson,10,7.9
50,T50,T50,Charley Hoffman,14,7.9
51,T50,T50,Troy Kelly,8,7.9
52,T50,T50,John Rollins,13,7.9
53,T54,T54,Daniel Chopra,6,7.8
54,T54,T54,Davis Love III,10,7.8
55,T54,T54,Shawn Stefani,1,7.8
56,T54,T54,Justin Thomas,1,7.8
57,T54,T54,Tiger Woods,11,7.8
58,T59,T59,Kevin Chappell,14,7.7
59,T59,T59,Erik Compton,12,7.7
60,T59,T59,Charles Howell III,17,7.7
61,T59,T59,Robert Karlsson,8,7.7
62,T59,T59,Greg Owen,16,7.7
63,T64,T64,David Duval,2,7.6
64,T64,T64,Tommy Gainey,16,7.6
65,T64,T64,Garth Mulroy,8,7.6
66,T64,T64,Carl Pettersson,18,7.6
67,T64,T64,Charl Schwartzel,9,7.6
68,T64,T64,Vijay Singh,20,7.6
69,T64,T64,Bo Van Pelt,16,7.6
70,T64,T64,Nick Watney,19,7.6
71,T64,T64,Lee Westwood,10,7.6
72,T73,T73,Aaron Baddeley,12,7.5
73,T73,T73,Matt Jones,7,7.5
74,T73,T73,Joost Luiten,1,7.5
75,T76,T76,Bud Cauley,21,7.4
76,T76,T76,Ernie Els,15,7.4
77,T76,T76,Bill Haas,14,7.4
78,T76,T76,Jbe' Kruger,1,7.4
79,T76,T76,John Peterson,1,7.4
80,T76,T76,Jimmy Walker,21,7.4
81,T76,T76,Chase Wright,1,7.4
82,T83,T83,Rickie Fowler,16,7.3
83,T83,T83,Randall Hutchison,1,7.3
84,T83,T83,Brandt Jobe,8,7.3
85,T83,T83,Pablo Larrazabal,1,7.3
86,T83,T83,Frank Lickliter II,2,7.3
87,T83,T83,Alex Noren,1,7.3
88,T89,T89,Chris Couch,9,7.2
89,T89,T89,Sergio Garcia,11,7.2
90,T91,T91,Jason Dufner,16,7.1
91,T91,T91,Phil Mickelson,15,7.1
92,T91,T91,Henrik Stenson,9,7.1
93,T94,T94,Thomas Aiken,1,7.0
94,T94,T94,Brian Harman,19,7.0
95,T94,T94,Danny Lee,10,7.0
96,T94,T94,Jeff Overton,21,7.0
97,T98,T98,Tadd Fujikawa,1,6.9
98,T98,T98,Billy Horschel,11,6.9
99,T98,T98,Jesper Parnevik,1,6.9
100,T98,T98,Kevin Streelman,17,6.9
101,T102,T102,Scott Brown,6,6.8
102,T102,T102,Jamie Donaldson,2,6.8
103,T102,T102,Jim Herman,1,6.8
104,T102,T102,Chris Kirk,19,6.8
105,T102,T102,Andres Romero,9,6.8
106,T102,T102,Kevin Stadler,14,6.8
107,T108,T108,Gonzalo Fernandez-Castaño,2,6.7
108,T108,T108,Retief Goosen,5,6.7
109,T108,T108,Padraig Harrington,10,6.7
110,T108,T108,Bill Lunde,13,6.7
111,T108,T108,Rory Sabbatini,12,6.7
112,T108,T108,John Senden,15,6.7
113,T114,T114,Miguel Angel Carballo,9,6.6
114,T114,T114,James Driscoll,13,6.6
115,T114,T114,Ryo Ishikawa,7,6.6
116,T114,T114,Hunter Mahan,16,6.6
117,T114,T114,Geoff Ogilvy,14,6.6
118,T114,T114,Cameron Tringale,17,6.6
119,T114,T114,Camilo Villegas,15,6.6
120,T121,T121,Woody Austin,2,6.5
121,T121,T121,Joseph Bramlett,1,6.5
122,T121,T121,Will Claxton,19,6.5
123,T121,T121,Matt Every,12,6.5
124,T121,T121,Jonathan Fly,1,6.5
125,T121,T121,Justin Rose,13,6.5
126,T121,T121,Webb Simpson,15,6.5
127,T121,T121,Jordan Spieth,2,6.5
128,T129,T129,Stewart Cink,12,6.4
129,T129,T129,Luke Guthrie,3,6.4
130,T129,T129,Freddie Jacobson,10,6.4
131,T129,T129,Marcel Siem,1,6.4
132,T129,T129,Joey Snyder III,1,6.4
133,T129,T129,Brendan Steele,13,6.4
134,T129,T129,D.J. Trahan,9,6.4
135,T136,T136,Jonathan Byrd,12,6.3
136,T136,T136,Tom Gillis,15,6.3
137,T136,T136,Lucas Glover,4,6.3
138,T136,T136,J.J. Killeen,14,6.3
139,T136,T136,Tom Lewis,1,6.3
140,T136,T136,Will MacKenzie,1,6.3
141,T136,T136,John Merrick,13,6.3
142,T136,T136,Daniel Summerhays,12,6.3
143,T136,T136,Peter Tomasulo,1,6.3
144,T145,T145,Mathew Goggin,9,6.2
145,T145,T145,Tim Herron,15,6.2
146,T145,T145,Pat Perez,17,6.2
147,T145,T145,Roland Thatcher,6,6.2
148,T145,T145,Bernd Wiesberger,1,6.2
149,T150,T150,Chad Campbell,12,6.1
150,T150,T150,Martin Kaymer,3,6.1
151,T150,T150,Kyle Reifers,15,6.1
152,T150,T150,Marc Turnesa,2,6.1
153,T150,T150,Brett Wetterich,1,6.1
154,T155,T155,Roberto Castro,18,6.0
155,T155,T155,Marco Dawson,7,6.0
156,T155,T155,Stephen Gangluff,2,6.0
157,T155,T155,Paul Lawrie,2,6.0
158,T155,T155,Marc Leishman,18,6.0
159,T155,T155,Jarrod Lyle,4,6.0
160,T155,T155,Joe Ogilvie,6,6.0
161,T155,T155,Kenny Perry,4,6.0
162,T163,T163,Sangmoon Bae,12,5.9
163,T163,T163,Ben Crane,13,5.9
164,T163,T163,Andres Gonzales,1,5.9
165,T163,T163,J.J. Henry,13,5.9
166,T163,T163,Trevor Immelman,11,5.9
167,T163,T163,Kevin Kisner,8,5.9
168,T163,T163,Zack Miller,3,5.9
169,T170,T170,Matt Bettencourt,7,5.8
170,T170,T170,John Huh,20,5.8
171,T170,T170,Neal Lancaster,1,5.8
172,T170,T170,Hennie Otto,1,5.8
173,T170,T170,Lee Slattery,1,5.8
174,T175,T175,Brendon de Jonge,24,5.7
175,T175,T175,Derek Lamely,6,5.7
176,T175,T175,Shaun Micheel,5,5.7
177,T175,T175,Fran Quinn,1,5.7
178,T175,T175,Robert Rock,2,5.7
179,T175,T175,Steve Stricker,13,5.7
180,T175,T175,Duffy Waldorf,6,5.7
181,T182,T182,Blake Adams,18,5.6
182,T182,T182,Hunter Haas,8,5.6
183,T184,T184,Stuart Appleby,12,5.5
184,T184,T184,Ricky Barnes,17,5.5
185,T184,T184,Darren Clarke,1,5.5
186,T184,T184,Juvic Pagunsan,1,5.5
187,T184,T184,Jonathan Randolph,1,5.5
188,T189,T189,Michael Bradley,7,5.4
189,T189,T189,Paul Casey,2,5.4
190,T189,T189,Graeme McDowell,8,5.4
191,T189,T189,Toshinori Muto,1,5.4
192,T193,T193,Thomas Bjørn,3,5.3
193,T193,T193,Kris Blanks,9,5.3
194,T193,T193,Albin Choi,1,5.3
195,T193,T193,Anthony Kim,2,5.3
196,T193,T193,Paul Stankowski,3,5.3
197,T193,T193,Kevin Sutherland,2,5.3
198,T199,T199,Robert Allenby,9,5.2
199,T199,T199,Simon Dyson,2,5.2
200,T199,T199,George McNeill,15,5.2
201,T199,T199,Rod Pampling,14,5.2
202,T199,T199,D.A. Points,15,5.2
203,T199,T199,Chris Stroud,13,5.2
204,T199,T199,Vaughn Taylor,11,5.2
205,T199,T199,Charlie Wi,17,5.2
206,T207,T207,Briny Baird,4,5.1
207,T207,T207,Jonas Blixt,14,5.1
208,T207,T207,Kelly Kraft,2,5.1
209,T207,T207,Spencer Levin,15,5.1
210,T207,T207,Billy Mayfair,14,5.1
211,T207,T207,Ryan Moore,20,5.1
212,T207,T207,Chez Reavie,14,5.1
213,T207,T207,Brandt Snedeker,16,5.1
214,T215,T215,David Hearn,18,5.0
215,T215,T215,Lee Janzen,6,5.0
216,T215,T215,Sung Kang,6,5.0
217,T215,T215,Russell Knox,10,5.0
218,T219,T219,Tommy Biershenk,8,4.9
219,T219,T219,Matt Kuchar,17,4.9
220,T219,T219,William McGirt,15,4.9
221,T219,T219,Y.E. Yang,10,4.9
222,T223,T223,Arjun Atwal,10,4.8
223,T223,T223,Cameron Beckman,12,4.8
224,T223,T223,Fred Couples,2,4.8
