,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
80,67,67,Russell Knox,10,8.1
81,67,67,Jason Kokrak,10,8.1
82,67,67,Derek Lamely,6,8.1
83,67,67,Richard Lee,10,8.1
84,67,67,Frank Lickliter II,2,8.1
85,67,67,Bill Lunde,13,8.1
86,67,67,John Mallinger,12,8.1
87,67,67,Bryce Molder,15,8.1
88,67,67,Ryan Moore,20,8.1
89,67,67,Dustin Morris,1,8.1
90,67,67,Kevin Na,15,8.1
91,67,67,Sean O'Hair,18,8.1
92,67,67,Geoff Ogilvy,14,8.1
93,67,67,Ryan Palmer,16,8.1
94,67,67,D.A. Points,15,8.1
95,67,67,Dicky Pride,9,8.1
96,67,67,Kyle Stanley,14,8.1
97,67,67,Henrik Stenson,9,8.1
98,67,67,Josh Teater,17,8.1
99,67,67,Michael Thompson,13,8.1
100,67,67,David Toms,8,8.1
101,67,67,Johnson Wagner,16,8.1
102,103,103,Aaron Baddeley,12,8.0
103,103,103,Charlie Beljan,6,8.0
104,103,103,Kris Blanks,9,8.0
105,103,103,Jason Bohn,10,8.0
106,103,103,Patrick Cantlay,5,8.0
107,103,103,Roberto Castro,18,8.0
108,103,103,Greg Chalmers,17,8.0
109,103,103,Daniel Chopra,6,8.0
110,103,103,Will Claxton,19,8.0
111,103,103,Chris Couch,9,8.0
112,103,103,Jamie Donaldson,2,8.0
113,103,103,Bob Estes,14,8.0
114,103,103,Jason Gore,1,8.0
115,103,103,Hunter Hamrick,2,8.0
116,103,103,Peter Hanson,5,8.0
117,103,103,Tim Herron,15,8.0
118,103,103,Charley Hoffman,14,8.0
119,103,103,J.B. Holmes,17,8.0
120,103,103,Charles Howell III,17,8.0
121,103,103,John Huh,20,8.0
122,103,103,Trevor Immelman,11,8.0
123,103,103,Danny Lee,10,8.0
124,103,103,Jeff Maggert,14,8.0
125,103,103,John Merrick,13,8.0
126,103,103,Seung-Yul Noh,20,8.0
127,103,103,Greg Owen,16,8.0
128,103,103,Pat Perez,17,8.0
129,103,103,Tim Petrovic,4,8.0
130,103,103,Andres Romero,9,8.0
131,103,103,Gene Sauers,1,8.0
132,103,103,Vijay Singh,20,8.0
133,103,103,Daniel Summerhays,12,8.0
134,103,103,Vaughn Taylor,11,8.0
135,103,103,Cameron Tringale,17,8.0
136,103,103,Jimmy Walker,21,8.0
137,103,103,Lee Westwood,10,8.0
138,139,139,Blake Adams,18,7.9
139,139,139,Mark Anderson,10,7.9
140,139,139,Eric Axley,1,7.9
141,139,139,Steven Bowditch,4,7.9
142,139,139,Alex Cejka,5,7.9
143,139,139,K.J. Choi,12,7.9
144,139,139,Gary Christian,15,7.9
145,139,139,Stewart Cink,12,7.9
146,139,139,Darren Clarke,1,7.9
147,139,139,Gavin Coles,10,7.9
148,139,139,Fred Couples,2,7.9
149,139,139,John Daly,7,7.9
150,139,139,Robert Damron,1,7.9
151,139,139,Graham DeLaet,15,7.9
152,139,139,James Driscoll,13,7.9
153,139,139,Ernie Els,15,7.9
154,139,139,Harris English,21,7.9
155,139,139,Rickie Fowler,16,7.9
156,139,139,Marcus Fraser,1,7.9
157,139,139,Tommy Gainey,16,7.9
158,139,139,Tom Gillis,15,7.9
159,139,139,Anders Hansen,1,7.9
160,139,139,David Hearn,18,7.9
161,139,139,Billy Horschel,11,7.9
162,139,139,Freddie Jacobson,10,7.9
163,139,139,Brandt Jobe,8,7.9
164,139,139,Robert Karlsson,8,7.9
165,139,139,Chris Kirk,19,7.9
166,139,139,Jarrod Lyle,4,7.9
167,139,139,Will MacKenzie,1,7.9
168,139,139,Hunter Mahan,16,7.9
169,139,139,Steve Marino,2,7.9
170,139,139,Troy Matteson,15,7.9
171,139,139,Graeme McDowell,8,7.9
172,139,139,Rocco Mediate,10,7.9
173,139,139,Garth Mulroy,8,7.9
174,139,139,Juvic Pagunsan,1,7.9
175,139,139,Rod Pampling,14,7.9
176,139,139,Corey Pavin,2,7.9
177,139,139,Tom Pernice Jr.,6,7.9
178,139,139,Ian Poulter,10,7.9
179,139,139,Heath Slocum,14,7.9
180,139,139,Kevin Streelman,17,7.9
181,139,139,Chris Stroud,13,7.9
182,139,139,Justin Thomas,1,7.9
183,139,139,Kyle Thompson,3,7.9
184,139,139,Nick Watney,19,7.9
185,139,139,Steve Wheatcroft,4,7.9
186,139,139,Charlie Wi,17,7.9
187,139,139,Gary Woodland,10,7.9
188,139,139,Y.E. Yang,10,7.9
189,190,190,Robert Allenby,9,7.8
190,190,190,Stephen Ames,5,7.8
191,190,190,Ricky Barnes,17,7.8
192,190,190,Mark Brooks,1,7.8
193,190,190,Kevin Chappell,14,7.8
194,190,190,Chris DiMarco,11,7.8
195,190,190,Harrison Frazar,7,7.8
196,190,190,Nathan Green,11,7.8
197,190,190,Hunter Haas,8,7.8
198,190,190,Brian Harman,19,7.8
199,190,190,J.J. Henry,13,7.8
200,190,190,Billy Hurley III,6,7.8
201,190,190,Miguel Angel Jiménez,1,7.8
202,190,190,Kent Jones,1,7.8
203,190,190,Matt Jones,7,7.8
204,190,190,Sung Kang,6,7.8
205,190,190,K.T. Kim,3,7.8
206,190,190,Scott Langley,2,7.8
207,190,190,Spencer Levin,15,7.8
208,190,190,Steve Lowery,1,7.8
209,190,190,Billy Mayfair,14,7.8
210,190,190,William McGirt,15,7.8
211,190,190,George McNeill,15,7.8
212,190,190,Kenny Perry,4,7.8
213,190,190,John Peterson,1,7.8
214,190,190,Brett Quigley,1,7.8
215,190,190,Chez Reavie,14,7.8
216,190,190,Kyle Reifers,15,7.8
217,190,190,Chris Riley,7,7.8
218,190,190,Brendon Todd,7,7.8
219,190,190,D.J. Trahan,9,7.8
220,190,190,Camilo Villegas,15,7.8
221,190,190,Duffy Waldorf,6,7.8
222,223,223,Stuart Appleby,12,7.7
223,223,223,Arjun Atwal,10,7.7
224,223,223,Briny Baird,4,7.7
225,223,223,Erik Compton,12,7.7
226,223,223,Mathew Goggin,9,7.7
227,223,223,Randall Hutchison,1,7.7
228,223,223,Ryuji Imada,9,7.7
229,223,223,Ryo Ishikawa,7,7.7
230,223,223,J.J. Killeen,14,7.7
231,223,223,Colt Knost,9,7.7
232,223,223,Marc Leishman,18,7.7
233,223,223,Zack Miller,3,7.7
234,223,223,Francesco Molinari,2,7.7
235,223,223,Nick O'Hern,11,7.7
236,223,223,Garrett Willis,4,7.7
237,238,238,Sangmoon Bae,12,7.6
238,238,238,Thomas Bjørn,3,7.6
239,238,238,Scott Dunlap,7,7.6
240,238,238,David Duval,2,7.6
241,238,238,Bobby Gates,14,7.6
242,238,238,Troy Kelly,8,7.6
243,238,238,Alexandre Rocha,7,7.6
244,238,238,Jordan Spieth,2,7.6
245,238,238,Paul Stankowski,3,7.6
246,238,238,Roland Thatcher,6,7.6
247,238,238,Jhonattan Vegas,13,7.6
248,238,238,Mark Wilson,15,7.6
249,250,250,Cameron Beckman,12,7.5
250,250,250,Matt Bettencourt,7,7.5
251,250,250,Michael Bradley,7,7.5
252,250,250,Miguel Angel Carballo,9,7.5
253,250,250,Derek Ernst,1,7.5
254,250,250,Lucas Glover,4,7.5
255,250,250,Branden Grace,3,7.5
256,250,250,Todd Hamilton,2,7.5
257,250,250,Anthony Kim,2,7.5
258,250,250,Kelly Kraft,2,7.5
259,250,250,Hank Kuehne,2,7.5
260,250,250,Justin Leonard,11,7.5
261,250,250,Shaun Micheel,5,7.5
262,250,250,Joe Ogilvie,6,7.5
263,250,250,Carl Paulson,1,7.5
264,250,250,"Ted Potter, Jr.",11,7.5
265,250,250,Chase Wright,1,7.5
266,267,267,Guy Boros,1,7.4
267,267,267,Joseph Bramlett,1,7.4
268,267,267,Bart Bryant,1,7.4
269,267,267,Doug LaBelle II,1,7.4
270,267,267,Matt McQuillan,2,7.4
271,267,267,Alvaro Quiros,3,7.4
272,267,267,Patrick Sheehan,5,7.4
273,267,267,Brett Wetterich,1,7.4
274,275,275,Shane Bertsch,5,7.3
275,275,275,Albin Choi,1,7.3
276,275,275,Marco Dawson,7,7.3
277,275,275,Jamie Lovemark,5,7.3
278,275,275,Fran Quinn,1,7.3
279,275,275,Robert Rock,2,7.3
280,275,275,Brendan Steele,13,7.3
281,282,282,Tommy Biershenk,8,7.2
282,282,282,Paul Casey,2,7.2
283,282,282,Simon Dyson,2,7.2
284,282,282,Mathias Grönberg,1,7.2
285,282,282,Hennie Otto,1,7.2
286,282,282,Kevin Sutherland,2,7.2
287,282,282,Danny Willett,1,7.2
288,289,289,Rafa Cabrera Bello,2,7.1
289,289,289,Jbe' Kruger,1,7.1
290,289,289,Koumei Oda,1,7.1
291,289,289,Ted Purdy,2,7.1
292,289,289,Omar Uresti,2,7.1
293,289,289,Tom Watson,1,7.1
294,295,295,Craig Barlow,1,7.0
295,295,295,Robert Gamez,2,7.0
296,295,295,Marcel Siem,1,7.0
297,298,298,Matt Hill,1,6.9
298,298,298,Jesper Parnevik,1,6.9
299,300,300,Gonzalo Fernandez-Castaño,2,6.8
300,300,300,Ben Kohles,1,6.8
301,300,300,Joost Luiten,1,6.8
302,300,300,José María Olazábal,1,6.8
303,300,300,Bernd Wiesberger,1,6.8
304,305,305,Yoshinori Fujimoto,1,6.7
305,305,305,Tadahiro Takayama,1,6.7
306,307,307,Neal Lancaster,1,6.6
307,308,308,Stephen Gangluff,2,6.4
308,308,308,Pablo Larrazabal,1,6.4
309,308,308,Paul Lawrie,2,6.4
310,308,308,Jeev Milkha Singh,1,6.4
311,312,312,Alex Noren,1,6.3
312,313,313,Jonathan Fly,1,5.9
313,314,314,Toshinori Muto,1,5.8
314,315,315,Michael Hoey,1,5.7
315,316,316,Tetsuji Hiratsuka,1,5.6
316,317,317,Oliver Bekker,1,5.4
317,318,318,Tom Lewis,1,4.7
