,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
100,101,103.0,Scott Jamieson,52,1.53,79.71,-40.83,79.22,SCO
101,102,101.0,Yuta Ikeda,52,1.53,79.7,-91.6,68.63,JPN
102,103,102.0,Toshinori Muto,52,1.53,79.39,-46.21,55.74,JPN
103,104,105.0,Robert Rock,52,1.51,78.48,-86.21,90.13,ENG
104,105,104.0,Y.E. Yang,52,1.51,78.26,-120.84,45.61,KOR
105,106,106.0,Charlie Wi,52,1.49,77.45,-65.61,81.79,KOR
106,107,107.0,Retief Goosen,47,1.48,69.43,-137.04,69.72,RSA
107,108,108.0,Joost Luiten,52,1.47,76.43,-82.03,46.31,NED
108,109,109.0,Johnson Wagner,52,1.43,74.28,-71.15,104.58,USA
109,110,110.0,Casey Wittenberg,41,1.43,58.48,-17.28,64.89,USA
110,111,111.0,Juvic Pagunsan,40,1.41,56.57,-28.94,40.28,PHI
111,112,112.0,"Ted Potter, Jr.",44,1.4,61.72,-35.91,55.55,USA
112,113,113.0,Thomas Aiken,52,1.4,72.55,-78.8,58.26,RSA
113,114,117.0,Luke Guthrie,40,1.39,55.5,-4.09,59.6,USA
114,115,114.0,Chris Kirk,52,1.39,72.09,-72.41,61.4,USA
115,116,120.0,Hyung-Sung Kim,49,1.38,67.62,-25.29,65.14,KOR
116,117,115.0,Charles Howell III,52,1.38,71.66,-89.05,60.2,USA
117,118,116.0,Ryan Palmer,51,1.37,70.08,-99.07,63.1,USA
118,119,119.0,Raphael Jacquelin,52,1.37,71.43,-75.18,62.64,FRA
119,120,122.0,Jimmy Walker,52,1.37,71.11,-59.84,75.6,USA
120,121,118.0,Robert Karlsson,52,1.36,70.87,-149.2,35.74,SWE
121,122,121.0,Paul Casey,48,1.36,65.29,-149.68,28.7,ENG
122,123,123.0,Scott Stallings,52,1.33,68.91,-53.06,55.36,USA
123,124,124.0,Yoshinori Fujimoto,40,1.32,52.73,-11.62,58.61,JPN
124,125,125.0,Matt Every,50,1.31,65.47,-32.69,72.22,USA
125,126,126.0,Kevin Stadler,52,1.3,67.81,-37.37,76.0,USA
126,127,128.0,Hideki Matsuyama,40,1.29,51.68,-23.14,38.27,JPN
127,128,127.0,J.B. Holmes,42,1.28,53.96,-70.02,56.62,USA
128,129,129.0,Tommy Gainey,52,1.28,66.48,-74.23,59.75,USA
129,130,130.0,Kenichi Kuboya,52,1.28,66.32,-45.3,44.13,JPN
130,131,131.0,Russell Henley,40,1.27,50.97,-12.95,48.33,USA
131,132,134.0,Victor Dubuisson,40,1.24,49.56,-28.25,50.92,FRA
132,133,133.0,Spencer Levin,52,1.24,64.29,-90.11,62.51,USA
133,134,132.0,Rory Sabbatini,52,1.23,64.14,-99.68,56.96,RSA
134,135,135.0,Andres Romero,49,1.23,60.33,-52.41,51.76,ARG
135,136,137.0,Brian Davis,52,1.23,63.74,-80.77,63.01,ENG
136,137,136.0,Sean O'Hair,49,1.22,60.01,-83.94,52.45,USA
137,138,138.0,Michael Hoey,52,1.22,63.49,-65.78,42.62,NIR
138,139,139.0,Chris Wood,50,1.2,60.18,-47.71,65.21,ENG
139,140,142.0,Harris English,40,1.18,47.39,-25.98,48.11,USA
140,141,144.0,Brad Kennedy,44,1.18,52.05,-32.97,31.06,AUS
141,142,141.0,Pat Perez,49,1.18,57.9,-50.61,57.68,USA
142,143,145.0,Blake Adams,52,1.18,61.34,-42.31,57.65,USA
143,144,143.0,Tom Gillis,44,1.18,51.89,-44.79,59.48,USA
144,145,140.0,Darren Clarke,47,1.17,55.2,-105.03,17.61,NIR
145,146,147.0,Jaco Van Zyl,52,1.17,61.06,-52.19,50.31,RSA
146,147,146.0,John Rollins,52,1.17,61.0,-59.4,64.72,USA
147,148,148.0,D.A. Points,52,1.17,60.59,-79.42,69.14,USA
148,149,149.0,Bryce Molder,52,1.16,60.37,-66.04,50.14,USA
149,150,152.0,Darren Fichardt,42,1.15,48.46,-17.68,50.6,RSA
150,151,151.0,Davis Love III,42,1.14,48.04,-54.02,40.21,USA
151,152,150.0,Gary Woodland,50,1.14,56.97,-104.57,26.15,USA
152,153,153.0,Ken Duke,52,1.13,58.77,-34.19,59.24,USA
153,154,155.0,Richard Sterne,40,1.12,44.69,-11.6,53.95,RSA
154,155,154.0,Peter Lawrie,52,1.11,57.94,-54.11,50.47,IRL
155,156,157.0,Jung-gon Hwang,51,1.11,56.8,-19.98,46.28,KOR
156,157,159.0,Hyun-woo Ryu,41,1.11,45.38,-10.44,43.3,KOR
157,158,156.0,Søren Kjeldsen,52,1.11,57.53,-54.61,61.58,DEN
158,159,158.0,Shingo Katayama,47,1.1,51.83,-50.81,34.16,JPN
159,160,163.0,Brian Harman,40,1.09,43.66,-8.16,51.82,USA
160,161,160.0,George McNeill,46,1.09,50.2,-50.0,47.54,USA
161,162,164.0,Prom Meesawat,42,1.09,45.78,-18.56,46.07,THA
162,163,161.0,Grégory Bourdy,52,1.09,56.5,-59.91,43.2,FRA
163,164,162.0,Charley Hoffman,52,1.08,56.29,-89.64,52.71,USA
164,165,165.0,Bob Estes,40,1.08,43.26,-24.38,45.26,USA
165,166,167.0,Charlie Beljan,40,1.08,43.18,-2.69,45.88,USA
166,167,166.0,Garth Mulroy,52,1.08,56.09,-39.04,43.56,RSA
167,168,170.0,Romain Wattel,51,1.06,53.87,-31.71,56.18,FRA
168,169,168.0,Cameron Tringale,52,1.06,54.9,-48.62,53.65,USA
169,170,171.0,Ashun Wu,40,1.05,42.12,-3.81,42.67,CHN
170,171,169.0,Kurt Barnes,40,1.05,42.09,-36.04,25.7,AUS
171,172,172.0,Kyoung-Hoon Lee,40,1.04,41.52,-10.34,45.99,KOR
172,173,173.0,Mark Foster,50,1.02,50.99,-53.38,36.38,ENG
173,174,174.0,John Mallinger,49,1.02,49.91,-42.63,48.46,USA
174,175,178.0,Peter Senior,40,1.01,40.59,-18.49,35.8,AUS
175,176,176.0,Lee Slattery,52,1.01,52.66,-40.74,39.65,ENG
176,177,177.0,Graham DeLaet,40,1.01,40.28,-18.31,49.02,CAN
177,178,175.0,Chez Reavie,52,1.0,52.16,-61.51,23.48,USA
178,179,180.0,J.J. Henry,52,0.99,51.59,-43.16,54.01,USA
179,180,181.0,Magnus Carlsson,46,0.99,45.56,-23.2,43.38,SWE
180,181,179.0,Hennie Otto,52,0.99,51.47,-53.88,28.22,RSA
181,182,182.0,Marc Warren,52,0.99,51.39,-24.35,50.2,SCO
182,183,183.0,Troy Matteson,52,0.98,51.2,-35.45,54.1,USA
183,184,185.0,Han Lee,47,0.98,45.88,-22.09,43.73,USA
184,185,186.0,Eduardo De La Riva,40,0.97,38.84,-11.17,40.21,ESP
185,186,187.0,Hideto Tanihara,51,0.97,49.51,-25.05,50.56,JPN
186,187,184.0,Tomohiro Kondo,49,0.96,47.23,-49.7,27.83,JPN
187,188,188.0,Julien Quesne,48,0.96,46.25,-28.87,46.75,FRA
188,189,189.0,Jbe' Kruger,52,0.94,48.98,-58.85,51.48,RSA
189,190,190.0,WC Liang,49,0.94,45.94,-32.15,45.71,CHN
190,191,192.0,Espen Kofstad,49,0.93,45.77,-9.67,44.77,NOR
191,192,191.0,Chad Campbell,52,0.92,48.07,-48.44,39.36,USA
192,193,193.0,Kiradech Aphibarnrat,52,0.92,47.9,-50.49,42.87,THA
193,194,194.0,I J Jang,47,0.91,42.84,-19.95,43.7,KOR
194,195,195.0,John Daly,52,0.9,46.79,-19.61,51.47,USA
195,196,195.0,William McGirt,52,0.9,46.78,-24.3,51.06,USA
196,197,197.0,Robert Allenby,52,0.89,46.2,-103.72,31.65,AUS
197,198,199.0,Dicky Pride,42,0.89,37.3,-20.68,46.63,USA
198,199,200.0,Shawn Stefani,40,0.88,35.38,-3.43,38.81,USA
199,200,198.0,Trevor Immelman,50,0.88,44.21,-49.71,33.44,RSA
200,201,201.0,Josh Teater,52,0.88,45.58,-31.2,43.8,USA
201,202,202.0,Cameron Percy,49,0.88,42.89,-19.92,43.09,AUS
202,203,203.0,Anirban Lahiri,40,0.87,34.84,-23.25,38.71,IND
203,204,205.0,Masamichi Uehira,48,0.87,41.53,-13.88,40.96,JPN
204,205,204.0,Brendan Steele,52,0.86,44.46,-63.44,34.9,USA
205,206,207.0,Siddikur Rahman,42,0.85,35.86,-41.93,32.65,BAN
206,207,206.0,Thomas Levet,43,0.85,36.68,-38.64,24.67,FRA
207,208,210.0,Alejandro Cañizares,52,0.85,44.35,-43.29,45.0,ESP
208,209,211.0,Steve Webster,52,0.85,44.25,-29.61,31.28,ENG
209,210,209.0,Anthony Wall,49,0.85,41.6,-43.07,41.93,ENG
210,211,208.0,Harrison Frazar,40,0.85,33.85,-44.53,30.59,USA
211,212,216.0,Jonathan Moore,40,0.84,33.75,-5.42,31.98,USA
212,213,212.0,Richard Green,46,0.84,38.7,-66.48,30.03,AUS
213,214,213.0,Greg Owen,50,0.84,42.01,-17.33,47.69,ENG
214,215,214.0,Do-Hoon Kim,52,0.84,43.58,-47.07,33.0,KOR
215,216,215.0,Rod Pampling,52,0.84,43.51,-26.65,42.89,AUS
216,217,220.0,David Drysdale,52,0.83,43.12,-31.91,47.37,SCO
217,217,218.0,Tetsuji Hiratsuka,52,0.83,43.12,-79.68,22.25,JPN
218,217,219.0,Brett Rumford,52,0.83,43.12,-39.65,41.35,AUS
219,220,217.0,Kevin Chappell,52,0.83,42.94,-50.4,33.61,USA
220,221,221.0,Keith Horne,52,0.82,42.86,-31.55,48.44,RSA
221,222,222.0,Luke List,50,0.82,40.91,-17.7,45.98,USA
222,223,225.0,Joachim B Hansen,40,0.82,32.6,-1.32,33.92,DEN
223,224,223.0,David Hearn,52,0.81,41.99,-34.75,39.4,CAN
224,225,224.0,Kevin Streelman,52,0.8,41.77,-62.31,32.96,USA
225,226,227.0,Alessandro Tadini,51,0.8,40.59,-17.24,37.85,ITA
226,227,226.0,Simon Wakefield,49,0.8,39.0,-19.27,34.73,ENG
227,228,228.0,John Merrick,50,0.79,39.29,-27.91,39.96,USA
228,229,232.0,Masanori Kobayashi,52,0.78,40.75,-17.15,38.6,JPN
229,230,233.0,Chris Doak,47,0.78,36.72,-11.88,33.64,SCO
230,231,230.0,James Morrison,52,0.78,40.62,-41.45,26.44,ENG
231,232,231.0,Daniel Summerhays,52,0.78,40.6,-30.55,50.55,USA
232,233,229.0,Grégory Havret,52,0.78,40.39,-68.29,17.18,FRA
233,234,234.0,D.H. Lee,46,0.77,35.63,-26.43,21.14,KOR
234,235,235.0,Edoardo Molinari,45,0.77,34.6,-100.5,20.92,ITA
235,236,236.0,Jason Kokrak,46,0.77,35.33,-24.87,21.92,USA
236,237,237.0,David Lingmerth,52,0.77,39.84,-13.16,34.3,SWE
237,238,239.0,Yusaku Miyazato,51,0.76,38.63,-20.92,25.31,JPN
238,239,241.0,Kunihiro Kamii,49,0.76,37.01,-23.52,30.27,JPN
239,240,243.0,James Hahn,50,0.75,37.69,-13.69,41.71,USA
240,241,244.0,Doug McGuigan,40,0.75,30.15,-11.55,23.89,RSA
241,242,238.0,Felipe Aguilar,52,0.75,39.08,-39.18,26.65,CHI
242,243,240.0,Lorenzo Gagli,52,0.75,38.95,-42.67,18.79,ITA
243,244,242.0,Ricky Barnes,52,0.75,38.81,-65.38,34.49,USA
244,245,245.0,Richard Finch,52,0.75,38.79,-36.54,38.37,ENG
245,245,247.0,Robert Streb,40,0.75,29.83,-3.48,33.32,USA
246,247,251.0,Morgan Hoffmann,40,0.74,29.76,-4.31,30.12,USA
247,248,250.0,David Lipsky,40,0.74,29.63,-9.16,38.79,USA
248,249,246.0,Jhonattan Vegas,52,0.74,38.46,-69.96,32.71,VEN
249,250,248.0,Troy Kelly,45,0.74,33.24,-19.13,31.46,USA
250,251,249.0,Camilo Villegas,52,0.73,38.17,-76.21,22.1,COL
251,252,252.0,Ricardo Gonzalez,40,0.73,29.3,-29.89,27.77,ARG
252,253,253.0,Danny Lee,52,0.73,37.85,-40.99,20.39,NZL
253,254,254.0,Jerry Kelly,52,0.72,37.5,-57.77,23.12,USA
254,255,258.0,Kazuhiro Yamashita,50,0.72,35.95,-14.69,30.93,JPN
255,256,257.0,Trevor Fisher Jr,40,0.72,28.68,-11.88,29.73,RSA
256,257,256.0,Nick O'Hern,52,0.72,37.22,-41.1,20.68,AUS
257,258,260.0,David Howell,52,0.71,36.95,-29.4,37.07,ENG
258,259,255.0,Lucas Glover,41,0.71,29.05,-73.37,3.08,USA
259,260,259.0,Chris Stroud,52,0.71,36.78,-46.55,35.98,USA
260,261,261.0,Ben Kohles,40,0.71,28.29,-3.07,31.36,USA
261,262,262.0,Scott Hend,52,0.71,36.73,-23.55,38.29,AUS
262,263,263.0,Jake Roos,41,0.7,28.72,-8.47,29.13,RSA
263,264,264.0,Fabrizio Zanotti,52,0.69,35.84,-34.59,30.7,PAR
264,265,266.0,Ryuichi Oda,46,0.69,31.59,-26.74,28.7,JPN
265,266,267.0,Will Claxton,40,0.69,27.45,-7.83,34.26,USA
266,267,265.0,Ángel Cabrera,43,0.69,29.48,-44.54,20.81,ARG
267,268,270.0,Arnond Vongvanij,40,0.68,27.36,-2.38,29.74,THA
268,269,269.0,Kieran Pratt,40,0.68,27.33,-13.54,28.55,AUS
269,270,268.0,Martin Flores,52,0.68,35.47,-22.33,38.15,USA
270,271,274.0,Mike Hendry,40,0.67,26.68,-11.43,28.04,NZL
271,272,271.0,Matthew Baldwin,52,0.67,34.64,-20.39,30.85,ENG
272,273,273.0,Joel Sjöholm,52,0.66,34.48,-29.25,33.45,SWE
273,274,277.0,Justin Bolli,46,0.66,30.45,-7.79,28.84,USA
274,275,272.0,Tom Lewis,40,0.66,26.47,-26.95,11.05,ENG
275,276,276.0,Tommy Fleetwood,52,0.66,34.08,-34.8,15.88,ENG
276,277,278.0,Ricardo Santos,49,0.65,32.04,-23.75,29.99,POR
277,278,279.0,Shiv Kapur,52,0.65,33.83,-20.97,33.18,IND
278,279,280.0,Andreas Hartø,50,0.65,32.5,-17.32,35.23,DEN
279,280,275.0,Brandt Jobe,46,0.65,29.8,-55.06,14.49,USA
280,281,281.0,Roberto Castro,52,0.64,33.41,-19.49,34.38,USA
281,282,284.0,Thitiphun Chuayprakong,40,0.63,25.24,-3.24,24.2,THA
282,283,282.0,Justin Hicks,51,0.63,32.18,-15.88,35.23,USA
283,284,283.0,Jason Bohn,50,0.63,31.42,-26.7,31.99,USA
284,285,285.0,Michael Campbell,50,0.62,31.2,-6.94,30.41,NZL
285,286,286.0,Alexandre Kaleka,48,0.62,29.61,-14.05,29.76,FRA
286,287,288.0,Nick Cullen,40,0.61,24.51,-8.0,25.77,AUS
287,288,287.0,Prayad Marksaeng,52,0.61,31.78,-41.93,24.77,THA
288,289,288.0,Gary Lockerbie,43,0.61,26.24,-10.86,28.13,ENG
289,290,290.0,Justin Walters,46,0.61,27.86,-14.66,25.77,ENG
290,291,291.0,S.K. Ho,47,0.6,28.28,-29.64,18.77,KOR
291,292,292.0,Paul McGinley,40,0.6,23.92,-16.06,24.01,IRL
292,293,294.0,Antonio Lascuna,40,0.6,23.92,-8.06,24.94,PHI
293,294,292.0,Jay Choi,51,0.6,30.48,-32.65,27.87,USA
294,295,295.0,Michio Matsumura,52,0.6,30.97,-57.84,15.33,JPN
295,296,297.0,Brad Fritsch,40,0.59,23.57,-6.04,25.08,CAN
296,297,299.0,Daehyun Kim,40,0.59,23.45,-16.12,18.64,KOR
297,298,300.0,Darron Stiles,49,0.58,28.44,-16.06,29.19,USA
298,299,301.0,Boo Weekley,49,0.58,28.4,-21.28,34.56,USA
299,300,296.0,Anthony Kim,40,0.58,23.1,-67.73,1.63,USA
300,301,298.0,Johan Edfors,50,0.58,28.8,-60.6,13.33,SWE
301,302,302.0,Tadahiro Takayama,52,0.57,29.89,-47.32,9.8,JPN
302,303,303.0,Brian Gay,52,0.57,29.81,-46.3,30.44,USA
303,304,306.0,Daniel Chopra,52,0.57,29.8,-25.14,18.58,SWE
304,305,304.0,Sam Little,51,0.57,29.19,-27.84,9.84,ENG
305,306,308.0,Scott Gardiner,52,0.57,29.51,-12.55,31.21,AUS
306,307,305.0,Kris Blanks,52,0.57,29.49,-43.96,15.62,USA
307,307,307.0,Gary Christian,52,0.57,29.49,-21.59,24.25,ENG
308,309,310.0,Sang-hee Lee,40,0.56,22.58,-6.25,21.54,KOR
309,310,313.0,Whee Kim,40,0.56,22.58,-7.02,17.99,KOR
310,311,309.0,Patrick Cantlay,40,0.56,22.51,-11.55,19.14,USA
311,312,311.0,Billy Horschel,50,0.56,28.01,-16.03,24.12,USA
312,313,312.0,Tim Herron,52,0.56,29.02,-28.53,24.7,USA
313,314,314.0,Kyung-Nam Kang,40,0.56,22.29,-19.75,18.21,KOR
314,315,316.0,Paul Haley II,40,0.55,22.17,-8.05,30.22,USA
315,316,318.0,Ariel Cañete,40,0.55,22.09,-3.78,22.02,ARG
316,317,317.0,Park Sang-eon,40,0.55,21.93,-18.83,16.96,KOR
317,318,319.0,Colt Knost,52,0.55,28.43,-28.0,35.85,USA
318,319,315.0,Stewart Cink,45,0.55,24.58,-56.46,20.48,USA
319,320,320.0,Adam Hadwin,43,0.54,23.43,-23.63,16.9,CAN
320,321,321.0,Mardan Mamat,52,0.54,28.21,-29.81,27.39,SIN
321,322,324.0,Eddie Pepperell,40,0.54,21.63,-3.97,24.41,ENG
322,323,322.0,David Mathis,52,0.54,28.06,-30.63,26.61,USA
323,324,323.0,Peter Whiteford,52,0.54,27.88,-32.06,17.99,SCO
324,325,326.0,Gary Stal,40,0.53,21.38,-4.12,25.5,FRA
325,326,327.0,Taichi Teshima,46,0.53,24.54,-16.37,19.44,JPN
326,327,325.0,Cho Min-jun,49,0.53,26.11,-34.77,11.72,KOR
327,328,329.0,Russell Knox,49,0.53,25.93,-17.13,19.89,SCO
328,329,328.0,D.J. Trahan,52,0.53,27.42,-42.55,26.45,USA
329,330,331.0,Billy Mayfair,52,0.52,27.27,-27.39,27.27,USA
330,331,332.0,Gary Boyd,50,0.52,26.11,-43.78,17.12,ENG
331,332,330.0,David Horsey,52,0.52,27.13,-59.9,13.38,ENG
332,333,333.0,Richard Lee,51,0.52,26.58,-10.0,25.59,USA
333,334,335.0,Katsumasa Miyamoto,49,0.52,25.48,-37.39,18.01,JPN
334,335,337.0,Alistair Presnell,52,0.52,27.0,-25.24,27.36,AUS
335,336,334.0,Graeme Storm,52,0.52,26.89,-28.81,24.3,ENG
336,337,339.0,Chris Paisley,40,0.52,20.6,-6.01,21.17,ENG
337,338,336.0,James Driscoll,51,0.51,26.24,-24.22,27.1,USA
338,339,338.0,Joong Kyung Mo,41,0.51,21.07,-19.71,18.23,KOR
339,340,340.0,Justin Leonard,52,0.51,26.41,-39.25,18.62,USA
340,341,344.0,Chapchai Nirat,50,0.51,25.31,-13.54,22.72,THA
341,342,341.0,Lu Wei-chih,40,0.5,20.17,-23.79,5.39,TPE
342,343,342.0,Mikael Lundberg,44,0.5,22.17,-16.74,17.15,SWE
343,344,343.0,John Peterson,40,0.5,20.13,-7.71,21.6,USA
344,345,347.0,Allan Versfeld,40,0.5,20.1,-5.07,19.99,RSA
