,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,,Paul Casey,20,2017130
1,T2,,Charley Hoffman,17,2017270
2,T2,,Martin Kaymer,17,2016220
3,T4,,Brooks Koepka,16,2017230
4,T4,,Matt Kuchar,16,2017250
5,6,,Patrick Cantlay,14,2015070
6,T7,,Tony Finau,13,2017310
7,T7,,Webb Simpson,13,2017300
8,T9,,Chez Reavie,11,2017320
9,T9,,Jordan Spieth,11,2017320
10,T11,,Keegan Bradley,10,2017350
11,T11,,Russell Henley,10,2017350
12,T11,,Peter Malnati,10,2017310
13,T11,,Ian Poulter,10,2017280
14,T15,,Rickie Fowler,9,2017350
15,T15,,Kevin Kisner,9,2017390
16,T17,,Jason Dufner,8,2017410
17,T17,,Martin Flores,8,2017370
18,T17,,Dustin Johnson,8,2017410
19,T20,,Kevin Chappell,7,2017420
20,T20,,Jason Day,7,2017410
21,T20,,Lucas Glover,7,2017370
22,T20,,Seamus Power,7,2017370
23,T20,,Jon Rahm,7,2017410
24,T25,,Sangmoon Bae,6,2015430
25,T25,,Pat Perez,6,2017440
26,T25,,Patrick Reed,6,2017440
27,T25,,Charl Schwartzel,6,2017410
28,T25,,Henrik Stenson,6,2017410
29,T25,,Doug Tewell,6,1999230
30,T25,,Justin Thomas,6,2017440
31,T25,,Richy Werenski,6,2017390
32,T25,,Lee Westwood,6,2017250
33,T34,,Ricky Barnes,5,2017390
34,T34,,SSP Chawrasia,5,2008140
35,T34,,Danny Chia,5,2010310
36,T34,,Morgan Hoffmann,5,2017390
37,T34,,K.T. Kim,5,2017040
38,T34,,Steve LeBrun,5,2013290
39,T34,,Wayne Levi,5,2001300
40,T34,,Louis Oosthuizen,5,2017440
41,T34,,C.T. Pan,5,2017380
42,T34,,Scott Pinckney,5,2016390
43,T34,,J.T. Poston,5,2017390
44,T34,,Alex Prugh,5,2016330
45,T34,,Tag Ridings,5,2017390
46,T34,,Sam Saunders,5,2017390
47,T34,,Robert Streb,5,2017450
48,T34,,Harold Varner III,5,2017420
49,T50,,Steven Alker,4,2017400
50,T50,,Stuart Appleby,4,2017390
51,T50,,Ryan Armour,4,2017400
52,T50,,Daniel Berger,4,2017470
53,T50,,Ben Crane,4,2017390
54,T50,,Andrew Dodt,4,2015430
55,T50,,Ken Duke,4,2017400
56,T50,,Matt Every,4,2017400
57,T50,,Tommy Fleetwood,4,2017350
58,T50,,Marcus Fraser,4,2016420
59,T50,,Mark Hubbard,4,2017400
60,T50,,Satoshi Kodaira,4,2017120
61,T50,,Jason Kokrak,4,2017450
62,T50,,Kevin Na,4,2017460
63,T50,,Justin Rose,4,2017470
64,T50,,Xander Schauffele,4,2017470
65,T50,,J.J. Spaun,4,2017430
66,T50,,Kyle Stanley,4,2017470
67,T50,,Richard Sterne,4,2016400
68,T50,,Jhonattan Vegas,4,2017470
69,T50,,Aaron Wise,4,2017050
70,T71,,Ashun Wu,3,2015060
71,T71,,Aaron Baddeley,3,2017410
72,T71,,Craig Barlow,3,2017030
73,T71,,Gaganjeet Bhullar,3,2014030
74,T71,,Scott Brown,3,2017470
75,T71,,Wesley Bryan,3,2017470
76,T71,,Miguel Angel Carballo,3,2017420
77,T71,,Zecheng Dou,3,2015060
78,T71,,Sergio Garcia,3,2017480
79,T71,,Tom Gillis,3,2016390
80,T71,,Emiliano Grillo,3,2017470
81,T71,,Adam Hadwin,3,2017480
82,T71,,Brian Harman,3,2017480
83,T71,,Mackenzie Hughes,3,2017470
84,T71,,Si Woo Kim,3,2017470
85,T71,,Martin Laird,3,2017470
86,T71,,Marc Leishman,3,2017480
87,T71,,WC Liang,3,2015430
88,T71,,Luke List,3,2017470
89,T71,,Hideki Matsuyama,3,2017480
90,T71,,Lee McCoy,3,2017050
91,T71,,Phil Mickelson,3,2017470
92,T71,,Grayson Murray,3,2017470
93,T71,,Alex Noren,3,2017410
94,T71,,Geoff Ogilvy,3,2017430
95,T71,,Thorbjørn Olesen,3,2017410
96,T71,,Carl Paulson,3,2011450
97,T71,,D.A. Points,3,2017450
98,T71,,Dicky Pride,3,2017400
99,T71,,Chase Seiffert,3,2017070
100,T71,,Bob Shearer,3,1984320
101,T71,,Lee Slattery,3,2012320
102,T71,,Brandt Snedeker,3,2017320
103,T71,,Andre Stolz,3,2011300
104,T71,,Hudson Swafford,3,2017470
105,T71,,Miguel Tabuena,3,2017020
106,T71,,Vaughn Taylor,3,2017430
107,T71,,Kevin Tway,3,2017470
108,T71,,Steve Wheatcroft,3,2017400
109,T71,,Chris Wood,3,2017410
110,T71,,Gary Woodland,3,2017480
111,T112,,Thomas Aiken,2,2016460
112,T112,,Matt Atkins,2,2016070
113,T112,,Zac Blair,2,2017430
114,T112,,Richard Bland,2,2017040
115,T112,,Joseph Bramlett,2,2012060
116,T112,,Sam Brazel,2,2017190
117,T112,,Ryan Brehm,2,2017430
118,T112,,Dean Burmester,2,2016210
119,T112,,Rafa Cabrera Bello,2,2017480
120,T112,,Bud Cauley,2,2017480
121,T112,,Stewart Cink,2,2017480
122,T112,,Joel Dahmen,2,2017430
123,T112,,Charlie Danielson,2,2017200
124,T112,,Bryson DeChambeau,2,2017480
125,T112,,James Driscoll,2,2015180
126,T112,,David Drysdale,2,2009310
127,T112,,Gonzalo Fernandez-Castaño,2,2017430
128,T112,,Brad Fritsch,2,2017430
129,T112,,Nicholas Fung,2,2014030
130,T112,,Jonathan Garrick,2,2017060
131,T112,,Mike Grob,2,2007320
132,T112,,Bill Haas,2,2017480
133,T112,,James Hahn,2,2017480
134,T112,,David Hearn,2,2017430
135,T112,,Scott Hoch,2,2008100
136,T112,,David Howell,2,2016050
137,T112,,Steven Jeffress,2,2015190
138,T112,,Miguel Angel Jiménez,2,2016050
139,T112,,Zach Johnson,2,2017480
140,T112,,Sung Kang,2,2017480
141,T112,,Chris Kirk,2,2017470
142,T112,,Anirban Lahiri,2,2017480
143,T112,,Rick Lamb,2,2017430
144,T112,,Andrew Landry,2,2016450
145,T112,,Romain Langasque,2,2015390
146,T112,,Scott Langley,2,2017070
