,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,,Rory McIlroy,14,16,2.0,1,7,2017410
1,2,,Daniel Summerhays,29,15,,4,11,2017370
2,3,,Zac Blair,32,14,,1,2,2017050
3,4,,Peter Malnati,29,13,,2,14,2017400
4,T5,,Luke Donald,18,12,,2,3,2017170
5,T5,,Adam Hadwin,28,12,,4,16,2017060
6,T5,,Justin Rose,18,12,1.0,3,8,2017470
7,T8,,Aaron Baddeley,20,11,1.0,3,7,2017010
8,T8,,Robert Garrigus,26,11,,1,7,2017150
9,T8,,Brian Harman,30,11,3.0,2,17,2017440
10,T8,,Will MacKenzie,16,11,11.0,2,6,2017310
11,T8,,Louis Oosthuizen,18,11,3.0,4,14,2017210
12,T8,,Steve Stricker,13,11,,1,10,2017320
13,T14,,Ryan Brehm,25,10,2.0,1,2,2017010
14,T14,,Chad Campbell,29,10,,2,14,2017380
15,T14,,Rickie Fowler,21,10,1.0,4,14,2017190
16,T14,,Lucas Glover,26,10,4.0,2,6,2017210
17,T14,,Matt Jones,20,10,,1,17,2017380
18,T14,,Sung Kang,32,10,,1,10,2017310
19,T14,,Seung-Yul Noh,31,10,,1,9,2017030
20,T14,,Sean O'Hair,25,10,1.0,2,11,2017310
21,T14,,Pat Perez,26,10,4.0,3,16,2017060
22,T14,,Tyrone Van Aswegen,32,10,2.0,2,13,2017070
23,T24,,Miguel Angel Carballo,22,9,1.0,4,8,2017030
24,T24,,Ernie Els,20,9,3.0,1,7,2017340
25,T24,,Marc Leishman,25,9,,3,3,2017180
26,T24,,Trey Mullinax,28,9,2.0,2,16,2017200
27,T24,,C.T. Pan,29,9,4.0,1,14,2017130
28,T24,,Cameron Percy,23,9,,1,6,2017380
29,T24,,Xander Schauffele,28,9,1.0,1,15,2017050
30,T24,,Shawn Stefani,26,9,,4,2,2017390
31,T24,,Henrik Stenson,15,9,,4,17,2017200
32,T24,,Chris Stroud,22,9,,1,4,2017380
33,T24,,Brian Stuard,31,9,,3,7,2017250
34,T35,,Wesley Bryan,28,8,1.0,3,6,2017180
35,T35,,Brian Campbell,20,8,2.0,2,9,2017390
36,T35,,Roberto Castro,25,8,,2,2,2017040
37,T35,,Jason Day,20,8,1.0,4,4,2017160
38,T35,,Brett Drewitt,19,8,1.0,1,14,2017180
39,T35,,Andres Gonzales,24,8,,2,9,2017050
40,T35,,Scott Hend,6,8,,2,1,2017020
41,T35,,Charley Hoffman,31,8,2.0,4,16,2017330
42,T35,,Mark Hubbard,27,8,,2,4,2017150
43,T35,,Ryo Ishikawa,20,8,,2,16,2017060
44,T35,,Smylie Kaufman,26,8,,1,9,2017180
45,T35,,Whee Kim,27,8,,1,2,2017220
46,T35,,Anirban Lahiri,22,8,1.0,3,2,2017020
47,T35,,Luke List,31,8,,4,14,2017210
48,T35,,Francesco Molinari,21,8,1.0,2,2,2017440
49,T35,,Kyle Reifers,32,8,1.0,4,17,2017290
50,T35,,Ollie Schniederjans,28,8,,3,3,2017310
51,T35,,Adam Scott,16,8,,1,2,2017040
52,T35,,Webb Simpson,28,8,2.0,3,18,2017160
53,T35,,Jordan Spieth,23,8,3.0,2,5,2017160
54,T35,,Brett Stegmaier,27,8,1.0,1,4,2017020
55,T35,,Vaughn Taylor,26,8,,4,18,2017370
56,T35,,Jimmy Walker,21,8,,4,7,2017170
57,T35,,Gary Woodland,26,8,,3,16,2017140
58,T59,,Byeong Hun An,22,7,3.0,1,4,2017020
59,T59,,Jonas Blixt,25,7,3.0,2,14,2017240
60,T59,,Steven Bowditch,27,7,5.0,1,2,2017310
61,T59,,Dominic Bozzelli,24,7,,4,8,2017320
62,T59,,Kevin Chappell,27,7,1.0,2,1,2017470
63,T59,,Harris English,27,7,,1,17,2017240
64,T59,,Sergio Garcia,17,7,,1,12,2017020
65,T59,,Fabián Gómez,21,7,,2,14,2017210
66,T59,,Bill Haas,25,7,2.0,1,14,2017170
67,T59,,Brandon Hagy,26,7,,1,5,2017220
68,T59,,David Hearn,29,7,,2,18,2017200
69,T59,,Russell Henley,27,7,2.0,4,16,2017370
70,T59,,Mackenzie Hughes,31,7,,1,4,2017480
71,T59,,John Huh,28,7,2.0,4,3,2017200
72,T59,,Michael Kim,28,7,1.0,1,11,2017320
73,T59,,Patton Kizzire,28,7,1.0,2,2,2017010
74,T59,,Colt Knost,5,7,1.0,2,15,2017020
75,T59,,Brooks Koepka,24,7,,3,16,2017190
76,T59,,Matt Kuchar,26,7,3.0,2,14,2017450
77,T59,,Martin Laird,25,7,3.0,1,4,2017450
78,T59,,Danny Lee,32,7,,1,5,2017180
79,T59,,Hugo León,3,7,,1,1,2017220
80,T59,,Spencer Levin,31,7,2.0,1,2,2017390
81,T59,,William McGirt,28,7,1.0,4,7,2017390
82,T59,,Bryce Molder,26,7,,2,9,2017220
83,T59,,Geoff Ogilvy,25,7,,1,2,2017260
84,T59,,Ian Poulter,20,7,,1,16,2017450
85,T59,,Jon Rahm,23,7,1.0,1,4,2017480
86,T59,,Patrick Reed,29,7,7.0,1,3,2017500
87,T59,,Tag Ridings,20,7,2.0,2,10,2017030
88,T59,,Charl Schwartzel,18,7,1.0,3,1,2017200
89,T59,,Scott Stallings,27,7,,2,10,2017290
90,T59,,Brendan Steele,25,7,1.0,1,2,2017020
91,T59,,Justin Thomas,25,7,2.0,4,13,2017470
92,T59,,Michael Thompson,21,7,,1,3,2017320
93,T59,,Tim Wilkinson,22,7,2.0,2,1,2017200
94,T59,,Bobby Wyatt,20,7,1.0,3,9,2017160
95,T96,,Blayne Barber,25,6,4.0,3,7,2017180
96,T96,,Ricky Barnes,31,6,2.0,2,18,2017380
97,T96,,Keegan Bradley,29,6,2.0,2,14,2017450
98,T96,,Scott Brown,29,6,,3,12,2017470
99,T96,,Greg Chalmers,28,6,,2,12,2017270
100,T96,,Chad Collins,26,6,2.0,1,7,2017160
101,T96,,Joel Dahmen,16,6,,3,14,2017160
102,T96,,Stuart Deane,2,6,,1,7,2017310
103,T96,,Bryson DeChambeau,31,6,2.0,3,17,2017380
104,T96,,Ken Duke,26,6,1.0,2,18,2017220
105,T96,,Matt Every,30,6,,1,11,2017210
106,T96,,Matthew Fitzpatrick,12,6,2.0,2,7,2017300
107,T96,,Martin Flores,27,6,1.0,3,2,2017400
108,T96,,Marcus Fraser,3,6,,1,18,2017020
109,T96,,Emiliano Grillo,25,6,3.0,2,10,2017320
110,T96,,Morgan Hoffmann,29,6,2.0,1,10,2017320
111,T96,,Tom Hoge,17,6,2.0,1,17,2017340
112,T96,,J.B. Holmes,23,6,,4,5,2017370
113,T96,,Sam Horsfield,6,6,,2,8,2017390
114,T96,,Zach Johnson,23,6,,1,15,2017070
115,T96,,Chan Kim,2,6,,1,5,2017410
116,T96,,Si Woo Kim,30,6,4.0,2,14,2017300
117,T96,,Kevin Kisner,28,6,1.0,2,1,2017500
118,T96,,Søren Kjeldsen,17,6,2.0,3,3,2017180
119,T96,,Rick Lamb,19,6,,2,12,2017130
120,T96,,David Lingmerth,23,6,,1,2,2017420
121,T96,,Jamie Lovemark,28,6,1.0,1,8,2017470
122,T96,,Shane Lowry,16,6,,1,8,2017140
123,T96,,Hunter Mahan,26,6,,1,10,2017420
124,T96,,Ben Martin,27,6,1.0,4,15,2017320
125,T96,,Hideki Matsuyama,22,6,,1,2,2017020
126,T96,,Lee McCoy,3,6,1.0,1,17,2017200
127,T96,,Graeme McDowell,17,6,3.0,1,7,2017260
128,T96,,Troy Merritt,28,6,1.0,3,10,2017010
129,T96,,Phil Mickelson,22,6,1.0,2,18,2017450
130,T96,,Sebastián Muñoz,17,6,,2,10,2017130
131,T96,,Kevin Na,26,6,1.0,3,2,2017120
132,T96,,Rob Oppenheim,4,6,1.0,3,4,2017160
133,T96,,Rod Pampling,22,6,2.0,2,11,2017210
134,T96,,John Peterson,15,6,,4,8,2017130
135,T96,,Carl Pettersson,27,6,,1,15,2017330
136,T96,,Chez Reavie,28,6,,3,17,2017390
137,T96,,Sam Saunders,24,6,,2,12,2017420
138,T96,,Vijay Singh,18,6,,2,3,2017450
139,T96,,Brandt Snedeker,15,6,1.0,3,15,2017140
140,T96,,J.J. Spaun,29,6,2.0,1,5,2017470
141,T96,,Robert Streb,30,6,1.0,1,1,2017340
142,T96,,Miguel Tabuena,3,6,,1,9,2017120
143,T96,,Nick Taylor,29,6,5.0,1,8,2017270
144,T96,,Cameron Tringale,28,6,5.0,2,16,2017270
145,T96,,Jhonattan Vegas,29,6,2.0,4,7,2017480
146,T96,,Bubba Watson,22,6,,2,17,2017410
147,T96,,Steve Wheatcroft,17,6,1.0,1,15,2017290
148,T96,,Y.E. Yang,9,6,,1,4,2017400
149,T150,,Steven Alker,23,5,2.0,2,7,2017120
150,T150,,Robert Allenby,4,5,5.0,3,15,2017030
151,T150,,Jacques Blaauw,1,5,,1,7,2017040
152,T150,,Jonathan Byrd,9,5,,2,3,2017070
153,T150,,Rafa Cabrera Bello,19,5,,4,3,2017480
154,T150,,Patrick Cantlay,13,5,,2,16,2017260
155,T150,,Alex Cejka,28,5,1.0,1,8,2017300
156,T150,,K.J. Choi,25,5,,2,12,2017330
157,T150,,Stewart Cink,26,5,4.0,2,15,2017050
158,T150,,Ben Crane,26,5,,3,1,2017420
159,T150,,Jason Dufner,24,5,1.0,1,1,2017190
160,T150,,David Duval,4,5,3.0,2,10,2017030
161,T150,,Harry Ellis,1,5,,1,3,2017410
162,T150,,Julián Etulain,22,5,2.0,2,5,2017220
163,T150,,Derek Fathauer,27,5,,1,6,2017340
164,T150,,Oscar Fraustro,1,5,,1,2,2017060
165,T150,,Brad Fritsch,18,5,4.0,2,16,2017030
166,T150,,Brian Gay,25,5,5.0,2,12,2017420
167,T150,,Retief Goosen,19,5,1.0,2,15,2017270
168,T150,,Cody Gribble,28,5,1.0,4,11,2017320
169,T150,,Matthew Griffin,3,5,,2,10,2017330
170,T150,,Chesson Hadley,8,5,2.0,1,15,2017070
171,T150,,James Hahn,28,5,1.0,2,16,2017450
172,T150,,Padraig Harrington,11,5,,1,18,2017150
173,T150,,J.J. Henry,29,5,,3,1,2017200
174,T150,,Billy Horschel,28,5,,2,16,2017300
175,T150,,Billy Hurley III,25,5,2.0,3,8,2017370
176,T150,,Yuta Ikeda,10,5,,4,2,2017260
177,T150,,Dustin Johnson,20,5,1.0,3,14,2017300
178,T150,,Chris Kirk,28,5,,1,17,2017450
179,T150,,Russell Knox,24,5,,1,9,2017120
180,T150,,Jason Kokrak,28,5,,2,13,2017480
181,T150,,Kelly Kraft,27,5,,1,3,2017160
182,T150,,Nicholas Lindheim,21,5,,3,15,2017130
183,T150,,Andrew Loupe,21,5,3.0,1,5,2017360
184,T150,,Joost Luiten,5,5,,1,2,2017410
185,T150,,Keith Mitchell,1,5,5.0,3,10,2017200
186,T150,,Ryan Moore,24,5,1.0,2,15,2017440
187,T150,,Grayson Murray,30,5,,2,13,2017390
188,T150,,Alex Noren,11,5,1.0,4,8,2017300
189,T150,,Greg Owen,17,5,1.0,4,7,2017310
190,T150,,D.A. Points,22,5,,1,2,2017160
191,T150,,J.T. Poston,28,5,1.0,3,1,2017220
192,T150,,Seamus Power,25,5,,4,17,2017380
193,T150,,Rory Sabbatini,23,5,,2,2,2017180
194,T150,,Mike Small,1,5,5.0,1,10,2017450
195,T150,,Cameron Smith,26,5,1.0,1,17,2017210
196,T150,,Kyle Stanley,29,5,,3,12,2017150
197,T150,,Kevin Streelman,26,5,,3,3,2017270
198,T150,,Andy Sullivan,7,5,,2,4,2017440
199,T150,,Hudson Swafford,28,5,2.0,2,12,2017020
200,T150,,Brendon Todd,9,5,1.0,2,3,2017200
201,T150,,David Toms,3,5,,1,2,2017010
202,T150,,Kevin Tway,27,5,,2,2,2017310
203,T150,,Harold Varner III,31,5,4.0,2,11,2017270
204,T150,,Camilo Villegas,25,5,,2,9,2017220
205,T150,,Johnson Wagner,26,5,1.0,1,1,2017140
206,T150,,Nick Watney,23,5,1.0,4,5,2017290
207,T150,,Richy Werenski,26,5,2.0,2,14,2017130
208,T150,,Bernd Wiesberger,10,5,,4,11,2017300
209,T150,,Danny Willett,11,5,1.0,3,7,2017190
210,T150,,Mark Wilson,15,5,,1,17,2017180
211,T212,,Tyler Aldridge,14,4,1.0,2,8,2017160
212,T212,,Mark Anderson,20,4,,4,13,2017140
213,T212,,Ryan Armour,20,4,,2,7,2017220
214,T212,,"Rich Berberian, Jr.",7,4,,1,3,2017400
215,T212,,Daniel Berger,26,4,,4,17,2017390
216,T212,,Shane Bertsch,9,4,,2,17,2017380
217,T212,,Thomas Bjørn,1,4,1.0,2,16,2017450
218,T212,,Ryan Blaum,29,4,1.0,2,1,2017380
219,T212,,Michael Bradley,3,4,,3,10,2017030
220,T212,,Dean Burmester,1,4,2.0,1,13,2017040
