,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,,Hideki Matsuyama,19
1,T2,,Pat Perez,18
2,T2,,Jordan Spieth,18
3,T4,,Bill Haas,17
4,T4,,Martin Laird,17
5,T6,,Luke List,16
6,T6,,Richy Werenski,16
7,8,,Chez Reavie,15
8,9,,Chad Campbell,14
9,T10,,Ryan Blaum,13
10,T10,,Jim Herman,13
11,T10,,Charley Hoffman,13
12,T10,,Marc Leishman,13
13,T10,,Seamus Power,13
14,T10,,Tim Wilkinson,13
15,T16,,Ricky Barnes,12
16,T16,,Lucas Glover,12
17,T16,,Charles Howell III,12
18,T16,,Henrik Norlander,12
19,T16,,Sean O'Hair,12
20,T21,,Daniel Berger,11
21,T21,,Rafael Campos,11
22,T21,,Julián Etulain,11
23,T21,,Robert Garrigus,11
24,T21,,Brian Harman,11
25,T21,,Sam Saunders,11
26,T21,,Brendan Steele,11
27,T21,,Brian Stuard,11
28,T29,,Jason Day,10
29,T29,,Adam Hadwin,10
30,T29,,Whee Kim,10
31,T29,,Cameron Percy,10
32,T29,,Justin Thomas,10
33,T29,,Cameron Tringale,10
34,T35,,Ryan Brehm,9
35,T35,,Wesley Bryan,9
36,T35,,Tony Finau,9
37,T35,,Smylie Kaufman,9
38,T35,,Michael Kim,9
39,T35,,Chris Kirk,9
40,T35,,Francesco Molinari,9
41,T35,,J.T. Poston,9
42,T35,,Justin Rose,9
43,T35,,Chris Stroud,9
44,T35,,Gary Woodland,9
45,T46,,Byeong Hun An,8
46,T46,,Ryan Armour,8
47,T46,,Jonathan Byrd,8
48,T46,,Patrick Cantlay,8
49,T46,,Stewart Cink,8
50,T46,,Fabián Gómez,8
51,T46,,David Hearn,8
52,T46,,John Huh,8
53,T46,,Patton Kizzire,8
54,T46,,Kelly Kraft,8
55,T46,,Peter Malnati,8
56,T46,,Phil Mickelson,8
57,T46,,Ryan Moore,8
58,T46,,Kevin Na,8
59,T46,,D.A. Points,8
60,T46,,Jon Rahm,8
61,T46,,Patrick Reed,8
62,T46,,Rory Sabbatini,8
63,T46,,Xander Schauffele,8
64,T46,,Adam Scott,8
65,T46,,Henrik Stenson,8
66,T46,,Vaughn Taylor,8
67,T68,,Blayne Barber,7
68,T68,,Zac Blair,7
69,T68,,Jason Bohn,7
70,T68,,K.J. Choi,7
71,T68,,Ben Crane,7
72,T68,,Jason Dufner,7
73,T68,,Harris English,7
74,T68,,Derek Fathauer,7
75,T68,,Martin Flores,7
76,T68,,Rickie Fowler,7
77,T68,,Brad Fritsch,7
78,T68,,Branden Grace,7
79,T68,,Cody Gribble,7
80,T68,,Emiliano Grillo,7
81,T68,,James Hahn,7
82,T68,,Billy Horschel,7
83,T68,,Mackenzie Hughes,7
84,T68,,Billy Hurley III,7
85,T68,,Ryo Ishikawa,7
86,T68,,Zach Johnson,7
87,T68,,Dustin Johnson,7
88,T68,,Matt Jones,7
89,T68,,Kevin Kisner,7
90,T68,,Russell Knox,7
91,T68,,Brooks Koepka,7
92,T68,,Jason Kokrak,7
93,T68,,Jamie Lovemark,7
94,T68,,Rory McIlroy,7
95,T68,,Troy Merritt,7
96,T68,,Trey Mullinax,7
97,T68,,Geoff Ogilvy,7
98,T68,,Rod Pampling,7
99,T68,,Ollie Schniederjans,7
100,T68,,Webb Simpson,7
101,T68,,Cameron Smith,7
102,T68,,Kyle Stanley,7
103,T68,,Brett Stegmaier,7
104,T68,,Hudson Swafford,7
105,T68,,Nick Taylor,7
106,T107,,Steven Alker,6
107,T107,,Scott Brown,6
