,Consecutive_Birdies_Streak_RANK THIS WEEK,Consecutive_Birdies_Streak_RANK LAST WEEK,Consecutive_Birdies_Streak_PLAYER NAME,Consecutive_Birdies_Streak_EVENTS,Consecutive_Birdies_Streak_NUMBER OF HOLES
0,1,,Kevin Tway,27,7
1,T2,,Chad Collins,26,6
2,T2,,Rickie Fowler,21,6
3,T2,,Adam Hadwin,28,6
4,T2,,Sam Horsfield,6,6
5,T2,,Whee Kim,27,6
6,T2,,Patton Kizzire,28,6
7,T2,,Rick Lamb,19,6
8,T2,,Francesco Molinari,21,6
9,T2,,Jon Rahm,23,6
10,T2,,Justin Thomas,25,6
11,T2,,Gary Woodland,26,6
12,T13,,Steven Alker,23,5
13,T13,,Zac Blair,32,5
14,T13,,Wesley Bryan,28,5
15,T13,,Brian Campbell,20,5
16,T13,,Jon Curran,11,5
17,T13,,Jason Day,20,5
18,T13,,Tony Finau,29,5
19,T13,,Robert Garrigus,26,5
20,T13,,Matt Gilchrest,1,5
21,T13,,Lucas Glover,26,5
22,T13,,Andres Gonzales,24,5
23,T13,,James Hahn,28,5
24,T13,,Scott Hend,6,5
25,T13,,Charles Howell III,23,5
26,T13,,John Huh,28,5
27,T13,,Dustin Johnson,20,5
28,T13,,Martin Kaymer,10,5
29,T13,,Russell Knox,24,5
30,T13,,Danny Lee,32,5
31,T13,,Luke List,31,5
32,T13,,Jamie Lovemark,28,5
33,T13,,Curtis Luck,12,5
34,T13,,Ben Martin,27,5
35,T13,,Hideki Matsuyama,22,5
36,T13,,Graeme McDowell,17,5
37,T13,,William McGirt,28,5
38,T13,,John Merrick,9,5
39,T13,,Bryce Molder,26,5
40,T13,,Trey Mullinax,28,5
41,T13,,Sean O'Hair,25,5
42,T13,,D.A. Points,22,5
43,T13,,J.T. Poston,28,5
44,T13,,Justin Rose,18,5
45,T13,,Webb Simpson,28,5
46,T13,,Jordan Spieth,23,5
47,T13,,Kyle Stanley,29,5
48,T13,,Brendan Steele,25,5
49,T13,,Hudson Swafford,28,5
50,T13,,Lee Westwood,10,5
51,T13,,Tim Wilkinson,22,5
52,T53,,Byeong Hun An,22,4
53,T53,,Mark Anderson,20,4
54,T53,,Ryan Armour,20,4
55,T53,,Eric Axley,4,4
56,T53,,Craig Barlow,3,4
57,T53,,Ricky Barnes,31,4
58,T53,,Daniel Berger,26,4
59,T53,,Ryan Blaum,29,4
60,T53,,Jonas Blixt,25,4
61,T53,,Jason Bohn,28,4
62,T53,,Dominic Bozzelli,24,4
63,T53,,Michael Bradley,3,4
64,T53,,Keegan Bradley,29,4
65,T53,,Ryan Brehm,25,4
66,T53,,Scott Brown,29,4
67,T53,,Rafael Campos,4,4
68,T53,,Paul Casey,24,4
69,T53,,Bud Cauley,28,4
70,T53,,Rodolfo Cazaubón,1,4
71,T53,,Kevin Chappell,27,4
72,T53,,Stewart Cink,26,4
73,T53,,Wyndham Clark,5,4
74,T53,,Joel Dahmen,16,4
75,T53,,Cameron Davis,1,4
76,T53,,Bryson DeChambeau,31,4
77,T53,,Graham DeLaet,25,4
78,T53,,Luke Donald,18,4
79,T53,,Brett Drewitt,19,4
80,T53,,Jason Dufner,24,4
81,T53,,Bob Estes,15,4
82,T53,,Julián Etulain,22,4
83,T53,,Derek Fathauer,27,4
84,T53,,Tommy Fleetwood,10,4
85,T53,,Brad Fritsch,18,4
86,T53,,Brian Gay,25,4
87,T53,,Fabián Gómez,21,4
88,T53,,Retief Goosen,19,4
89,T53,,Cody Gribble,28,4
90,T53,,Emiliano Grillo,25,4
91,T53,,Bill Haas,25,4
92,T53,,Chesson Hadley,8,4
93,T53,,Brandon Hagy,26,4
94,T53,,Brian Harman,30,4
95,T53,,Padraig Harrington,11,4
96,T53,,David Hearn,29,4
97,T53,,Russell Henley,27,4
98,T53,,J.J. Henry,29,4
99,T53,,Charley Hoffman,31,4
100,T53,,Morgan Hoffmann,29,4
101,T53,,J.B. Holmes,23,4
102,T53,,Billy Horschel,28,4
103,T53,,Mackenzie Hughes,31,4
104,T53,,Hiroshi Iwata,10,4
105,T53,,Zach Johnson,23,4
106,T53,,Sung Kang,32,4
107,T53,,Smylie Kaufman,26,4
108,T53,,Michael Kim,28,4
109,T53,,Chris Kirk,28,4
110,T53,,Kevin Kisner,28,4
111,T53,,Søren Kjeldsen,17,4
112,T53,,Brooks Koepka,24,4
113,T53,,Jason Kokrak,28,4
114,T53,,Kelly Kraft,27,4
115,T53,,Matt Kuchar,26,4
116,T53,,Anirban Lahiri,22,4
117,T53,,Martin Laird,25,4
118,T53,,HaoTong Li,5,4
119,T53,,Nicholas Lindheim,21,4
120,T53,,David Lingmerth,23,4
121,T53,,Shane Lowry,16,4
122,T53,,Steve Marino,15,4
123,T53,,Troy Merritt,28,4
124,T53,,Phil Mickelson,22,4
125,T53,,Keith Mitchell,1,4
126,T53,,Ryan Moore,24,4
127,T53,,Sebastián Muñoz,17,4
128,T53,,Grayson Murray,30,4
129,T53,,Seung-Yul Noh,31,4
130,T53,,Alex Noren,11,4
131,T53,,Geoff Ogilvy,25,4
132,T53,,Louis Oosthuizen,18,4
133,T53,,Pat Perez,26,4
134,T53,,John Peterson,15,4
135,T53,,Carl Pettersson,27,4
136,T53,,Scott Piercy,22,4
137,T53,,Thomas Pieters,12,4
138,T53,,Ian Poulter,20,4
139,T53,,Seamus Power,25,4
140,T53,,Chez Reavie,28,4
141,T53,,Patrick Reed,29,4
142,T53,,Kyle Reifers,32,4
143,T53,,Patrick Rodgers,27,4
144,T53,,Andres Romero,10,4
145,T53,,Rory Sabbatini,23,4
146,T53,,Sam Saunders,24,4
147,T53,,Charl Schwartzel,18,4
148,T53,,Vijay Singh,18,4
149,T53,,Brandt Snedeker,15,4
150,T53,,J.J. Spaun,29,4
151,T53,,Shawn Stefani,26,4
152,T53,,Brett Stegmaier,27,4
153,T53,,Henrik Stenson,15,4
154,T53,,Kevin Streelman,26,4
155,T53,,Steve Stricker,13,4
156,T53,,Chris Stroud,22,4
157,T53,,Vaughn Taylor,26,4
158,T53,,Nick Taylor,29,4
159,T53,,Josh Teater,2,4
160,T53,,Peter Uihlein,7,4
161,T53,,Harold Varner III,31,4
162,T53,,Jhonattan Vegas,29,4
163,T53,,Camilo Villegas,25,4
164,T53,,Johnson Wagner,26,4
165,T53,,Boo Weekley,27,4
166,T53,,Richy Werenski,26,4
167,T53,,Steve Wheatcroft,17,4
168,T169,,Anders Albertson,1,3
169,T169,,Tyler Aldridge,14,3
170,T169,,Abraham Ancer,1,3
171,T169,,Stuart Appleby,16,3
172,T169,,Arjun Atwal,6,3
173,T169,,Aaron Baddeley,20,3
174,T169,,Blayne Barber,25,3
175,T169,,Shane Bertsch,9,3
176,T169,,Gaganjeet Bhullar,1,3
177,T169,,Wade Binfield,1,3
178,T169,,Richard Bland,2,3
179,T169,,Cyril Bouniol,1,3
180,T169,,Steven Bowditch,27,3
181,T169,,Kent Bulle,1,3
182,T169,,Sam Burns,1,3
183,T169,,Jonathan Byrd,9,3
184,T169,,Ángel Cabrera,16,3
185,T169,,Rafa Cabrera Bello,19,3
186,T169,,Chad Campbell,29,3
187,T169,,Laurie Canter,1,3
188,T169,,Patrick Cantlay,13,3
189,T169,,Miguel Angel Carballo,22,3
190,T169,,Roberto Castro,25,3
191,T169,,Alex Cejka,28,3
192,T169,,Greg Chalmers,28,3
193,T169,,K.J. Choi,25,3
194,T169,,Darren Clarke,1,3
195,T169,,George Coetzee,2,3
196,T169,,Ben Crane,26,3
197,T169,,Brendon de Jonge,14,3
198,T169,,Andrew Dodt,1,3
199,T169,,Bradley Dredge,2,3
200,T169,,Ken Duke,26,3
201,T169,,David Duval,4,3
202,T169,,Ernie Els,20,3
203,T169,,Harris English,27,3
204,T169,,Matt Every,30,3
205,T169,,Gonzalo Fernandez-Castaño,22,3
206,T169,,Ross Fisher,10,3
207,T169,,Matthew Fitzpatrick,12,3
208,T169,,Steve Flesch,1,3
209,T169,,Martin Flores,27,3
210,T169,,Oscar Fraustro,1,3
211,T169,,Jim Furyk,18,3
212,T169,,Sergio Garcia,17,3
213,T169,,Bobby Gates,5,3
214,T169,,Jason Gore,5,3
215,T169,,Branden Grace,20,3
216,T169,,Gavin Kyle Green,3,3
217,T169,,Nick Hardy,1,3
218,T169,,Tyrrell Hatton,13,3
219,T169,,Mark Hensby,2,3
220,T169,,Jim Herman,25,3
221,T169,,Tim Herron,8,3
222,T169,,Kramer Hickok,2,3
223,T169,,Tom Hoge,17,3
224,T169,,Mark Hubbard,27,3
225,T169,,Billy Hurley III,25,3
226,T169,,Yuta Ikeda,10,3
227,T169,,Ryo Ishikawa,20,3
228,T169,,Freddie Jacobson,9,3
229,T169,,Michael Johnson,2,3
230,T169,,Andrew Johnston,13,3
231,T169,,Matt Jones,20,3
232,T169,,Rikard Karlberg,1,3
233,T169,,Jerry Kelly,7,3
234,T169,,Si Woo Kim,30,3
235,T169,,Daniel Kim,1,3
236,T169,,Kurt Kitayama,2,3
237,T169,,Colt Knost,5,3
238,T169,,Scott Langley,3,3
239,T169,,Marc Leishman,25,3
240,T169,,Spencer Levin,31,3
241,T169,,Alexander Levy,4,3
242,T169,,David Lipsky,2,3
243,T169,,Andrew Loupe,21,3
244,T169,,Davis Love III,13,3
245,T169,,Joost Luiten,5,3
246,T169,,Bill Lunde,8,3
247,T169,,Will MacKenzie,16,3
248,T169,,Hunter Mahan,26,3
249,T169,,Peter Malnati,29,3
250,T169,,Rory McIlroy,14,3
251,T169,,Maverick McNealy,4,3
252,T169,,George McNeill,7,3
253,T169,,Shaun Micheel,3,3
254,T169,,Collin Morikawa,1,3
255,T169,,Kevin Na,26,3
256,T169,,Drew Nesbitt,1,3
257,T169,,Henrik Norlander,5,3
258,T169,,Daniel Obremski,1,3
259,T169,,Thorbjørn Olesen,6,3
260,T169,,Greg Owen,17,3
261,T169,,Ryan Palmer,20,3
262,T169,,Rod Pampling,22,3
263,T169,,C.T. Pan,29,3
264,T169,,Cameron Percy,23,3
265,T169,,Kenny Pigman,2,3
266,T169,,Dicky Pride,7,3
267,T169,,Ted Purdy,6,3
268,T169,,Richie Ramsay,2,3
269,T169,,Jonathan Randolph,22,3
270,T169,,Tag Ridings,20,3
271,T169,,Ryan Ruffels,7,3
272,T169,,Johnny Ruiz,1,3
273,T169,,Xander Schauffele,28,3
274,T169,,Ollie Schniederjans,28,3
275,T169,,Michael Schoolcraft,1,3
276,T169,,Adam Scott,16,3
277,T169,,Chase Seiffert,3,3
278,T169,,John Senden,14,3
279,T169,,Robby Shelton,8,3
280,T169,,Cameron Smith,26,3
281,T169,,Jordan L Smith,1,3
282,T169,,Young-han Song,4,3
283,T169,,Soomin Lee,2,3
284,T169,,Scott Stallings,27,3
285,T169,,Brandon Stone,6,3
286,T169,,Robert Streb,30,3
287,T169,,Brian Stuard,31,3
288,T169,,Zack Sucher,14,3
289,T169,,Andy Sullivan,7,3
290,T169,,Daniel Summerhays,29,3
291,T169,,Miguel Tabuena,3,3
292,T169,,Hideto Tanihara,11,3
293,T169,,Michael Thompson,21,3
294,T169,,Braden Thornberry,2,3
295,T169,,Cameron Tringale,28,3
296,T169,,Marc Turnesa,4,3
297,T169,,Tyrone Van Aswegen,32,3
298,T169,,Jimmy Walker,21,3
299,T169,,Jeunghun Wang,10,3
300,T169,,Nick Watney,23,3
301,T169,,Bubba Watson,22,3
302,T169,,Charlie Wi,6,3
303,T169,,Bernd Wiesberger,10,3
304,T169,,Willy Wilcox,14,3
305,T169,,Mark Wilson,15,3
306,T169,,Aaron Wise,6,3
307,T169,,Chris Wood,9,3
308,T169,,Bobby Wyatt,20,3
309,T169,,Xinjun Zhang,1,3
310,T311,,Robert Allenby,4,2
311,T311,,Ashun Wu,1,2
312,T311,,Matt Atkins,1,2
313,T311,,Cameron Beckman,3,2
314,T311,,Rich Beem,1,2
315,T311,,Charlie Beljan,8,2
316,T311,,"Rich Berberian, Jr.",7,2
317,T311,,Hugo Bernard,1,2
318,T311,,Thomas Bjørn,1,2
319,T311,,Jacques Blaauw,1,2
320,T311,,Adam Bland,1,2
321,T311,,Grégory Bourdy,2,2
322,T311,,Joseph Bramlett,1,2
323,T311,,Sam Brazel,2,2
324,T311,,Dean Burmester,1,2
