,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,,Zecheng Dou,1,13
1,T2,,Patton Kizzire,28,12
2,T2,,Tyrone Van Aswegen,32,12
3,T4,,Byeong Hun An,22,11
4,T4,,Luke Donald,18,11
5,T4,,Matt Every,30,11
6,T4,,Scott Hend,6,11
7,T4,,Johnny Ruiz,1,11
8,T4,,Kevin Tway,27,11
9,T10,,Bryson DeChambeau,31,10
10,T10,,Tony Finau,29,10
11,T10,,Rickie Fowler,21,10
12,T10,,Brandon Hagy,26,10
13,T10,,Morgan Hoffmann,29,10
14,T10,,Sam Horsfield,6,10
15,T10,,Zach Johnson,23,10
16,T10,,Matt Jones,20,10
17,T10,,Sung Kang,32,10
18,T10,,Anirban Lahiri,22,10
19,T10,,Graeme McDowell,17,10
20,T10,,Bryce Molder,26,10
21,T10,,Grayson Murray,30,10
22,T10,,Patrick Reed,29,10
23,T10,,Jared Sawada,1,10
24,T10,,Adam Scott,16,10
25,T10,,Brian Stuard,31,10
26,T10,,Michael Thompson,21,10
27,T10,,Steve Wheatcroft,17,10
28,T29,,Mark Anderson,20,9
29,T29,,Steven Bowditch,27,9
30,T29,,Ángel Cabrera,16,9
31,T29,,Roberto Castro,25,9
32,T29,,Brendon de Jonge,14,9
33,T29,,Ken Duke,26,9
34,T29,,Fabián Gómez,21,9
35,T29,,Branden Grace,20,9
36,T29,,Brian Harman,30,9
37,T29,,Andrew Johnston,13,9
38,T29,,Martin Kaymer,10,9
39,T29,,Brooks Koepka,24,9
40,T29,,Matt Kuchar,26,9
41,T29,,Danny Lee,32,9
42,T29,,David Lingmerth,23,9
43,T29,,William McGirt,28,9
44,T29,,Rory McIlroy,14,9
45,T29,,Francesco Molinari,21,9
46,T29,,Trey Mullinax,28,9
47,T29,,Sean O'Hair,25,9
48,T29,,C.T. Pan,29,9
49,T29,,Pat Perez,26,9
50,T29,,Seamus Power,25,9
51,T29,,Jonathan Randolph,22,9
52,T29,,Brandt Snedeker,15,9
53,T29,,Shawn Stefani,26,9
54,T29,,Brett Stegmaier,27,9
55,T29,,Steve Stricker,13,9
56,T29,,Zack Sucher,14,9
57,T29,,Andy Sullivan,7,9
58,T29,,Daniel Summerhays,29,9
59,T29,,Braden Thornberry,2,9
