,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,1,,Kevin Tway,27,7
1,T2,,Chad Collins,26,6
2,T2,,Rickie Fowler,21,6
3,T2,,Adam Hadwin,28,6
4,T2,,Sam Horsfield,6,6
5,T2,,Whee Kim,27,6
6,T2,,Patton Kizzire,28,6
7,T2,,Rick Lamb,19,6
8,T2,,Francesco Molinari,21,6
9,T2,,Jon Rahm,23,6
10,T2,,Jordan Spieth,23,6
11,T2,,Justin Thomas,25,6
12,T2,,Gary Woodland,26,6
13,T14,,Steven Alker,23,5
14,T14,,Zac Blair,32,5
15,T14,,Wesley Bryan,28,5
16,T14,,Brian Campbell,20,5
17,T14,,Paul Casey,24,5
18,T14,,Jon Curran,11,5
19,T14,,Jason Day,20,5
20,T14,,Tony Finau,29,5
21,T14,,Robert Garrigus,26,5
22,T14,,Matt Gilchrest,1,5
23,T14,,Lucas Glover,26,5
24,T14,,Andres Gonzales,24,5
25,T14,,James Hahn,28,5
26,T14,,Scott Hend,6,5
27,T14,,Charles Howell III,23,5
28,T14,,John Huh,28,5
29,T14,,Dustin Johnson,20,5
30,T14,,Martin Kaymer,10,5
31,T14,,Russell Knox,24,5
32,T14,,Danny Lee,32,5
33,T14,,Luke List,31,5
34,T14,,Jamie Lovemark,28,5
35,T14,,Curtis Luck,12,5
36,T14,,Ben Martin,27,5
37,T14,,Hideki Matsuyama,22,5
38,T14,,Graeme McDowell,17,5
39,T14,,William McGirt,28,5
40,T14,,John Merrick,9,5
41,T14,,Bryce Molder,26,5
42,T14,,Trey Mullinax,28,5
43,T14,,Sean O'Hair,25,5
44,T14,,D.A. Points,22,5
45,T14,,J.T. Poston,28,5
46,T14,,Justin Rose,18,5
47,T14,,Webb Simpson,28,5
48,T14,,Cameron Smith,26,5
49,T14,,Kyle Stanley,29,5
50,T14,,Brendan Steele,25,5
51,T14,,Kevin Streelman,26,5
52,T14,,Hudson Swafford,28,5
53,T14,,Lee Westwood,10,5
54,T14,,Tim Wilkinson,22,5
55,T56,,Byeong Hun An,22,4
56,T56,,Mark Anderson,20,4
57,T56,,Ryan Armour,20,4
58,T56,,Eric Axley,4,4
59,T56,,Craig Barlow,3,4
60,T56,,Ricky Barnes,31,4
61,T56,,Daniel Berger,26,4
62,T56,,Ryan Blaum,29,4
63,T56,,Jonas Blixt,25,4
64,T56,,Jason Bohn,28,4
65,T56,,Dominic Bozzelli,24,4
66,T56,,Michael Bradley,3,4
67,T56,,Keegan Bradley,29,4
68,T56,,Ryan Brehm,25,4
69,T56,,Scott Brown,29,4
70,T56,,Rafa Cabrera Bello,19,4
71,T56,,Rafael Campos,4,4
72,T56,,Bud Cauley,28,4
73,T56,,Rodolfo Cazaubón,1,4
74,T56,,Kevin Chappell,27,4
75,T56,,Stewart Cink,26,4
76,T56,,Wyndham Clark,5,4
77,T56,,Joel Dahmen,16,4
78,T56,,Cameron Davis,1,4
79,T56,,Bryson DeChambeau,31,4
80,T56,,Graham DeLaet,25,4
81,T56,,Luke Donald,18,4
82,T56,,Brett Drewitt,19,4
83,T56,,Jason Dufner,24,4
84,T56,,Bob Estes,15,4
85,T56,,Julián Etulain,22,4
86,T56,,Derek Fathauer,27,4
87,T56,,Tommy Fleetwood,10,4
88,T56,,Brad Fritsch,18,4
89,T56,,Brian Gay,25,4
90,T56,,Fabián Gómez,21,4
91,T56,,Retief Goosen,19,4
92,T56,,Cody Gribble,28,4
93,T56,,Emiliano Grillo,25,4
94,T56,,Bill Haas,25,4
95,T56,,Chesson Hadley,8,4
96,T56,,Brandon Hagy,26,4
97,T56,,Brian Harman,30,4
98,T56,,Padraig Harrington,11,4
99,T56,,David Hearn,29,4
100,T56,,Russell Henley,27,4
101,T56,,J.J. Henry,29,4
102,T56,,Jim Herman,25,4
103,T56,,Charley Hoffman,31,4
104,T56,,Morgan Hoffmann,29,4
105,T56,,J.B. Holmes,23,4
106,T56,,Billy Horschel,28,4
107,T56,,Mackenzie Hughes,31,4
108,T56,,Hiroshi Iwata,10,4
109,T56,,Zach Johnson,23,4
110,T56,,Sung Kang,32,4
111,T56,,Rikard Karlberg,1,4
112,T56,,Smylie Kaufman,26,4
113,T56,,Michael Kim,28,4
114,T56,,Chris Kirk,28,4
115,T56,,Kevin Kisner,28,4
116,T56,,Søren Kjeldsen,17,4
117,T56,,Brooks Koepka,24,4
118,T56,,Jason Kokrak,28,4
119,T56,,Kelly Kraft,27,4
120,T56,,Matt Kuchar,26,4
121,T56,,Anirban Lahiri,22,4
122,T56,,Martin Laird,25,4
123,T56,,HaoTong Li,5,4
124,T56,,Nicholas Lindheim,21,4
125,T56,,David Lingmerth,23,4
126,T56,,Shane Lowry,16,4
127,T56,,Steve Marino,15,4
128,T56,,Troy Merritt,28,4
129,T56,,Phil Mickelson,22,4
130,T56,,Keith Mitchell,1,4
131,T56,,Ryan Moore,24,4
132,T56,,Sebastián Muñoz,17,4
133,T56,,Grayson Murray,30,4
134,T56,,Seung-Yul Noh,31,4
135,T56,,Alex Noren,11,4
136,T56,,Geoff Ogilvy,25,4
137,T56,,Louis Oosthuizen,18,4
138,T56,,Pat Perez,26,4
139,T56,,John Peterson,15,4
140,T56,,Carl Pettersson,27,4
141,T56,,Scott Piercy,22,4
142,T56,,Thomas Pieters,12,4
143,T56,,Ian Poulter,20,4
144,T56,,Seamus Power,25,4
145,T56,,Chez Reavie,28,4
146,T56,,Patrick Reed,29,4
147,T56,,Kyle Reifers,32,4
148,T56,,Patrick Rodgers,27,4
149,T56,,Andres Romero,10,4
150,T56,,Rory Sabbatini,23,4
151,T56,,Sam Saunders,24,4
152,T56,,Xander Schauffele,28,4
153,T56,,Charl Schwartzel,18,4
154,T56,,Chan Shih-chang,2,4
155,T56,,Vijay Singh,18,4
156,T56,,Brandt Snedeker,15,4
157,T56,,J.J. Spaun,29,4
158,T56,,Shawn Stefani,26,4
159,T56,,Brett Stegmaier,27,4
160,T56,,Henrik Stenson,15,4
161,T56,,Steve Stricker,13,4
162,T56,,Chris Stroud,22,4
163,T56,,Vaughn Taylor,26,4
164,T56,,Nick Taylor,29,4
165,T56,,Josh Teater,2,4
166,T56,,Peter Uihlein,7,4
167,T56,,Harold Varner III,31,4
168,T56,,Jhonattan Vegas,29,4
169,T56,,Camilo Villegas,25,4
170,T56,,Johnson Wagner,26,4
171,T56,,Bubba Watson,22,4
172,T56,,Boo Weekley,27,4
173,T56,,Richy Werenski,26,4
174,T56,,Steve Wheatcroft,17,4
175,T56,,Bernd Wiesberger,10,4
176,T177,,Anders Albertson,1,3
177,T177,,Tyler Aldridge,14,3
178,T177,,Tyson Alexander,1,3
179,T177,,Abraham Ancer,1,3
180,T177,,Stuart Appleby,16,3
181,T177,,Arjun Atwal,6,3
182,T177,,Aaron Baddeley,20,3
183,T177,,Blayne Barber,25,3
184,T177,,Shane Bertsch,9,3
185,T177,,Gaganjeet Bhullar,1,3
186,T177,,Wade Binfield,1,3
187,T177,,Richard Bland,2,3
188,T177,,Cyril Bouniol,1,3
189,T177,,Steven Bowditch,27,3
190,T177,,Kent Bulle,1,3
191,T177,,Sam Burns,1,3
192,T177,,Jonathan Byrd,9,3
193,T177,,Ángel Cabrera,16,3
194,T177,,Chad Campbell,29,3
195,T177,,Laurie Canter,1,3
196,T177,,Patrick Cantlay,13,3
197,T177,,Miguel Angel Carballo,22,3
198,T177,,Roberto Castro,25,3
199,T177,,Alex Cejka,28,3
200,T177,,Greg Chalmers,28,3
201,T177,,K.J. Choi,25,3
202,T177,,Darren Clarke,1,3
203,T177,,George Coetzee,2,3
204,T177,,Ben Crane,26,3
205,T177,,Brendon de Jonge,14,3
206,T177,,Andrew Dodt,1,3
207,T177,,Bradley Dredge,2,3
208,T177,,Ken Duke,26,3
209,T177,,David Duval,4,3
210,T177,,Ernie Els,20,3
211,T177,,Harris English,27,3
212,T177,,Matt Every,30,3
213,T177,,Gonzalo Fernandez-Castaño,22,3
214,T177,,Ross Fisher,10,3
215,T177,,Matthew Fitzpatrick,12,3
216,T177,,Steve Flesch,1,3
217,T177,,Martin Flores,27,3
218,T177,,Oscar Fraustro,1,3
219,T177,,Jim Furyk,18,3
220,T177,,Sergio Garcia,17,3
221,T177,,Bobby Gates,5,3
222,T177,,Talor Gooch,1,3
223,T177,,Jason Gore,5,3
224,T177,,Branden Grace,20,3
225,T177,,Gavin Kyle Green,3,3
226,T177,,Nick Hardy,1,3
227,T177,,Tyrrell Hatton,13,3
228,T177,,Mark Hensby,2,3
229,T177,,Tim Herron,8,3
230,T177,,Kramer Hickok,2,3
231,T177,,Tom Hoge,17,3
232,T177,,Mark Hubbard,27,3
233,T177,,Billy Hurley III,25,3
234,T177,,Yuta Ikeda,10,3
235,T177,,Ryo Ishikawa,20,3
236,T177,,Freddie Jacobson,9,3
237,T177,,Stephan Jaeger,2,3
238,T177,,Michael Johnson,2,3
239,T177,,Andrew Johnston,13,3
240,T177,,Matt Jones,20,3
241,T177,,Jerry Kelly,7,3
242,T177,,Si Woo Kim,30,3
243,T177,,Daniel Kim,1,3
244,T177,,Kurt Kitayama,2,3
245,T177,,Colt Knost,5,3
246,T177,,Satoshi Kodaira,4,3
247,T177,,Scott Langley,3,3
248,T177,,Marc Leishman,25,3
249,T177,,Spencer Levin,31,3
250,T177,,Alexander Levy,4,3
251,T177,,Tyler Light,1,3
252,T177,,David Lipsky,2,3
253,T177,,Andrew Loupe,21,3
254,T177,,Davis Love III,13,3
255,T177,,Joost Luiten,5,3
256,T177,,Bill Lunde,8,3
257,T177,,Will MacKenzie,16,3
258,T177,,Hunter Mahan,26,3
259,T177,,Peter Malnati,29,3
260,T177,,Rory McIlroy,14,3
261,T177,,Maverick McNealy,4,3
262,T177,,George McNeill,7,3
263,T177,,Shaun Micheel,3,3
264,T177,,Collin Morikawa,1,3
265,T177,,Kevin Na,26,3
266,T177,,Drew Nesbitt,1,3
267,T177,,Henrik Norlander,5,3
268,T177,,Daniel Obremski,1,3
269,T177,,Thorbjørn Olesen,6,3
270,T177,,Rob Oppenheim,4,3
271,T177,,Greg Owen,17,3
272,T177,,Ryan Palmer,20,3
273,T177,,Rod Pampling,22,3
274,T177,,C.T. Pan,29,3
275,T177,,Cameron Percy,23,3
276,T177,,Kenny Pigman,2,3
277,T177,,Dicky Pride,7,3
278,T177,,Ted Purdy,6,3
279,T177,,Michael Putnam,6,3
280,T177,,Richie Ramsay,2,3
281,T177,,Jonathan Randolph,22,3
282,T177,,Tag Ridings,20,3
283,T177,,Ryan Ruffels,7,3
284,T177,,Johnny Ruiz,1,3
285,T177,,Ollie Schniederjans,28,3
286,T177,,Michael Schoolcraft,1,3
287,T177,,Adam Scott,16,3
288,T177,,Chase Seiffert,3,3
289,T177,,John Senden,14,3
290,T177,,Robby Shelton,8,3
291,T177,,Jordan L Smith,1,3
292,T177,,Young-han Song,4,3
293,T177,,Soomin Lee,2,3
294,T177,,Scott Stallings,27,3
295,T177,,Brandon Stone,6,3
296,T177,,Robert Streb,30,3
297,T177,,Brian Stuard,31,3
298,T177,,Zack Sucher,14,3
299,T177,,Andy Sullivan,7,3
300,T177,,Daniel Summerhays,29,3
301,T177,,Miguel Tabuena,3,3
302,T177,,Hideto Tanihara,11,3
303,T177,,Michael Thompson,21,3
304,T177,,Braden Thornberry,2,3
305,T177,,Cameron Tringale,28,3
306,T177,,Marc Turnesa,4,3
307,T177,,Tyrone Van Aswegen,32,3
308,T177,,Jimmy Walker,21,3
309,T177,,Jeunghun Wang,10,3
310,T177,,Nick Watney,23,3
311,T177,,Charlie Wi,6,3
312,T177,,Willy Wilcox,14,3
313,T177,,Mark Wilson,15,3
314,T177,,Aaron Wise,6,3
315,T177,,Chris Wood,9,3
316,T177,,Bobby Wyatt,20,3
317,T177,,Xinjun Zhang,1,3
318,T319,,Thomas Aiken,1,2
319,T319,,Robert Allenby,4,2
320,T319,,Ashun Wu,1,2
321,T319,,Matt Atkins,1,2
322,T319,,Cameron Beckman,3,2
323,T319,,Rich Beem,1,2
324,T319,,Oliver Bekker,1,2
