,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
132,T107,,Boo Weekley,27,16,10.0,1,4,2017390
133,T134,,Daniel Berger,26,15,4.0,1,4,2017240
134,T134,,Ryan Brehm,25,15,5.0,2,3,2017460
135,T134,,Roberto Castro,25,15,,1,5,2017140
136,T134,,Alex Cejka,28,15,3.0,3,15,2017220
137,T134,,Matt Every,30,15,8.0,1,8,2017240
138,T134,,Tony Finau,29,15,3.0,3,14,2017120
139,T134,,Brad Fritsch,18,15,,1,11,2017070
140,T134,,Branden Grace,20,15,1.0,4,1,2017410
141,T134,,Bill Haas,25,15,,3,15,2017480
142,T134,,Charley Hoffman,31,15,2.0,4,11,2017320
143,T134,,Martin Kaymer,10,15,,3,14,2017260
144,T134,,Whee Kim,27,15,4.0,2,13,2017070
145,T134,,Danny Lee,32,15,6.0,3,4,2017420
146,T134,,Luke List,31,15,,4,16,2017030
147,T134,,Shane Lowry,16,15,5.0,3,8,2017330
148,T134,,Hunter Mahan,26,15,,4,12,2017360
149,T134,,Peter Malnati,29,15,1.0,1,1,2017030
150,T134,,John Merrick,9,15,3.0,1,6,2017220
151,T134,,Seung-Yul Noh,31,15,,2,7,2017290
152,T134,,Henrik Norlander,5,15,8.0,2,7,2017070
153,T134,,Sean O'Hair,25,15,5.0,1,3,2017390
154,T134,,Greg Owen,17,15,,1,3,2017390
155,T134,,Chez Reavie,28,15,1.0,3,16,2017120
156,T134,,Tag Ridings,20,15,5.0,1,12,2017220
157,T134,,Adam Scott,16,15,,3,16,2017040
158,T134,,Brandt Snedeker,15,15,,3,2,2017160
159,T134,,Camilo Villegas,25,15,2.0,2,6,2017150
160,T134,,Mark Wilson,15,15,,1,7,2017220
161,T162,,Zac Blair,32,14,,3,16,2017020
162,T162,,Wesley Bryan,28,14,2.0,1,13,2017070
163,T162,,Dean Burmester,1,14,2.0,1,14,2017040
164,T162,,Brian Campbell,20,14,,2,3,2017010
165,T162,,Rafael Campos,4,14,,1,9,2017220
166,T162,,Chad Collins,26,14,1.0,2,4,2017400
167,T162,,Jon Curran,11,14,2.0,3,14,2017070
168,T162,,Bryson DeChambeau,31,14,1.0,1,9,2017220
169,T162,,Ken Duke,26,14,4.0,2,8,2017200
170,T162,,Gonzalo Fernandez-Castaño,22,14,1.0,2,15,2017220
171,T162,,Ross Fisher,10,14,,2,13,2017440
172,T162,,Matthew Fitzpatrick,12,14,,4,4,2017040
173,T162,,Brandon Hagy,26,14,3.0,3,13,2017390
174,T162,,Jim Herman,25,14,1.0,2,10,2017110
175,T162,,Mark Hubbard,27,14,4.0,3,9,2017360
176,T162,,Mackenzie Hughes,31,14,1.0,4,2,2017240
177,T162,,Billy Hurley III,25,14,5.0,3,17,2017020
178,T162,,Hiroshi Iwata,10,14,,1,1,2017030
179,T162,,Michael Johnson,2,14,2.0,1,10,2017030
180,T162,,Andrew Johnston,13,14,1.0,3,17,2017220
181,T162,,Sung Kang,32,14,1.0,4,7,2017410
182,T162,,Smylie Kaufman,26,14,4.0,3,12,2017020
183,T162,,Kurt Kitayama,2,14,2.0,2,10,2017220
184,T162,,Søren Kjeldsen,17,14,,2,18,2017460
185,T162,,Matt Kuchar,26,14,3.0,2,5,2017010
186,T162,,Anirban Lahiri,22,14,,2,13,2017060
187,T162,,Martin Laird,25,14,2.0,3,2,2017010
188,T162,,Jay McLuen,2,14,14.0,2,5,2017220
189,T162,,Geoff Ogilvy,25,14,,2,3,2017460
190,T162,,Ryan Palmer,20,14,,1,5,2017240
191,T162,,J.T. Poston,28,14,3.0,1,12,2017070
192,T162,,Ian Poulter,20,14,8.0,2,11,2017490
193,T162,,Xander Schauffele,28,14,1.0,1,15,2017360
194,T162,,Charl Schwartzel,18,14,,2,18,2017480
195,T162,,Robby Shelton,8,14,,2,17,2017220
196,T162,,Vijay Singh,18,14,,2,18,2017160
197,T162,,Heath Slocum,3,14,,1,4,2017030
198,T162,,Cameron Tringale,28,14,1.0,1,13,2017070
199,T162,,Tyrone Van Aswegen,32,14,1.0,4,11,2017180
200,T162,,Bernd Wiesberger,10,14,7.0,1,5,2017440
201,T162,,Tim Wilkinson,22,14,4.0,2,17,2017220
202,T162,,Aaron Wise,6,14,,1,15,2017130
203,T162,,Chris Wood,9,14,,1,12,2017040
204,T162,,Bobby Wyatt,20,14,,1,9,2017010
205,T206,,Abraham Ancer,1,13,6.0,1,1,2017060
206,T206,,Stuart Appleby,16,13,,3,2,2017460
207,T206,,Ashun Wu,1,13,3.0,3,16,2017040
208,T206,,Jason Bohn,28,13,,4,8,2017050
209,T206,,Scott Brown,29,13,,1,5,2017290
210,T206,,John Chin,1,13,1.0,1,2,2017120
211,T206,,Ben Crane,26,13,,2,15,2017460
212,T206,,Derek Fathauer,27,13,,3,12,2017390
213,T206,,Gavin Kyle Green,3,13,1.0,1,17,2017020
214,T206,,Adam Hadwin,28,13,3.0,4,12,2017140
215,T206,,Nick Hardy,1,13,7.0,3,12,2017390
216,T206,,Russell Henley,27,13,3.0,3,11,2017120
217,T206,,Tim Herron,8,13,,1,7,2017400
218,T206,,Morgan Hoffmann,29,13,1.0,3,3,2017470
219,T206,,Tom Hoge,17,13,,4,6,2017160
220,T206,,Kelly Kraft,27,13,,4,13,2017370
221,T206,,Scott Langley,3,13,13.0,4,15,2017160
222,T206,,David Lingmerth,23,13,,1,17,2017360
223,T206,,Phil Mickelson,22,13,,3,15,2017150
224,T206,,Alex Noren,11,13,,3,16,2017040
225,T206,,Dicky Pride,7,13,4.0,3,17,2017220
226,T206,,Jonathan Randolph,22,13,,1,18,2017460
227,T206,,Chris Stroud,22,13,1.0,1,17,2017070
228,T206,,D.J. Trahan,5,13,6.0,2,15,2017070
229,T206,,Marc Turnesa,4,13,,1,1,2017030
230,T206,,Peter Uihlein,7,13,1.0,4,8,2017240
231,T206,,Steve Wheatcroft,17,13,1.0,4,14,2017340
232,T206,,Y.E. Yang,9,13,3.0,4,3,2017120
233,T206,,Fabrizio Zanotti,6,13,3.0,2,1,2017220
234,T235,,Aaron Baddeley,20,12,3.0,4,9,2017010
235,T235,,Greg Chalmers,28,12,,4,6,2017390
236,T235,,K.J. Choi,25,12,,1,16,2017120
237,T235,,Brendon de Jonge,14,12,1.0,1,10,2017010
238,T235,,Luke Donald,18,12,,2,4,2017160
239,T235,,Derek Ernst,3,12,,1,3,2017030
240,T235,,Fred Funk,1,12,1.0,3,12,2017120
241,T235,,Brice Garnett,2,12,,1,10,2017030
242,T235,,J.B. Holmes,23,12,,4,16,2017160
243,T235,,Ryo Ishikawa,20,12,4.0,1,10,2017220
244,T235,,Thongchai Jaidee,5,12,,3,1,2017410
245,T235,,Brooks Koepka,24,12,1.0,4,6,2017450
246,T235,,Graeme McDowell,17,12,,1,6,2017220
247,T235,,Justin Rose,18,12,3.0,4,3,2017490
248,T235,,Marcelo Rozo,1,12,3.0,1,1,2017220
249,T235,,Chase Seiffert,3,12,5.0,1,11,2017070
250,T235,,Brandon Stone,6,12,,1,5,2017190
251,T235,,Zack Sucher,14,12,2.0,1,17,2017220
252,T235,,Miguel Tabuena,3,12,3.0,2,12,2017120
253,T235,,Brendon Todd,9,12,,1,11,2017030
254,T235,,Johnson Wagner,26,12,,1,15,2017460
255,T256,,Robert Allenby,4,11,3.0,3,13,2017400
256,T256,,Shane Bertsch,9,11,,1,10,2017400
257,T256,,Steven Bowditch,27,11,4.0,3,4,2017130
258,T256,,Miguel Angel Carballo,22,11,,1,5,2017030
259,T256,,Cameron Davis,1,11,1.0,1,1,2017060
260,T256,,Chip Deason,2,11,1.0,2,3,2017400
261,T256,,Edward Figueroa,1,11,1.0,1,10,2017220
262,T256,,Tommy Gainey,8,11,2.0,1,18,2017460
263,T256,,Stewart Hagestad,2,11,6.0,2,18,2017250
264,T256,,Beau Hossler,8,11,2.0,1,7,2017360
265,T256,,Jerry Kelly,7,11,1.0,3,5,2017030
266,T256,,K.T. Kim,5,11,,4,5,2017410
267,T256,,Joost Luiten,5,11,1.0,3,17,2017190
268,T256,,Will MacKenzie,16,11,3.0,3,5,2017360
269,T256,,Lee McCoy,3,11,11.0,4,8,2017420
270,T256,,Sebastián Muñoz,17,11,,2,4,2017390
271,T256,,Joaquin Niemann,2,11,,1,18,2017380
272,T256,,Chan Shih-chang,2,11,,1,1,2017020
273,T256,,Chris Smith,2,11,3.0,3,3,2017400
274,T256,,Jordan L Smith,1,11,,4,7,2017450
275,T256,,Andy Sullivan,7,11,,1,16,2017240
276,T256,,Duffy Waldorf,1,11,3.0,1,10,2017400
277,T256,,Jeunghun Wang,10,11,2.0,1,1,2017020
278,T256,,Mike Weir,3,11,6.0,3,15,2017160
279,T256,,Willy Wilcox,14,11,,1,15,2017220
280,T281,,Arjun Atwal,6,10,,4,16,2017370
281,T281,,Craig Barlow,3,10,,2,9,2017030
282,T281,,Cyril Bouniol,1,10,3.0,2,18,2017220
283,T281,,Grégory Bourdy,2,10,1.0,1,15,2017040
284,T281,,Ángel Cabrera,16,10,,1,10,2017240
285,T281,,SSP Chawrasia,1,10,2.0,4,14,2017020
286,T281,,Wyndham Clark,5,10,2.0,1,7,2017390
287,T281,,Austin Cook,1,10,,2,3,2017030
288,T281,,Joel Dahmen,16,10,4.0,2,13,2017030
289,T281,,Bob Estes,15,10,,1,8,2017460
290,T281,,Tadd Fujikawa,1,10,2.0,1,14,2017120
291,T281,,Mike Genovese,1,10,,1,1,2017400
292,T281,,Matt Gilchrest,1,10,5.0,2,4,2017400
293,T281,,Tyrrell Hatton,13,10,1.0,3,9,2017260
294,T281,,Max Homa,17,10,,2,11,2017070
295,T281,,Sam Horsfield,6,10,,1,6,2017460
296,T281,,Freddie Jacobson,9,10,,1,3,2017220
297,T281,,Si Woo Kim,30,10,7.0,1,2,2017070
298,T281,,Andrew Loupe,21,10,,1,16,2017460
299,T281,,Maverick McNealy,4,10,5.0,3,17,2017390
300,T281,,Thorbjørn Olesen,6,10,,1,13,2017220
301,T281,,John Rollins,6,10,4.0,1,2,2017400
302,T281,,Young-han Song,4,10,,3,2,2017410
303,T281,,Jimmy Stanger,1,10,,2,14,2017200
304,T281,,Richard Sterne,3,10,6.0,3,5,2017040
305,T281,,Gunner Wiebe,1,10,10.0,2,18,2017010
306,T281,,Huilin Zhang,1,10,,3,16,2017040
307,T308,,"Rich Berberian, Jr.",7,9,3.0,3,15,2017220
308,T308,,Joseph Bramlett,1,9,,4,18,2017010
309,T308,,Darren Clarke,1,9,,1,1,2017410
310,T308,,Brett Coletta,3,9,5.0,2,4,2017360
311,T308,,Fred Couples,1,9,,2,18,2017250
312,T308,,David Duval,4,9,,2,10,2017160
313,T308,,Ernie Els,20,9,,2,12,2017070
314,T308,,Tommy Fleetwood,10,9,2.0,1,18,2017210
315,T308,,Jonathan Garrick,2,9,,1,3,2017060
316,T308,,Bobby Gates,5,9,,2,5,2017340
317,T308,,Yuta Ikeda,10,9,4.0,1,15,2017250
318,T308,,Daisuke Kataoka,1,9,,1,16,2017120
319,T308,,Sihwan Kim,1,9,,1,13,2017050
320,T308,,Chan Kim,2,9,1.0,1,17,2017410
321,T308,,Grant Leaver,1,9,4.0,3,9,2017400
322,T308,,Alexander Levy,4,9,3.0,3,14,2017040
323,T308,,HaoTong Li,5,9,3.0,1,5,2017450
324,T308,,Dru Love,5,9,,2,1,2017460
325,T308,,Curtis Luck,12,9,1.0,1,15,2017370
326,T308,,Bill Lunde,8,9,,2,8,2017380
327,T308,,Steve Marino,15,9,1.0,2,1,2017220
328,T308,,Ryan McCormick,1,9,4.0,1,1,2017220
329,T308,,Colin Monagle,1,9,,1,6,2017220
330,T308,,Daniel Obremski,1,9,1.0,1,4,2017380
331,T308,,Rob Oppenheim,4,9,3.0,3,17,2017160
332,T308,,Sung Joon Park,2,9,,2,13,2017220
333,T308,,Tim Petrovic,2,9,3.0,1,7,2017030
334,T308,,Thomas Pieters,12,9,,4,18,2017410
335,T308,,Alfie Plant,1,9,,2,8,2017410
336,T308,,Ted Purdy,6,9,,2,11,2017460
337,T308,,Jared Sawada,1,9,1.0,2,16,2017120
338,T308,,Matthew Southgate,1,9,7.0,3,3,2017410
339,T308,,Josh Teater,2,9,2.0,2,2,2017070
340,T308,,Nicholas Thompson,2,9,2.0,2,10,2017160
341,T308,,Braden Thornberry,2,9,2.0,1,10,2017340
342,T308,,Omar Uresti,2,9,,1,3,2017400
343,T308,,Lee Westwood,10,9,2.0,4,6,2017440
344,T308,,Zach Wright,2,9,2.0,2,3,2017070
345,T346,,Brad Adamonis,1,8,,1,15,2017070
346,T346,,Riley Arp,1,8,1.0,1,1,2017240
347,T346,,Eric Axley,4,8,1.0,1,10,2017030
348,T346,,Richard Bland,2,8,1.0,1,7,2017410
349,T346,,Christian Brand,1,8,3.0,1,12,2017380
350,T346,,Kent Bulle,1,8,,1,3,2017410
351,T346,,Laurie Canter,1,8,6.0,3,12,2017410
352,T346,,Danny Chia,1,8,,2,16,2017020
353,T346,,Bradley Dredge,2,8,,4,14,2017040
354,T346,,Darren Fichardt,1,8,3.0,1,5,2017410
355,T346,,Marcus Fraser,3,8,1.0,3,18,2017190
356,T346,,Brent Grant,1,8,,1,16,2017120
357,T346,,Matthew Griffin,3,8,3.0,1,12,2017410
358,T346,,Padraig Harrington,11,8,,2,3,2017460
359,T346,,Stephan Jaeger,2,8,,2,1,2017030
360,T346,,Troy Kelly,3,8,3.0,2,11,2017460
361,T346,,Colt Knost,5,8,6.0,4,15,2017020
362,T346,,Satoshi Kodaira,4,8,1.0,4,6,2017450
363,T346,,David Lipsky,2,8,3.0,4,11,2017190
364,T346,,Haydn McCullen,1,8,,1,13,2017410
365,T346,,Dylan Meyer,1,8,1.0,2,18,2017390
366,T346,,Brad Miller,1,8,,1,1,2017460
367,T346,,Shaun Norris,2,8,3.0,4,18,2017410
368,T346,,John Oda,2,8,2.0,1,18,2017120
369,T346,,Jeff Overton,1,8,,1,8,2017180
370,T346,,Carl Pettersson,27,8,,1,7,2017420
371,T346,,Max Rottluff,1,8,1.0,2,10,2017140
372,T346,,Ryan Ruffels,7,8,1.0,1,7,2017420
373,T346,,David Toms,3,8,1.0,2,8,2017010
374,T346,,Toby Tree,1,8,,3,17,2017410
375,T346,,Martín Ureta,1,8,,1,16,2017220
376,T346,,Paul Waring,1,8,4.0,1,3,2017410
377,T346,,Danny Willett,11,8,,3,14,2017410
378,T379,,Anders Albertson,1,7,1.0,1,14,2017070
379,T379,,Will Cannon,2,7,,1,4,2017400
380,T379,,Ben Curtis,3,7,3.0,2,18,2017030
381,T379,,John Daly,4,7,,1,2,2017210
382,T379,,Charlie Danielson,3,7,,2,9,2017200
383,T379,,Zecheng Dou,1,7,2.0,1,13,2017040
384,T379,,Ryan Fox,2,7,,3,2,2017450
385,T379,,Jaysen Hansen,1,7,1.0,2,10,2017450
386,T379,,Dudley Hart,1,7,5.0,1,2,2017400
387,T379,,Mark Hensby,2,7,3.0,1,15,2017400
388,T379,,Neil Johnson,2,7,7.0,2,12,2017360
389,T379,,Gi-Whan Kim,1,7,,1,17,2017410
390,T379,,Jim Knous,1,7,1.0,1,15,2017150
391,T379,,Cliff Kresge,1,7,7.0,2,12,2017390
392,T379,,Neal Lancaster,1,7,2.0,3,18,2017160
393,T379,,David Lawrence,1,7,7.0,2,12,2017390
394,T379,,Justin Lower,1,7,2.0,2,16,2017290
395,T379,,Wesley McClain,2,7,,1,12,2017270
396,T379,,Shaun Micheel,3,7,,1,11,2017030
397,T379,,Yusaku Miyazato,3,7,1.0,1,12,2017410
398,T379,,Savio Nazareth,2,7,2.0,1,17,2017460
399,T379,,Matthew NeSmith,1,7,3.0,2,2,2017060
400,T379,,Clayton Portz,1,7,3.0,2,12,2017380
401,T379,,Derek Rende,1,7,4.0,1,2,2017400
402,T379,,Brian Rowell,1,7,3.0,2,17,2017030
403,T379,,Johnny Ruiz,1,7,2.0,2,1,2017420
404,T379,,Jordan Russell,1,7,1.0,1,11,2017340
405,T379,,Mark Silvers,1,7,7.0,2,3,2017070
406,T379,,Hideto Tanihara,11,7,,2,4,2017120
407,T379,,Sahith Theegala,2,7,,1,13,2017170
408,T379,,Sebastián Vázquez,1,7,,1,13,2017060
409,T379,,Charlie Wi,6,7,2.0,1,6,2017400
410,T379,,Jason Widener,1,7,,2,12,2017460
411,T379,,Jordan Zunic,1,7,4.0,1,1,2017040
412,T413,,Hugo Bernard,1,6,,2,13,2017420
413,T413,,Matt Bettencourt,2,6,,1,11,2017400
414,T413,,Alexander Björk,1,6,1.0,1,7,2017410
415,T413,,Jacques Blaauw,1,6,4.0,4,14,2017040
416,T413,,Sam Brazel,2,6,,2,15,2017190
417,T413,,Josh Brock,1,6,,1,3,2017270
418,T413,,Luca Cianchetti,1,6,,1,12,2017410
419,T413,,Keith Clearwater,1,6,2.0,1,15,2017320
420,T413,,Trace Crowe,1,6,,2,11,2017400
421,T413,,Brad Dalke,2,6,6.0,2,13,2017250
422,T413,,Brian Davis,1,6,,1,12,2017460
423,T413,,Roberto Díaz,3,6,1.0,1,3,2017060
424,T413,,Andrew Dodt,1,6,,1,1,2017410
425,T413,,David Drysdale,1,6,3.0,3,2,2017410
426,T413,,Chris Evans,1,6,5.0,3,18,2017130
427,T413,,Oscar Fraustro,1,6,4.0,4,3,2017060
428,T413,,Dylan Frittelli,2,6,,2,8,2017450
429,T413,,Jhared Hack,1,6,1.0,2,13,2017420
430,T413,,Mike Hendry,2,6,,2,14,2017190
431,T413,,Wes Homan,1,6,5.0,1,5,2017400
432,T413,,Trevor Immelman,3,6,,1,3,2017220
433,T413,,Carter Jenkins,1,6,,1,3,2017290
434,T413,,Kent Jones,1,6,,1,7,2017400
435,T413,,Alex Kim,1,6,2.0,1,9,2017150
436,T413,,Paul Lawrie,2,6,2.0,2,16,2017410
437,T413,,Tom Lehman,1,6,,1,10,2017410
438,T413,,Hugo León,3,6,1.0,1,18,2017400
439,T413,,Gregor Main,1,6,2.0,1,3,2017010
440,T413,,Parker McLachlin,1,6,,1,8,2017120
441,T413,,Keith Mitchell,1,6,2.0,2,8,2017200
442,T413,,Larry Mize,1,6,,1,16,2017250
443,T413,,Chris Nido,1,6,3.0,2,13,2017220
444,T413,,Ray Otis,1,6,3.0,1,6,2017160
445,T413,,Bryn Parry,1,6,1.0,1,15,2017420
446,T413,,Kenny Pigman,2,6,1.0,3,16,2017130
447,T413,,"Ted Potter, Jr.",2,6,,1,10,2017380
448,T413,,Richie Ramsay,2,6,,3,14,2017410
449,T413,,Jason Schmuhl,1,6,6.0,2,4,2017010
450,T413,,Kurt Slattery,1,6,,1,2,2017390
451,T413,,Brian Smock,1,6,,1,3,2017450
452,T413,,Austin Smotherman,1,6,6.0,2,4,2017310
453,T413,,Ryan Williams,1,6,,1,8,2017420
454,T413,,Ben Willman,1,6,,1,10,2017240
455,T413,,Xinjun Zhang,1,6,1.0,4,10,2017040
456,T457,,Matt Atkins,1,5,,1,3,2017030
457,T457,,Todd Baek,1,5,,2,7,2017140
458,T457,,Cameron Beckman,3,5,,2,13,2017030
459,T457,,Zach Cabra,1,5,5.0,2,5,2017270
460,T457,,Robert Calvesbert,1,5,2.0,1,6,2017220
461,T457,,Rodolfo Cazaubón,1,5,,2,4,2017060
462,T457,,Yi Keun Chang,1,5,1.0,3,1,2017410
463,T457,,Austin Connelly,1,5,,1,11,2017410
464,T457,,Joseph Dean,1,5,5.0,4,14,2017410
465,T457,,Robert Gamez,2,5,,1,12,2017400
466,T457,,Ashley Hall,1,5,5.0,2,14,2017410
