,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,,Danny Lee,32,30,1.0
1,T2,,Stuart Appleby,16,26,
2,T2,,Joost Luiten,5,26,3.0
3,T2,,William McGirt,28,26,1.0
4,T5,,Steven Alker,23,25,3.0
5,T5,,Spencer Levin,31,25,4.0
6,T5,,Vaughn Taylor,26,25,7.0
7,8,,Boo Weekley,27,24,
8,T9,,Jason Bohn,28,22,2.0
9,T9,,Alex Cejka,28,22,
10,T9,,Ken Duke,26,22,3.0
11,T9,,Mackenzie Hughes,31,22,
12,T9,,Martin Kaymer,10,22,1.0
13,T14,,Chez Reavie,28,21,2.0
14,T14,,Henrik Stenson,15,21,2.0
15,T14,,Johnson Wagner,26,21,
16,T17,,Ben Crane,26,20,2.0
17,T17,,Henrik Norlander,5,20,
18,T17,,Pat Perez,26,20,2.0
19,T17,,Patrick Reed,29,20,2.0
20,T17,,Steve Stricker,13,20,
21,T22,,Zac Blair,32,19,2.0
22,T22,,Billy Horschel,28,19,
23,T22,,Hideki Matsuyama,22,19,1.0
24,T22,,Webb Simpson,28,19,10.0
25,T22,,Young-han Song,4,19,2.0
26,T22,,Kyle Stanley,29,19,
27,T22,,Brian Stuard,31,19,4.0
28,T22,,Daniel Summerhays,29,19,1.0
29,T30,,Ryan Armour,20,18,
30,T30,,Bryson DeChambeau,31,18,1.0
31,T30,,Lucas Glover,26,18,1.0
32,T30,,David Hearn,29,18,2.0
33,T30,,Søren Kjeldsen,17,18,
34,T30,,Francesco Molinari,21,18,1.0
35,T30,,D.A. Points,22,18,1.0
36,T30,,Rory Sabbatini,23,18,
37,T30,,Cameron Smith,26,18,2.0
38,T39,,Jonathan Byrd,9,17,
39,T39,,Chad Campbell,29,17,2.0
40,T39,,J.J. Henry,29,17,1.0
41,T39,,Kevin Kisner,28,17,1.0
42,T39,,Patton Kizzire,28,17,
43,T39,,Marc Leishman,25,17,3.0
44,T39,,Shane Lowry,16,17,1.0
45,T39,,John Merrick,9,17,2.0
46,T39,,Sebastián Muñoz,17,17,
47,T39,,Trey Mullinax,28,17,
48,T39,,Scott Piercy,22,17,1.0
49,T39,,Scott Stallings,27,17,
50,T39,,Kevin Streelman,26,17,3.0
51,T39,,Nick Taylor,29,17,
52,T39,,Peter Uihlein,7,17,1.0
53,T39,,Tyrone Van Aswegen,32,17,1.0
54,T39,,Richy Werenski,26,17,
55,T39,,Fabrizio Zanotti,6,17,10.0
56,T57,,Brian Campbell,20,16,
57,T57,,Roberto Castro,25,16,
58,T57,,Bud Cauley,28,16,1.0
59,T57,,Chad Collins,26,16,
60,T57,,Jon Curran,11,16,1.0
61,T57,,Derek Fathauer,27,16,4.0
62,T57,,Robert Garrigus,26,16,1.0
63,T57,,Brian Gay,25,16,
64,T57,,Jason Kokrak,28,16,4.0
65,T57,,Alexander Levy,4,16,16.0
66,T57,,Luke List,31,16,
67,T57,,Peter Malnati,29,16,1.0
68,T57,,Ben Martin,27,16,5.0
69,T57,,Ryan Moore,24,16,4.0
70,T57,,Sean O'Hair,25,16,
71,T57,,Ryan Palmer,20,16,3.0
72,T57,,Ian Poulter,20,16,1.0
73,T57,,Jonathan Randolph,22,16,3.0
74,T57,,Kyle Reifers,32,16,3.0
75,T57,,Sam Saunders,24,16,
76,T57,,John Senden,14,16,
77,T57,,Brett Stegmaier,27,16,5.0
78,T79,,Daniel Berger,26,15,
79,T79,,Ryan Blaum,29,15,4.0
80,T79,,Keegan Bradley,29,15,
81,T79,,Miguel Angel Carballo,22,15,
82,T79,,Brett Drewitt,19,15,
83,T79,,Sergio Garcia,17,15,
84,T79,,Adam Hadwin,28,15,
85,T79,,Brian Harman,30,15,
86,T79,,Zach Johnson,23,15,1.0
87,T79,,Sung Kang,32,15,2.0
88,T79,,Scott Langley,3,15,7.0
89,T79,,David Lingmerth,23,15,4.0
90,T79,,Graeme McDowell,17,15,
91,T79,,Kevin Na,26,15,
92,T79,,J.T. Poston,28,15,
93,T79,,"Ted Potter, Jr.",2,15,2.0
94,T79,,Tim Wilkinson,22,15,
95,T96,,Graham DeLaet,25,14,1.0
96,T96,,Jason Dufner,24,14,1.0
97,T96,,Tony Finau,29,14,3.0
98,T96,,Rickie Fowler,21,14,3.0
99,T96,,Jim Furyk,18,14,
100,T96,,Russell Henley,27,14,
101,T96,,John Huh,28,14,9.0
102,T96,,Matt Kuchar,26,14,
103,T96,,Hunter Mahan,26,14,
104,T96,,Rod Pampling,22,14,
105,T96,,C.T. Pan,29,14,
106,T96,,Xander Schauffele,28,14,1.0
107,T96,,Shawn Stefani,26,14,
108,T96,,Brendon Todd,9,14,
109,T96,,Cameron Tringale,28,14,1.0
110,T96,,Steve Wheatcroft,17,14,1.0
111,T112,,Ricky Barnes,31,13,
112,T112,,Sam Brazel,2,13,
113,T112,,Scott Brown,29,13,
114,T112,,Wesley Bryan,28,13,1.0
115,T112,,Paul Casey,24,13,2.0
116,T112,,Joel Dahmen,16,13,3.0
117,T112,,Brendon de Jonge,14,13,1.0
118,T112,,Julián Etulain,22,13,
119,T112,,Brad Fritsch,18,13,
120,T112,,Dylan Frittelli,2,13,
121,T112,,Andres Gonzales,24,13,2.0
122,T112,,Emiliano Grillo,25,13,2.0
123,T112,,Chesson Hadley,8,13,
124,T112,,James Hahn,28,13,
125,T112,,Jim Herman,25,13,
126,T112,,Charley Hoffman,31,13,2.0
127,T112,,Mark Hubbard,27,13,3.0
128,T112,,Andrew Johnston,13,13,1.0
129,T112,,Matt Jones,20,13,4.0
130,T112,,Hyung-Sung Kim,1,13,
131,T112,,Si Woo Kim,30,13,1.0
132,T112,,Michael Kim,28,13,
133,T112,,Colt Knost,5,13,6.0
134,T112,,Russell Knox,24,13,7.0
135,T112,,Brooks Koepka,24,13,
136,T112,,Kelly Kraft,27,13,1.0
137,T112,,Anirban Lahiri,22,13,
138,T112,,Martin Laird,25,13,1.0
139,T112,,Justin Leonard,1,13,1.0
140,T112,,Curtis Luck,12,13,1.0
141,T112,,Bill Lunde,8,13,
142,T112,,Will MacKenzie,16,13,2.0
143,T112,,Bryce Molder,26,13,1.0
144,T112,,Grayson Murray,30,13,3.0
145,T112,,Alex Noren,11,13,
146,T112,,John Peterson,15,13,1.0
147,T112,,Andres Romero,10,13,2.0
148,T112,,Matthias Schwab,1,13,
149,T112,,Chan Shih-chang,2,13,3.0
150,T112,,J.J. Spaun,29,13,2.0
151,T112,,Chris Stroud,22,13,2.0
152,T112,,Hudson Swafford,28,13,2.0
153,T112,,Michael Thompson,21,13,
154,T112,,Omar Uresti,2,13,
155,T112,,Camilo Villegas,25,13,1.0
156,T112,,Jimmy Walker,21,13,1.0
157,T112,,Bernd Wiesberger,10,13,2.0
158,T112,,Willy Wilcox,14,13,3.0
159,T112,,Y.E. Yang,9,13,3.0
160,T161,,Tyler Aldridge,14,12,
161,T161,,Byeong Hun An,22,12,1.0
162,T161,,Blayne Barber,25,12,1.0
163,T161,,Shane Bertsch,9,12,
164,T161,,Ryan Brehm,25,12,2.0
165,T161,,Patrick Cantlay,13,12,
166,T161,,Greg Chalmers,28,12,
167,T161,,Oscar Fraustro,1,12,3.0
168,T161,,Cody Gribble,28,12,1.0
169,T161,,Tyrrell Hatton,13,12,2.0
170,T161,,Scott Hebert,1,12,1.0
171,T161,,Tim Herron,8,12,
172,T161,,Morgan Hoffmann,29,12,3.0
173,T161,,Charles Howell III,23,12,
174,T161,,Billy Hurley III,25,12,4.0
175,T161,,Rick Lamb,19,12,6.0
176,T161,,Andrew Loupe,21,12,
177,T161,,Jamie Lovemark,28,12,3.0
178,T161,,Steve Marino,15,12,1.0
179,T161,,Seung-Yul Noh,31,12,
180,T161,,Geoff Ogilvy,25,12,
181,T161,,Louis Oosthuizen,18,12,1.0
182,T161,,Dicky Pride,7,12,2.0
183,T161,,Jon Rahm,23,12,1.0
184,T161,,Justin Rose,18,12,3.0
185,T161,,Brandt Snedeker,15,12,
186,T161,,Jordan Spieth,23,12,
187,T161,,Brendan Steele,25,12,1.0
188,T161,,Robert Streb,30,12,2.0
189,T161,,Kevin Tway,27,12,1.0
190,T161,,Jhonattan Vegas,29,12,
191,T161,,Mike Weir,3,12,2.0
192,T161,,Mark Wilson,15,12,
193,T161,,Gary Woodland,26,12,
194,T195,,Anders Albertson,1,11,1.0
195,T195,,Abraham Ancer,1,11,6.0
196,T195,,Jonas Blixt,25,11,
197,T195,,Dominic Bozzelli,24,11,
198,T195,,Dean Burmester,1,11,1.0
199,T195,,K.J. Choi,25,11,4.0
200,T195,,Wyndham Clark,5,11,
201,T195,,Ross Fisher,10,11,6.0
202,T195,,Matthew Fitzpatrick,12,11,7.0
203,T195,,Robert Gamez,2,11,3.0
204,T195,,Retief Goosen,19,11,3.0
205,T195,,Jason Gore,5,11,2.0
206,T195,,Branden Grace,20,11,1.0
207,T195,,Padraig Harrington,11,11,
208,T195,,Scott Hend,6,11,3.0
209,T195,,Max Homa,17,11,
210,T195,,Ryo Ishikawa,20,11,1.0
211,T195,,Jerry Kelly,7,11,3.0
212,T195,,Whee Kim,27,11,
213,T195,,Chris Kirk,28,11,4.0
214,T195,,Grant Leaver,1,11,
215,T195,,Nicholas Lindheim,21,11,1.0
216,T195,,Maverick McNealy,4,11,
217,T195,,Troy Merritt,28,11,
218,T195,,Joaquin Niemann,2,11,9.0
219,T195,,Rob Oppenheim,4,11,2.0
220,T195,,Thomas Pieters,12,11,1.0
221,T195,,Seamus Power,25,11,
222,T195,,Tag Ridings,20,11,1.0
223,T195,,Patrick Rodgers,27,11,3.0
224,T195,,Ollie Schniederjans,28,11,
225,T195,,Chase Seiffert,3,11,1.0
226,T195,,Robby Shelton,8,11,
227,T195,,Heath Slocum,3,11,7.0
228,T195,,Harold Varner III,31,11,2.0
229,T195,,Nick Watney,23,11,3.0
230,T195,,Lee Westwood,10,11,3.0
231,T195,,Charlie Wi,6,11,
232,T195,,Danny Willett,11,11,2.0
233,T234,,Mark Anderson,20,10,4.0
234,T234,,Arjun Atwal,6,10,
235,T234,,Eric Axley,4,10,1.0
236,T234,,Aaron Baddeley,20,10,2.0
237,T234,,"Rich Berberian, Jr.",7,10,4.0
238,T234,,Ángel Cabrera,16,10,
239,T234,,Rafa Cabrera Bello,19,10,2.0
240,T234,,Kevin Chappell,27,10,1.0
241,T234,,Stewart Cink,26,10,1.0
242,T234,,Brett Coletta,3,10,
243,T234,,Ernie Els,20,10,2.0
244,T234,,Harris English,27,10,6.0
245,T234,,Bob Estes,15,10,
246,T234,,Gonzalo Fernandez-Castaño,22,10,1.0
