,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,,Chez Reavie,28,326,74.0
1,2,,Russell Henley,27,298,46.0
2,3,,Smylie Kaufman,26,287,7.0
3,4,,Ernie Els,20,286,12.0
4,5,,Zac Blair,32,282,6.0
5,6,,Cody Gribble,28,276,4.0
6,7,,Daniel Summerhays,29,275,16.0
7,8,,Adam Hadwin,28,271,64.0
8,9,,Steven Alker,23,268,24.0
9,10,,Bob Estes,15,266,4.0
10,11,,Ian Poulter,20,265,42.0
11,12,,Ricky Barnes,31,263,103.0
12,13,,Webb Simpson,28,252,187.0
13,14,,Tyrrell Hatton,13,243,97.0
14,15,,Bryson DeChambeau,31,241,37.0
15,16,,Michael Thompson,21,239,13.0
16,T17,,Brian Campbell,20,235,1.0
17,T17,,Bill Haas,25,235,20.0
18,T19,,Jason Bohn,28,230,8.0
19,T19,,Brian Gay,25,230,9.0
20,21,,Pat Perez,26,223,85.0
21,22,,Derek Fathauer,27,219,4.0
22,23,,Vaughn Taylor,26,218,21.0
23,24,,Whee Kim,27,216,9.0
24,25,,Bud Cauley,28,213,22.0
25,26,,Marc Leishman,25,209,77.0
26,T27,,Wesley Bryan,28,208,30.0
27,T27,,Ken Duke,26,208,6.0
28,29,,Carl Pettersson,27,205,13.0
29,30,,Jonathan Byrd,9,204,16.0
30,31,,Harris English,27,201,4.0
31,32,,Bryce Molder,26,199,40.0
32,33,,Peter Uihlein,7,198,17.0
33,T34,,Billy Horschel,28,195,37.0
34,T34,,Chris Kirk,28,195,6.0
35,T36,,Mackenzie Hughes,31,194,16.0
36,T36,,Willy Wilcox,14,194,4.0
37,T38,,Alex Cejka,28,191,74.0
38,T38,,Phil Mickelson,22,191,188.0
39,T40,,Danny Lee,32,187,2.0
40,T40,,Spencer Levin,31,187,44.0
41,T40,,David Lingmerth,23,187,12.0
42,43,,Brooks Koepka,24,185,185.0
