,Consecutive_BirdiesEagles_streak_RANK THIS WEEK,Consecutive_BirdiesEagles_streak_RANK LAST WEEK,Consecutive_BirdiesEagles_streak_PLAYER NAME,Consecutive_BirdiesEagles_streak_EVENTS,Consecutive_BirdiesEagles_streak_NUMBER OF HOLES
0,T1,,Adam Hadwin,28,6
1,T1,,Jordan Spieth,23,6
2,T3,,James Hahn,28,5
3,T3,,Cameron Smith,26,5
4,T3,,Kevin Streelman,26,5
5,T6,,Jason Day,20,4
6,T6,,Graham DeLaet,25,4
7,T6,,Jim Herman,25,4
8,T6,,Brooks Koepka,24,4
9,T6,,Sean O'Hair,25,4
10,T6,,Louis Oosthuizen,18,4
11,T6,,J.T. Poston,28,4
12,T6,,Rory Sabbatini,23,4
13,T6,,Xander Schauffele,28,4
14,T6,,Chan Shih-chang,2,4
15,T6,,Camilo Villegas,25,4
16,T6,,Bubba Watson,22,4
17,T18,,Ricky Barnes,31,3
18,T18,,Jonas Blixt,25,3
19,T18,,Keegan Bradley,29,3
20,T18,,Ryan Brehm,25,3
21,T18,,Scott Brown,29,3
22,T18,,Chad Campbell,29,3
23,T18,,Paul Casey,24,3
24,T18,,Roberto Castro,25,3
25,T18,,Bud Cauley,28,3
26,T18,,Kevin Chappell,27,3
27,T18,,Stewart Cink,26,3
28,T18,,Ernie Els,20,3
29,T18,,Ross Fisher,10,3
30,T18,,Martin Flores,27,3
31,T18,,Rickie Fowler,21,3
32,T18,,Brad Fritsch,18,3
33,T18,,Robert Garrigus,26,3
34,T18,,Andres Gonzales,24,3
35,T18,,Cody Gribble,28,3
36,T18,,Emiliano Grillo,25,3
37,T18,,Brandon Hagy,26,3
38,T18,,Brian Harman,30,3
39,T18,,Kramer Hickok,2,3
40,T18,,Charley Hoffman,31,3
41,T18,,J.B. Holmes,23,3
42,T18,,Dustin Johnson,20,3
43,T18,,Martin Kaymer,10,3
44,T18,,Whee Kim,27,3
45,T18,,Michael Kim,28,3
46,T18,,Kevin Kisner,28,3
47,T18,,Anirban Lahiri,22,3
48,T18,,Martin Laird,25,3
49,T18,,Luke List,31,3
50,T18,,Jamie Lovemark,28,3
51,T18,,Hideki Matsuyama,22,3
52,T18,,Rory McIlroy,14,3
53,T18,,Troy Merritt,28,3
54,T18,,Phil Mickelson,22,3
55,T18,,Sebastián Muñoz,17,3
56,T18,,Grayson Murray,30,3
57,T18,,Rob Oppenheim,4,3
58,T18,,C.T. Pan,29,3
59,T18,,Carl Pettersson,27,3
60,T18,,D.A. Points,22,3
61,T18,,Ian Poulter,20,3
62,T18,,Patrick Reed,29,3
63,T18,,Kyle Reifers,32,3
64,T18,,Tag Ridings,20,3
65,T18,,Justin Rose,18,3
66,T18,,Ryan Ruffels,7,3
67,T18,,John Senden,14,3
68,T18,,Vijay Singh,18,3
69,T18,,Brandt Snedeker,15,3
70,T18,,J.J. Spaun,29,3
71,T18,,Scott Stallings,27,3
72,T18,,Kyle Stanley,29,3
73,T18,,Brendan Steele,25,3
74,T18,,Brett Stegmaier,27,3
75,T18,,Brandon Stone,6,3
76,T18,,Robert Streb,30,3
77,T18,,Daniel Summerhays,29,3
78,T18,,Hudson Swafford,28,3
79,T18,,Justin Thomas,25,3
80,T18,,Kevin Tway,27,3
81,T18,,Tyrone Van Aswegen,32,3
82,T18,,Harold Varner III,31,3
83,T18,,Jimmy Walker,21,3
84,T18,,Boo Weekley,27,3
85,T18,,Steve Wheatcroft,17,3
86,T18,,Willy Wilcox,14,3
87,T18,,Gary Woodland,26,3
88,T89,,Mark Anderson,20,2
89,T89,,Blayne Barber,25,2
90,T89,,"Rich Berberian, Jr.",7,2
91,T89,,Daniel Berger,26,2
92,T89,,Zac Blair,32,2
93,T89,,Ryan Blaum,29,2
94,T89,,Jason Bohn,28,2
95,T89,,Steven Bowditch,27,2
96,T89,,Wesley Bryan,28,2
97,T89,,Dean Burmester,1,2
98,T89,,Brian Campbell,20,2
99,T89,,Miguel Angel Carballo,22,2
100,T89,,Chad Collins,26,2
101,T89,,Austin Connelly,1,2
102,T89,,Ben Crane,26,2
103,T89,,Jon Curran,11,2
104,T89,,Joel Dahmen,16,2
105,T89,,Luke Donald,18,2
106,T89,,Jason Dufner,24,2
107,T89,,David Duval,4,2
108,T89,,Julián Etulain,22,2
109,T89,,Matt Every,30,2
110,T89,,Derek Fathauer,27,2
111,T89,,Gonzalo Fernandez-Castaño,22,2
112,T89,,Tony Finau,29,2
113,T89,,Tommy Fleetwood,10,2
114,T89,,Ryan Fox,2,2
115,T89,,Sergio Garcia,17,2
116,T89,,Brian Gay,25,2
117,T89,,Lucas Glover,26,2
118,T89,,Jason Gore,5,2
119,T89,,Branden Grace,20,2
120,T89,,Tyrrell Hatton,13,2
121,T89,,Scott Hend,6,2
122,T89,,Russell Henley,27,2
123,T89,,J.J. Henry,29,2
124,T89,,Morgan Hoffmann,29,2
125,T89,,Tom Hoge,17,2
126,T89,,Max Homa,17,2
127,T89,,Billy Horschel,28,2
128,T89,,Charles Howell III,23,2
129,T89,,Mackenzie Hughes,31,2
130,T89,,John Huh,28,2
131,T89,,Billy Hurley III,25,2
132,T89,,Zach Johnson,23,2
133,T89,,Matt Jones,20,2
134,T89,,Sung Kang,32,2
135,T89,,Smylie Kaufman,26,2
136,T89,,Si Woo Kim,30,2
137,T89,,Patton Kizzire,28,2
138,T89,,Jim Knous,1,2
139,T89,,Russell Knox,24,2
140,T89,,Jason Kokrak,28,2
141,T89,,Kelly Kraft,27,2
142,T89,,Matt Kuchar,26,2
143,T89,,Rick Lamb,19,2
144,T89,,S.M. Lee,1,2
145,T89,,Marc Leishman,25,2
146,T89,,Nicholas Lindheim,21,2
147,T89,,David Lingmerth,23,2
148,T89,,Will MacKenzie,16,2
149,T89,,Hunter Mahan,26,2
150,T89,,Peter Malnati,29,2
151,T89,,Stuart Manley,1,2
152,T89,,Graeme McDowell,17,2
153,T89,,John Merrick,9,2
154,T89,,Shaun Micheel,3,2
155,T89,,Francesco Molinari,21,2
156,T89,,Ryan Moore,24,2
157,T89,,Trey Mullinax,28,2
158,T89,,Kevin Na,26,2
159,T89,,Joaquin Niemann,2,2
160,T89,,Seung-Yul Noh,31,2
161,T89,,Henrik Norlander,5,2
162,T89,,Geoff Ogilvy,25,2
163,T89,,Carlos Ortiz,1,2
164,T89,,Greg Owen,17,2
165,T89,,Rod Pampling,22,2
166,T89,,Pat Perez,26,2
167,T89,,Scott Piercy,22,2
168,T89,,Thomas Pieters,12,2
169,T89,,Seamus Power,25,2
170,T89,,Dicky Pride,7,2
171,T89,,Ted Purdy,6,2
172,T89,,Jon Rahm,23,2
173,T89,,Jonathan Randolph,22,2
174,T89,,Chez Reavie,28,2
175,T89,,Jared Sawada,1,2
176,T89,,Charl Schwartzel,18,2
177,T89,,Adam Scott,16,2
178,T89,,Webb Simpson,28,2
179,T89,,Shawn Stefani,26,2
180,T89,,Chris Stroud,22,2
181,T89,,Brian Stuard,31,2
182,T89,,Hideto Tanihara,11,2
183,T89,,Nick Taylor,29,2
184,T89,,Josh Teater,2,2
185,T89,,Michael Thompson,21,2
186,T89,,Braden Thornberry,2,2
187,T89,,Cameron Tringale,28,2
188,T89,,Peter Uihlein,7,2
189,T89,,Jhonattan Vegas,29,2
190,T89,,Paul Waring,1,2
191,T89,,Nick Watney,23,2
192,T89,,Richy Werenski,26,2
193,T89,,Aaron Wise,6,2
194,T89,,Zach Wright,2,2
195,T89,,Fabrizio Zanotti,6,2
196,T197,,Brad Adamonis,1,1
197,T197,,Tyler Aldridge,14,1
198,T197,,Steven Alker,23,1
199,T197,,Robert Allenby,4,1
200,T197,,Byeong Hun An,22,1
201,T197,,Stuart Appleby,16,1
202,T197,,Ryan Armour,20,1
203,T197,,Aaron Baddeley,20,1
204,T197,,Dominic Bozzelli,24,1
205,T197,,Paul Broadhurst,1,1
206,T197,,Jonathan Byrd,9,1
207,T197,,Ángel Cabrera,16,1
208,T197,,Rafael Campos,4,1
209,T197,,Patrick Cantlay,13,1
210,T197,,Alex Cejka,28,1
211,T197,,Greg Chalmers,28,1
212,T197,,K.J. Choi,25,1
213,T197,,Wyndham Clark,5,1
214,T197,,Cameron Davis,1,1
215,T197,,Bryson DeChambeau,31,1
216,T197,,Andrew Dodt,1,1
217,T197,,Zecheng Dou,1,1
218,T197,,Brett Drewitt,19,1
219,T197,,Ken Duke,26,1
220,T197,,Harris English,27,1
221,T197,,Bob Estes,15,1
222,T197,,Matthew Fitzpatrick,12,1
223,T197,,Mark Foster,1,1
224,T197,,Fred Funk,1,1
225,T197,,Jim Furyk,18,1
226,T197,,Jonathan Garrick,2,1
227,T197,,Matt Gilchrest,1,1
228,T197,,Fabián Gómez,21,1
229,T197,,Retief Goosen,19,1
230,T197,,Gavin Kyle Green,3,1
231,T197,,Scott Gregory,3,1
232,T197,,Matthew Griffin,3,1
233,T197,,Bill Haas,25,1
234,T197,,Chesson Hadley,8,1
235,T197,,Padraig Harrington,11,1
236,T197,,David Hearn,29,1
237,T197,,Mike Hendry,2,1
238,T197,,Tim Herron,8,1
239,T197,,Sam Horsfield,6,1
240,T197,,Mark Hubbard,27,1
241,T197,,Trevor Immelman,3,1
242,T197,,Ryo Ishikawa,20,1
243,T197,,Hiroshi Iwata,10,1
244,T197,,Freddie Jacobson,9,1
245,T197,,Andrew Johnston,13,1
246,T197,,Rikard Karlberg,1,1
247,T197,,Blake Kennedy,1,1
248,T197,,K.T. Kim,5,1
249,T197,,Hyung-Sung Kim,1,1
250,T197,,Daniel Kim,1,1
251,T197,,Chris Kirk,28,1
252,T197,,Søren Kjeldsen,17,1
253,T197,,Scott Langley,3,1
254,T197,,Grant Leaver,1,1
255,T197,,Danny Lee,32,1
256,T197,,Spencer Levin,31,1
257,T197,,Andrew Loupe,21,1
258,T197,,Davis Love III,13,1
259,T197,,Dru Love,5,1
260,T197,,Shane Lowry,16,1
261,T197,,Curtis Luck,12,1
262,T197,,Joost Luiten,5,1
263,T197,,Steve Marino,15,1
264,T197,,Ben Martin,27,1
265,T197,,Wesley McClain,2,1
266,T197,,William McGirt,28,1
267,T197,,Keith Mitchell,1,1
268,T197,,Bryce Molder,26,1
269,T197,,Drew Nesbitt,1,1
270,T197,,Alex Noren,11,1
271,T197,,Shaun Norris,2,1
272,T197,,Ryan Palmer,20,1
273,T197,,Cameron Percy,23,1
274,T197,,John Peterson,15,1
275,T197,,Alfie Plant,1,1
276,T197,,Michael Putnam,6,1
277,T197,,Richie Ramsay,2,1
278,T197,,Patrick Rodgers,27,1
279,T197,,Andres Romero,10,1
280,T197,,Sam Saunders,24,1
281,T197,,Ollie Schniederjans,28,1
282,T197,,Chase Seiffert,3,1
283,T197,,Robby Shelton,8,1
284,T197,,Chris Smith,2,1
285,T197,,Jordan L Smith,1,1
286,T197,,Matthew Southgate,1,1
287,T197,,Henrik Stenson,15,1
288,T197,,Steve Stricker,13,1
289,T197,,Zack Sucher,14,1
290,T197,,Andy Sullivan,7,1
291,T197,,Miguel Tabuena,3,1
292,T197,,Vaughn Taylor,26,1
293,T197,,Sahith Theegala,2,1
294,T197,,Nicholas Thompson,2,1
295,T197,,Brendon Todd,9,1
296,T197,,Omar Uresti,2,1
297,T197,,Johnson Wagner,26,1
298,T197,,Jeunghun Wang,10,1
299,T197,,Lee Westwood,10,1
300,T197,,Bernd Wiesberger,10,1
301,T197,,Tim Wilkinson,22,1
302,T197,,Danny Willett,11,1
303,T197,,Mark Wilson,15,1
304,T197,,Chris Wood,9,1
305,T197,,Bobby Wyatt,20,1
306,T197,,Y.E. Yang,9,1
