,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,,Bob Estes,17,2.0,
1,2,,Charles Howell III,16,7.0,
2,T3,,Chris DiMarco,14,,
3,T3,,Scott Hoch,14,,
4,T3,,Luke List,14,14.0,
5,T3,,Johnson Wagner,14,3.0,
6,T3,,Tiger Woods,14,,
7,T8,,Brendon de Jonge,13,3.0,
8,T8,,Harrison Frazar,13,,
9,T8,,Chris Kirk,13,4.0,
10,T8,,Davis Love III,13,4.0,
11,T8,,Hideki Matsuyama,13,11.0,
12,T8,,Scott Piercy,13,3.0,
13,T8,,Webb Simpson,13,7.0,
14,T15,,Briny Baird,12,,
15,T15,,Joe Durant,12,,
16,T15,,Billy Horschel,12,7.0,
17,T15,,Shigeki Maruyama,12,,
18,T15,,Sean O'Hair,12,12.0,
19,T15,,Mark O'Meara,12,,
20,T15,,Tim Petrovic,12,1.0,
21,T15,,Chris Riley,12,,
22,T15,,Kevin Sutherland,12,,
23,T15,,David Toms,12,1.0,
24,T25,,Brian Bateman,11,,
25,T25,,Steven Bowditch,11,2.0,
26,T25,,Jonathan Byrd,11,4.0,
27,T25,,Ben Crane,11,3.0,
28,T25,,Jason Day,11,4.0,
29,T25,,David Edwards,11,,
30,T25,,Jim Furyk,11,6.0,
31,T25,,J.P. Hayes,11,,
32,T25,,Jerry Kelly,11,1.0,
33,T25,,Bernhard Langer,11,,
34,T25,,Bruce Lietzke,11,,
35,T25,,Jamie Lovemark,11,7.0,
36,T25,,Mark McCumber,11,,
37,T25,,Rory McIlroy,11,7.0,
38,T25,,Jerry Pate,11,,
39,T25,,Kenny Perry,11,,
40,T25,,John Senden,11,2.0,
41,T25,,Scott Verplank,11,,
42,T43,,Woody Austin,10,,
43,T43,,Chad Campbell,10,8.0,
44,T43,,Fred Couples,10,,
45,T43,,Brian Davis,10,,
46,T43,,Steve Flesch,10,1.0,
47,T43,,Carlos Franco,10,,
48,T43,,David Frost,10,,
49,T43,,Fred Funk,10,1.0,
50,T43,,Robert Gamez,10,,
51,T43,,Lucas Glover,10,6.0,
52,T43,,Retief Goosen,10,4.0,
53,T43,,Bill Haas,10,10.0,
54,T43,,Zach Johnson,10,5.0,
55,T43,,Matt Kuchar,10,5.0,
56,T43,,Rocco Mediate,10,,
57,T43,,Ryan Moore,10,6.0,
58,T43,,Corey Pavin,10,,
59,T43,,David Peoples,10,,
60,T43,,Pat Perez,10,10.0,
61,T43,,Tom Pernice Jr.,10,,
62,T43,,Carl Pettersson,10,2.0,
63,T43,,Mike Reid,10,,
64,T43,,Loren Roberts,10,,
65,T43,,Gene Sauers,10,,
66,T43,,Tom Sieckmann,10,,
67,T43,,Joey Sindelar,10,,
68,T43,,Chris Smith,10,1.0,
69,T43,,Brandt Snedeker,10,3.0,
70,T43,,Kevin Streelman,10,5.0,
71,T43,,Jhonattan Vegas,10,5.0,
72,T43,,Grant Waite,10,,
73,T74,,Billy Andrade,9,,
74,T74,,Stuart Appleby,9,2.0,
75,T74,,Tommy Armour III,9,,
76,T74,,Aaron Baddeley,9,3.0,
77,T74,,Cameron Beckman,9,,
78,T74,,Notah Begay III,9,,
79,T74,,Bart Bryant,9,,
80,T74,,Brad Bryant,9,,
81,T74,,Mark Calcavecchia,9,,
82,T74,,Bud Cauley,9,5.0,
83,T74,,K.J. Choi,9,7.0,
84,T74,,Stewart Cink,9,5.0,
85,T74,,Lennie Clements,9,,
86,T74,,Jason Dufner,9,7.0,
87,T74,,Ernie Els,9,3.0,
88,T74,,Rickie Fowler,9,7.0,
89,T74,,Sergio Garcia,9,5.0,
90,T74,,Brian Gay,9,5.0,
91,T74,,Paul Goydos,9,,
92,T74,,Jay Haas,9,,
93,T74,,Brian Harman,9,9.0,
94,T74,,Padraig Harrington,9,2.0,
95,T74,,Justin Hicks,9,,
96,T74,,Charley Hoffman,9,9.0,
97,T74,,John Huston,9,,
98,T74,,Tom Lehman,9,,
99,T74,,Justin Leonard,9,,
100,T74,,Steve Marino,9,2.0,
101,T74,,Troy Matteson,9,1.0,
102,T74,,Blaine McCallister,9,,
103,T74,,Phil Mickelson,9,7.0,
104,T74,,Francesco Molinari,9,4.0,
105,T74,,Gil Morgan,9,,
106,T74,,Kevin Na,9,5.0,
107,T74,,Henrik Norlander,9,8.0,
108,T74,,Greg Norman,9,,
109,T74,,Jesper Parnevik,9,,
110,T74,,Cameron Percy,9,9.0,
111,T74,,Chris Perry,9,,
112,T74,,Justin Rose,9,9.0,
113,T74,,Heath Slocum,9,,
114,T74,,Jeff Sluman,9,,
115,T74,,Steve Stricker,9,3.0,
116,T74,,Hal Sutton,9,,
117,T74,,Justin Thomas,9,9.0,
118,T74,,Nicholas Thompson,9,1.0,
119,T74,,Brendon Todd,9,,
120,T74,,Kirk Triplett,9,,
121,T74,,Bob Tway,9,,
122,T74,,Mike Weir,9,,
123,T74,,Mark Wilson,9,2.0,
124,T125,,John Adams,8,,
125,T125,,Robert Allenby,8,2.0,
126,T125,,Paul Azinger,8,,
127,T125,,Ian Baker-Finch,8,,
128,T125,,Andy Bean,8,,
129,T125,,Matt Bettencourt,8,,
130,T125,,Jason Bohn,8,4.0,
131,T125,,Keegan Bradley,8,4.0,
132,T125,,Rex Caldwell,8,,
133,T125,,Jim Carter,8,,
134,T125,,Bobby Clampett,8,,
135,T125,,Tim Clark,8,,
136,T125,,Russ Cochran,8,,
137,T125,,Chad Collins,8,4.0,
138,T125,,John Cook,8,,
139,T125,,Ken Duke,8,3.0,
140,T125,,David Duval,8,,
141,T125,,Harris English,8,4.0,
142,T125,,Matt Every,8,3.0,
143,T125,,Brice Garnett,8,,
144,T125,,Bob Gilder,8,,
145,T125,,Bill Glasson,8,,
146,T125,,Hubert Green,8,,
147,T125,,Ken Green,8,,
148,T125,,Donnie Hammond,8,,
149,T125,,Dudley Hart,8,,
150,T125,,Mark Hayes,8,,
151,T125,,Jim Herman,8,5.0,
152,T125,,John Huh,8,8.0,
153,T125,,Mike Hulbert,8,,
154,T125,,Hale Irwin,8,,
155,T125,,Dustin Johnson,8,6.0,
156,T125,,Steve Jones,8,,
157,T125,,Matt Jones,8,4.0,
158,T125,,Tom Kite,8,,
159,T125,,Greg Kraft,8,,
160,T125,,Martin Laird,8,6.0,
161,T125,,Danny Lee,8,4.0,
162,T125,,Ian Leggatt,8,,
163,T125,,Marc Leishman,8,8.0,
164,T125,,Spencer Levin,8,3.0,
165,T125,,David Lingmerth,8,3.0,
166,T125,,Steve Lowery,8,,
167,T125,,Bill Lunde,8,4.0,
168,T125,,George McNeill,8,2.0,
169,T125,,Larry Mize,8,,
170,T125,,Bryce Molder,8,3.0,
171,T125,,Arron Oberholser,8,,
172,T125,,Jeff Overton,8,,
173,T125,,Greg Owen,8,2.0,
174,T125,,Ryan Palmer,8,2.0,
175,T125,,Craig Parry,8,,
176,T125,,D.A. Points,8,7.0,
177,T125,,Nick Price,8,,
178,T125,,Jon Rahm,8,8.0,
179,T125,,Chez Reavie,8,8.0,
180,T125,,John Rollins,8,1.0,
181,T125,,Rory Sabbatini,8,4.0,
182,T125,,Adam Scott,8,5.0,
183,T125,,Vijay Singh,8,2.0,
184,T125,,Craig Stadler,8,,
185,T125,,Kevin Stadler,8,,
186,T125,,Shawn Stefani,8,6.0,
187,T125,,Henrik Stenson,8,5.0,
188,T125,,Curtis Strange,8,,
189,T125,,Robert Streb,8,6.0,
190,T125,,Josh Teater,8,3.0,
191,T125,,Jim Thorpe,8,,
192,T125,,Cameron Tringale,8,7.0,
193,T125,,Bobby Wadkins,8,,
194,T125,,Jimmy Walker,8,2.0,
195,T125,,Bubba Watson,8,3.0,
196,T125,,D.A. Weibring,8,,
197,T125,,Charlie Wi,8,1.0,
198,T125,,Tim Wilkinson,8,8.0,
199,T200,,Michael Allen,7,,
200,T200,,Stephen Ames,7,,
201,T200,,Byeong Hun An,7,5.0,
202,T200,,Ricky Barnes,7,5.0,
203,T200,,Daniel Berger,7,7.0,
204,T200,,Scott Brown,7,4.0,
205,T200,,Tom Byrum,7,,
206,T200,,Paul Casey,7,5.0,
207,T200,,Alex Cejka,7,3.0,
208,T200,,Greg Chalmers,7,4.0,
209,T200,,Daniel Chopra,7,,
210,T200,,Rod Curl,7,,
211,T200,,Robert Damron,7,,
212,T200,,Glen Day,7,,
213,T200,,Luke Donald,7,3.0,
214,T200,,James Driscoll,7,,
215,T200,,Joel Edwards,7,,
216,T200,,Steve Elkington,7,,
217,T200,,Ross Fisher,7,6.0,
218,T200,,Dan Forsman,7,,
219,T200,,"Jim Gallagher, Jr.",7,,
220,T200,,Robert Garrigus,7,7.0,
221,T200,,Brent Geiberger,7,,
222,T200,,Kelly Gibson,7,,
223,T200,,Matt Gogel,7,,
224,T200,,Chesson Hadley,7,5.0,
225,T200,,Adam Hadwin,7,5.0,
226,T200,,Gary Hallberg,7,,
227,T200,,Tim Herron,7,3.0,
228,T200,,Lon Hinkle,7,,
229,T200,,Morgan Hoffmann,7,5.0,
230,T200,,J.B. Holmes,7,4.0,
231,T200,,Peter Jacobsen,7,,
232,T200,,Richard Johnson,7,,
233,T200,,Kent Jones,7,,
234,T200,,Jonathan Kaye,7,,
235,T200,,Si Woo Kim,7,2.0,
236,T200,,Michael Kim,7,7.0,
237,T200,,Kevin Kisner,7,5.0,
238,T200,,Kenny Knox,7,,
239,T200,,Russell Knox,7,4.0,
240,T200,,Gary Koch,7,,
241,T200,,Brooks Koepka,7,6.0,
242,T200,,Cliff Kresge,7,,
243,T200,,Neal Lancaster,7,,
244,T200,,Wayne Levi,7,,
245,T200,,J.L. Lewis,7,,
246,T200,,Frank Lickliter II,7,,
247,T200,,Sandy Lyle,7,,
248,T200,,Andrew Magee,7,,
249,T200,,Jeff Maggert,7,,
250,T200,,John Maginnes,7,,
251,T200,,John Mahaffey,7,,
252,T200,,Hunter Mahan,7,4.0,
253,T200,,Roger Maltbie,7,,
254,T200,,David Mathis,7,,
255,T200,,Scott McCarron,7,,
256,T200,,William McGirt,7,5.0,
257,T200,,Larry Nelson,7,,
258,T200,,Seung-Yul Noh,7,3.0,
259,T200,,Geoff Ogilvy,7,7.0,
260,T200,,Rod Pampling,7,3.0,
261,T200,,Don Pooley,7,,
262,T200,,"Ted Potter, Jr.",7,2.0,
263,T200,,Patrick Reed,7,3.0,
264,T200,,Jack Renner,7,,
265,T200,,Clarence Rose,7,,
266,T200,,Sam Saunders,7,7.0,
267,T200,,Ollie Schniederjans,7,7.0,
268,T200,,Patrick Sheehan,7,,
269,T200,,"Wes Short, Jr.",7,,
270,T200,,Tony Sills,7,,
271,T200,,Scott Simpson,7,,
272,T200,,Jordan Spieth,7,6.0,
273,T200,,Mike Springer,7,,
274,T200,,Scott Stallings,7,3.0,
275,T200,,Paul Stankowski,7,,
276,T200,,Kyle Stanley,7,5.0,
277,T200,,Chris Stroud,7,5.0,
278,T200,,Daniel Summerhays,7,3.0,
279,T200,,Lance Ten Broeck,7,,
280,T200,,Michael Thompson,7,4.0,
281,T200,,D.J. Trahan,7,3.0,
282,T200,,Lee Trevino,7,,
283,T200,,Marc Turnesa,7,,
284,T200,,Howard Twitty,7,,
285,T200,,Bo Van Pelt,7,,
286,T200,,Lanny Wadkins,7,,
287,T200,,Duffy Waldorf,7,1.0,
288,T200,,Tom Watson,7,,
289,T200,,Richy Werenski,7,7.0,
290,T200,,Mark Wiebe,7,,
291,T200,,Willy Wilcox,7,3.0,
292,T200,,Gary Woodland,7,5.0,
293,T200,,Fuzzy Zoeller,7,,
294,T200,,Richard Zokol,7,,
295,T296,,Blake Adams,6,,
296,T296,,Fulton Allem,6,,
297,T296,,Ryan Armour,6,3.0,
298,T296,,Sangmoon Bae,6,,
299,T296,,Blayne Barber,6,5.0,
300,T296,,Dave Barr,6,,
301,T296,,Chip Beck,6,,
302,T296,,Charlie Beljan,6,1.0,
303,T296,,Ronnie Black,6,,
304,T296,,Phil Blackmar,6,,
305,T296,,Jay Don Blake,6,,
306,T296,,Kris Blanks,6,,
307,T296,,Mark Brooks,6,,
308,T296,,Olin Browne,6,,
309,T296,,Wesley Bryan,6,6.0,
310,T296,,George Burns,6,,
311,T296,,Bob Burns,6,,
312,T296,,Curt Byrum,6,,
313,T296,,Will Claxton,6,,
314,T296,,Keith Clearwater,6,,
315,T296,,Jim Colbert,6,,
316,T296,,Nicolas Colsaerts,6,,
317,T296,,Erik Compton,6,,
318,T296,,Jon Curran,6,4.0,
319,T296,,John Daly,6,,
320,T296,,Marco Dawson,6,,
321,T296,,Graham DeLaet,6,5.0,
322,T296,,Jay Delsing,6,,
323,T296,,Danny Edwards,6,,
324,T296,,Dave Eichelberger,6,,
325,T296,,Rick Fehr,6,,
326,T296,,Tony Finau,6,6.0,
327,T296,,Ed Fiori,6,,
328,T296,,Bruce Fleisher,6,,
329,T296,,Martin Flores,6,4.0,
330,T296,,Robin Freeman,6,,
331,T296,,Brad Fritsch,6,2.0,
332,T296,,Tommy Gainey,6,2.0,
333,T296,,Andres Gonzales,6,5.0,
334,T296,,James Hahn,6,4.0,
335,T296,,Morris Hatalsky,6,,
336,T296,,Mike Heinen,6,,
337,T296,,Nolan Henke,6,,
338,T296,,Russell Henley,6,5.0,
339,T296,,Mark Hensby,6,,
340,T296,,Max Homa,6,2.0,
341,T296,,Ryuji Imada,6,,
342,T296,,Trevor Immelman,6,,
343,T296,,Joe Inman,6,,
344,T296,,John Inman,6,,
345,T296,,Ryo Ishikawa,6,3.0,
346,T296,,Barry Jaeckel,6,,
347,T296,,Lee Janzen,6,,
348,T296,,Tom Jenkins,6,,
349,T296,,Brandt Jobe,6,,
350,T296,,Smylie Kaufman,6,5.0,
351,T296,,Troy Kelly,6,,
352,T296,,Skip Kendall,6,,
353,T296,,Anthony Kim,6,,
354,T296,,Colt Knost,6,1.0,
355,T296,,Jason Kokrak,6,6.0,
356,T296,,Andrew Landry,6,,
357,T296,,Richard Lee,6,,
358,T296,,Bob Lohr,6,,
359,T296,,Peter Lonard,6,,
360,T296,,Len Mattiace,6,,
361,T296,,Billy Mayfair,6,,
362,T296,,Jim McGovern,6,,
363,T296,,John Merrick,6,3.0,
364,T296,,Shaun Micheel,6,1.0,
365,T296,,Johnny Miller,6,,
366,T296,,Grayson Murray,6,6.0,
367,T296,,Tim Norris,6,,
368,T296,,David Ogrin,6,,
369,T296,,José María Olazábal,6,,
370,T296,,Louis Oosthuizen,6,4.0,
371,T296,,Steve Pate,6,,
372,T296,,Dennis Paulson,6,,
373,T296,,Carl Paulson,6,,
374,T296,,Craig Perks,6,,
375,T296,,John Peterson,6,3.0,
376,T296,,Mark Pfeil,6,,
377,T296,,Dan Pohl,6,,
378,T296,,Alex Prugh,6,,
379,T296,,Ted Purdy,6,1.0,
380,T296,,Brett Quigley,6,,
381,T296,,Sam Randolph,6,,
382,T296,,Tag Ridings,6,6.0,
383,T296,,Patrick Rodgers,6,3.0,
384,T296,,Bill Rogers,6,,
385,T296,,Andres Romero,6,3.0,
386,T296,,Dave Rummells,6,,
387,T296,,Bill Sander,6,,
388,T296,,Xander Schauffele,6,6.0,
389,T296,,Ted Schulz,6,,
390,T296,,Tim Simpson,6,,
391,T296,,Brett Stegmaier,6,4.0,
392,T296,,Darron Stiles,6,,
393,T296,,Phil Tataurangi,6,,
394,T296,,Leonard Thompson,6,,
395,T296,,Ted Tryba,6,,
396,T296,,Harold Varner III,6,5.0,
397,T296,,Camilo Villegas,6,6.0,
398,T296,,Fred Wadsworth,6,,
399,T296,,Nick Watney,6,3.0,
400,T296,,Denis Watson,6,,
401,T296,,Boo Weekley,6,3.0,
402,T296,,Matt Weibring,6,,
403,T296,,Lee Westwood,6,2.0,
404,T296,,Brett Wetterich,6,,
405,T296,,Garrett Willis,6,,
406,T296,,Willie Wood,6,,
407,T408,,Joe Affrunti,5,,
408,T408,,Tyler Aldridge,5,3.0,
409,T408,,Isao Aoki,5,,
410,T408,,Arjun Atwal,5,2.0,
411,T408,,Craig Barlow,5,1.0,
412,T408,,"David Berganio, Jr.",5,,
413,T408,,Shane Bertsch,5,2.0,
414,T408,,Thomas Bjørn,5,,
415,T408,,Zac Blair,5,5.0,
416,T408,,Ryan Blaum,5,4.0,
417,T408,,Jonas Blixt,5,2.0,
418,T408,,Guy Boros,5,,
419,T408,,Michael Bradley,5,1.0,
420,T408,,Billy Ray Brown,5,,
421,T408,,Ken Brown,5,,
422,T408,,Patrick Cantlay,5,3.0,
423,T408,,Brandel Chamblee,5,,
424,T408,,Kevin Chappell,5,4.0,
425,T408,,Darren Clarke,5,,
426,T408,,José Coceres,5,,
