,Consecutive_Par_3_Birdies_RANK THIS WEEK,Consecutive_Par_3_Birdies_RANK LAST WEEK,Consecutive_Par_3_Birdies_PLAYER NAME,Consecutive_Par_3_Birdies_EVENTS,Consecutive_Par_3_Birdies_NUMBER OF HOLES
0,T1,,Ryan Armour,20,5
1,T1,,Charley Hoffman,31,5
2,T1,,Brian Stuard,31,5
3,T4,,Steven Alker,23,4
4,T4,,Zac Blair,32,4
5,T4,,Luke Donald,18,4
6,T4,,Harris English,27,4
7,T4,,Gonzalo Fernandez-Castaño,22,4
8,T4,,Adam Hadwin,28,4
9,T4,,Russell Henley,27,4
10,T4,,Kevin Kisner,28,4
11,T4,,Spencer Levin,31,4
12,T4,,Nicholas Lindheim,21,4
13,T4,,Sean O'Hair,25,4
14,T4,,Geoff Ogilvy,25,4
15,T4,,Nick Watney,23,4
16,T4,,Gary Woodland,26,4
17,T4,,Bobby Wyatt,20,4
18,T19,,Daniel Berger,26,3
19,T19,,Ryan Blaum,29,3
20,T19,,Dominic Bozzelli,24,3
21,T19,,Keegan Bradley,29,3
22,T19,,Ryan Brehm,25,3
23,T19,,Scott Brown,29,3
24,T19,,Wesley Bryan,28,3
25,T19,,Rafa Cabrera Bello,19,3
26,T19,,Chad Campbell,29,3
27,T19,,Brian Campbell,20,3
28,T19,,Patrick Cantlay,13,3
29,T19,,Bud Cauley,28,3
30,T19,,Kevin Chappell,27,3
31,T19,,Stewart Cink,26,3
32,T19,,Ben Crane,26,3
33,T19,,Jon Curran,11,3
34,T19,,Bryson DeChambeau,31,3
35,T19,,Jason Dufner,24,3
36,T19,,Matt Every,30,3
37,T19,,Martin Flores,27,3
38,T19,,Rickie Fowler,21,3
39,T19,,Oscar Fraustro,1,3
40,T19,,Robert Garrigus,26,3
41,T19,,Brian Gay,25,3
42,T19,,Retief Goosen,19,3
43,T19,,Emiliano Grillo,25,3
44,T19,,Bill Haas,25,3
45,T19,,Brian Harman,30,3
46,T19,,Padraig Harrington,11,3
47,T19,,Tyrrell Hatton,13,3
48,T19,,David Hearn,29,3
49,T19,,J.J. Henry,29,3
50,T19,,Mark Hensby,2,3
51,T19,,Tom Hoge,17,3
52,T19,,J.B. Holmes,23,3
53,T19,,Wes Homan,1,3
54,T19,,Billy Horschel,28,3
55,T19,,Mackenzie Hughes,31,3
56,T19,,John Huh,28,3
57,T19,,Freddie Jacobson,9,3
58,T19,,Zach Johnson,23,3
59,T19,,Smylie Kaufman,26,3
60,T19,,Whee Kim,27,3
61,T19,,Chris Kirk,28,3
62,T19,,Patton Kizzire,28,3
63,T19,,Russell Knox,24,3
64,T19,,Brooks Koepka,24,3
65,T19,,Jason Kokrak,28,3
66,T19,,Matt Kuchar,26,3
67,T19,,Anirban Lahiri,22,3
68,T19,,Martin Laird,25,3
69,T19,,Rick Lamb,19,3
70,T19,,Bernhard Langer,2,3
71,T19,,Danny Lee,32,3
72,T19,,Marc Leishman,25,3
73,T19,,David Lingmerth,23,3
74,T19,,Luke List,31,3
75,T19,,Will MacKenzie,16,3
76,T19,,Peter Malnati,29,3
77,T19,,Graeme McDowell,17,3
78,T19,,William McGirt,28,3
79,T19,,Phil Mickelson,22,3
80,T19,,Bryce Molder,26,3
81,T19,,Francesco Molinari,21,3
82,T19,,Sebastián Muñoz,17,3
83,T19,,Grayson Murray,30,3
84,T19,,Kevin Na,26,3
85,T19,,Seung-Yul Noh,31,3
86,T19,,Greg Owen,17,3
87,T19,,Scott Piercy,22,3
88,T19,,D.A. Points,22,3
89,T19,,J.T. Poston,28,3
90,T19,,Ian Poulter,20,3
91,T19,,Jon Rahm,23,3
92,T19,,Chez Reavie,28,3
93,T19,,Tag Ridings,20,3
94,T19,,Patrick Rodgers,27,3
95,T19,,Andres Romero,10,3
96,T19,,Ollie Schniederjans,28,3
97,T19,,Adam Scott,16,3
98,T19,,Chase Seiffert,3,3
99,T19,,Cameron Smith,26,3
100,T19,,Brandt Snedeker,15,3
101,T19,,Young-han Song,4,3
102,T19,,J.J. Spaun,29,3
103,T19,,Jordan Spieth,23,3
104,T19,,Scott Stallings,27,3
105,T19,,Brendan Steele,25,3
106,T19,,Brett Stegmaier,27,3
107,T19,,Robert Streb,30,3
108,T19,,Kevin Streelman,26,3
109,T19,,Steve Stricker,13,3
110,T19,,Chris Stroud,22,3
111,T19,,Daniel Summerhays,29,3
112,T19,,Hudson Swafford,28,3
113,T19,,Hideto Tanihara,11,3
114,T19,,Josh Teater,2,3
115,T19,,Justin Thomas,25,3
116,T19,,Cameron Tringale,28,3
117,T19,,Kevin Tway,27,3
118,T19,,Tyrone Van Aswegen,32,3
119,T19,,Jhonattan Vegas,29,3
120,T19,,Camilo Villegas,25,3
121,T19,,Lee Westwood,10,3
122,T19,,Steve Wheatcroft,17,3
123,T19,,Tim Wilkinson,22,3
124,T19,,Mark Wilson,15,3
125,T126,,Tyler Aldridge,14,2
126,T126,,Robert Allenby,4,2
127,T126,,Byeong Hun An,22,2
128,T126,,Mark Anderson,20,2
129,T126,,Stuart Appleby,16,2
130,T126,,Aaron Baddeley,20,2
131,T126,,Blayne Barber,25,2
132,T126,,Craig Barlow,3,2
133,T126,,Ricky Barnes,31,2
134,T126,,Cameron Beckman,3,2
135,T126,,"Rich Berberian, Jr.",7,2
136,T126,,Jacques Blaauw,1,2
137,T126,,Jonas Blixt,25,2
138,T126,,Jason Bohn,28,2
139,T126,,Steven Bowditch,27,2
140,T126,,Sam Brazel,2,2
141,T126,,Jonathan Byrd,9,2
142,T126,,Ángel Cabrera,16,2
143,T126,,Rafael Campos,4,2
144,T126,,Laurie Canter,1,2
145,T126,,Miguel Angel Carballo,22,2
146,T126,,Paul Casey,24,2
147,T126,,Roberto Castro,25,2
148,T126,,Alex Cejka,28,2
149,T126,,Greg Chalmers,28,2
150,T126,,K.J. Choi,25,2
151,T126,,Chad Collins,26,2
152,T126,,Austin Connelly,1,2
153,T126,,Joel Dahmen,16,2
154,T126,,Jason Day,20,2
155,T126,,Brendon de Jonge,14,2
156,T126,,Chip Deason,2,2
157,T126,,Graham DeLaet,25,2
158,T126,,Brett Drewitt,19,2
159,T126,,Ken Duke,26,2
160,T126,,David Duval,4,2
161,T126,,Ernie Els,20,2
162,T126,,Derek Ernst,3,2
163,T126,,Bob Estes,15,2
164,T126,,Julián Etulain,22,2
