,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,,Bill Haas,29
1,2,,Hideki Matsuyama,27
2,3,,Ollie Schniederjans,26
3,4,,Jon Rahm,25
4,5,,Ryan Blaum,21
5,T6,,Paul Casey,20
6,T6,,Justin Thomas,20
7,T8,,Martin Laird,19
8,T8,,Jordan Spieth,19
9,10,,Pat Perez,18
10,T11,,Stewart Cink,17
11,T11,,Mackenzie Hughes,17
12,T11,,Marc Leishman,17
13,T11,,Richy Werenski,17
14,T15,,Wesley Bryan,16
15,T15,,James Hahn,16
16,T15,,Billy Horschel,16
17,T15,,Luke List,16
18,T15,,Sean O'Hair,16
19,T15,,Cameron Smith,16
20,T21,,Chad Campbell,15
21,T21,,Sung Kang,15
22,T21,,Jamie Lovemark,15
23,T21,,Chez Reavie,15
24,T25,,Martin Flores,14
25,T25,,David Hearn,14
26,T25,,Jim Herman,14
27,T25,,Ryo Ishikawa,14
28,T25,,Whee Kim,14
29,T25,,Michael Kim,14
30,T25,,Seung-Yul Noh,14
31,T25,,Seamus Power,14
32,T25,,Sam Saunders,14
33,T25,,Tim Wilkinson,14
34,T35,,Jonathan Byrd,13
35,T35,,Bud Cauley,13
36,T35,,Lucas Glover,13
37,T35,,Charley Hoffman,13
38,T35,,Dustin Johnson,13
39,T35,,Patton Kizzire,13
40,T35,,Rory McIlroy,13
41,T35,,Ryan Moore,13
42,T35,,Henrik Norlander,13
43,T35,,Brendan Steele,13
44,T35,,Shawn Stefani,13
45,T46,,Byeong Hun An,12
46,T46,,Ricky Barnes,12
47,T46,,Daniel Berger,12
48,T46,,Keegan Bradley,12
49,T46,,Rafa Cabrera Bello,12
50,T46,,Rafael Campos,12
51,T46,,Patrick Cantlay,12
52,T46,,Brandon Hagy,12
53,T46,,Charles Howell III,12
54,T46,,Russell Knox,12
55,T46,,Jason Kokrak,12
56,T46,,Ben Martin,12
57,T46,,Phil Mickelson,12
58,T46,,J.T. Poston,12
59,T46,,Dicky Pride,12
60,T46,,Chris Stroud,12
61,T46,,Kevin Tway,12
62,T46,,Tyrone Van Aswegen,12
63,T64,,Steven Alker,11
64,T64,,Ryan Armour,11
65,T64,,Blayne Barber,11
66,T64,,Zac Blair,11
67,T64,,Scott Brown,11
68,T64,,Julián Etulain,11
69,T64,,Matt Every,11
70,T64,,Robert Garrigus,11
71,T64,,Brian Gay,11
72,T64,,Cody Gribble,11
73,T64,,Emiliano Grillo,11
74,T64,,Brian Harman,11
75,T64,,Hiroshi Iwata,11
76,T64,,Zach Johnson,11
77,T64,,Matt Jones,11
78,T64,,Brooks Koepka,11
79,T64,,Rod Pampling,11
80,T64,,C.T. Pan,11
81,T64,,Scott Piercy,11
82,T64,,Patrick Reed,11
83,T64,,Rory Sabbatini,11
84,T64,,Brandt Snedeker,11
85,T64,,Scott Stallings,11
86,T64,,Brian Stuard,11
87,T64,,Hudson Swafford,11
88,T64,,Vaughn Taylor,11
89,T64,,Jimmy Walker,11
90,T91,,Alex Cejka,10
91,T91,,Ben Crane,10
92,T91,,Jason Day,10
93,T91,,Luke Donald,10
94,T91,,Andres Gonzales,10
95,T91,,Adam Hadwin,10
96,T91,,Morgan Hoffmann,10
97,T91,,Kevin Kisner,10
98,T91,,Danny Lee,10
99,T91,,David Lingmerth,10
100,T91,,Shane Lowry,10
101,T91,,Joost Luiten,10
102,T91,,Peter Malnati,10
103,T91,,William McGirt,10
104,T91,,Francesco Molinari,10
105,T91,,Trey Mullinax,10
106,T91,,Cameron Percy,10
107,T91,,John Senden,10
108,T91,,Kyle Stanley,10
109,T91,,Daniel Summerhays,10
110,T91,,Cameron Tringale,10
111,T91,,Boo Weekley,10
112,T91,,Gary Woodland,10
113,T114,,Ryan Brehm,9
114,T114,,Joel Dahmen,9
115,T114,,Graham DeLaet,9
116,T114,,Ken Duke,9
117,T114,,Harris English,9
118,T114,,Tony Finau,9
119,T114,,Rickie Fowler,9
120,T114,,Fabián Gómez,9
121,T114,,Chesson Hadley,9
122,T114,,J.J. Henry,9
123,T114,,Tom Hoge,9
124,T114,,Billy Hurley III,9
125,T114,,Smylie Kaufman,9
126,T114,,Chris Kirk,9
127,T114,,Kelly Kraft,9
128,T114,,Scott Langley,9
129,T114,,Spencer Levin,9
130,T114,,Curtis Luck,9
131,T114,,Bryce Molder,9
132,T114,,Kevin Na,9
133,T114,,Greg Owen,9
134,T114,,Jonathan Randolph,9
135,T114,,Justin Rose,9
136,T114,,Webb Simpson,9
137,T114,,Brett Stegmaier,9
138,T114,,Robert Streb,9
139,T114,,Kevin Streelman,9
140,T114,,Peter Uihlein,9
141,T142,,Aaron Baddeley,8
142,T142,,Jonas Blixt,8
143,T142,,Greg Chalmers,8
144,T142,,Kevin Chappell,8
145,T142,,Brett Drewitt,8
146,T142,,Derek Fathauer,8
147,T142,,Ross Fisher,8
148,T142,,Brad Fritsch,8
149,T142,,Jim Furyk,8
150,T142,,Sergio Garcia,8
151,T142,,Tyrrell Hatton,8
152,T142,,Russell Henley,8
153,T142,,J.B. Holmes,8
154,T142,,John Huh,8
155,T142,,Davis Love III,8
156,T142,,Louis Oosthuizen,8
157,T142,,Thomas Pieters,8
158,T142,,D.A. Points,8
159,T142,,Xander Schauffele,8
160,T142,,Adam Scott,8
161,T142,,J.J. Spaun,8
162,T142,,Henrik Stenson,8
163,T142,,Harold Varner III,8
164,T142,,Nick Watney,8
165,T142,,Steve Wheatcroft,8
166,T167,,Jason Bohn,7
167,T167,,Roberto Castro,7
168,T167,,K.J. Choi,7
169,T167,,Jon Curran,7
170,T167,,Bryson DeChambeau,7
171,T167,,Jason Dufner,7
172,T167,,Brice Garnett,7
173,T167,,Retief Goosen,7
174,T167,,Branden Grace,7
175,T167,,Anirban Lahiri,7
176,T167,,Graeme McDowell,7
177,T167,,Troy Merritt,7
178,T167,,Geoff Ogilvy,7
179,T167,,John Peterson,7
180,T167,,Charl Schwartzel,7
181,T167,,Robby Shelton,7
182,T167,,Nick Taylor,7
183,T167,,David Toms,7
184,T167,,Jhonattan Vegas,7
185,T167,,Camilo Villegas,7
186,T167,,Johnson Wagner,7
187,T167,,Bernd Wiesberger,7
188,T167,,Aaron Wise,7
189,T190,,Thomas Aiken,6
190,T190,,Dominic Bozzelli,6
191,T190,,Chad Collins,6
192,T190,,Tommy Fleetwood,6
193,T190,,Matt Gilchrest,6
194,T190,,Scott Hend,6
195,T190,,Max Homa,6
196,T190,,Mark Hubbard,6
197,T190,,Martin Kaymer,6
198,T190,,Matt Kuchar,6
199,T190,,Rick Lamb,6
200,T190,,Nicholas Lindheim,6
201,T190,,Will MacKenzie,6
202,T190,,Hunter Mahan,6
203,T190,,George McNeill,6
204,T190,,Grayson Murray,6
205,T190,,Ian Poulter,6
206,T190,,Kyle Reifers,6
207,T190,,Tag Ridings,6
208,T190,,Andres Romero,6
209,T190,,Michael Thompson,6
210,T211,,Mark Anderson,5
211,T211,,Stuart Appleby,5
212,T211,,Arjun Atwal,5
213,T211,,Brian Campbell,5
214,T211,,Miguel Angel Carballo,5
215,T211,,Jared du Toit,5
216,T211,,Bob Estes,5
217,T211,,Gonzalo Fernandez-Castaño,5
218,T211,,Tommy Gainey,5
219,T211,,Kramer Hickok,5
220,T211,,Sam Horsfield,5
221,T211,,Freddie Jacobson,5
222,T211,,Jerry Kelly,5
223,T211,,Kurt Kitayama,5
224,T211,,Søren Kjeldsen,5
225,T211,,Andrew Loupe,5
226,T211,,Bill Lunde,5
227,T211,,Steve Marino,5
228,T211,,Sebastián Muñoz,5
229,T211,,Alex Noren,5
230,T211,,Patrick Rodgers,5
231,T211,,Vijay Singh,5
232,T211,,Young-han Song,5
233,T211,,Bubba Watson,5
234,T211,,Charlie Wi,5
235,T211,,Willy Wilcox,5
236,T211,,Mark Wilson,5
237,T238,,Tyler Aldridge,4
238,T238,,Robert Allenby,4
239,T238,,"Rich Berberian, Jr.",4
240,T238,,Joseph Bramlett,4
241,T238,,Sam Burns,4
242,T238,,Cameron Davis,4
243,T238,,Brendon de Jonge,4
244,T238,,Ernie Els,4
245,T238,,Chris Evans,4
246,T238,,Matthew Fitzpatrick,4
247,T238,,Oscar Fraustro,4
248,T238,,Nick Hardy,4
249,T238,,Andrew Johnston,4
250,T238,,Hyung-Sung Kim,4
251,T238,,Si Woo Kim,4
252,T238,,Grant Leaver,4
253,T238,,Lee McCoy,4
254,T238,,Maverick McNealy,4
255,T238,,John Merrick,4
256,T238,,Shaun Micheel,4
257,T238,,Keith Mitchell,4
258,T238,,Thorbjørn Olesen,4
259,T238,,Rob Oppenheim,4
260,T238,,Ryan Palmer,4
261,T238,,Eddie Pepperell,4
262,T238,,Carl Pettersson,4
263,T238,,Kenny Pigman,4
264,T238,,Michael Putnam,4
265,T238,,Steve Stricker,4
266,T238,,Zack Sucher,4
267,T238,,Hideto Tanihara,4
268,T238,,Jeunghun Wang,4
269,T238,,Lee Westwood,4
270,T238,,Bobby Wyatt,4
271,T238,,Xinjun Zhang,4
272,T273,,Craig Barlow,3
273,T273,,Shane Bertsch,3
274,T273,,Richard Bland,3
275,T273,,Steven Bowditch,3
276,T273,,Mark Brooks,3
277,T273,,Dean Burmester,3
278,T273,,Ángel Cabrera,3
279,T273,,Will Cannon,3
280,T273,,George Coetzee,3
281,T273,,Brett Coletta,3
282,T273,,Charlie Danielson,3
283,T273,,Zecheng Dou,3
284,T273,,Kevin Dougherty,3
285,T273,,Derek Ernst,3
286,T273,,Marcus Fraser,3
287,T273,,Jason Gore,3
288,T273,,Padraig Harrington,3
289,T273,,Tim Herron,3
290,T273,,Beau Hossler,3
291,T273,,Michael Johnson,3
292,T273,,Chan Kim,3
293,T273,,Satoshi Kodaira,3
294,T273,,Justin Leonard,3
295,T273,,Troy Matteson,3
296,T273,,Carlos Ortiz,3
297,T273,,Richie Ramsay,3
298,T273,,John Rollins,3
299,T273,,Ryan Ruffels,3
300,T273,,Brandon Stone,3
301,T273,,Andy Sullivan,3
302,T273,,Josh Teater,3
303,T273,,Braden Thornberry,3
304,T273,,D.J. Trahan,3
305,T273,,Chris Wood,3
306,T273,,Y.E. Yang,3
307,T273,,Fabrizio Zanotti,3
308,T309,,Brad Adamonis,2
309,T309,,Anders Albertson,2
310,T309,,Abraham Ancer,2
311,T309,,Matt Atkins,2
312,T309,,Eric Axley,2
313,T309,,Hugo Bernard,2
314,T309,,Cyril Bouniol,2
315,T309,,Michael Bradley,2
316,T309,,Sam Brazel,2
317,T309,,Cameron Champ,2
318,T309,,Erik Compton,2
319,T309,,Stuart Deane,2
320,T309,,Roberto Díaz,2
321,T309,,Andrew Dodt,2
322,T309,,Bradley Dredge,2
323,T309,,David Drysdale,2
324,T309,,Ryan Fox,2
325,T309,,Fred Funk,2
326,T309,,Jonathan Garrick,2
327,T309,,Bobby Gates,2
328,T309,,Gavin Kyle Green,2
329,T309,,Wes Homan,2
330,T309,,Yuta Ikeda,2
331,T309,,Thongchai Jaidee,2
332,T309,,Austin James,2
333,T309,,Rikard Karlberg,2
334,T309,,Daisuke Kataoka,2
335,T309,,K.T. Kim,2
336,T309,,Colt Knost,2
337,T309,,HaoTong Li,2
338,T309,,WC Liang,2
339,T309,,David Lipsky,2
340,T309,,Michael Lorenzo-Vera,2
341,T309,,Dru Love,2
342,T309,,Justin Lower,2
343,T309,,Yusaku Miyazato,2
344,T309,,Drew Nesbitt,2
345,T309,,Joaquin Niemann,2
346,T309,,Daniel Obremski,2
347,T309,,John Oda,2
348,T309,,Bryn Parry,2
349,T309,,Tim Petrovic,2
350,T309,,"Ted Potter, Jr.",2
351,T309,,Brian Rowell,2
352,T309,,Marcelo Rozo,2
353,T309,,Jared Sawada,2
354,T309,,Chase Seiffert,2
355,T309,,Chan Shih-chang,2
356,T309,,Mark Silvers,2
357,T309,,Chris Smith,2
358,T309,,Jordan L Smith,2
359,T309,,Soomin Lee,2
360,T309,,Matthew Southgate,2
361,T309,,Richard Sterne,2
362,T309,,Miguel Tabuena,2
363,T309,,Sahith Theegala,2
364,T309,,Brendon Todd,2
365,T309,,Toby Tree,2
366,T309,,Marc Turnesa,2
367,T309,,Sebastián Vázquez,2
368,T309,,Zach Wright,2
