,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,,Justin Thomas,91,19
1,2,,Jon Rahm,33,16
2,3,,Jonathan Byrd,356,13
3,4,,Ricky Barnes,258,12
4,T5,,Julián Etulain,22,11
5,T5,,Brooks Koepka,83,11
6,T5,,Jordan Spieth,122,11
7,T8,,Andres Gonzales,119,10
8,T8,,Boo Weekley,297,10
9,T10,,Lucas Glover,356,8
10,T10,,Bill Haas,331,8
11,T10,,Phil Mickelson,542,8
12,T10,,Dicky Pride,447,8
13,T10,,Steve Wheatcroft,146,8
14,T15,,Ryan Brehm,26,7
15,T15,,Xander Schauffele,29,7
16,T15,,David Toms,587,7
17,T18,,Matt Gilchrest,2,6
18,T18,,Mark Hubbard,79,6
19,T18,,Luke List,90,6
20,T18,,Ian Poulter,220,6
21,T22,,Rafa Cabrera Bello,46,5
22,T22,,James Hahn,134,5
23,T22,,Kramer Hickok,4,5
24,T22,,Kevin Kisner,156,5
25,T22,,Kurt Kitayama,2,5
26,T22,,Anirban Lahiri,57,5
27,T22,,Jamie Lovemark,117,5
28,T22,,Will MacKenzie,252,5
29,T22,,Hunter Mahan,368,5
30,T22,,Charlie Wi,245,5
31,T22,,Tim Wilkinson,153,5
32,T33,,Robert Allenby,485,4
33,T33,,Joseph Bramlett,29,4
34,T33,,Sam Burns,4,4
35,T33,,Roberto Castro,148,4
36,T33,,Bud Cauley,120,4
37,T33,,K.J. Choi,423,4
38,T33,,Cameron Davis,1,4
39,T33,,Bryson DeChambeau,45,4
40,T33,,Chris Evans,1,4
41,T33,,Oscar Fraustro,25,4
42,T33,,Nick Hardy,3,4
43,T33,,Hyung-Sung Kim,11,4
44,T33,,Grant Leaver,4,4
45,T33,,Davis Love III,717,4
46,T33,,Shane Lowry,58,4
47,T33,,George McNeill,265,4
48,T33,,John Merrick,255,4
49,T33,,Troy Merritt,153,4
50,T33,,Keith Mitchell,1,4
51,T33,,Grayson Murray,30,4
52,T33,,Sean O'Hair,328,4
53,T33,,Eddie Pepperell,4,4
54,T33,,Chez Reavie,227,4
55,T33,,Cameron Smith,61,4
56,T57,,Craig Barlow,290,3
57,T57,,Will Cannon,2,3
58,T57,,Brendon de Jonge,282,3
59,T57,,Zecheng Dou,3,3
60,T57,,Sergio Garcia,301,3
61,T57,,Cody Gribble,33,3
62,T57,,Billy Hurley III,135,3
63,T57,,Chan Kim,2,3
64,T57,,Martin Laird,235,3
65,T57,,Peter Malnati,77,3
66,T57,,Rory McIlroy,122,3
67,T57,,Henrik Norlander,47,3
68,T57,,D.J. Trahan,277,3
69,T70,,Brad Adamonis,70,2
70,T70,,Hugo Bernard,2,2
71,T70,,Michael Bradley,393,2
72,T70,,Keegan Bradley,178,2
73,T70,,Andrew Dodt,4,2
74,T70,,Brett Drewitt,18,2
75,T70,,David Drysdale,2,2
76,T70,,Matt Every,178,2
77,T70,,Tony Finau,90,2
78,T70,,Rickie Fowler,189,2
79,T70,,Fred Funk,634,2
80,T70,,Bobby Gates,98,2
81,T70,,Jason Gore,274,2
82,T70,,Russell Henley,128,2
83,T70,,Billy Horschel,173,2
84,T70,,Ryo Ishikawa,140,2
85,T70,,Austin James,1,2
86,T70,,Rikard Karlberg,7,2
87,T70,,Daisuke Kataoka,2,2
88,T70,,Martin Kaymer,106,2
89,T70,,Colt Knost,172,2
90,T70,,Jason Kokrak,156,2
91,T70,,Matt Kuchar,393,2
92,T70,,WC Liang,25,2
93,T70,,William McGirt,201,2
94,T70,,Drew Nesbitt,1,2
95,T70,,Louis Oosthuizen,126,2
96,T70,,Bryn Parry,4,2
97,T70,,Brian Rowell,9,2
98,T70,,Marcelo Rozo,2,2
99,T70,,Charl Schwartzel,150,2
100,T70,,Chan Shih-chang,2,2
101,T70,,Mark Silvers,7,2
102,T70,,Chris Smith,323,2
103,T70,,Jordan L Smith,1,2
104,T70,,Matthew Southgate,3,2
105,T70,,Richard Sterne,54,2
106,T70,,Toby Tree,1,2
