,Driving_Pct._300-320_All_Drives_RANK THIS WEEK,Driving_Pct._300-320_All_Drives_RANK LAST WEEK,Driving_Pct._300-320_All_Drives_PLAYER NAME,Driving_Pct._300-320_All_Drives_ROUNDS,Driving_Pct._300-320_All_Drives_%,Driving_Pct._300-320_All_Drives_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300-320_All_Drives_RELATIVE TO PAR
0,1,1,John Daly,79,32.22,300,931,-0.220
1,2,2,Vijay Singh,112,30.86,383,1241,-0.243
2,3,3,Hank Kuehne,91,29.52,343,1162,-0.052
3,4,4,Tag Ridings,53,27.99,171,611,-0.181
4,5,5,Lucas Glover,95,27.72,321,1158,-0.193
5,6,6,Chris Smith,105,26.98,344,1275,-0.151
6,7,7,Chris Couch,55,26.97,171,634,-0.058
7,8,8,Scott Hend,81,26.29,254,966,-0.035
8,9,9,Steve Allan,102,25.18,307,1219,-0.143
9,10,10,Mike Heinen,53,24.86,175,704,-0.160
10,11,11,Geoff Ogilvy,91,24.71,256,1036,-0.258
11,12,12,Harrison Frazar,86,24.21,237,979,-0.203
12,13,13,Dan Olsen,75,24.1,214,888,-0.019
13,14,14,Sergio Garcia,65,24.07,169,702,-0.160
14,15,15,J.J. Henry,103,23.99,302,1259,-0.152
15,T16,T16,Phil Mickelson,83,22.76,170,747,-0.235
16,T16,T16,Dennis Paulson,71,22.76,208,914,-0.197
17,18,18,Rich Beem,81,22.5,191,849,-0.157
18,19,19,Davis Love III,85,22.26,189,849,-0.185
19,20,20,Tiger Woods,78,22.05,168,762,-0.250
20,21,21,Rod Pampling,98,21.95,236,1075,-0.186
21,22,22,Rich Barcelo,67,21.94,179,816,-0.123
22,23,23,Tim Herron,84,21.93,202,921,-0.183
23,24,24,Ernie Els,62,21.9,127,580,-0.197
24,25,25,Brenden Pappas,111,21.72,296,1363,-0.247
25,26,26,Jonathan Byrd,85,21.66,217,1002,-0.171
26,27,27,Jason Bohn,98,21.63,263,1216,-0.205
27,28,28,Fred Couples,54,21.61,134,620,-0.254
28,29,29,Roger Tambellini,81,21.34,207,970,-0.130
29,30,30,Tom Carter,113,21.31,283,1328,-0.138
30,31,31,Kris Cox,73,21.09,178,844,-0.118
31,32,32,Daniel Chopra,108,21.04,268,1274,-0.190
32,33,33,Roland Thatcher,66,21.03,176,837,-0.165
33,34,34,Ryan Palmer,103,20.94,259,1237,-0.147
34,35,35,Deane Pappas,72,20.91,183,875,-0.153
35,36,36,Hunter Mahan,94,20.8,238,1144,-0.134
