,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,T1,T1,Craig Parry,52,51.32,39,76,-0.13
1,T1,T1,Nick Price,51,51.32,39,76,-0.08
2,3,3,Loren Roberts,81,50.0,75,150,-0.13
3,4,4,Fred Funk,97,48.3,85,176,-0.14
4,5,5,John Cook,57,48.11,51,106,-0.18
5,6,6,Mark O'Meara,58,47.92,46,96,-0.11
6,7,7,Tim Clark,84,47.3,70,148,-0.13
7,8,8,Bob Estes,73,44.07,52,118,+0.02
8,9,9,David Frost,78,43.59,68,156,-0.15
9,10,10,David Morland IV,73,42.96,61,142,-0.10
10,11,11,Chris DiMarco,105,42.68,70,164,-0.19
11,12,12,José Coceres,68,41.41,53,128,+0.06
12,13,13,Bart Bryant,73,41.3,57,138,-0.05
13,14,14,Robert Damron,92,40.76,75,184,+0.05
14,15,15,Dan Forsman,79,40.67,61,150,+0.02
15,16,16,Kevin Na,100,40.63,78,192,-0.01
16,17,17,Omar Uresti,85,40.36,67,166,-0.07
17,18,18,Bob Tway,90,40.14,57,142,-0.11
18,T19,T19,Brad Faxon,94,40.0,60,150,-0.12
19,T19,T19,Spike McRoy,93,40.0,68,170,+0.04
20,21,21,Pat Bates,99,39.18,76,194,+0.01
21,22,22,Scott Hoch,52,39.13,36,92,-0.08
22,23,23,Guy Boros,64,39.06,50,128,+0.18
23,T24,T24,Bob Burns,88,38.95,67,172,+0.07
24,T24,T24,Jerry Kelly,113,38.95,74,190,-0.16
25,T26,T26,Jeff Maggert,60,38.89,42,108,-0.02
26,T26,T26,Gene Sauers,83,38.89,63,162,-0.06
27,T26,T26,Esteban Toledo,92,38.89,70,180,+0.04
28,29,29,Brian Gay,96,38.59,71,184,-0.06
29,30,30,Len Mattiace,75,38.36,56,146,-0.05
30,31,31,Dicky Pride,66,38.1,48,126,-0.06
31,32,32,Heath Slocum,92,38.07,67,176,+0.01
32,T33,T33,Mark Brooks,72,37.88,50,132,+0.02
33,T33,T33,Luke Donald,72,37.88,50,132,-0.12
34,35,35,Mike Weir,75,37.7,46,122,-0.20
35,36,36,Tom Byrum,83,37.66,58,154,-0.05
36,37,37,Hidemichi Tanaka,89,37.65,61,162,-0.13
37,38,38,Cliff Kresge,89,37.35,62,166,-0.03
38,39,39,Jeff Sluman,98,37.08,66,178,-0.12
39,40,40,J.P. Hayes,79,36.99,54,146,+0.07
40,41,41,Shigeki Maruyama,93,36.88,59,160,-0.08
41,42,42,Scott Verplank,92,36.67,55,150,-0.29
42,43,43,Justin Leonard,90,36.62,52,142,-0.13
