,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
0,1,1,Joe Durant,85,6,5,1
1,2,2,John Senden,99,8,2,6
2,3,3,Robert Allenby,93,19,11,8
3,4,4,Tom Lehman,70,22,19,3
4,T5,T5,Lucas Glover,95,41,3,38
5,T5,T5,Vaughn Taylor,84,41,18,23
6,T7,T7,Craig Barlow,80,42,8,34
7,T7,T7,Bo Van Pelt,107,42,10,32
8,T9,T9,Bart Bryant,73,43,30,13
9,T9,T9,Ted Purdy,114,43,3,40
10,11,11,Phil Mickelson,83,44,34,10
11,T12,T12,Briny Baird,100,45,40,5
12,T12,T12,Olin Browne,92,45,33,12
13,T14,T14,Roland Thatcher,66,49,22,27
14,T14,T14,Duffy Waldorf,79,49,40,9
15,T14,T14,Mark Wilson,62,49,35,14
16,17,17,Zach Johnson,109,50,21,29
17,18,18,Joey Sindelar,100,52,16,36
18,T19,T19,Vijay Singh,112,54,52,2
19,T19,T19,Chris Smith,105,54,47,7
20,21,21,Kenny Perry,79,55,37,18
21,22,22,Jason Bohn,98,57,7,50
22,23,23,Cameron Beckman,99,59,14,45
23,24,24,J.J. Henry,103,61,5,56
24,25,25,Kent Jones,99,62,23,39
25,T26,T26,Brian Bateman,84,63,9,54
26,T26,T26,Geoff Ogilvy,91,63,14,49
27,28,28,Jeff Brehaut,106,65,1,64
28,29,29,Retief Goosen,56,71,54,17
29,30,30,John Huston,62,77,61,16
30,31,31,Woody Austin,94,84,59,25
31,32,32,Stephen Ames,97,85,61,24
32,33,33,Scott Verplank,92,87,67,20
33,34,34,Arron Oberholser,77,89,45,44
34,T35,T35,Pat Perez,102,90,24,66
35,T35,T35,Tom Pernice Jr.,103,90,40,50
36,37,37,Jonathan Kaye,79,92,35,57
37,38,38,Notah Begay III,71,93,27,66
38,39,39,J.L. Lewis,106,98,40,58
39,T40,T40,Luke Donald,72,100,89,11
40,T40,T40,Steve Elkington,64,100,30,70
41,42,42,Billy Mayfair,109,101,26,75
42,43,43,Jay Williamson,100,102,13,89
43,T44,T44,Harrison Frazar,86,106,12,94
44,T44,T44,Scott McCarron,88,106,16,90
45,T44,T44,Kirk Triplett,88,106,72,34
46,T47,T47,Scott Hoch,52,108,89,19
47,T47,T47,Heath Slocum,92,108,67,41
48,T49,T49,Steve Allan,102,113,61,52
49,T49,T49,Chad Campbell,100,113,82,31
50,T49,T49,Jeff Maggert,60,113,76,37
51,52,52,Brent Geiberger,94,114,29,85
52,53,53,Sergio Garcia,65,115,111,4
53,54,54,Ryan Palmer,103,116,28,88
54,55,55,Hidemichi Tanaka,89,118,47,71
55,56,56,Jerry Kelly,113,121,93,28
56,T57,T57,David Branshaw,84,126,61,65
57,T57,T57,Rocco Mediate,53,126,40,86
58,59,59,Danny Briggs,85,129,103,26
59,60,60,Robert Gamez,103,132,50,82
60,61,61,Tiger Woods,78,133,85,48
61,62,62,Mark Calcavecchia,79,135,32,103
62,63,63,D.J. Brigman,79,140,60,80
63,64,64,Frank Lickliter II,89,142,37,105
64,T65,T65,Charles Howell III,104,144,70,74
65,T65,T65,Jeff Sluman,98,144,129,15
66,67,67,Justin Rose,77,151,118,33
67,T68,T68,Tim Clark,84,153,74,79
68,T68,T68,Justin Leonard,90,153,80,73
69,T70,T70,Stuart Appleby,84,155,58,97
70,T70,T70,John Daly,79,155,95,60
71,T70,T70,Jason Dufner,79,155,89,66
72,73,73,Shaun Micheel,93,166,120,46
73,T74,T74,John Cook,57,167,109,58
74,T74,T74,Fred Couples,54,167,105,62
75,T74,T74,Carlos Franco,99,167,145,22
76,T74,T74,Richard Johnson,102,167,56,111
77,78,78,David Toms,80,169,148,21
78,79,79,Davis Love III,85,172,56,116
79,80,80,Matt Kuchar,83,173,82,91
80,81,81,Rich Beem,81,175,46,129
81,T82,T82,Chris DiMarco,105,176,133,43
82,T82,T82,Mike Heinen,53,176,20,156
83,84,84,Fred Funk,97,179,93,86
84,T85,T85,Pat Bates,99,180,117,63
85,T85,T85,Rod Pampling,98,180,111,69
86,87,87,Matt Gogel,86,181,39,142
87,88,88,Kevin Sutherland,86,182,47,135
88,89,89,Patrick Sheehan,113,186,85,101
89,90,90,John Rollins,90,187,25,162
90,91,91,Lee Janzen,84,188,158,30
91,92,92,Ernie Els,62,194,111,83
92,93,93,Adam Scott,55,195,111,84
93,94,94,Loren Roberts,81,196,142,54
94,95,95,Hunter Mahan,94,199,69,130
95,96,96,Tommy Armour III,87,201,103,98
96,97,97,Dennis Paulson,71,202,52,150
97,98,98,Russ Cochran,61,204,151,53
98,T99,T99,José Coceres,68,205,65,140
99,T99,T99,Kevin Na,100,205,98,107
100,T99,T99,Tag Ridings,53,205,89,116
101,102,102,Mark Hensby,97,207,66,141
102,T103,T103,Spike McRoy,93,209,107,102
103,T103,T103,Brett Quigley,102,209,131,78
104,105,105,Deane Pappas,72,215,78,137
105,T106,T106,Daniel Chopra,108,217,95,122
106,T106,T106,Roger Tambellini,81,217,74,143
107,108,108,Stewart Cink,103,218,157,61
108,T109,T109,John Riegger,53,220,178,42
109,T109,T109,Rory Sabbatini,89,220,120,100
110,T111,T111,Jay Haas,84,221,174,47
111,T111,T111,Neal Lancaster,106,221,145,76
112,113,113,Brian Kortan,65,224,54,170
113,T114,T114,Tom Byrum,83,225,95,130
114,T114,T114,Tim Herron,84,225,129,96
115,T116,T116,Rich Barcelo,67,228,116,112
116,T116,T116,Andre Stolz,53,228,79,149
117,118,118,Jonathan Byrd,85,230,50,180
118,T119,T119,Steve Flesch,109,231,150,81
119,T119,T119,Steve Pate,71,231,132,99
120,121,121,Carl Pettersson,100,232,124,108
121,122,122,Robert Damron,92,233,107,126
122,T123,T123,Jay Delsing,76,235,125,110
123,T123,T123,Jesper Parnevik,86,235,163,72
124,125,125,Darren Clarke,54,238,118,120
125,126,126,Dudley Hart,60,239,148,91
126,127,127,J.P. Hayes,79,242,109,133
127,T128,T128,Kris Cox,73,243,71,172
128,T128,T128,Skip Kendall,99,243,85,158
129,130,130,Scott Hend,81,244,85,159
