,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
0,1,1,Vijay Singh,112,2.339,0.87,1.1159999999999999,0.35200000000000004,89
1,2,2,Sergio Garcia,65,1.9080000000000001,0.606,1.2109999999999999,0.091,50
2,3,3,Ernie Els,62,1.776,0.622,0.7090000000000001,0.445,41
3,4,4,Tiger Woods,78,1.5290000000000001,0.321,0.873,0.335,54
4,5,5,Phil Mickelson,83,1.411,0.597,0.597,0.217,54
5,6,6,Justin Rose,77,1.296,0.28300000000000003,0.882,0.131,63
6,7,7,Scott Verplank,92,1.274,0.319,0.971,-0.016,68
7,8,8,Jay Haas,84,1.2329999999999999,-0.134,0.862,0.506,61
8,9,9,Kenny Perry,79,1.226,0.73,0.512,-0.017,62
9,10,10,Retief Goosen,56,1.197,0.379,0.604,0.213,40
10,11,11,Tom Lehman,70,1.1840000000000002,0.392,0.596,0.196,58
11,12,12,Jeff Sluman,98,1.143,0.19899999999999998,0.76,0.184,82
12,13,13,John Huston,62,1.127,0.205,0.701,0.221,45
13,14,14,David Toms,80,1.045,0.102,0.968,-0.024,59
14,15,15,Fred Couples,54,1.036,0.23399999999999999,0.37,0.43200000000000005,44
15,16,16,Scott Hoch,52,1.002,0.237,0.721,0.045,46
16,17,17,Robert Allenby,93,1.0,0.541,0.675,-0.215,72
17,18,18,Stewart Cink,103,0.973,-0.14300000000000002,0.7240000000000001,0.391,79
18,19,19,Rory Sabbatini,89,0.961,0.321,0.322,0.317,74
19,20,20,Joe Durant,85,0.956,0.6920000000000001,0.45299999999999996,-0.19,76
20,21,21,Jerry Kelly,113,0.9470000000000001,0.081,0.616,0.25,88
21,22,22,Chris DiMarco,105,0.9420000000000001,0.134,0.508,0.299,77
22,23,23,Davis Love III,85,0.879,0.491,0.23199999999999998,0.156,61
23,24,24,Luke Donald,72,0.878,0.044000000000000004,0.563,0.271,62
24,25,25,Stuart Appleby,84,0.866,0.5379999999999999,0.066,0.263,59
25,26,26,Stephen Ames,97,0.851,0.218,0.7120000000000001,-0.078,80
26,27,27,Bo Van Pelt,107,0.8,0.512,0.19399999999999998,0.094,82
27,28,28,Lee Janzen,84,0.785,-0.16699999999999998,0.6920000000000001,0.26,70
28,29,29,Carlos Franco,99,0.779,0.13,0.413,0.23600000000000002,90
29,30,30,Tim Clark,84,0.775,0.184,0.691,-0.099,71
30,31,31,Justin Leonard,90,0.75,0.035,0.379,0.336,65
31,32,32,Kirk Triplett,88,0.733,0.192,0.292,0.249,66
32,33,33,Chad Campbell,100,0.711,0.183,0.66,-0.132,77
33,34,34,John Daly,79,0.708,0.47700000000000004,0.042,0.19,67
34,35,35,Bernhard Langer,59,0.7,0.028999999999999998,0.616,0.055,42
35,36,36,Woody Austin,94,0.687,0.381,0.35,-0.045,83
36,37,37,Ben Curtis,56,0.669,0.171,0.27399999999999997,0.223,41
37,38,38,Peter Lonard,68,0.659,0.365,0.294,0.001,54
38,39,39,Joey Sindelar,100,0.634,0.281,0.679,-0.327,89
39,40,40,Craig Barlow,80,0.633,0.38299999999999995,0.027999999999999997,0.222,69
40,41,41,Zach Johnson,109,0.629,0.5670000000000001,0.128,-0.066,89
41,42,42,Tim Herron,84,0.618,0.225,0.212,0.182,66
42,43,43,Vaughn Taylor,84,0.615,0.207,0.426,-0.018000000000000002,77
43,44,44,Duffy Waldorf,79,0.611,0.157,0.568,-0.114,59
44,45,45,Bart Bryant,73,0.61,0.226,0.484,-0.1,65
45,46,46,Ted Purdy,114,0.609,0.369,0.322,-0.081,103
46,47,47,Adam Scott,55,0.603,0.18,0.5710000000000001,-0.147,40
47,48,48,Arron Oberholser,77,0.575,0.243,0.23199999999999998,0.1,62
48,49,49,Dudley Hart,60,0.5710000000000001,0.064,0.557,-0.051,46
49,50,50,Fred Funk,97,0.5660000000000001,0.121,0.456,-0.011000000000000001,83
50,51,51,Briny Baird,100,0.5489999999999999,0.21600000000000003,0.374,-0.040999999999999995,81
51,52,52,Charles Howell III,104,0.541,0.428,0.018000000000000002,0.095,76
52,53,53,Mike Weir,75,0.511,-0.028999999999999998,0.35100000000000003,0.19,55
53,54,54,Heath Slocum,92,0.51,0.13,0.257,0.12300000000000001,83
54,55,55,Bob Estes,73,0.469,-0.273,0.48,0.262,51
55,56,56,J.J. Henry,103,0.45799999999999996,0.574,-0.045,-0.071,91
56,57,57,John Senden,99,0.439,0.35600000000000004,0.177,-0.094,86
57,58,58,Robert Damron,92,0.436,0.054000000000000006,0.35600000000000004,0.026000000000000002,84
58,59,59,Robert Gamez,103,0.433,0.111,0.37799999999999995,-0.055999999999999994,90
59,60,60,Dennis Paulson,71,0.428,0.40399999999999997,-0.053,0.077,66
60,61,61,Rod Pampling,98,0.42,0.183,0.013999999999999999,0.223,78
61,62,62,Kevin Sutherland,86,0.419,0.24100000000000002,-0.13699999999999998,0.315,67
62,63,63,Shigeki Maruyama,93,0.41700000000000004,-0.198,0.493,0.122,78
63,64,64,Alex Cejka,76,0.39399999999999996,0.11900000000000001,0.255,0.02,57
64,65,65,Geoff Ogilvy,91,0.37799999999999995,0.305,0.008,0.064,76
65,66,66,K.J. Choi,83,0.36700000000000005,0.009000000000000001,0.33799999999999997,0.02,63
66,67,67,Cameron Beckman,99,0.366,0.028999999999999998,0.364,-0.026000000000000002,87
67,68,68,Frank Lickliter II,89,0.35600000000000004,0.32799999999999996,0.191,-0.163,78
68,69,69,Kevin Na,100,0.345,0.09,0.115,0.14,86
69,70,70,Jason Bohn,98,0.337,0.369,0.11900000000000001,-0.15,88
70,71,71,Notah Begay III,71,0.32899999999999996,0.192,0.06,0.077,63
71,72,72,Tom Pernice Jr.,103,0.32299999999999995,0.096,0.222,0.005,86
72,73,73,Billy Mayfair,109,0.312,0.242,-0.06,0.13,93
73,74,74,Pat Perez,102,0.301,0.32899999999999996,0.06,-0.087,86
74,75,75,Steve Flesch,109,0.29600000000000004,-0.066,0.24,0.121,82
75,76,76,Jesper Parnevik,86,0.294,0.27,-0.209,0.233,74
76,77,77,Jeff Maggert,60,0.28300000000000003,0.157,0.303,-0.177,50
77,78,78,Mark Hensby,97,0.282,0.23199999999999998,-0.07200000000000001,0.122,82
78,79,79,Rich Beem,81,0.27699999999999997,0.32,-0.11,0.067,61
