,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
61,62,62,Neal Lancaster,106,52.46,94933.9,180964
62,T63,T63,Niclas Fasth,61,52.45,52230.5,99578
63,T63,T63,Brian Kortan,65,52.45,55566.6,105947
64,T65,T65,Stewart Cink,103,52.41,77823.4,148483
65,T65,T65,Frank Lickliter II,89,52.41,69151.9,131950
66,67,67,Jonathan Kaye,79,52.39,57094.5,108972
67,68,68,Aaron Baddeley,87,52.35,71995.5,137523
68,69,69,Cameron Beckman,99,52.34,84660.9,161741
69,70,70,Craig Barlow,80,52.31,69251.2,132397
70,71,71,Patrick Sheehan,113,52.28,98257.4,187960
71,T72,T72,Peter Lonard,68,52.25,52064.1,99643
72,T72,T72,Tommy Tolles,67,52.25,59906.7,114658
73,74,74,Grant Waite,79,52.22,69580.9,133240
74,75,75,Joey Sindelar,100,52.21,87234.9,167075
75,76,76,Michael Allen,87,52.18,75273.5,144256
76,77,77,Justin Rose,77,52.15,62486.4,119815
77,78,78,J.L. Lewis,106,52.13,80537.0,154505
78,T79,T79,Mark Calcavecchia,79,52.1,62397.1,119756
79,T79,T79,Chad Campbell,100,52.1,69787.8,133956
80,T79,T79,Jason Dufner,79,52.1,70031.1,134406
81,82,82,Brent Geiberger,94,52.08,79754.8,153140
82,T83,T83,Jay Delsing,76,52.04,63251.8,121547
83,T83,T83,Charles Howell III,104,52.04,75317.4,144737
84,85,85,John Riegger,53,52.03,48996.5,94178
85,T86,T86,Stephen Ames,97,52.0,77130.1,148327
86,T86,T86,Tim Petrovic,111,52.0,83919.6,161369
87,T88,T88,Darren Clarke,54,51.99,27308.1,52527
88,T88,T88,Joe Ogilvie,104,51.99,82171.2,158043
89,90,90,Jesper Parnevik,86,51.98,68101.9,131006
90,91,91,Jeff Brehaut,106,51.97,91651.6,176354
91,92,92,Arjun Atwal,85,51.92,73386.9,141344
92,T93,T93,Danny Ellis,81,51.89,69068.0,133101
93,T93,T93,Kevin Sutherland,86,51.89,64000.6,123334
94,95,95,Craig Perks,75,51.86,60658.2,116967
95,96,96,John Rollins,90,51.84,70496.7,135984
96,97,97,Tripp Isenhour,55,51.82,47344.7,91357
97,98,98,Notah Begay III,71,51.8,61559.5,118852
98,99,99,John Huston,62,51.78,42333.2,81749
99,100,100,Matt Kuchar,83,51.77,76066.4,146930
100,101,101,Steve Elkington,64,51.76,54603.3,105487
101,102,102,Todd Hamilton,92,51.74,67763.6,130963
102,103,103,Freddie Jacobson,83,51.68,60913.1,117868
103,104,104,Robert Gamez,103,51.67,87197.7,168744
104,T105,T105,Zach Johnson,109,51.63,83557.4,161827
105,T105,T105,Tom Pernice Jr.,103,51.63,86389.5,167335
106,T107,T107,Dudley Hart,60,51.62,42608.6,82544
107,T107,T107,Mark Hensby,97,51.62,77765.7,150649
108,109,109,Joe Durant,85,51.58,72722.5,140982
109,110,110,Kent Jones,99,51.56,84735.7,164353
110,T111,T111,Ben Crane,92,51.53,74832.8,145218
111,T111,T111,Jay Williamson,100,51.53,87640.6,170086
112,113,113,Lee Janzen,84,51.51,69492.6,134907
113,114,114,Paul Azinger,75,51.5,64676.9,125598
114,T115,T115,Greg Chalmers,70,51.49,63709.6,123733
115,T115,T115,Jeff Maggert,60,51.49,46594.3,90487
116,117,117,David Toms,80,51.46,55338.3,107536
117,118,118,Alex Cejka,76,51.4,56540.8,110012
118,119,119,Rocco Mediate,53,51.36,34947.8,68044
119,120,120,Shaun Micheel,93,51.34,63177.5,123060
120,T121,T121,K.J. Choi,83,51.3,63221.3,123247
121,T121,T121,Arron Oberholser,77,51.3,63269.1,123320
122,123,123,David Branshaw,84,51.28,70339.3,137154
123,124,124,Cliff Kresge,89,51.25,73994.9,144380
124,125,125,Ken Duke,89,51.23,77241.4,150782
125,126,126,Glen Day,101,51.21,85630.8,167202
126,127,127,Billy Mayfair,109,51.19,92264.5,180244
127,T128,T128,Ben Curtis,56,51.18,37228.9,72739
128,T128,T128,David Gossett,57,51.18,51021.0,99680
129,130,130,Matt Gogel,86,51.17,66616.2,130186
130,131,131,Duffy Waldorf,79,51.14,57866.7,113144
131,132,132,Billy Andrade,104,51.11,90284.5,176647
132,133,133,Todd Fischer,104,51.1,85038.5,166421
133,134,134,Danny Briggs,85,51.04,72524.0,142084
134,135,135,Scott Hoch,52,50.97,40492.9,79437
135,136,136,Dean Wilson,99,50.96,89359.4,175358
136,137,137,Steve Pate,71,50.93,59066.8,115983
137,138,138,Bart Bryant,73,50.91,58235.7,114399
138,139,139,Mike Weir,75,50.88,45580.6,89576
139,140,140,Spike McRoy,93,50.83,77198.7,151891
140,141,141,Mark Wilson,62,50.82,53823.0,105903
141,T142,T142,Guy Boros,64,50.79,55207.2,108700
142,T142,T142,Justin Leonard,90,50.79,57439.5,113092
143,144,144,Dan Forsman,79,50.77,64700.8,127446
144,145,145,Blaine McCallister,68,50.74,59473.0,117208
145,146,146,Richard Johnson,102,50.72,89155.8,175773
146,147,147,Hirofumi Miyase,65,50.71,52683.4,103890
147,T148,T148,Steve Flesch,109,50.69,75221.5,148393
148,T148,T148,David Peoples,82,50.69,73305.5,144612
149,150,150,Bernhard Langer,59,50.65,42094.5,83111
150,151,151,Steve Stricker,81,50.63,67786.3,133898
151,152,152,Olin Browne,92,50.58,74579.9,147435
152,153,153,Jeff Sluman,98,50.57,77369.2,152999
153,154,154,J.P. Hayes,79,50.56,63614.2,125823
154,155,155,Bob Estes,73,50.54,46500.3,92016
155,156,156,Russ Cochran,61,50.51,49228.2,97466
156,157,157,Dicky Pride,66,50.49,57752.6,114382
157,158,158,José Coceres,68,50.48,55368.7,109690
158,159,159,Shigeki Maruyama,93,50.43,66203.8,131291
159,160,160,Bob Tway,90,50.42,55747.6,110559
160,161,161,Skip Kendall,99,50.37,75719.9,150317
161,162,162,Heath Slocum,92,50.35,77485.6,153884
162,163,163,Jerry Kelly,113,50.34,79909.2,158744
163,164,164,Kevin Na,100,50.32,83184.4,165316
164,T165,T165,Luke Donald,72,50.31,55055.0,109438
165,T165,T165,Stephen Leaney,84,50.31,54606.3,108537
166,167,167,Chris DiMarco,105,50.28,72057.5,143325
167,T168,T168,Robert Damron,92,50.25,79772.8,158763
168,T168,T168,Gene Sauers,83,50.25,70574.7,140436
169,170,170,Kirk Triplett,88,50.23,57074.5,113618
170,171,171,Hidemichi Tanaka,89,50.15,75720.5,151002
171,172,172,Tim Clark,84,50.14,64984.9,129598
172,173,173,Brian Gay,96,50.11,82953.7,165554
173,174,174,Pat Bates,99,49.96,82913.0,165973
174,175,175,Craig Parry,52,49.9,35813.1,71763
175,176,176,Scott Verplank,92,49.88,61231.7,122752
176,177,177,Chris Riley,78,49.82,49163.5,98674
177,178,178,Scott Simpson,55,49.81,44060.4,88462
178,179,179,Bob Burns,88,49.79,71743.5,144079
179,180,180,Mark Brooks,72,49.76,52420.2,105350
180,181,181,Len Mattiace,75,49.62,66646.7,134313
181,182,182,Nick Price,51,49.54,31803.5,64204
182,183,183,Jay Haas,84,49.53,57696.4,116494
183,184,184,Esteban Toledo,92,49.51,73154.3,147767
184,185,185,Tom Byrum,83,49.49,62330.8,125935
185,186,186,David Frost,78,49.44,71092.7,143792
186,187,187,Omar Uresti,85,49.41,69917.7,141517
187,188,188,Brad Faxon,94,49.34,62552.8,126776
188,189,189,David Morland IV,73,49.32,58314.6,118235
189,190,190,Fred Funk,97,49.3,70526.3,143057
190,191,191,Loren Roberts,81,49.19,58338.6,118606
191,192,192,Mark O'Meara,58,49.08,37807.7,77034
192,193,193,Craig Bowden,83,49.07,67604.0,137764
193,194,194,José María Olazábal,56,48.95,43998.2,89888
194,195,195,John Cook,57,48.86,46599.9,95382
195,196,196,Corey Pavin,83,48.46,57185.6,118015
