,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
0,1,1,Scott Hend,81,55.98,71922.3,128476
1,2,2,Hank Kuehne,91,55.94,87785.5,156922
2,3,3,John Daly,79,55.34,69500.1,125590
3,T4,T4,Chris Couch,55,54.75,47749.4,87211
4,T4,T4,Ernie Els,62,54.75,32922.4,60130
5,6,6,Chris Smith,105,54.72,98085.0,179236
6,7,7,Davis Love III,85,54.65,55994.9,102460
7,8,8,Mike Heinen,53,54.6,52546.2,96245
8,9,9,Lucas Glover,95,54.46,86299.3,158471
9,10,10,Geoff Ogilvy,91,54.44,81615.2,149917
10,11,11,Vijay Singh,112,54.41,84653.6,155596
11,12,12,Tag Ridings,53,54.36,48155.3,88583
12,13,13,Dennis Paulson,71,54.3,67394.9,124119
13,14,14,Tiger Woods,78,54.27,50306.4,92699
14,15,15,Adam Scott,55,54.24,33469.2,61706
15,16,16,Harrison Frazar,86,54.11,74342.8,137397
16,17,17,Brenden Pappas,111,54.07,101559.4,187814
17,18,18,Roger Tambellini,81,53.97,73736.2,136615
18,19,19,Kenny Perry,79,53.96,55842.9,103481
19,20,20,Jonathan Byrd,85,53.93,69131.6,128193
20,21,21,Phil Mickelson,83,53.84,53158.0,98736
21,22,22,Steve Allan,102,53.82,92202.4,171327
22,23,23,Sergio Garcia,65,53.73,47156.7,87771
23,T24,T24,Dan Olsen,75,53.61,65648.8,122456
24,T24,T24,Andre Stolz,53,53.61,46748.9,87195
25,26,26,J.J. Henry,103,53.51,91126.4,170298
26,T27,T27,Kris Cox,73,53.49,60922.0,113896
27,T27,T27,Retief Goosen,56,53.49,36350.3,67953
28,29,29,John Senden,99,53.48,83325.9,155798
29,30,30,Fred Couples,54,53.29,40670.3,76313
30,31,31,Tom Carter,113,53.24,96576.1,181402
31,32,32,Rich Beem,81,53.18,64151.2,120633
32,33,33,Deane Pappas,72,53.11,62316.3,117328
33,34,34,Rod Pampling,98,53.05,77097.4,145338
34,35,35,Hunter Mahan,94,53.03,81887.4,154409
35,36,36,Stuart Appleby,84,53.0,53444.8,100844
36,37,37,Brett Quigley,102,52.99,90115.6,170053
37,38,38,Daniel Chopra,108,52.97,92827.4,175239
38,T39,T39,Jason Bohn,98,52.94,88063.1,166347
39,T39,T39,Steve Lowery,91,52.94,74630.2,140979
40,T39,T39,Scott McCarron,88,52.94,79307.1,149802
41,T39,T39,Ryan Palmer,103,52.94,89731.8,169509
42,T39,T39,Bo Van Pelt,107,52.94,78055.0,147436
43,44,44,Tommy Armour III,87,52.93,68193.6,128827
44,45,45,Rory Sabbatini,89,52.91,68950.9,130308
45,46,46,Carlos Franco,99,52.8,89122.9,168787
46,47,47,Kevin Muncrief,50,52.78,44162.5,83673
47,48,48,Rich Barcelo,67,52.75,57139.0,108327
48,49,49,Carl Pettersson,100,52.73,80157.1,152025
49,50,50,Tom Lehman,70,52.71,54881.5,104122
50,51,51,Brian Bateman,84,52.69,73050.1,138652
51,52,52,Tim Herron,84,52.68,63701.7,120924
52,53,53,Roland Thatcher,66,52.58,60555.2,115172
53,54,54,Vaughn Taylor,84,52.56,76067.2,144719
54,55,55,Woody Austin,94,52.55,83853.2,159564
55,56,56,Ted Purdy,114,52.53,100322.4,190980
56,57,57,Mathias Grönberg,91,52.52,76583.1,145805
57,T58,T58,Robert Allenby,93,52.51,71418.8,136014
58,T58,T58,Briny Baird,100,52.51,78372.6,149254
59,T60,T60,D.J. Brigman,79,52.49,66502.8,126697
60,T60,T60,Pat Perez,102,52.49,82582.7,157342
