,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,Hank Kuehne,91,53.79,625,1162,-0.134
1,2,2,Scott Hend,81,49.9,482,966,-0.133
2,3,3,John Daly,79,46.51,433,931,-0.22899999999999998
3,4,4,Tag Ridings,53,44.84,274,611,-0.179
4,5,5,Vijay Singh,112,43.59,541,1241,-0.285
5,6,6,Chris Couch,55,42.9,272,634,-0.11800000000000001
6,7,7,Lucas Glover,95,41.11,476,1158,-0.21
7,8,8,Chris Smith,105,41.1,524,1275,-0.195
8,9,9,Mike Heinen,53,39.63,279,704,-0.19
9,10,10,Steve Allan,102,35.44,432,1219,-0.171
10,11,11,J.J. Henry,103,35.27,444,1259,-0.191
11,12,12,Davis Love III,85,34.86,296,849,-0.21600000000000003
12,13,13,Tiger Woods,78,33.86,258,762,-0.306
13,14,14,Geoff Ogilvy,91,33.59,348,1036,-0.27
14,15,15,Brenden Pappas,111,33.24,453,1363,-0.243
15,16,16,Dennis Paulson,71,33.04,302,914,-0.242
16,17,17,Harrison Frazar,86,32.69,320,979,-0.256
17,18,18,Dan Olsen,75,32.09,285,888,-0.07400000000000001
18,19,19,Roger Tambellini,81,31.75,308,970,-0.185
19,20,20,Sergio Garcia,65,31.62,222,702,-0.18899999999999997
20,21,21,Rich Beem,81,31.57,268,849,-0.146
21,22,22,Ernie Els,62,30.86,179,580,-0.207
22,23,23,Fred Couples,54,30.81,191,620,-0.267
23,24,24,Roland Thatcher,66,30.59,256,837,-0.13699999999999998
24,25,25,Phil Mickelson,83,30.52,228,747,-0.272
25,26,26,Kris Cox,73,30.45,257,844,-0.156
26,27,27,Andre Stolz,53,30.27,201,664,-0.179
27,28,28,Daniel Chopra,108,29.91,381,1274,-0.205
28,29,29,Kenny Perry,79,29.23,252,862,-0.163
29,30,30,Hunter Mahan,94,29.11,333,1144,-0.12
30,31,31,Tim Herron,84,28.88,266,921,-0.203
31,32,32,Jason Bohn,98,28.87,351,1216,-0.225
32,33,33,Deane Pappas,72,28.8,252,875,-0.19
33,34,34,Rod Pampling,98,28.37,305,1075,-0.187
34,35,35,Rich Barcelo,67,28.19,230,816,-0.139
