,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,1,1,Hirofumi Miyase,65,2.5,21,852,+0.286
1,2,2,John Huston,62,2.8,20,726,+0.100
2,3,3,Bart Bryant,73,2.9,28,958,+0.071
3,T4,T4,Craig Bowden,83,3.0,33,1102,+0.212
4,T4,T4,Olin Browne,92,3.0,36,1197,+0.250
5,T4,T4,Tom Byrum,83,3.0,31,1042,+0.129
6,T4,T4,Ernie Els,62,3.0,18,592,+0.111
7,T4,T4,David Frost,78,3.0,33,1086,+0.182
8,T4,T4,Mark O'Meara,58,3.0,19,642,+0.158
9,T4,T4,Mark Wilson,62,3.0,25,836,+0.400
10,T11,T11,Darren Clarke,54,3.1,16,508,+0.313
11,T11,T11,Hidemichi Tanaka,89,3.1,35,1128,+0.143
12,T13,T13,Pat Bates,99,3.3,44,1351,+0.364
13,T13,T13,Notah Begay III,71,3.3,31,934,+0.194
14,T13,T13,Luke Donald,72,3.3,30,896,+0.367
15,T13,T13,Pat Perez,102,3.3,43,1313,+0.233
16,T13,T13,Ted Purdy,114,3.3,50,1506,+0.300
17,T18,T18,John Cook,57,3.4,25,737,+0.120
18,T18,T18,Joe Durant,85,3.4,39,1152,+0.103
19,T20,T20,Cameron Beckman,99,3.5,46,1308,+0.174
20,T20,T20,Tim Clark,84,3.5,36,1032,+0.222
21,T20,T20,Lucas Glover,95,3.5,43,1240,+0.279
22,T23,T23,Bob Estes,73,3.6,29,816,-0.069
23,T23,T23,Jay Williamson,100,3.6,49,1362,+0.347
24,T25,T25,Ben Crane,92,3.7,45,1232,+0.267
25,T25,T25,Corey Pavin,83,3.7,38,1016,+0.289
26,T27,T27,José Coceres,68,3.8,34,894,+0.382
27,T27,T27,Fred Funk,97,3.8,47,1223,+0.447
28,T27,T27,Dicky Pride,66,3.8,32,852,+0.406
29,T27,T27,Tiger Woods,78,3.8,30,788,+0.100
30,T31,T31,Guy Boros,64,3.9,34,867,+0.353
31,T31,T31,Jeff Brehaut,106,3.9,55,1421,+0.364
32,T31,T31,Brian Kortan,65,3.9,33,838,+0.303
33,T34,T34,J.J. Henry,103,4.0,54,1350,+0.259
34,T34,T34,Davis Love III,85,4.0,34,856,-0.118
35,T34,T34,David Morland IV,73,4.0,39,963,+0.103
36,T37,T37,David Branshaw,84,4.1,46,1117,+0.370
37,T37,T37,Dan Forsman,79,4.1,42,1015,+0.238
38,T37,T37,Charles Howell III,104,4.1,47,1157,E
39,T37,T37,Loren Roberts,81,4.1,41,1012,+0.195
40,T37,T37,Scott Simpson,55,4.1,30,738,+0.333
41,T37,T37,Esteban Toledo,92,4.1,50,1227,+0.260
42,T37,T37,Kirk Triplett,88,4.1,41,1002,+0.122
43,T37,T37,Scott Verplank,92,4.1,43,1044,+0.163
44,T45,T45,Mike Heinen,53,4.2,30,712,+0.300
45,T45,T45,Zach Johnson,109,4.2,56,1328,+0.250
46,T45,T45,Spike McRoy,93,4.2,50,1180,+0.220
47,T45,T45,Kevin Na,100,4.2,55,1306,+0.164
48,T45,T45,Tag Ridings,53,4.2,28,666,+0.179
49,T45,T45,Heath Slocum,92,4.2,51,1227,+0.353
50,T45,T45,Bo Van Pelt,107,4.2,53,1251,+0.264
51,T52,T52,Tommy Armour III,87,4.3,50,1161,+0.160
52,T52,T52,Rich Barcelo,67,4.3,38,878,+0.447
53,T52,T52,Richard Johnson,102,4.3,60,1392,+0.200
54,T52,T52,Scott McCarron,88,4.3,49,1142,+0.306
55,T52,T52,Joey Sindelar,100,4.3,56,1309,+0.268
56,T57,T57,John Daly,79,4.4,45,1020,+0.200
57,T57,T57,Harrison Frazar,86,4.4,48,1082,+0.313
58,T57,T57,Brian Gay,96,4.4,56,1280,+0.250
59,T57,T57,Skip Kendall,99,4.4,53,1208,+0.245
60,T57,T57,Tom Lehman,70,4.4,38,868,+0.500
61,T57,T57,Kenny Perry,79,4.4,40,918,+0.250
62,T57,T57,Tim Petrovic,111,4.4,58,1326,+0.155
63,T64,T64,Rich Beem,81,4.5,42,931,+0.357
64,T64,T64,Greg Chalmers,70,4.5,43,946,+0.186
65,T64,T64,Scott Hoch,52,4.5,29,644,+0.103
66,T64,T64,Kent Jones,99,4.5,59,1320,+0.356
67,T64,T64,Arron Oberholser,77,4.5,42,934,+0.357
68,T69,T69,Steve Allan,102,4.6,61,1323,+0.262
69,T69,T69,Niclas Fasth,61,4.6,35,754,+0.057
70,T69,T69,Jay Haas,84,4.6,42,904,+0.262
71,T69,T69,Stephen Leaney,84,4.6,40,876,+0.150
72,T69,T69,J.L. Lewis,106,4.6,62,1338,+0.339
73,T69,T69,Hunter Mahan,94,4.6,56,1228,+0.071
74,T69,T69,Blaine McCallister,68,4.6,42,922,+0.143
75,T69,T69,Rocco Mediate,53,4.6,27,582,+0.370
76,T69,T69,Gene Sauers,83,4.6,52,1129,+0.231
77,T78,T78,Brian Bateman,84,4.7,50,1058,+0.220
78,T78,T78,Mark Hensby,97,4.7,57,1215,+0.298
79,T78,T78,Jeff Maggert,60,4.7,34,728,+0.324
80,T78,T78,David Peoples,82,4.7,53,1117,+0.075
81,T78,T78,Tom Pernice Jr.,103,4.7,61,1296,+0.213
82,T78,T78,Roger Tambellini,81,4.7,48,1032,+0.313
83,T78,T78,Vaughn Taylor,84,4.7,52,1114,+0.365
84,T78,T78,Roland Thatcher,66,4.7,42,894,+0.381
85,T86,T86,Robert Allenby,93,4.8,51,1060,+0.235
86,T86,T86,Stuart Appleby,84,4.8,43,897,+0.163
87,T86,T86,Scott Hend,81,4.8,50,1050,+0.400
88,T86,T86,John Rollins,90,4.8,52,1078,+0.077
89,T86,T86,Chris Smith,105,4.8,68,1409,+0.265
90,T86,T86,Omar Uresti,85,4.8,54,1132,+0.093
91,T92,T92,Jason Bohn,98,4.9,63,1298,+0.286
92,T92,T92,Danny Briggs,85,4.9,54,1102,+0.204
93,T92,T92,D.J. Brigman,79,4.9,51,1034,+0.353
94,T92,T92,Daniel Chopra,108,4.9,68,1393,+0.206
95,T92,T92,Kris Cox,73,4.9,44,906,+0.227
96,T92,T92,Dudley Hart,60,4.9,37,755,+0.189
97,T92,T92,Jonathan Kaye,79,4.9,47,951,+0.170
98,T92,T92,Jerry Kelly,113,4.9,64,1294,+0.078
99,T92,T92,Frank Lickliter II,89,4.9,56,1132,+0.339
100,T92,T92,Geoff Ogilvy,91,4.9,57,1156,+0.246
101,T92,T92,Carl Pettersson,100,4.9,59,1212,+0.322
102,T92,T92,Nick Price,51,4.9,26,532,+0.077
103,T92,T92,Duffy Waldorf,79,4.9,46,932,+0.283
104,T105,T105,Stephen Ames,97,5.0,59,1184,+0.068
105,T105,T105,Billy Andrade,104,5.0,69,1392,+0.290
106,T105,T105,Arjun Atwal,85,5.0,55,1104,+0.164
107,T105,T105,Steve Elkington,64,5.0,41,820,+0.244
108,T105,T105,Todd Fischer,104,5.0,69,1392,+0.348
109,T105,T105,Carlos Franco,99,5.0,66,1321,+0.182
110,T105,T105,Matt Gogel,86,5.0,53,1063,+0.132
111,T105,T105,Billy Mayfair,109,5.0,70,1407,+0.129
112,T105,T105,Ryan Palmer,103,5.0,68,1363,+0.147
113,T105,T105,Adam Scott,55,5.0,28,564,+0.143
114,T115,T115,Woody Austin,94,5.1,62,1226,+0.226
115,T115,T115,Chris DiMarco,105,5.1,59,1147,+0.203
116,T115,T115,Steve Flesch,109,5.1,64,1248,+0.250
117,T115,T115,Brent Geiberger,94,5.1,64,1267,+0.219
118,T115,T115,Justin Leonard,90,5.1,51,992,+0.294
119,T115,T115,Shaun Micheel,93,5.1,54,1050,+0.333
120,T121,T121,Mark Calcavecchia,79,5.2,48,928,+0.125
121,T121,T121,Robert Damron,92,5.2,65,1254,+0.154
122,T121,T121,Jay Delsing,76,5.2,51,989,+0.314
123,T121,T121,Retief Goosen,56,5.2,31,600,+0.065
124,T121,T121,Matt Kuchar,83,5.2,59,1126,+0.119
125,T121,T121,Chris Riley,78,5.2,43,834,+0.070
126,T121,T121,Bob Tway,90,5.2,52,998,+0.115
127,T128,T128,Mark Brooks,72,5.3,47,894,+0.383
128,T128,T128,Bob Burns,88,5.3,63,1200,+0.159
129,T128,T128,Chad Campbell,100,5.3,61,1160,+0.131
130,T128,T128,Russ Cochran,61,5.3,44,826,+0.227
131,T128,T128,Fred Couples,54,5.3,33,620,+0.242
132,T128,T128,Hank Kuehne,91,5.3,64,1216,+0.281
133,T134,T134,Ben Curtis,56,5.4,32,592,+0.063
134,T134,T134,Sergio Garcia,65,5.4,39,728,+0.205
135,T134,T134,J.P. Hayes,79,5.4,53,989,+0.302
136,T134,T134,John Senden,99,5.4,69,1286,+0.275
137,T134,T134,Grant Waite,79,5.4,57,1046,+0.211
138,T139,T139,Tom Carter,113,5.5,79,1447,+0.278
139,T139,T139,Brad Faxon,94,5.5,56,1016,+0.107
140,T139,T139,David Gossett,57,5.5,42,764,+0.143
141,T139,T139,Patrick Sheehan,113,5.5,81,1460,+0.284
142,T143,T143,Jonathan Byrd,85,5.6,58,1042,+0.138
143,T143,T143,Joe Ogilvie,104,5.6,72,1285,+0.056
144,T143,T143,Deane Pappas,72,5.6,53,950,+0.264
145,T143,T143,Andre Stolz,53,5.6,40,714,+0.250
146,T143,T143,Kevin Sutherland,86,5.6,59,1048,+0.085
147,T148,T148,Alex Cejka,76,5.7,48,835,+0.083
148,T148,T148,K.J. Choi,83,5.7,51,892,+0.059
149,T148,T148,Steve Lowery,91,5.7,64,1126,+0.328
150,T148,T148,Kevin Muncrief,50,5.7,38,668,+0.395
151,T148,T148,Vijay Singh,112,5.7,73,1288,E
152,T148,T148,Jeff Sluman,98,5.7,71,1236,+0.183
153,T154,T154,Jason Dufner,79,5.8,62,1074,+0.290
154,T154,T154,Robert Gamez,103,5.8,78,1350,+0.179
155,T154,T154,Shigeki Maruyama,93,5.8,65,1124,+0.062
156,T154,T154,Steve Pate,71,5.8,54,932,+0.389
157,T154,T154,Rory Sabbatini,89,5.8,62,1068,+0.113
158,T159,T159,Briny Baird,100,5.9,73,1241,+0.178
159,T159,T159,Freddie Jacobson,83,5.9,56,948,+0.179
160,T159,T159,Len Mattiace,75,5.9,60,1014,+0.217
161,T159,T159,Dan Olsen,75,5.9,57,962,+0.263
162,T159,T159,Dennis Paulson,71,5.9,55,936,E
163,T164,T164,Glen Day,101,6.0,79,1322,+0.215
164,T164,T164,Jesper Parnevik,86,6.0,69,1142,+0.101
165,T164,T164,Brett Quigley,102,6.0,77,1280,+0.260
166,T164,T164,Dean Wilson,99,6.0,82,1376,+0.171
167,T168,T168,Craig Barlow,80,6.1,65,1059,+0.200
168,T168,T168,Stewart Cink,103,6.1,71,1158,+0.127
169,T168,T168,Danny Ellis,81,6.1,66,1074,+0.182
170,T168,T168,Bernhard Langer,59,6.1,40,652,-0.025
171,T168,T168,Phil Mickelson,83,6.1,52,850,-0.019
172,T168,T168,Justin Rose,77,6.1,54,892,+0.111
173,T168,T168,David Toms,80,6.1,51,836,+0.216
174,175,175,Aaron Baddeley,87,6.2,68,1102,+0.382
175,T176,T176,Todd Hamilton,92,6.3,63,1008,+0.111
176,T176,T176,Neal Lancaster,106,6.3,88,1406,+0.330
177,T176,T176,Peter Lonard,68,6.3,49,782,+0.245
178,T179,T179,Chris Couch,55,6.5,48,738,+0.292
179,T179,T179,Lee Janzen,84,6.5,71,1086,+0.141
180,T181,T181,Paul Azinger,75,6.6,65,986,+0.215
181,T181,T181,Mathias Grönberg,91,6.6,75,1130,+0.093
182,T181,T181,Cliff Kresge,89,6.6,76,1155,+0.289
183,T181,T181,Craig Parry,52,6.6,35,528,+0.200
184,T185,T185,Ken Duke,89,6.7,80,1188,+0.200
185,T185,T185,José María Olazábal,56,6.7,41,612,+0.024
186,T185,T185,Rod Pampling,98,6.7,78,1170,+0.103
187,T185,T185,Craig Perks,75,6.7,64,950,+0.141
188,T189,T189,Brenden Pappas,111,6.8,100,1474,+0.110
189,T189,T189,Mike Weir,75,6.8,56,826,+0.357
190,191,191,Tim Herron,84,6.9,68,989,+0.235
191,192,192,John Riegger,53,7.0,52,740,+0.288
192,193,193,Tripp Isenhour,55,7.2,49,682,+0.327
193,T194,T194,Michael Allen,87,7.3,86,1186,+0.105
194,T194,T194,Steve Stricker,81,7.3,77,1057,+0.104
195,196,196,Tommy Tolles,67,7.4,67,906,+0.194
