,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott McCarron,34.08,818,24
1,2,2,Phil Mickelson,34.14,751,22
2,3,3,Jeff Sluman,34.31,995,29
3,4,4,Geoff Ogilvy,34.45,758,22
4,5,5,Bob May,34.48,793,23
5,6,6,Bob Burns,34.54,967,28
6,7,7,Bernhard Langer,34.63,554,16
7,8,8,Mike Weir,34.65,797,23
8,9,9,Vijay Singh,34.67,832,24
9,T10,T10,David Duval,34.68,659,19
10,T10,T10,Bob Tway,34.68,971,28
11,T10,T10,Scott Verplank,34.68,867,25
12,T13,T13,Jim Furyk,34.71,833,24
13,T13,T13,Donnie Hammond,34.71,486,14
14,15,15,Sergio Garcia,34.76,591,17
15,16,16,Craig Barlow,34.77,765,22
16,T17,T17,John Daly,34.79,835,24
17,T17,T17,Bob Estes,34.79,835,24
18,T19,T19,Steve Lowery,34.81,905,26
19,T19,T19,David Toms,34.81,905,26
20,T21,T21,Stewart Cink,34.85,941,27
21,T21,T21,Jay Haas,34.85,697,20
22,T21,T21,Tim Herron,34.85,941,27
23,T24,T24,Steve Flesch,34.87,1046,30
24,T24,T24,Brent Geiberger,34.87,802,23
25,T24,T24,Dudley Hart,34.87,802,23
26,27,27,Brent Schwarzrock,34.9,698,20
27,T28,T28,Edward Fryatt,34.93,1013,29
28,T28,T28,J.L. Lewis,34.93,1048,30
29,T28,T28,Len Mattiace,34.93,978,28
30,T28,T28,Billy Mayfair,34.93,978,28
31,32,32,Michael Muehr,34.94,1083,31
32,T33,T33,Davis Love III,34.95,699,20
33,T33,T33,Nick Price,34.95,699,20
34,T35,T35,Shigeki Maruyama,34.96,909,26
35,T35,T35,Jesper Parnevik,34.96,839,24
36,37,37,Charles Howell III,35.0,805,23
37,38,38,Frank Lickliter II,35.03,1016,29
38,T39,T39,K.J. Choi,35.04,981,28
39,T39,T39,Brad Faxon,35.04,841,24
40,T41,T41,Robert Damron,35.07,947,27
41,T41,T41,Chris DiMarco,35.07,947,27
42,43,43,Tom Pernice Jr.,35.09,1123,32
43,T44,T44,Andrew Magee,35.1,1053,30
44,T44,T44,Rocco Mediate,35.1,702,20
45,T44,T44,Mark O'Meara,35.1,702,20
46,T44,T44,Chris Riley,35.1,1018,29
47,48,48,Cameron Beckman,35.11,983,28
48,49,49,Greg Chalmers,35.12,878,25
49,T50,T50,Scott Hoch,35.13,843,24
50,T50,T50,Skip Kendall,35.13,1089,31
51,T50,T50,Kenny Perry,35.13,808,23
52,T50,T50,Jerry Smith,35.13,1089,31
53,54,54,Tom Lehman,35.14,738,21
54,T55,T55,Fulton Allem,35.15,703,20
55,T55,T55,Glen Day,35.15,914,26
56,T55,T55,Kaname Yokoo,35.15,949,27
57,T58,T58,Greg Kraft,35.16,1090,31
58,T58,T58,Chris Perry,35.16,879,25
59,T58,T58,Hal Sutton,35.16,879,25
60,T61,T61,Spike McRoy,35.17,1055,30
61,T61,T61,Kirk Triplett,35.17,844,24
62,63,63,José Coceres,35.18,598,17
63,64,64,John Riegger,35.19,915,26
64,T65,T65,Tommy Armour III,35.2,1056,30
65,T65,T65,Briny Baird,35.2,1056,30
66,T67,T67,Robert Allenby,35.21,986,28
67,T67,T67,Michael Clark II,35.21,1021,29
68,T67,T67,Lee Porter,35.21,1021,29
69,70,70,"David Berganio, Jr.",35.22,810,23
70,T71,T71,Paul Azinger,35.25,705,20
71,T71,T71,Mike Sposa,35.25,987,28
72,T71,T71,Brian Watts,35.25,564,16
73,T74,T74,Marco Dawson,35.26,670,19
74,T74,T74,Jeff Maggert,35.26,952,27
75,T74,T74,Brett Quigley,35.26,670,19
76,77,77,Chris Smith,35.29,988,28
77,T78,T78,Brandel Chamblee,35.3,812,23
78,T78,T78,Joel Edwards,35.3,1059,30
79,T78,T78,Carl Paulson,35.3,1059,30
80,T81,T81,Olin Browne,35.31,1024,29
81,T81,T81,Fred Funk,35.31,1130,32
82,83,83,Russ Cochran,35.32,777,22
83,84,84,David Frost,35.33,954,27
84,T85,T85,Mark Calcavecchia,35.36,778,22
85,T85,T85,Joe Durant,35.36,884,25
86,T85,T85,Per-Ulrik Johansson,35.36,990,28
87,T85,T85,Kevin Sutherland,35.36,990,28
88,T89,T89,Dicky Pride,35.37,955,27
89,T89,T89,Esteban Toledo,35.37,1238,35
90,T89,T89,Tiger Woods,35.37,672,19
91,92,92,Stephen Ames,35.38,849,24
92,93,93,Paul Stankowski,35.4,885,25
93,T94,T94,Mark Brooks,35.41,956,27
94,T94,T94,Frank Nobilo,35.41,956,27
95,T94,T94,Ted Tryba,35.41,1133,32
96,97,97,Dennis Paulson,35.42,850,24
97,T98,T98,John Cook,35.43,815,23
98,T98,T98,Jerry Kelly,35.43,1063,30
99,T98,T98,Corey Pavin,35.43,744,21
100,101,101,Jeremy Anderson,35.44,957,27
101,T102,T102,Brian Gay,35.45,1099,31
102,T102,T102,Craig Parry,35.45,709,20
103,104,104,Justin Leonard,35.46,993,28
104,105,105,Steve Elkington,35.47,674,19
105,106,106,Carlos Franco,35.48,958,27
106,107,107,Neal Lancaster,35.49,1242,35
107,T108,T108,Billy Andrade,35.5,923,26
108,T108,T108,Dan Forsman,35.5,852,24
109,T108,T108,Steve Pate,35.5,994,28
110,111,111,Kevin Johnson,35.52,1101,31
111,112,112,Grant Waite,35.54,924,26
112,113,113,Jonathan Kaye,35.55,1102,31
113,T114,T114,Jim Carter,35.56,960,27
114,T114,T114,Jeff Hart,35.56,960,27
115,T114,T114,Duffy Waldorf,35.56,889,25
116,T114,T114,Willie Wood,35.56,569,16
117,T118,T118,J.P. Hayes,35.57,818,23
118,T118,T118,Lee Janzen,35.57,996,28
119,T118,T118,José María Olazábal,35.57,498,14
120,121,121,Andrew McLardy,35.58,925,26
121,122,122,Brandt Jobe,35.59,1032,29
122,123,123,Glen Hnatiuk,35.6,1068,30
123,124,124,Ben Bates,35.61,641,18
124,125,125,J.J. Henry,35.63,962,27
125,126,126,Jim McGovern,35.65,713,20
126,127,127,Garrett Willis,35.66,1141,32
127,128,128,David Peoples,35.67,1070,30
128,T129,T129,Fred Couples,35.68,678,19
129,T129,T129,Brad Elder,35.68,1213,34
130,T131,T131,Stuart Appleby,35.7,964,27
131,T131,T131,Shaun Micheel,35.7,1178,33
132,T131,T131,Joe Ogilvie,35.7,1178,33
133,134,134,Jay Don Blake,35.72,1036,29
134,135,135,Scott Dunlap,35.74,965,27
135,136,136,Tripp Isenhour,35.76,1037,29
136,137,137,Brian Wilson,35.77,1073,30
137,138,138,Chris Tidland,35.78,966,27
138,T139,T139,Jeff Brehaut,35.8,895,25
139,T139,T139,Franklin Langham,35.8,716,20
140,T141,T141,Ernie Els,35.82,609,17
141,T141,T141,Blaine McCallister,35.82,1003,28
142,T141,T141,Rory Sabbatini,35.82,788,22
143,144,144,John Huston,35.83,645,18
144,145,145,Loren Roberts,35.84,896,25
145,146,146,Danny Ellis,35.85,968,27
146,147,147,Robin Freeman,35.88,1184,33
147,148,148,Jason Gore,35.89,1005,28
148,T149,T149,Pete Jordan,35.91,1257,35
149,T149,T149,Gary Nicklaus,35.91,1185,33
150,T151,T151,Harrison Frazar,35.92,862,24
151,T151,T151,Steve Jones,35.92,862,24
152,153,153,David Morland IV,35.93,1006,28
153,T154,T154,Ronnie Black,35.94,611,17
154,T154,T154,Mathew Goggin,35.94,1150,32
155,156,156,Paul Goydos,35.96,1007,28
156,T157,T157,Rich Beem,35.97,1079,30
157,T157,T157,Gabriel Hjertstedt,35.97,1043,29
158,T157,T157,Bradley Hughes,35.97,1151,32
159,T160,T160,Tom Byrum,36.0,972,27
160,T160,T160,Bill Glasson,36.0,900,25
161,T160,T160,Paul Gow,36.0,936,26
162,T160,T160,Cliff Kresge,36.0,1080,30
163,T160,T160,Tom Scherrer,36.0,936,26
164,165,165,Jimmy Green,36.03,1153,32
165,T166,T166,Richie Coughlan,36.04,901,25
166,T166,T166,Matt Gogel,36.04,901,25
167,168,168,Steve Stricker,36.06,649,18
168,169,169,Craig Perks,36.1,1047,29
169,T170,T170,Kelly Grunewald,36.11,975,27
170,T170,T170,Mark Hensby,36.11,1011,28
171,T170,T170,Craig Kanada,36.11,975,27
172,T170,T170,Ian Leggatt,36.11,1011,28
173,T174,T174,Steve Allan,36.13,1084,30
174,T174,T174,Joey Sindelar,36.13,867,24
175,T176,T176,Larry Mize,36.17,832,23
176,T176,T176,Tommy Tolles,36.17,1085,30
177,178,178,"Dave Stockton, Jr.",36.24,761,21
178,179,179,Scott Simpson,36.27,798,22
179,T180,T180,Ben Ferguson,36.34,1054,29
180,T180,T180,Hunter Haas,36.34,1054,29
181,182,182,Jay Williamson,36.35,1236,34
182,T183,T183,Woody Austin,36.36,1200,33
183,T183,T183,Robert Gamez,36.36,800,22
184,185,185,Brian Henninger,36.43,1020,28
185,186,186,Sean Murphy,36.44,984,27
186,187,187,Doug Dunakey,36.45,1130,31
187,188,188,Jean Van de Velde,36.47,547,15
188,189,189,Jeff Julian,36.55,804,22
189,190,190,Kent Jones,36.64,1026,28
190,T191,T191,Keith Clearwater,36.65,843,23
191,T191,T191,Rocky Walcher,36.65,953,26
192,193,193,Doug Barron,36.72,918,25
193,194,194,Mark Wiebe,36.83,847,23
