,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,1,1,Chris DiMarco,108,61
1,T2,T2,Fred Couples,68,63
2,T2,T2,Joel Edwards,99,63
3,T2,T2,Bob Estes,91,63
4,T2,T2,Tom Lehman,82,63
5,T6,T6,Russ Cochran,76,64
6,T6,T6,Joe Ogilvie,110,64
7,T6,T6,Kevin Sutherland,101,64
8,T9,T9,Bob Burns,92,65
9,T9,T9,Jim Carter,103,65
10,T9,T9,José Coceres,60,65
11,T9,T9,Davis Love III,75,65
12,T9,T9,Scott McCarron,98,65
13,T9,T9,Shaun Micheel,103,65
14,T9,T9,David Peoples,96,65
15,T9,T9,Chris Riley,104,65
16,T9,T9,Bob Tway,109,65
17,T9,T9,Kaname Yokoo,81,65
18,T19,T19,Robert Allenby,108,66
19,T19,T19,Rich Beem,91,66
20,T19,T19,Stewart Cink,102,66
21,T19,T19,Robert Damron,91,66
22,T19,T19,Joe Durant,80,66
23,T19,T19,Jason Gore,82,66
24,T19,T19,Skip Kendall,111,66
25,T19,T19,Steve Lowery,100,66
26,T19,T19,Andrew Magee,97,66
27,T19,T19,Jeff Maggert,84,66
28,T19,T19,Michael Muehr,94,66
29,T19,T19,Craig Parry,68,66
30,T19,T19,Jerry Smith,95,66
31,T19,T19,Ted Tryba,110,66
32,T19,T19,Brian Wilson,88,66
33,T34,T34,Cameron Beckman,103,67
34,T34,T34,Olin Browne,99,67
35,T34,T34,John Daly,84,67
36,T34,T34,Steve Elkington,64,67
37,T34,T34,Steve Flesch,112,67
38,T34,T34,Brian Gay,114,67
39,T34,T34,Paul Goydos,86,67
40,T34,T34,J.J. Henry,86,67
41,T34,T34,Lee Janzen,96,67
42,T34,T34,Jonathan Kaye,116,67
43,T34,T34,J.L. Lewis,108,67
44,T34,T34,Shigeki Maruyama,98,67
45,T34,T34,Blaine McCallister,80,67
46,T34,T34,Mark O'Meara,69,67
47,T34,T34,Jesper Parnevik,91,67
48,T34,T34,Rory Sabbatini,73,67
49,T34,T34,Scott Verplank,99,67
50,T34,T34,Jay Williamson,92,67
51,T52,T52,Woody Austin,99,68
