,First_Tee_Early_Round_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_5_Scoring_Average_AVG,First_Tee_Early_Round_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Billy Mayfair,66.0,66,1
1,T2,T2,Robert Allenby,67.0,67,1
2,T2,T2,Steve Flesch,67.0,67,1
3,T2,T2,Charles Howell III,67.0,67,1
4,T5,T5,Woody Austin,68.0,68,1
5,T5,T5,Jason Gore,68.0,68,1
6,T5,T5,Kirk Triplett,68.0,68,1
7,8,8,Robin Freeman,69.0,69,1
8,T9,T9,Bob May,70.0,70,1
9,T9,T9,Grant Waite,70.0,70,1
10,T9,T9,Brian Wilson,70.0,70,1
11,T12,T12,Russ Cochran,71.0,71,1
12,T12,T12,Glen Day,71.0,71,1
13,T12,T12,Pete Jordan,71.0,71,1
14,T12,T12,Andrew Magee,71.0,71,1
15,T12,T12,Carl Paulson,71.0,71,1
16,T17,T17,Fred Funk,72.0,72,1
17,T17,T17,Paul Stankowski,72.0,72,1
18,19,19,Greg Chalmers,74.0,74,1
19,20,20,Fulton Allem,75.0,75,1
20,21,21,Tom Byrum,76.0,76,1
