,Tenth_Tee_Late_Round_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_5_Scoring_Average_AVG,Tenth_Tee_Late_Round_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Kevin Sutherland,64.0,64,1
1,2,2,Joe Ogilvie,65.0,65,1
2,3,3,Ted Tryba,66.0,66,1
3,4,4,Jonathan Kaye,67.0,67,1
4,5,5,Scott Simpson,70.0,70,1
5,T6,T6,Paul Goydos,71.0,71,1
6,T6,T6,Ian Leggatt,71.0,71,1
7,8,8,Jeff Hart,72.0,72,1
8,9,9,Michael Muehr,73.0,73,1
9,T10,T10,Stephen Ames,74.0,74,1
10,T10,T10,Bob Burns,74.0,74,1
11,T10,T10,Brian Henninger,74.0,74,1
12,T13,T13,Jay Don Blake,75.0,75,1
13,T13,T13,Tom Pernice Jr.,75.0,75,1
