,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,1,Davis Love III,75,61
1,T2,T2,David Duval,78,63
2,T2,T2,Bob Estes,91,63
3,T2,T2,Scott McCarron,98,63
4,T2,T2,Rory Sabbatini,73,63
5,T6,T6,Cameron Beckman,103,64
6,T6,T6,José Coceres,60,64
7,T6,T6,Chris DiMarco,108,64
8,T6,T6,Brian Henninger,81,64
9,T6,T6,Tom Pernice Jr.,106,64
10,T6,T6,Vijay Singh,98,64
11,T12,T12,Stuart Appleby,105,65
12,T12,T12,Joel Edwards,99,65
13,T12,T12,Danny Ellis,76,65
14,T12,T12,Ernie Els,70,65
15,T12,T12,Steve Flesch,112,65
16,T12,T12,Lee Janzen,96,65
17,T12,T12,Per-Ulrik Johansson,82,65
18,T12,T12,Steve Lowery,100,65
19,T12,T12,Bob May,86,65
20,T12,T12,Kenny Perry,94,65
21,T12,T12,Mike Sposa,96,65
22,T12,T12,Scott Verplank,99,65
23,T24,T24,Fulton Allem,56,66
24,T24,T24,Russ Cochran,76,66
25,T24,T24,Sergio Garcia,64,66
26,T24,T24,John Huston,64,66
27,T24,T24,Peter Jacobsen,49,66
28,T24,T24,Pete Jordan,105,66
29,T24,T24,Tom Lehman,82,66
30,T24,T24,Justin Leonard,106,66
31,T24,T24,Andrew Magee,97,66
32,T24,T24,Jeff Maggert,84,66
33,T24,T24,Billy Mayfair,102,66
34,T24,T24,Mark McCumber,22,66
35,T24,T24,David Peoples,96,66
36,T24,T24,Kirk Triplett,88,66
37,T24,T24,Mike Weir,86,66
38,T39,T39,Robert Allenby,108,67
39,T39,T39,Tommy Armour III,93,67
40,T39,T39,John Daly,84,67
41,T39,T39,Glen Day,89,67
42,T39,T39,Joe Durant,80,67
43,T39,T39,Carlos Franco,87,67
44,T39,T39,Robin Freeman,105,67
45,T39,T39,Brian Gay,114,67
46,T39,T39,Charles Howell III,89,67
47,T39,T39,Brandt Jobe,96,67
48,T39,T39,Kent Jones,74,67
49,T39,T39,Neal Lancaster,107,67
50,T39,T39,Ian Leggatt,84,67
