,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
0,1,1,Tiger Woods,76,2.26,341,151
1,2,2,Davis Love III,75,2.11,340,161
2,3,3,Scott McCarron,98,1.94,405,209
3,4,4,Phil Mickelson,85,1.93,388,201
4,5,5,Charles Howell III,89,1.9,348,183
5,T6,T6,Kenny Perry,94,1.88,388,206
6,T6,T6,Scott Verplank,99,1.88,405,216
7,8,8,Vijay Singh,98,1.86,399,215
8,9,9,Bob Estes,91,1.85,360,195
9,10,10,Jim Furyk,88,1.84,358,195
10,11,11,Chris DiMarco,108,1.83,447,244
11,12,12,Bernhard Langer,62,1.8,247,137
12,13,13,Jeff Sluman,106,1.79,441,247
13,14,14,David Toms,100,1.76,423,240
14,15,15,Tom Lehman,82,1.74,327,188
15,16,16,Nick Price,74,1.72,275,160
16,17,17,John Cook,91,1.7,346,203
17,18,18,Rocco Mediate,69,1.69,286,169
18,T19,T19,Cameron Beckman,103,1.67,408,244
19,T19,T19,David Duval,78,1.67,320,192
20,T21,T21,Kevin Sutherland,101,1.66,382,230
21,T21,T21,Kirk Triplett,88,1.66,326,196
22,23,23,Scott Hoch,84,1.64,341,208
23,24,24,Billy Mayfair,102,1.63,397,243
24,25,25,Paul Azinger,79,1.59,309,194
25,T26,T26,Glen Day,89,1.58,315,200
26,T26,T26,Sergio Garcia,64,1.58,252,159
27,T26,T26,Bob Tway,109,1.58,423,267
28,T29,T29,Stephen Ames,88,1.57,335,213
29,T29,T29,Mark Calcavecchia,81,1.57,343,219
30,T29,T29,Brian Gay,114,1.57,445,283
31,T29,T29,Jay Haas,75,1.57,284,181
32,T33,T33,Stewart Cink,102,1.55,392,253
33,T33,T33,Joel Edwards,99,1.55,388,251
34,T35,T35,Fred Funk,118,1.54,439,285
35,T35,T35,Jesper Parnevik,91,1.54,352,228
36,T35,T35,Mike Weir,86,1.54,330,214
37,38,38,Hal Sutton,96,1.53,354,231
38,T39,T39,Greg Chalmers,92,1.5,346,230
39,T39,T39,Joe Durant,80,1.5,311,208
40,T39,T39,Steve Flesch,112,1.5,432,288
41,T42,T42,Jerry Kelly,104,1.48,392,265
42,T42,T42,Skip Kendall,111,1.48,422,285
43,T44,T44,Brad Faxon,95,1.47,337,230
44,T44,T44,Lee Janzen,96,1.47,357,243
45,T44,T44,Jonathan Kaye,116,1.47,434,295
46,T47,T47,Russ Cochran,76,1.46,287,196
47,T47,T47,Dudley Hart,80,1.46,299,205
48,T47,T47,Steve Lowery,100,1.46,374,256
49,T47,T47,Brian Watts,56,1.46,216,148
50,T51,T51,Frank Lickliter II,102,1.45,429,295
51,T51,T51,Chris Smith,101,1.45,399,275
52,T53,T53,Stuart Appleby,105,1.44,395,274
53,T53,T53,Loren Roberts,84,1.44,287,199
54,T55,T55,Neal Lancaster,107,1.43,394,276
55,T55,T55,Brett Quigley,67,1.43,252,176
56,T55,T55,Steve Stricker,73,1.43,250,175
57,T58,T58,Briny Baird,106,1.42,378,267
58,T58,T58,Olin Browne,99,1.42,369,260
59,T60,T60,"David Berganio, Jr.",76,1.41,274,194
60,T60,T60,John Daly,84,1.41,344,244
61,T60,T60,Donnie Hammond,51,1.41,192,136
62,T60,T60,Justin Leonard,106,1.41,394,280
63,T60,T60,Mike Sposa,96,1.41,352,249
64,65,65,Craig Parry,68,1.4,240,172
65,T66,T66,Robert Allenby,108,1.39,400,287
66,T66,T66,Shigeki Maruyama,98,1.39,363,261
67,T66,T66,John Riegger,86,1.39,301,216
68,T66,T66,Chris Riley,104,1.39,392,283
69,T70,T70,J.J. Henry,86,1.38,307,223
70,T70,T70,Frank Nobilo,91,1.38,303,220
71,T72,T72,Brent Geiberger,84,1.37,294,215
72,T72,T72,John Huston,64,1.37,226,165
73,T72,T72,David Peoples,96,1.37,343,251
74,75,75,David Frost,87,1.35,334,248
75,T76,T76,K.J. Choi,95,1.34,345,258
76,T76,T76,Tim Herron,97,1.34,322,241
77,T76,T76,Glen Hnatiuk,104,1.34,367,273
78,T76,T76,Jeff Maggert,84,1.34,325,242
79,T76,T76,José María Olazábal,51,1.34,171,128
80,T76,T76,Scott Simpson,73,1.34,267,199
81,T82,T82,Jay Don Blake,100,1.33,362,273
82,T82,T82,José Coceres,60,1.33,206,155
83,T82,T82,Ernie Els,70,1.33,229,172
84,T85,T85,Billy Andrade,82,1.32,298,225
85,T85,T85,Craig Barlow,74,1.32,247,187
86,T85,T85,Harrison Frazar,88,1.32,325,246
87,T88,T88,Edward Fryatt,93,1.31,340,260
88,T88,T88,Bob May,86,1.31,298,228
89,T88,T88,Tom Pernice Jr.,106,1.31,393,300
90,T88,T88,Joey Sindelar,69,1.31,249,190
91,T88,T88,Esteban Toledo,116,1.31,392,300
92,93,93,Fred Couples,68,1.3,261,201
93,T94,T94,Len Mattiace,98,1.29,324,252
94,T94,T94,Michael Muehr,94,1.29,341,265
95,T94,T94,Paul Stankowski,91,1.29,341,265
96,T97,T97,Brandt Jobe,96,1.28,363,283
97,T97,T97,Ian Leggatt,84,1.28,311,243
98,T97,T97,Chris Perry,80,1.28,278,217
99,T100,T100,Jim Carter,103,1.26,373,295
100,T100,T100,Marco Dawson,57,1.26,216,172
101,T100,T100,Matt Gogel,83,1.26,293,233
102,T100,T100,Grant Waite,78,1.26,283,224
103,T104,T104,Spike McRoy,95,1.25,321,257
104,T104,T104,Willie Wood,52,1.25,180,144
105,106,106,Jerry Smith,95,1.24,357,289
106,T107,T107,Paul Gow,79,1.23,259,210
107,T107,T107,Greg Kraft,105,1.23,352,286
108,T107,T107,Jim McGovern,66,1.23,232,188
109,T107,T107,Joe Ogilvie,110,1.23,416,337
110,T107,T107,Brent Schwarzrock,63,1.23,227,185
111,T107,T107,Ted Tryba,110,1.23,369,299
112,T113,T113,Tom Byrum,85,1.22,304,250
113,T113,T113,Per-Ulrik Johansson,82,1.22,277,227
114,T113,T113,Larry Mize,76,1.22,246,201
115,T113,T113,Lee Porter,93,1.22,306,251
116,T117,T117,Bob Burns,92,1.21,323,266
117,T117,T117,Blaine McCallister,80,1.21,292,241
118,T117,T117,Jay Williamson,92,1.21,315,260
119,T120,T120,Robert Damron,91,1.2,313,260
120,T120,T120,Brad Elder,111,1.2,389,325
121,T120,T120,Steve Elkington,64,1.2,219,183
122,T120,T120,Dan Forsman,81,1.2,263,220
123,T120,T120,J.P. Hayes,76,1.2,267,223
124,T120,T120,J.L. Lewis,108,1.2,379,315
125,T120,T120,Corey Pavin,72,1.2,235,196
126,T127,T127,Fulton Allem,56,1.19,188,158
127,T127,T127,Mark Brooks,88,1.19,279,234
128,T127,T127,Mark O'Meara,69,1.19,231,194
129,T127,T127,Dennis Paulson,75,1.19,268,226
130,T127,T127,Craig Perks,78,1.19,276,232
131,T132,T132,Bill Glasson,69,1.18,201,170
132,T132,T132,Rory Sabbatini,73,1.18,259,219
133,T134,T134,Rich Beem,91,1.17,326,278
134,T134,T134,Kaname Yokoo,81,1.17,317,272
135,T136,T136,Woody Austin,99,1.16,342,296
136,T136,T136,Tripp Isenhour,92,1.16,319,275
137,T136,T136,Pete Jordan,105,1.16,340,292
138,T139,T139,Michael Clark II,87,1.15,284,248
139,T139,T139,Jason Gore,82,1.15,303,263
140,T139,T139,Andrew Magee,97,1.15,339,295
141,T139,T139,Andrew McLardy,75,1.15,274,238
142,T143,T143,Tommy Armour III,93,1.14,317,278
143,T143,T143,Ronnie Black,51,1.14,175,154
144,T145,T145,Craig Kanada,80,1.13,284,251
145,T145,T145,Shaun Micheel,103,1.13,325,288
146,T145,T145,Garrett Willis,88,1.13,323,286
147,148,148,David Morland IV,88,1.12,312,278
148,T149,T149,Brandel Chamblee,77,1.11,260,235
149,T149,T149,Scott Dunlap,80,1.11,292,264
150,T149,T149,Robin Freeman,105,1.11,354,320
151,T149,T149,Jeff Hart,87,1.11,271,245
152,T149,T149,Kevin Johnson,93,1.11,320,287
153,T154,T154,Carlos Franco,87,1.1,333,303
154,T154,T154,Paul Goydos,86,1.1,291,264
155,T154,T154,Chris Tidland,83,1.1,259,235
156,T154,T154,Brian Wilson,88,1.1,317,289
157,T158,T158,Geoff Ogilvy,60,1.09,227,208
158,T158,T158,Steve Pate,89,1.09,291,266
159,T158,T158,Tommy Tolles,89,1.09,329,301
160,T161,T161,Jeff Brehaut,80,1.08,255,236
161,T161,T161,Danny Ellis,76,1.08,258,238
162,T161,T161,Bradley Hughes,96,1.08,311,288
163,T161,T161,Duffy Waldorf,77,1.08,258,240
164,T165,T165,Cliff Kresge,84,1.06,284,269
165,T165,T165,Carl Paulson,93,1.06,316,297
166,T167,T167,Robert Gamez,59,1.05,206,196
167,T167,T167,Steve Jones,75,1.05,240,229
168,T169,T169,Brian Henninger,81,1.04,261,251
169,T169,T169,Gabriel Hjertstedt,76,1.04,268,258
170,T171,T171,Ben Bates,53,1.03,184,178
171,T171,T171,Jean Van de Velde,52,1.03,147,143
172,T171,T171,Mark Wiebe,62,1.03,217,210
173,T174,T174,Jeremy Anderson,69,1.0,220,219
174,T174,T174,Jimmy Green,94,1.0,285,284
175,176,176,Richie Coughlan,66,0.99,224,227
176,177,177,Mark Hensby,71,0.98,234,238
177,T178,T178,Mathew Goggin,96,0.97,330,340
178,T178,T178,Dicky Pride,78,0.97,257,264
179,180,180,Doug Barron,62,0.96,206,215
180,T181,T181,Steve Allan,88,0.95,280,295
181,T181,T181,Doug Dunakey,83,0.95,267,280
182,183,183,Hunter Haas,78,0.92,269,292
183,184,184,Gary Nicklaus,96,0.91,297,328
184,T185,T185,Kent Jones,74,0.9,228,252
185,T185,T185,"Dave Stockton, Jr.",61,0.9,201,223
