,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Billy Andrade,27,100.0,1.0
1,T1,T1,"David Berganio, Jr.",25,100.0,1.0
2,T1,T1,Mark Calcavecchia,23,100.0,1.0
3,T1,T1,John Daly,25,100.0,2.0
4,T1,T1,Joe Durant,25,100.0,1.0
5,T1,T1,Joel Edwards,30,100.0,1.0
6,T1,T1,Steve Elkington,20,100.0,1.0
7,T1,T1,Sergio Garcia,18,100.0,1.0
8,T1,T1,Paul Gow,27,100.0,1.0
9,T1,T1,Dudley Hart,25,100.0,2.0
10,T1,T1,J.J. Henry,28,100.0,1.0
11,T1,T1,Tim Herron,29,100.0,1.0
12,T1,T1,Gabriel Hjertstedt,30,100.0,1.0
13,T1,T1,Bradley Hughes,33,100.0,1.0
14,T1,T1,Pete Jordan,36,100.0,1.0
15,T1,T1,Jerry Kelly,31,100.0,1.0
16,T1,T1,Skip Kendall,33,100.0,1.0
17,T1,T1,Neal Lancaster,36,100.0,1.0
18,T1,T1,Ian Leggatt,29,100.0,2.0
19,T1,T1,Tom Lehman,23,100.0,2.0
20,T1,T1,Justin Leonard,30,100.0,1.0
21,T1,T1,Jeff Maggert,27,100.0,3.0
22,T1,T1,Spike McRoy,31,100.0,1.0
23,T1,T1,Larry Mize,24,100.0,1.0
24,T1,T1,Geoff Ogilvy,23,100.0,1.0
25,T1,T1,Steve Pate,30,100.0,1.0
26,T1,T1,Carl Paulson,31,100.0,1.0
27,T1,T1,David Peoples,31,100.0,1.0
28,T1,T1,Chris Perry,26,100.0,1.0
29,T1,T1,Brett Quigley,21,100.0,1.0
30,T1,T1,Loren Roberts,25,100.0,1.0
31,T1,T1,Rory Sabbatini,23,100.0,1.0
32,T1,T1,Joey Sindelar,25,100.0,1.0
33,T1,T1,Tommy Tolles,31,100.0,1.0
34,T1,T1,Kirk Triplett,26,100.0,1.0
35,T1,T1,Brian Watts,16,100.0,1.0
36,T37,T37,Brad Faxon,26,75.0,3.0
37,T37,T37,Tom Pernice Jr.,33,75.0,3.0
38,T37,T37,David Toms,28,75.0,3.0
39,T40,T40,K.J. Choi,29,66.7,2.0
40,T40,T40,David Duval,20,66.7,2.0
41,T40,T40,Brian Gay,32,66.7,2.0
42,T40,T40,Vijay Singh,26,66.7,4.0
43,T44,T44,Cameron Beckman,29,50.0,1.0
44,T44,T44,Jay Don Blake,31,50.0,1.0
45,T44,T44,Glen Day,28,50.0,1.0
46,T44,T44,Bob Estes,26,50.0,1.0
47,T44,T44,Jim Furyk,24,50.0,2.0
48,T44,T44,Brent Geiberger,25,50.0,2.0
49,T44,T44,Mathew Goggin,33,50.0,1.0
50,T44,T44,Frank Lickliter II,29,50.0,2.0
51,T44,T44,Billy Mayfair,29,50.0,1.0
52,T44,T44,Rocco Mediate,21,50.0,1.0
53,T44,T44,Jesper Parnevik,25,50.0,1.0
54,T44,T44,Kenny Perry,26,50.0,1.0
55,T44,T44,Chris Riley,30,50.0,2.0
56,T44,T44,Jeff Sluman,30,50.0,2.0
57,T44,T44,Steve Stricker,20,50.0,2.0
58,T44,T44,Kevin Sutherland,30,50.0,1.0
59,T44,T44,Hal Sutton,26,50.0,1.0
60,T44,T44,Bob Tway,29,50.0,1.0
61,T44,T44,Mike Weir,23,50.0,1.0
62,T44,T44,Kaname Yokoo,27,50.0,1.0
63,T64,T64,Charles Howell III,24,40.0,2.0
64,T64,T64,Tiger Woods,19,40.0,2.0
65,T66,T66,Stuart Appleby,29,33.3,1.0
66,T66,T66,Paul Azinger,20,33.3,1.0
67,T66,T66,Bernhard Langer,17,33.3,1.0
68,T66,T66,Steve Lowery,28,33.3,1.0
69,T66,T66,Michael Muehr,32,33.3,1.0
70,T66,T66,Frank Nobilo,28,33.3,1.0
71,72,72,Stewart Cink,29,25.0,1.0
