,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
92,T92,T92,Rory Sabbatini,70.83,850,12
93,94,94,Mike Weir,70.85,1417,20
94,T95,T95,Craig Barlow,70.86,992,14
95,T95,T95,Steve Lowery,70.86,1559,22
96,97,97,Tripp Isenhour,70.87,1063,15
97,98,98,Mark Calcavecchia,70.88,1134,16
98,99,99,Mike Sposa,70.89,1276,18
99,T100,T100,Steve Elkington,70.92,851,12
100,T100,T100,Jonathan Kaye,70.92,1702,24
101,T100,T100,Brian Wilson,70.92,851,12
102,T103,T103,John Riegger,70.94,1206,17
103,T103,T103,Loren Roberts,70.94,1206,17
104,T105,T105,José Coceres,71.0,781,11
105,T105,T105,Harrison Frazar,71.0,1207,17
106,T105,T105,Jason Gore,71.0,781,11
107,T105,T105,Per-Ulrik Johansson,71.0,781,11
108,T105,T105,Kevin Johnson,71.0,994,14
109,T105,T105,Len Mattiace,71.0,1349,19
110,T105,T105,Frank Nobilo,71.0,1278,18
111,T105,T105,Craig Parry,71.0,781,11
112,T105,T105,Tom Pernice Jr.,71.0,1278,18
113,T105,T105,Chris Perry,71.0,994,14
114,T105,T105,Willie Wood,71.0,710,10
115,116,116,Brad Elder,71.05,1421,20
116,117,117,Bob May,71.06,1137,16
117,118,118,Corey Pavin,71.07,995,14
118,119,119,Brent Schwarzrock,71.09,782,11
119,T120,T120,Cliff Kresge,71.1,711,10
120,T120,T120,Andrew McLardy,71.1,711,10
121,122,122,Ronnie Black,71.11,640,9
122,T123,T123,Bob Burns,71.13,1138,16
123,T123,T123,Mark Wiebe,71.13,569,8
124,125,125,Ben Ferguson,71.14,498,7
125,T126,T126,Jeff Brehaut,71.15,925,13
126,T126,T126,Dennis Paulson,71.15,925,13
127,T126,T126,Kaname Yokoo,71.15,925,13
128,129,129,John Huston,71.17,854,12
129,130,130,Donnie Hammond,71.18,783,11
130,131,131,Danny Ellis,71.2,712,10
131,132,132,Stuart Appleby,71.24,1496,21
132,T133,T133,Kent Jones,71.25,570,8
133,T133,T133,Mark O'Meara,71.25,855,12
134,135,135,J.P. Hayes,71.27,1069,15
135,136,136,Glen Hnatiuk,71.3,1426,20
136,137,137,Rocky Walcher,71.33,214,3
137,T138,T138,Woody Austin,71.36,999,14
138,T138,T138,J.L. Lewis,71.36,1570,22
139,140,140,Joe Ogilvie,71.4,1428,20
140,141,141,"David Berganio, Jr.",71.43,1000,14
141,142,142,Ernie Els,71.46,929,13
142,143,143,Brandel Chamblee,71.47,1072,15
143,T144,T144,Steve Allan,71.5,858,12
144,T144,T144,Chris Tidland,71.5,858,12
145,T144,T144,Ted Tryba,71.5,1430,20
146,T144,T144,Grant Waite,71.5,858,12
147,148,148,Robert Allenby,71.54,1717,24
148,149,149,Jerry Kelly,71.55,1431,20
149,150,150,Jeremy Anderson,71.57,501,7
150,151,151,Brian Watts,71.58,859,12
151,152,152,Lee Janzen,71.59,1217,17
152,153,153,Michael Clark II,71.62,931,13
153,154,154,Steve Jones,71.64,788,11
154,155,155,Jim Carter,71.65,1648,23
155,156,156,Doug Dunakey,71.67,645,9
156,157,157,Franklin Langham,71.7,717,10
157,158,158,Jeff Hart,71.73,1076,15
158,T159,T159,Gabriel Hjertstedt,71.75,574,8
159,T159,T159,Carl Paulson,71.75,1148,16
160,161,161,Brandt Jobe,71.76,1220,17
161,162,162,Greg Kraft,71.84,1365,19
162,163,163,Tommy Armour III,71.86,1006,14
163,164,164,Jim McGovern,71.91,791,11
164,T165,T165,Dan Forsman,71.93,1079,15
165,T165,T165,Steve Pate,71.93,1079,15
166,T165,T165,Lee Porter,71.93,1079,15
167,168,168,Bradley Hughes,72.0,1080,15
168,169,169,Robert Damron,72.06,1297,18
169,170,170,Gary Nicklaus,72.08,937,13
170,171,171,Carlos Franco,72.12,1226,17
171,T172,T172,Ben Bates,72.13,577,8
172,T172,T172,Mark Hensby,72.13,577,8
173,174,174,Paul Stankowski,72.17,1299,18
174,T175,T175,Robin Freeman,72.18,1227,17
175,T175,T175,Duffy Waldorf,72.18,794,11
176,177,177,Scott Dunlap,72.23,939,13
177,178,178,Dicky Pride,72.25,867,12
178,179,179,Craig Kanada,72.27,795,11
179,180,180,Geoff Ogilvy,72.29,506,7
180,T181,T181,Keith Clearwater,72.43,507,7
181,T181,T181,David Morland IV,72.43,1014,14
182,183,183,"Dave Stockton, Jr.",72.56,653,9
183,184,184,Richie Coughlan,72.63,581,8
184,185,185,Garrett Willis,72.73,800,11
185,186,186,Shaun Micheel,72.88,1166,16
186,187,187,Marco Dawson,73.0,730,10
187,188,188,Sean Murphy,73.13,585,8
188,189,189,Mathew Goggin,73.29,1026,14
189,190,190,Hunter Haas,73.38,587,8
190,191,191,Andrew Magee,73.75,1180,16
191,192,192,Jeff Julian,73.8,369,5
192,193,193,Doug Barron,73.88,591,8
193,194,194,Tom Scherrer,74.14,519,7
