,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Kirk Triplett,88,2.25,9,4
1,2,2,Scott Hoch,84,2.5,10,4
2,3,3,Bob May,86,2.69,43,16
3,T4,T4,Briny Baird,106,2.75,11,4
4,T4,T4,Jay Don Blake,100,2.75,11,4
5,T4,T4,Russ Cochran,76,2.75,11,4
6,T4,T4,John Cook,91,2.75,22,8
7,T4,T4,Glen Hnatiuk,104,2.75,11,4
8,T4,T4,John Huston,64,2.75,22,8
9,T4,T4,Andrew McLardy,75,2.75,11,4
10,T4,T4,Craig Parry,68,2.75,33,12
11,T4,T4,Dennis Paulson,75,2.75,11,4
12,13,13,Scott Verplank,99,2.8,56,20
13,T14,T14,Mark Brooks,88,2.83,34,12
14,T14,T14,David Frost,87,2.83,34,12
15,T16,T16,Bob Burns,92,2.88,23,8
16,T16,T16,Michael Clark II,87,2.88,46,16
17,T16,T16,Skip Kendall,111,2.88,46,16
18,T16,T16,Andrew Magee,97,2.88,46,16
19,T16,T16,Frank Nobilo,91,2.88,23,8
20,T16,T16,David Peoples,96,2.88,23,8
21,T16,T16,Nick Price,74,2.88,23,8
22,T16,T16,Rory Sabbatini,73,2.88,23,8
23,24,24,Vijay Singh,98,2.89,81,28
24,T25,T25,Tommy Armour III,93,2.9,58,20
25,T25,T25,Danny Ellis,76,2.9,58,20
26,T25,T25,Scott McCarron,98,2.9,58,20
27,T28,T28,Woody Austin,99,2.92,35,12
28,T28,T28,Stewart Cink,102,2.92,35,12
29,T28,T28,Glen Day,89,2.92,35,12
30,T28,T28,Robin Freeman,105,2.92,35,12
31,T28,T28,Charles Howell III,89,2.92,35,12
32,T28,T28,Kent Jones,74,2.92,35,12
33,T28,T28,Tom Scherrer,69,2.92,35,12
34,T28,T28,Bob Tway,109,2.92,35,12
35,36,36,Steve Flesch,112,2.94,47,16
36,T37,T37,Ernie Els,70,2.95,59,20
37,T37,T37,Shaun Micheel,103,2.95,59,20
38,T37,T37,Mike Weir,86,2.95,59,20
39,40,40,Tiger Woods,76,2.96,71,24
40,T41,T41,Steve Allan,88,3.0,24,8
41,T41,T41,Stephen Ames,88,3.0,12,4
42,T41,T41,Paul Azinger,79,3.0,12,4
43,T41,T41,"David Berganio, Jr.",76,3.0,12,4
44,T41,T41,Greg Chalmers,92,3.0,12,4
45,T41,T41,Keith Clearwater,62,3.0,36,12
46,T41,T41,Robert Damron,91,3.0,12,4
47,T41,T41,Chris DiMarco,108,3.0,132,44
48,T41,T41,Brad Elder,111,3.0,12,4
49,T41,T41,Brad Faxon,95,3.0,12,4
50,T41,T41,Fred Funk,118,3.0,24,8
51,T41,T41,Jim Furyk,88,3.0,24,8
52,T41,T41,Mathew Goggin,96,3.0,12,4
53,T41,T41,Jeff Hart,87,3.0,12,4
54,T41,T41,Brian Henninger,81,3.0,12,4
55,T41,T41,Gabriel Hjertstedt,76,3.0,12,4
56,T41,T41,Tripp Isenhour,92,3.0,12,4
57,T41,T41,Brandt Jobe,96,3.0,12,4
58,T41,T41,Per-Ulrik Johansson,82,3.0,48,16
59,T41,T41,Pete Jordan,105,3.0,36,12
60,T41,T41,Greg Kraft,105,3.0,12,4
61,T41,T41,Tom Lehman,82,3.0,60,20
62,T41,T41,Len Mattiace,98,3.0,12,4
63,T41,T41,Larry Mize,76,3.0,12,4
64,T41,T41,Gary Nicklaus,96,3.0,24,8
65,T41,T41,Jesper Parnevik,91,3.0,48,16
66,T41,T41,Carl Paulson,93,3.0,24,8
67,T41,T41,Corey Pavin,72,3.0,12,4
68,T41,T41,Chris Perry,80,3.0,12,4
69,T41,T41,Dicky Pride,78,3.0,24,8
70,T41,T41,Chris Riley,104,3.0,60,20
71,T41,T41,Loren Roberts,84,3.0,12,4
72,T41,T41,Mike Sposa,96,3.0,60,20
73,T41,T41,Kevin Sutherland,101,3.0,12,4
74,T41,T41,Ted Tryba,110,3.0,24,8
75,T41,T41,Jay Williamson,92,3.0,12,4
76,T41,T41,Brian Wilson,88,3.0,12,4
77,T41,T41,Kaname Yokoo,81,3.0,24,8
78,79,79,Davis Love III,75,3.03,97,32
79,80,80,Kenny Perry,94,3.04,73,24
80,81,81,Lee Janzen,96,3.05,61,20
81,T82,T82,Stuart Appleby,105,3.06,49,16
82,T82,T82,José Coceres,60,3.06,49,16
83,T82,T82,Joel Edwards,99,3.06,49,16
84,T82,T82,Sergio Garcia,64,3.06,49,16
85,T82,T82,Brian Gay,114,3.06,49,16
86,T82,T82,Bill Glasson,69,3.06,49,16
87,T82,T82,Steve Lowery,100,3.06,49,16
88,T82,T82,Jeff Maggert,84,3.06,49,16
89,T90,T90,Cameron Beckman,103,3.08,37,12
90,T90,T90,John Daly,84,3.08,37,12
91,T90,T90,Joe Durant,80,3.08,37,12
92,T90,T90,Jonathan Kaye,116,3.08,37,12
93,T90,T90,John Riegger,86,3.08,37,12
94,T90,T90,Scott Simpson,73,3.08,37,12
95,T90,T90,Chris Tidland,83,3.08,37,12
96,97,97,Bob Estes,91,3.11,112,36
97,T98,T98,David Duval,78,3.13,75,24
98,T98,T98,Hunter Haas,78,3.13,25,8
99,T98,T98,Bradley Hughes,96,3.13,25,8
100,T98,T98,Kevin Johnson,93,3.13,25,8
101,T98,T98,Jerry Kelly,104,3.13,25,8
102,T98,T98,Justin Leonard,106,3.13,25,8
103,T98,T98,J.L. Lewis,108,3.13,25,8
104,T98,T98,Jeff Sluman,106,3.13,25,8
105,T98,T98,Grant Waite,78,3.13,25,8
106,T107,T107,Fulton Allem,56,3.15,63,20
107,T107,T107,David Toms,100,3.15,63,20
108,T109,T109,Spike McRoy,95,3.17,38,12
109,T109,T109,Steve Pate,89,3.17,38,12
110,T109,T109,Lee Porter,93,3.17,38,12
111,T112,T112,Matt Gogel,83,3.19,51,16
112,T112,T112,Neal Lancaster,107,3.19,51,16
113,T112,T112,Tom Pernice Jr.,106,3.19,51,16
114,T115,T115,Jeremy Anderson,69,3.25,13,4
115,T115,T115,Doug Barron,62,3.25,13,4
116,T115,T115,Olin Browne,99,3.25,39,12
117,T115,T115,Tom Byrum,85,3.25,39,12
118,T115,T115,Jim Carter,103,3.25,13,4
119,T115,T115,Fred Couples,68,3.25,39,12
120,T115,T115,Doug Dunakey,83,3.25,13,4
121,T115,T115,Scott Dunlap,80,3.25,13,4
122,T115,T115,Steve Elkington,64,3.25,13,4
123,T115,T115,Carlos Franco,87,3.25,26,8
124,T115,T115,Harrison Frazar,88,3.25,13,4
125,T115,T115,Jason Gore,82,3.25,13,4
126,T115,T115,Paul Gow,79,3.25,13,4
127,T115,T115,Kelly Grunewald,66,3.25,13,4
128,T115,T115,Tim Herron,97,3.25,26,8
129,T115,T115,Craig Kanada,80,3.25,13,4
130,T115,T115,Bernhard Langer,62,3.25,39,12
131,T115,T115,Frank Lickliter II,102,3.25,26,8
132,T115,T115,Billy Mayfair,102,3.25,65,20
133,T115,T115,Blaine McCallister,80,3.25,26,8
134,T115,T115,Rocco Mediate,69,3.25,39,12
135,T115,T115,David Morland IV,88,3.25,13,4
136,T115,T115,Craig Perks,78,3.25,13,4
137,T115,T115,Chris Smith,101,3.25,39,12
138,T115,T115,Esteban Toledo,116,3.25,26,8
139,T115,T115,Tommy Tolles,89,3.25,26,8
140,T115,T115,Mark Wiebe,62,3.25,13,4
141,T115,T115,Garrett Willis,88,3.25,13,4
142,T143,T143,Robert Allenby,108,3.33,40,12
143,T143,T143,Jimmy Green,94,3.33,40,12
144,T143,T143,Mark O'Meara,69,3.33,40,12
145,T143,T143,Duffy Waldorf,77,3.33,40,12
146,147,147,Joe Ogilvie,110,3.38,27,8
147,148,148,Ian Leggatt,84,3.42,41,12
148,T149,T149,Billy Andrade,82,3.5,14,4
149,T149,T149,Marco Dawson,57,3.5,14,4
150,T149,T149,J.J. Henry,86,3.5,14,4
151,T149,T149,Steve Jones,75,3.5,14,4
152,T149,T149,Jerry Smith,95,3.5,14,4
153,154,154,Mark Calcavecchia,81,3.63,29,8
154,155,155,Paul Stankowski,91,3.75,15,4
155,156,156,Mark Hensby,71,4.0,16,4
