,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Jerry Smith,63.0,63,1
1,2,2,Craig Perks,64.0,64,1
2,T3,T3,Danny Ellis,65.0,65,1
3,T3,T3,Matt Gogel,65.0,65,1
4,T3,T3,Nick Price,65.0,65,1
5,T3,T3,Scott Verplank,65.0,65,1
6,7,7,Kenny Perry,65.5,131,2
7,T8,T8,David Frost,66.0,66,1
8,T8,T8,Brian Gay,66.0,66,1
9,T10,T10,Tom Byrum,67.0,67,1
10,T10,T10,Greg Chalmers,67.0,67,1
11,T10,T10,Fred Couples,67.0,67,1
12,T10,T10,John Huston,67.0,67,1
13,T10,T10,Skip Kendall,67.0,67,1
14,T10,T10,Vijay Singh,67.0,67,1
15,T10,T10,Grant Waite,67.0,67,1
16,17,17,Carl Paulson,67.5,135,2
17,18,18,Fred Funk,67.67,203,3
18,T19,T19,Carlos Franco,68.0,68,1
19,T19,T19,Lee Janzen,68.0,68,1
20,T19,T19,Tom Lehman,68.0,68,1
21,T19,T19,Billy Mayfair,68.0,68,1
22,T19,T19,Rocco Mediate,68.0,68,1
23,T19,T19,Steve Stricker,68.0,68,1
24,T19,T19,Rocky Walcher,68.0,68,1
25,T19,T19,Kaname Yokoo,68.0,68,1
26,27,27,Tiger Woods,68.38,889,13
27,28,28,Shigeki Maruyama,68.5,137,2
28,T29,T29,Woody Austin,69.0,69,1
29,T29,T29,Briny Baird,69.0,69,1
30,T29,T29,"David Berganio, Jr.",69.0,69,1
31,T29,T29,Olin Browne,69.0,69,1
32,T29,T29,Glen Day,69.0,207,3
33,T29,T29,Brad Elder,69.0,69,1
34,T29,T29,Brent Geiberger,69.0,69,1
35,T29,T29,Jason Gore,69.0,69,1
36,T29,T29,Charles Howell III,69.0,69,1
37,T29,T29,Davis Love III,69.0,69,1
38,T29,T29,Scott McCarron,69.0,69,1
39,T29,T29,Lee Porter,69.0,69,1
40,T29,T29,Loren Roberts,69.0,69,1
41,T29,T29,Paul Stankowski,69.0,69,1
42,T29,T29,Bob Tway,69.0,138,2
43,T29,T29,Mike Weir,69.0,69,1
44,T45,T45,Paul Azinger,69.33,208,3
45,T45,T45,Stewart Cink,69.33,208,3
46,T47,T47,Robert Damron,69.5,139,2
47,T47,T47,Tom Pernice Jr.,69.5,139,2
48,T47,T47,Brian Wilson,69.5,139,2
49,T50,T50,Jay Don Blake,69.67,209,3
50,T50,T50,Blaine McCallister,69.67,209,3
51,T52,T52,Tommy Armour III,70.0,70,1
52,T52,T52,José Coceres,70.0,70,1
53,T52,T52,Joe Durant,70.0,70,1
54,T52,T52,Steve Flesch,70.0,70,1
55,T52,T52,Robin Freeman,70.0,70,1
56,T52,T52,Bill Glasson,70.0,70,1
57,T52,T52,Brian Henninger,70.0,70,1
58,T52,T52,Bernhard Langer,70.0,70,1
59,T52,T52,Len Mattiace,70.0,70,1
60,T52,T52,Rory Sabbatini,70.0,70,1
61,T52,T52,Jeff Sluman,70.0,140,2
62,T52,T52,Kirk Triplett,70.0,70,1
63,64,64,Greg Kraft,70.33,211,3
64,65,65,Mike Sposa,70.5,141,2
65,T66,T66,Robert Allenby,71.0,142,2
66,T66,T66,John Cook,71.0,142,2
67,T66,T66,Scott Dunlap,71.0,71,1
68,T66,T66,Joel Edwards,71.0,71,1
69,T66,T66,Jim Furyk,71.0,71,1
70,T66,T66,J.J. Henry,71.0,71,1
71,T66,T66,Andrew McLardy,71.0,71,1
72,T66,T66,Spike McRoy,71.0,71,1
73,T66,T66,Jesper Parnevik,71.0,142,2
74,T66,T66,David Peoples,71.0,71,1
75,T66,T66,John Riegger,71.0,71,1
76,T66,T66,Kevin Sutherland,71.0,142,2
77,78,78,Frank Nobilo,71.5,143,2
78,T79,T79,Mathew Goggin,72.0,72,1
79,T79,T79,Scott Hoch,72.0,72,1
80,T79,T79,Tripp Isenhour,72.0,72,1
81,T79,T79,Mark Wiebe,72.0,72,1
82,83,83,Bob Burns,72.5,145,2
83,84,84,Stephen Ames,72.67,218,3
84,T85,T85,Stuart Appleby,73.0,146,2
85,T85,T85,Jim Carter,73.0,146,2
86,T85,T85,Bradley Hughes,73.0,73,1
87,T85,T85,Jerry Kelly,73.0,73,1
88,T85,T85,Hal Sutton,73.0,73,1
89,T85,T85,Ted Tryba,73.0,73,1
90,T85,T85,Duffy Waldorf,73.0,73,1
91,92,92,Steve Lowery,73.33,220,3
92,93,93,David Morland IV,73.5,147,2
93,T94,T94,Cameron Beckman,74.0,148,2
94,T94,T94,Sergio Garcia,74.0,74,1
95,T94,T94,Frank Lickliter II,74.0,74,1
96,T94,T94,Larry Mize,74.0,74,1
97,T94,T94,Chris Perry,74.0,74,1
98,T99,T99,Marco Dawson,75.0,75,1
99,T99,T99,Harrison Frazar,75.0,75,1
100,T99,T99,Shaun Micheel,75.0,75,1
101,102,102,Brad Faxon,76.0,152,2
102,103,103,Justin Leonard,77.0,77,1
103,104,104,Andrew Magee,78.0,78,1
