,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Chris DiMarco,108,3.4,34,10
1,2,2,Craig Parry,68,3.45,38,11
2,3,3,Joel Edwards,99,3.55,39,11
3,T4,T4,Gabriel Hjertstedt,76,3.6,72,20
4,T4,T4,Jeff Maggert,84,3.6,72,20
5,T4,T4,Shaun Micheel,103,3.6,36,10
6,T7,T7,Steve Elkington,64,3.7,37,10
7,T7,T7,Bob Estes,91,3.7,37,10
8,T7,T7,Brian Gay,114,3.7,37,10
9,T7,T7,Chris Riley,104,3.7,37,10
10,11,11,Esteban Toledo,116,3.75,75,20
11,T12,T12,Jonathan Kaye,116,3.77,113,30
12,T12,T12,Brian Wilson,88,3.77,117,31
13,T14,T14,Glen Day,89,3.8,38,10
14,T14,T14,Neal Lancaster,107,3.8,38,10
15,T14,T14,Larry Mize,76,3.8,38,10
16,T14,T14,Nick Price,74,3.8,38,10
17,T18,T18,Steve Flesch,112,3.81,80,21
18,T18,T18,Tom Lehman,82,3.81,118,31
19,T18,T18,Scott McCarron,98,3.81,80,21
20,21,21,Frank Lickliter II,102,3.83,115,30
21,22,22,David Peoples,96,3.84,196,51
22,T23,T23,Russ Cochran,76,3.85,154,40
23,T23,T23,Robert Damron,91,3.85,77,20
24,T23,T23,Lee Janzen,96,3.85,77,20
25,T23,T23,Joe Ogilvie,110,3.85,154,40
26,T23,T23,Dicky Pride,78,3.85,77,20
27,T23,T23,Scott Simpson,73,3.85,77,20
28,T29,T29,Robert Allenby,108,3.86,81,21
29,T29,T29,Woody Austin,99,3.86,81,21
30,T31,T31,Briny Baird,106,3.87,116,30
31,T31,T31,Cameron Beckman,103,3.87,120,31
32,T31,T31,Jerry Smith,95,3.87,116,30
33,T31,T31,Kaname Yokoo,81,3.87,116,30
34,35,35,Jim Carter,103,3.88,159,41
35,T36,T36,Stuart Appleby,105,3.9,78,20
36,T36,T36,Rich Beem,91,3.9,78,20
37,T36,T36,Mark Brooks,88,3.9,39,10
38,T36,T36,Olin Browne,99,3.9,82,21
39,T36,T36,Tom Byrum,85,3.9,39,10
40,T36,T36,John Cook,91,3.9,82,21
41,T36,T36,Scott Dunlap,80,3.9,39,10
42,T36,T36,Joe Durant,80,3.9,78,20
43,T36,T36,Danny Ellis,76,3.9,39,10
44,T36,T36,Brad Faxon,95,3.9,78,20
45,T36,T36,Edward Fryatt,93,3.9,78,20
46,T36,T36,Fred Funk,118,3.9,39,10
47,T36,T36,Sergio Garcia,64,3.9,39,10
48,T36,T36,Paul Gow,79,3.9,39,10
49,T36,T36,J.J. Henry,86,3.9,160,41
50,T36,T36,Scott Hoch,84,3.9,39,10
51,T36,T36,Tripp Isenhour,92,3.9,82,21
52,T36,T36,Per-Ulrik Johansson,82,3.9,39,10
53,T36,T36,Skip Kendall,111,3.9,121,31
54,T36,T36,Davis Love III,75,3.9,78,20
55,T36,T36,Andrew Magee,97,3.9,39,10
56,T36,T36,Blaine McCallister,80,3.9,78,20
57,T36,T36,Mark O'Meara,69,3.9,78,20
58,T36,T36,John Riegger,86,3.9,78,20
59,T36,T36,Scott Verplank,99,3.9,121,31
60,T36,T36,Rocky Walcher,59,3.9,39,10
61,62,62,Greg Chalmers,92,3.91,43,11
62,63,63,Michael Muehr,94,3.92,235,60
63,T64,T64,José Coceres,60,3.93,118,30
64,T64,T64,Brent Geiberger,84,3.93,118,30
65,T64,T64,Steve Lowery,100,3.93,118,30
66,67,67,David Morland IV,88,3.94,122,31
67,T68,T68,Stephen Ames,88,3.95,79,20
68,T68,T68,Stewart Cink,102,3.95,162,41
69,T68,T68,Michael Clark II,87,3.95,79,20
70,T68,T68,Fred Couples,68,3.95,79,20
71,T68,T68,John Daly,84,3.95,79,20
72,T68,T68,Doug Dunakey,83,3.95,83,21
73,T68,T68,Robert Gamez,59,3.95,79,20
74,T68,T68,Jason Gore,82,3.95,79,20
