,Front_9_Round_3_Scoring_Average_RANK THIS WEEK,Front_9_Round_3_Scoring_Average_RANK LAST WEEK,Front_9_Round_3_Scoring_Average_PLAYER NAME,Front_9_Round_3_Scoring_Average_AVG,Front_9_Round_3_Scoring_Average_TOTAL STROKES,Front_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,33.84,643,19
1,2,2,Jeff Sluman,33.91,780,23
2,3,3,Phil Mickelson,34.11,648,19
3,4,4,Bernhard Langer,34.2,513,15
4,5,5,Sergio Garcia,34.23,445,13
5,6,6,Jerry Smith,34.24,582,17
6,7,7,John Huston,34.25,411,12
7,8,8,Loren Roberts,34.29,583,17
8,9,9,Jim Furyk,34.35,687,20
9,10,10,Mike Weir,34.4,688,20
10,T11,T11,Davis Love III,34.41,585,17
11,T11,T11,David Toms,34.41,757,22
12,13,13,Olin Browne,34.44,620,18
13,14,14,Scott McCarron,34.45,758,22
14,15,15,Bob Tway,34.46,827,24
15,16,16,Glen Day,34.47,517,15
16,17,17,Cameron Beckman,34.48,724,21
17,T18,T18,Chris DiMarco,34.5,828,24
18,T18,T18,Scott Hoch,34.5,621,18
19,20,20,Jeff Maggert,34.57,484,14
20,21,21,Jerry Kelly,34.6,692,20
21,T22,T22,Brian Gay,34.64,866,25
22,T22,T22,Donnie Hammond,34.64,381,11
23,24,24,Kevin Sutherland,34.65,693,20
24,T25,T25,Craig Barlow,34.71,486,14
25,T25,T25,Bob May,34.71,590,17
26,T25,T25,Nick Price,34.71,590,17
27,28,28,Tom Lehman,34.72,625,18
28,T29,T29,Len Mattiace,34.74,660,19
29,T29,T29,Scott Verplank,34.74,799,23
30,T31,T31,Fulton Allem,34.75,278,8
31,T31,T31,Duffy Waldorf,34.75,417,12
32,33,33,Geoff Ogilvy,34.78,313,9
33,34,34,Charles Howell III,34.79,661,19
34,35,35,Neal Lancaster,34.8,696,20
35,T36,T36,José Coceres,34.82,383,11
36,T36,T36,Carlos Franco,34.82,592,17
37,38,38,Brian Watts,34.83,418,12
38,39,39,Scott Dunlap,34.85,453,13
39,T40,T40,Woody Austin,34.86,488,14
40,T40,T40,Stewart Cink,34.86,732,21
41,T42,T42,Dan Forsman,34.87,523,15
42,T42,T42,J.J. Henry,34.87,523,15
43,T44,T44,David Duval,34.88,593,17
44,T44,T44,Kirk Triplett,34.88,593,17
45,T46,T46,Justin Leonard,34.9,733,21
46,T46,T46,Joey Sindelar,34.9,349,10
47,48,48,Skip Kendall,34.91,803,23
48,T49,T49,Ernie Els,34.92,454,13
49,T49,T49,Paul Gow,34.92,454,13
50,51,51,Fred Couples,34.93,489,14
51,52,52,Tom Byrum,34.94,559,16
52,53,53,Bob Estes,34.95,664,19
53,T54,T54,Paul Azinger,35.0,665,19
