,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,Jeff Sluman,30,55
1,T2,T2,Chris DiMarco,29,53
2,T2,T2,Fred Funk,33,53
3,4,4,Tiger Woods,19,51
4,5,5,Bob Tway,29,50
5,6,6,Brian Gay,32,48
6,T7,T7,Scott McCarron,25,47
7,T7,T7,Vijay Singh,26,47
8,T7,T7,Scott Verplank,26,47
9,T10,T10,Robert Allenby,29,46
10,T10,T10,Bob Estes,26,46
11,T10,T10,Jim Furyk,24,46
12,T10,T10,Davis Love III,20,46
13,T14,T14,Jerry Kelly,31,45
14,T14,T14,Kevin Sutherland,30,45
15,T14,T14,David Toms,28,45
16,T17,T17,Steve Flesch,32,44
17,T17,T17,Esteban Toledo,36,44
18,T19,T19,Joel Edwards,30,43
19,T19,T19,Frank Lickliter II,29,43
20,T19,T19,Kenny Perry,26,43
21,T22,T22,Jonathan Kaye,33,42
22,T22,T22,Neal Lancaster,36,42
23,T22,T22,Phil Mickelson,23,42
24,T22,T22,Mike Weir,23,42
25,T26,T26,Scott Hoch,24,41
26,T26,T26,Charles Howell III,24,41
27,T26,T26,Tom Lehman,23,41
28,T26,T26,Billy Mayfair,29,41
29,30,30,Briny Baird,31,40
30,T31,T31,Stuart Appleby,29,39
31,T31,T31,Cameron Beckman,29,39
32,T31,T31,Justin Leonard,30,39
33,T31,T31,J.L. Lewis,31,39
34,T31,T31,Steve Lowery,28,39
35,T31,T31,Shigeki Maruyama,27,39
36,T31,T31,Chris Riley,30,39
37,T38,T38,Olin Browne,30,38
38,T38,T38,Stewart Cink,29,38
39,T38,T38,David Duval,20,38
40,T38,T38,Jesper Parnevik,25,38
41,T42,T42,Stephen Ames,26,37
42,T42,T42,Skip Kendall,33,37
43,T44,T44,Jay Don Blake,31,36
44,T44,T44,Jim Carter,28,36
45,T44,T44,K.J. Choi,29,36
46,T44,T44,Glen Day,28,36
47,T44,T44,Brad Faxon,26,36
48,T44,T44,Nick Price,20,36
49,T44,T44,Chris Smith,30,36
50,T51,T51,Brad Elder,35,35
51,T51,T51,Tim Herron,29,35
52,T51,T51,Len Mattiace,30,35
53,T51,T51,Tom Pernice Jr.,33,35
54,T51,T51,Hal Sutton,26,35
55,T51,T51,Kirk Triplett,26,35
56,T57,T57,John Cook,25,34
57,T57,T57,Brent Geiberger,25,34
58,T57,T57,Lee Janzen,29,34
59,T57,T57,David Peoples,31,34
60,T61,T61,Glen Hnatiuk,31,33
61,T61,T61,Brandt Jobe,30,33
62,T61,T61,Rocco Mediate,21,33
63,T64,T64,Mark Calcavecchia,23,32
64,T64,T64,Greg Chalmers,27,32
65,T64,T64,Jay Haas,21,32
66,T64,T64,Bernhard Langer,17,32
67,T64,T64,Spike McRoy,31,32
68,T64,T64,Jerry Smith,31,32
69,T64,T64,Mike Sposa,29,32
70,T71,T71,Paul Azinger,20,31
71,T71,T71,Bob Burns,29,31
72,T71,T71,Joe Durant,25,31
73,T71,T71,Harrison Frazar,25,31
74,T71,T71,David Frost,27,31
75,T71,T71,Sergio Garcia,18,31
76,T71,T71,Greg Kraft,33,31
