,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
77,T71,T71,Frank Nobilo,28,31
78,T71,T71,Joe Ogilvie,34,31
79,T80,T80,Dudley Hart,25,30
80,T80,T80,Jeff Maggert,27,30
81,T80,T80,Michael Muehr,32,30
82,T80,T80,Brett Quigley,21,30
83,T80,T80,Loren Roberts,25,30
84,T80,T80,Kaname Yokoo,27,30
85,T86,T86,Tom Byrum,27,29
86,T86,T86,John Daly,25,29
87,T86,T86,Carlos Franco,27,29
88,T86,T86,Robin Freeman,34,29
89,T86,T86,Pete Jordan,36,29
90,T86,T86,Bob May,25,29
91,T86,T86,Shaun Micheel,34,29
92,T86,T86,Paul Stankowski,27,29
93,T94,T94,Tommy Armour III,32,28
94,T94,T94,Russ Cochran,24,28
95,T94,T94,Per-Ulrik Johansson,29,28
96,T97,T97,Craig Barlow,23,27
97,T97,T97,Ernie Els,19,27
98,T97,T97,Matt Gogel,26,27
99,T97,T97,Andrew Magee,31,27
100,T97,T97,Ted Tryba,33,27
101,T102,T102,Billy Andrade,27,26
102,T102,T102,"David Berganio, Jr.",25,26
103,T102,T102,Edward Fryatt,31,26
104,T102,T102,Jason Gore,30,26
105,T102,T102,Ian Leggatt,29,26
106,T102,T102,Steve Pate,30,26
107,T102,T102,John Riegger,27,26
108,T102,T102,Tommy Tolles,31,26
109,T102,T102,Jay Williamson,35,26
110,T111,T111,Woody Austin,34,25
111,T111,T111,Rich Beem,31,25
112,T111,T111,Mark Brooks,27,25
113,T111,T111,Paul Gow,27,25
114,T111,T111,J.J. Henry,28,25
115,T111,T111,Blaine McCallister,28,25
116,T111,T111,David Morland IV,29,25
117,T111,T111,Carl Paulson,31,25
118,T111,T111,Craig Perks,30,25
119,T111,T111,Chris Perry,26,25
120,T121,T121,José Coceres,19,24
121,T121,T121,Robert Damron,27,24
122,T121,T121,Dan Forsman,25,24
123,T121,T121,J.P. Hayes,23,24
124,T121,T121,Tripp Isenhour,31,24
125,T121,T121,Kevin Johnson,32,24
126,T121,T121,Larry Mize,24,24
127,T121,T121,Lee Porter,30,24
128,T121,T121,Scott Simpson,22,24
129,T130,T130,Brandel Chamblee,23,23
130,T130,T130,Scott Dunlap,28,23
131,T130,T130,Bradley Hughes,33,23
132,T130,T130,John Huston,20,23
133,T130,T130,Garrett Willis,33,23
134,T135,T135,Michael Clark II,30,22
135,T135,T135,Mathew Goggin,33,22
136,T135,T135,David Gossett,15,22
137,T135,T135,Paul Goydos,29,22
138,T135,T135,Jimmy Green,33,22
139,T135,T135,Jim McGovern,21,22
140,T135,T135,Craig Parry,22,22
141,T135,T135,Steve Stricker,20,22
142,T143,T143,Steve Allan,31,21
143,T143,T143,Fred Couples,19,21
144,T143,T143,Andrew McLardy,26,21
145,T143,T143,Geoff Ogilvy,23,21
146,T143,T143,Corey Pavin,22,21
147,T143,T143,Rory Sabbatini,23,21
148,T143,T143,Brent Schwarzrock,20,21
149,T143,T143,Chris Tidland,29,21
150,T143,T143,Brian Wilson,31,21
151,T152,T152,Danny Ellis,27,20
152,T152,T152,Brian Henninger,29,20
153,T152,T152,Brian Watts,16,20
154,T155,T155,Doug Barron,25,19
155,T155,T155,Steve Elkington,20,19
156,T155,T155,Donnie Hammond,14,19
157,T155,T155,Gabriel Hjertstedt,30,19
158,T155,T155,Mark O'Meara,21,19
159,T155,T155,Dennis Paulson,25,19
160,T155,T155,Joey Sindelar,25,19
161,T162,T162,Jeff Hart,28,18
162,T162,T162,Cliff Kresge,31,18
163,T162,T162,Dicky Pride,27,18
164,T162,T162,Grant Waite,28,18
165,T162,T162,Duffy Waldorf,27,18
166,T167,T167,Fulton Allem,21,17
167,T167,T167,Marco Dawson,19,17
168,T167,T167,Doug Dunakey,32,17
169,T167,T167,Willie Wood,16,17
170,T171,T171,Steve Jones,25,16
171,T171,T171,José María Olazábal,15,16
172,T171,T171,D.A. Weibring,10,16
173,T174,T174,Jeff Brehaut,26,15
174,T174,T174,Bill Glasson,26,15
175,T174,T174,Kelly Grunewald,27,15
176,T174,T174,Mark Hensby,29,15
177,T174,T174,Matt Kuchar,11,15
178,T174,T174,Mark Wiebe,24,15
179,T180,T180,Jeremy Anderson,28,14
180,T180,T180,Ben Bates,18,14
181,T180,T180,Kent Jones,28,14
182,T180,T180,Craig Kanada,28,14
183,T184,T184,Ronnie Black,17,13
184,T184,T184,Robert Gamez,22,13
185,T184,T184,Sean Murphy,27,13
186,T187,T187,Brad Fabel,10,12
187,T187,T187,Hunter Haas,30,12
188,T187,T187,Miguel Angel Jiménez,15,12
189,T187,T187,Franklin Langham,22,12
190,T187,T187,Jean Van de Velde,17,12
191,T192,T192,Barry Cheesman,16,11
192,T192,T192,Peter Jacobsen,17,11
193,T194,T194,Bart Bryant,10,10
194,T194,T194,Gary Nicklaus,34,10
195,T196,T196,Richie Coughlan,26,9
196,T196,T196,Nick Faldo,13,9
197,T196,T196,Ben Ferguson,30,9
198,T196,T196,Retief Goosen,10,9
199,T196,T196,Joe Ozaki,17,9
200,T196,T196,Tom Scherrer,28,9
201,T196,T196,Heath Slocum,8,9
202,T196,T196,"Dave Stockton, Jr.",21,9
203,T204,T204,Brian Claar,8,8
204,T204,T204,Darren Clarke,7,8
205,T204,T204,Keith Clearwater,23,8
206,T204,T204,Padraig Harrington,9,8
207,T204,T204,Fuzzy Zoeller,15,8
208,T209,T209,Ángel Cabrera,8,7
209,T209,T209,Luke Donald,7,7
210,T209,T209,Niclas Fasth,3,7
211,T209,T209,Scott Gump,6,7
212,T209,T209,Mike Hulbert,19,7
213,T209,T209,Jeff Julian,22,7
214,T209,T209,Greg Norman,11,7
215,T209,T209,Mike Reid,13,7
216,T217,T217,Michael Bradley,8,6
217,T217,T217,Emanuele Canonica,19,6
218,T217,T217,Toshi Izawa,5,6
219,T217,T217,Tom Purtzer,16,6
220,T217,T217,Craig Spence,19,6
221,T217,T217,Curtis Strange,11,6
222,T217,T217,Phil Tataurangi,12,6
223,T217,T217,Rocky Walcher,26,6
224,T225,T225,Thomas Bjørn,7,5
225,T225,T225,Trevor Dodds,2,5
226,T225,T225,"Jim Gallagher, Jr.",15,5
227,T225,T225,Colin Montgomerie,7,5
228,T225,T225,Craig Stadler,19,5
229,T225,T225,Toru Taniguchi,9,5
230,T231,T231,Michael Campbell,10,4
231,T231,T231,Mark Carnevale,3,4
232,T231,T231,Ed Fiori,6,4
233,T231,T231,Mike Heinen,8,4
234,T231,T231,Paul McGinley,4,4
235,T231,T231,Bryce Molder,7,4
236,T231,T231,Sam Randolph,5,4
237,T231,T231,Tim Thelen,7,4
238,T231,T231,Omar Uresti,3,4
239,T240,T240,Aaron Baddeley,9,3
240,T240,T240,Andy Bean,8,3
241,T240,T240,Notah Begay III,12,3
242,T240,T240,Craig Bowden,4,3
243,T240,T240,Jaxon Brigman,1,3
244,T240,T240,Chad Campbell,3,3
245,T240,T240,Alex Cejka,1,3
246,T240,T240,Gene Fieger,2,3
247,T240,T240,Pierre Fulke,8,3
248,T240,T240,Jeff Gallagher,7,3
249,T240,T240,Gary Hallberg,9,3
250,T240,T240,Shingo Katayama,6,3
251,T240,T240,Tom Kite,5,3
252,T240,T240,Peter Lonard,7,3
253,T240,T240,Sandy Lyle,5,3
254,T240,T240,David Ogrin,2,3
255,T240,T240,Phillip Price,6,3
256,T240,T240,Jeff Quinney,7,3
257,T240,T240,Adam Scott,6,3
258,T240,T240,Mike Standly,6,3
259,T240,T240,Ty Tryon,3,3
260,T240,T240,Kevin Wentworth,14,3
261,T240,T240,Lee Westwood,6,3
262,T240,T240,Ian Woosnam,5,3
263,T264,T264,Steven Alker,1,2
264,T264,T264,Michael Allen,1,2
265,T264,T264,Perry Arthur,1,2
266,T264,T264,Todd Barranger,1,2
267,T264,T264,Guy Boros,3,2
268,T264,T264,Brad Bryant,2,2
269,T264,T264,Tony Carolan,1,2
270,T264,T264,Paul Casey,3,2
271,T264,T264,Tim Clark,3,2
272,T264,T264,Bobby Cochran,1,2
273,T264,T264,Andrew Coltart,3,2
274,T264,T264,Michael Combs,1,2
275,T264,T264,Ben Curtis,1,2
276,T264,T264,James Driscoll,4,2
277,T264,T264,Todd Fanning,2,2
278,T264,T264,Rick Fehr,9,2
279,T264,T264,Keith Fergus,3,2
280,T264,T264,Kelly Gibson,3,2
281,T264,T264,Nolan Henke,8,2
282,T264,T264,Mikko Ilonen,4,2
283,T264,T264,Katsumune Imai,1,2
284,T264,T264,Raphael Jacquelin,1,2
285,T264,T264,Jeffrey Lankford,2,2
286,T264,T264,Paul Lawrie,6,2
287,T264,T264,Wayne Levi,2,2
288,T264,T264,Bruce Lietzke,2,2
289,T264,T264,Bob Lohr,1,2
290,T264,T264,Dick Mast,3,2
291,T264,T264,Mark McCumber,11,2
292,T264,T264,Andy Oldcorn,2,2
293,T264,T264,Greg Owen,1,2
294,T264,T264,Ian Poulter,2,2
295,T264,T264,John Restino,11,2
296,T264,T264,Larry Rinker,7,2
297,T264,T264,Gene Sauers,2,2
298,T264,T264,Mike Springer,10,2
299,T264,T264,Hidemichi Tanaka,7,2
300,T264,T264,Jimmy Walker,3,2
301,T264,T264,Mark Wilson,2,2
302,T264,T264,Chris Zambri,2,2
303,T264,T264,Richard Zokol,3,2
304,T305,T305,Alexandre Balicki,1,1
305,T305,T305,Dave Barr,4,1
306,T305,T305,Chip Beck,4,1
307,T305,T305,Don Bell,1,1
308,T305,T305,Rob Bradley,1,1
309,T305,T305,Jonathan Byrd,1,1
310,T305,T305,Nick Cassini,1,1
311,T305,T305,Michael Christensen,1,1
312,T305,T305,Erik Compton,1,1
313,T305,T305,Tim Conley,1,1
314,T305,T305,Michael Connell,1,1
315,T305,T305,Matthew Cort,1,1
316,T305,T305,Jeffrey Cranford,3,1
317,T305,T305,Ben Crenshaw,11,1
318,T305,T305,Wayne DeFrancesco,2,1
319,T305,T305,Jay Delsing,5,1
320,T305,T305,Paul Devenport,2,1
321,T305,T305,Paul Earnest,1,1
322,T305,T305,Chris Endres,1,1
323,T305,T305,"John Engler, Jr.",1,1
324,T305,T305,Stephen Gangluff,2,1
325,T305,T305,Derek Gillespie,1,1
326,T305,T305,Ernie Gonzalez,1,1
327,T305,T305,Greg Gregory,1,1
328,T305,T305,Mathias Grönberg,4,1
329,T305,T305,Joey Gullion,3,1
330,T305,T305,Morris Hatalsky,1,1
331,T305,T305,Scott Henderson,1,1
332,T305,T305,Charley Hoffman,2,1
333,T305,T305,Kazuhiko Hosokawa,2,1
334,T305,T305,Ryuji Imada,1,1
335,T305,T305,Hale Irwin,1,1
336,T305,T305,Mark Johnson,1,1
337,T305,T305,Richard Johnson,1,1
338,T305,T305,Bobby Kalinowski,2,1
339,T305,T305,Stephen Leaney,1,1
340,T305,T305,Steve Madsen,1,1
341,T305,T305,Casey Martin,2,1
342,T305,T305,Matt McDougall,1,1
343,T305,T305,John Morse,1,1
344,T305,T305,Larry Nelson,1,1
345,T305,T305,Gareth Paddison,1,1
346,T305,T305,Mark Pfeil,1,1
347,T305,T305,Dan Pohl,3,1
348,T305,T305,Troy Reiser,1,1
349,T305,T305,Eduardo Romero,6,1
350,T305,T305,Justin Rose,1,1
351,T305,T305,Rick Schuller,1,1
352,T305,T305,Des Smyth,1,1
353,T305,T305,David Stephens,1,1
354,T305,T305,David Sutherland,2,1
355,T305,T305,Billy Tuten,2,1
356,T305,T305,Greg Twiggs,1,1
357,T305,T305,Stan Utley,3,1
358,T305,T305,Nicolas Vanhootegem,1,1
359,T305,T305,Bobby Wadkins,1,1
360,T305,T305,Tom Watson,4,1
361,T305,T305,Mark Wurtz,2,1
362,T305,T305,Bruce Zabriski,1,1
