,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Skip Kendall,111,4,1121,
1,T1,T1,Craig Perks,78,4,795,2.0
2,T3,T3,Tommy Armour III,93,3,954,
3,T3,T3,John Daly,84,3,871,
4,T3,T3,Doug Dunakey,83,3,846,
5,T3,T3,Harrison Frazar,88,3,874,
6,T3,T3,Tim Herron,97,3,965,
7,T3,T3,Jonathan Kaye,116,3,1159,
8,T3,T3,Andrew Magee,97,3,977,
9,T3,T3,Len Mattiace,98,3,1018,
10,T3,T3,Michael Muehr,94,3,967,
11,T3,T3,Garrett Willis,88,3,887,
12,T13,T13,Stephen Ames,88,2,872,
13,T13,T13,Billy Andrade,82,2,841,
14,T13,T13,Tom Byrum,85,2,894,1.0
15,T13,T13,Russ Cochran,76,2,755,
16,T13,T13,Fred Couples,68,2,713,
17,T13,T13,Steve Flesch,112,2,1109,1.0
18,T13,T13,Sergio Garcia,64,2,656,
19,T13,T13,Brent Geiberger,84,2,827,
20,T13,T13,Kelly Grunewald,66,2,693,
21,T13,T13,Jeff Hart,87,2,881,
22,T13,T13,Brian Henninger,81,2,821,
23,T13,T13,Neal Lancaster,107,2,1094,
24,T13,T13,Rocco Mediate,69,2,737,
25,T13,T13,Phil Mickelson,85,2,884,
26,T13,T13,Larry Mize,76,2,782,
27,T13,T13,David Morland IV,88,2,891,
28,T13,T13,Steve Pate,89,2,913,
29,T13,T13,David Peoples,96,2,975,1.0
30,T13,T13,Kevin Sutherland,101,2,1023,
31,T13,T13,Hal Sutton,96,2,1012,
32,T13,T13,Mike Weir,86,2,928,
33,T34,T34,Robert Allenby,108,1,1143,
34,T34,T34,Jeremy Anderson,69,1,723,
35,T34,T34,Woody Austin,99,1,989,1.0
36,T34,T34,Cameron Beckman,103,1,1027,
37,T34,T34,Rich Beem,91,1,934,
38,T34,T34,Ronnie Black,51,1,536,
39,T34,T34,Jay Don Blake,100,1,997,
40,T34,T34,Jeff Brehaut,80,1,802,
41,T34,T34,Bob Burns,92,1,933,
42,T34,T34,Jim Carter,103,1,1079,
43,T34,T34,Stewart Cink,102,1,1041,
44,T34,T34,Michael Clark II,87,1,893,
45,T34,T34,John Cook,91,1,915,
46,T34,T34,Glen Day,89,1,867,
47,T34,T34,Chris DiMarco,108,1,1101,1.0
48,T34,T34,Joel Edwards,99,1,1037,
49,T34,T34,Brad Elder,111,1,1132,
50,T34,T34,Danny Ellis,76,1,793,
51,T34,T34,Ernie Els,70,1,650,
52,T34,T34,Robin Freeman,105,1,1073,
53,T34,T34,Edward Fryatt,93,1,935,
54,T34,T34,Jim Furyk,88,1,949,
55,T34,T34,Matt Gogel,83,1,851,
56,T34,T34,Jason Gore,82,1,835,
57,T34,T34,Jimmy Green,94,1,963,
58,T34,T34,Hunter Haas,78,1,797,
59,T34,T34,Donnie Hammond,51,1,524,
60,T34,T34,J.J. Henry,86,1,877,1.0
61,T34,T34,Gabriel Hjertstedt,76,1,799,
62,T34,T34,Glen Hnatiuk,104,1,1062,
63,T34,T34,Scott Hoch,84,1,884,
64,T34,T34,Charles Howell III,89,1,891,
65,T34,T34,Tripp Isenhour,92,1,929,
66,T34,T34,Brandt Jobe,96,1,981,
67,T34,T34,Per-Ulrik Johansson,82,1,855,
68,T34,T34,Kent Jones,74,1,773,
69,T34,T34,Craig Kanada,80,1,799,
70,T34,T34,Jerry Kelly,104,1,1050,
71,T34,T34,Greg Kraft,105,1,1065,
72,T34,T34,J.L. Lewis,108,1,1127,
73,T34,T34,Frank Lickliter II,102,1,1080,
74,T34,T34,Shigeki Maruyama,98,1,1006,
75,T34,T34,Bob May,86,1,861,
76,T34,T34,Billy Mayfair,102,1,1053,
77,T34,T34,Scott McCarron,98,1,987,
78,T34,T34,Andrew McLardy,75,1,785,
79,T34,T34,Spike McRoy,95,1,959,
80,T34,T34,Gary Nicklaus,96,1,985,1.0
81,T34,T34,Joe Ogilvie,110,1,1129,
82,T34,T34,Geoff Ogilvy,60,1,637,
83,T34,T34,Jesper Parnevik,91,1,983,
84,T34,T34,Carl Paulson,93,1,981,1.0
85,T34,T34,Tom Pernice Jr.,106,1,1073,
86,T34,T34,Kenny Perry,94,1,923,
87,T34,T34,Dicky Pride,78,1,815,
88,T34,T34,Brett Quigley,67,1,666,
89,T34,T34,John Riegger,86,1,870,
90,T34,T34,Chris Riley,104,1,1061,
91,T34,T34,Rory Sabbatini,73,1,733,
92,T34,T34,Tom Scherrer,69,1,695,
93,T34,T34,Brent Schwarzrock,63,1,658,
94,T34,T34,Chris Smith,101,1,1013,
95,T34,T34,Paul Stankowski,91,1,919,1.0
96,T34,T34,Steve Stricker,73,1,676,
97,T34,T34,Chris Tidland,83,1,843,
98,T34,T34,Esteban Toledo,116,1,1194,
99,T34,T34,Tommy Tolles,89,1,895,
100,T34,T34,Brian Watts,56,1,594,
101,T34,T34,Tiger Woods,76,1,822,
