,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Stewart Cink,65.0,65,1
1,T1,T1,Neal Lancaster,65.0,65,1
2,T1,T1,Scott McCarron,65.0,65,1
3,4,4,Vijay Singh,66.0,66,1
4,T5,T5,Russ Cochran,67.0,67,1
5,T5,T5,Robert Damron,67.0,67,1
6,T5,T5,Harrison Frazar,67.0,67,1
7,T5,T5,Fred Funk,67.0,67,1
8,T5,T5,Davis Love III,67.0,67,1
9,T10,T10,José Coceres,67.5,135,2
10,T10,T10,Chris DiMarco,67.5,135,2
11,T12,T12,Stephen Ames,68.0,68,1
12,T12,T12,Jeremy Anderson,68.0,68,1
13,T12,T12,Olin Browne,68.0,68,1
14,T12,T12,Jim Carter,68.0,68,1
15,T12,T12,Joel Edwards,68.0,136,2
16,T12,T12,Brad Elder,68.0,68,1
17,T12,T12,J.J. Henry,68.0,68,1
18,T12,T12,Ian Leggatt,68.0,68,1
19,T12,T12,Andrew McLardy,68.0,68,1
20,T12,T12,José María Olazábal,68.0,68,1
21,T12,T12,Chris Riley,68.0,68,1
22,T12,T12,Loren Roberts,68.0,68,1
23,T24,T24,"David Berganio, Jr.",69.0,69,1
24,T24,T24,Bob Burns,69.0,138,2
25,T24,T24,Glen Day,69.0,69,1
26,T24,T24,Scott Dunlap,69.0,69,1
27,T24,T24,Craig Kanada,69.0,69,1
28,T24,T24,Larry Mize,69.0,69,1
29,T24,T24,David Toms,69.0,138,2
30,T24,T24,Kirk Triplett,69.0,69,1
31,32,32,Tiger Woods,69.2,346,5
32,T33,T33,Tommy Armour III,69.5,139,2
33,T33,T33,Skip Kendall,69.5,139,2
34,T33,T33,Jeff Sluman,69.5,139,2
35,T33,T33,Grant Waite,69.5,139,2
36,T37,T37,Stuart Appleby,70.0,70,1
37,T37,T37,Jay Don Blake,70.0,70,1
38,T37,T37,Fred Couples,70.0,70,1
39,T37,T37,Brian Gay,70.0,70,1
40,T37,T37,John Huston,70.0,70,1
41,T37,T37,Tripp Isenhour,70.0,70,1
42,T37,T37,Jerry Kelly,70.0,70,1
43,T37,T37,Steve Lowery,70.0,70,1
44,T37,T37,Blaine McCallister,70.0,70,1
45,T37,T37,Spike McRoy,70.0,70,1
46,T37,T37,Rocco Mediate,70.0,70,1
47,T37,T37,Steve Pate,70.0,70,1
48,T37,T37,Dennis Paulson,70.0,70,1
49,T37,T37,Tom Pernice Jr.,70.0,70,1
50,T37,T37,John Riegger,70.0,140,2
51,52,52,Tom Scherrer,70.5,141,2
52,T53,T53,Keith Clearwater,71.0,71,1
53,T53,T53,John Daly,71.0,71,1
54,T53,T53,Steve Jones,71.0,71,1
55,T53,T53,Billy Mayfair,71.0,142,2
56,T53,T53,Frank Nobilo,71.0,71,1
57,T53,T53,Chris Perry,71.0,71,1
58,T53,T53,Kenny Perry,71.0,71,1
59,T60,T60,Fulton Allem,71.5,143,2
60,T60,T60,Pete Jordan,71.5,143,2
61,T62,T62,Doug Dunakey,72.0,72,1
62,T62,T62,Kelly Grunewald,72.0,72,1
63,T62,T62,Gabriel Hjertstedt,72.0,144,2
64,T62,T62,Charles Howell III,72.0,72,1
65,T62,T62,Brandt Jobe,72.0,72,1
66,T62,T62,Bob May,72.0,72,1
67,T62,T62,Shaun Micheel,72.0,72,1
68,T62,T62,Chris Smith,72.0,144,2
69,T62,T62,Mike Sposa,72.0,72,1
70,71,71,Mark O'Meara,72.5,145,2
71,T72,T72,Mark Brooks,73.0,146,2
72,T72,T72,Steve Flesch,73.0,73,1
73,T72,T72,Carlos Franco,73.0,73,1
74,T72,T72,Gary Nicklaus,73.0,73,1
75,T72,T72,Jesper Parnevik,73.0,73,1
76,T72,T72,Mark Wiebe,73.0,73,1
77,T78,T78,Bradley Hughes,74.0,74,1
78,T78,T78,Chris Tidland,74.0,74,1
79,T80,T80,Brian Henninger,75.0,150,2
80,T80,T80,Per-Ulrik Johansson,75.0,75,1
81,T80,T80,Tommy Tolles,75.0,150,2
82,83,83,Danny Ellis,76.0,76,1
83,84,84,Matt Gogel,78.0,78,1
84,T85,T85,Kent Jones,79.0,79,1
85,T85,T85,Paul Stankowski,79.0,79,1
