,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Carlos Franco,87,4.13,33,8
1,2,2,Joel Edwards,99,4.21,80,19
2,T3,T3,Rich Beem,91,4.25,34,8
3,T3,T3,Harrison Frazar,88,4.25,17,4
4,T3,T3,Jason Gore,82,4.25,51,12
5,T3,T3,Kelly Grunewald,66,4.25,34,8
6,T3,T3,Jesper Parnevik,91,4.25,119,28
7,T3,T3,Rocky Walcher,59,4.25,17,4
8,9,9,Per-Ulrik Johansson,82,4.3,86,20
9,T10,T10,Ernie Els,70,4.31,69,16
10,T10,T10,Bob Estes,91,4.31,155,36
11,T10,T10,Tom Lehman,82,4.31,125,29
12,13,13,Russ Cochran,76,4.32,82,19
13,T14,T14,Kent Jones,74,4.33,52,12
14,T14,T14,Skip Kendall,111,4.33,117,27
15,T16,T16,Cameron Beckman,103,4.35,100,23
16,T16,T16,Neal Lancaster,107,4.35,87,20
17,18,18,Davis Love III,75,4.36,170,39
18,T19,T19,Paul Azinger,79,4.38,35,8
19,T19,T19,Mark Calcavecchia,81,4.38,57,13
20,T19,T19,David Duval,78,4.38,92,21
21,T19,T19,Bernhard Langer,62,4.38,57,13
22,T19,T19,Frank Nobilo,91,4.38,35,8
23,24,24,Shigeki Maruyama,98,4.4,66,15
24,T25,T25,Scott McCarron,98,4.41,119,27
25,T25,T25,Scott Verplank,99,4.41,119,27
26,T27,T27,Woody Austin,99,4.42,84,19
27,T27,T27,Robin Freeman,105,4.42,53,12
28,T27,T27,Rocco Mediate,69,4.42,53,12
29,T27,T27,Nick Price,74,4.42,53,12
30,T27,T27,Chris Riley,104,4.42,106,24
31,32,32,Tiger Woods,76,4.43,93,21
32,T33,T33,Robert Allenby,108,4.44,80,18
33,T33,T33,Sergio Garcia,64,4.44,71,16
34,T33,T33,David Peoples,96,4.44,120,27
35,T33,T33,David Toms,100,4.44,80,18
36,T37,T37,John Daly,84,4.45,89,20
37,T37,T37,Chris DiMarco,108,4.45,196,44
38,T37,T37,Brad Faxon,95,4.45,49,11
39,T40,T40,Stuart Appleby,105,4.46,107,24
40,T40,T40,Billy Mayfair,102,4.46,107,24
41,T42,T42,Ian Leggatt,84,4.47,85,19
42,T42,T42,Mike Sposa,96,4.47,85,19
43,T42,T42,Mike Weir,86,4.47,76,17
44,45,45,Vijay Singh,98,4.48,121,27
45,T46,T46,Fred Couples,68,4.5,90,20
46,T46,T46,Robert Damron,91,4.5,54,12
47,T46,T46,Marco Dawson,57,4.5,54,12
48,T46,T46,Brad Elder,111,4.5,54,12
49,T46,T46,Steve Elkington,64,4.5,36,8
50,T46,T46,David Frost,87,4.5,90,20
51,T46,T46,Jim Furyk,88,4.5,63,14
52,T46,T46,Paul Gow,79,4.5,36,8
53,T46,T46,John Huston,64,4.5,36,8
54,T46,T46,Brandt Jobe,96,4.5,54,12
55,T46,T46,Craig Kanada,80,4.5,54,12
56,T46,T46,Andrew Magee,97,4.5,90,20
57,T46,T46,Shaun Micheel,103,4.5,108,24
58,T46,T46,Sean Murphy,70,4.5,18,4
59,T46,T46,Corey Pavin,72,4.5,18,4
60,T46,T46,Kevin Sutherland,101,4.5,108,24
61,T46,T46,Kirk Triplett,88,4.5,36,8
62,63,63,Rory Sabbatini,73,4.52,122,27
63,T64,T64,Jim Carter,103,4.53,86,19
64,T64,T64,Joe Durant,80,4.53,77,17
