,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,1,1,Rocco Mediate,69,64
1,T2,T2,Stuart Appleby,105,65
2,T2,T2,Woody Austin,99,65
3,T2,T2,Tom Byrum,85,65
4,T2,T2,Stewart Cink,102,65
5,T2,T2,Joel Edwards,99,65
6,T2,T2,Hunter Haas,78,65
7,T2,T2,Neal Lancaster,107,65
8,T2,T2,Scott McCarron,98,65
9,T2,T2,Jesper Parnevik,91,65
10,T2,T2,Kenny Perry,94,65
11,T2,T2,Tiger Woods,76,65
12,T13,T13,José Coceres,60,66
13,T13,T13,Robert Damron,91,66
14,T13,T13,Bob Estes,91,66
15,T13,T13,Craig Kanada,80,66
16,T13,T13,Andrew Magee,97,66
17,T13,T13,Shigeki Maruyama,98,66
18,T13,T13,Bob May,86,66
19,T13,T13,Carl Paulson,93,66
20,T13,T13,Tom Scherrer,69,66
21,T13,T13,Vijay Singh,98,66
22,T13,T13,David Toms,100,66
23,T13,T13,Kaname Yokoo,81,66
24,T25,T25,Tommy Armour III,93,67
25,T25,T25,Jim Carter,103,67
26,T25,T25,Russ Cochran,76,67
27,T25,T25,John Cook,91,67
28,T25,T25,Fred Couples,68,67
29,T25,T25,Chris DiMarco,108,67
30,T25,T25,Harrison Frazar,88,67
31,T25,T25,David Frost,87,67
32,T25,T25,Fred Funk,118,67
33,T25,T25,Matt Gogel,83,67
34,T25,T25,Tim Herron,97,67
35,T25,T25,Lee Janzen,96,67
36,T25,T25,Pete Jordan,105,67
37,T25,T25,Matt Kuchar,35,67
38,T25,T25,Davis Love III,75,67
39,T25,T25,Jeff Maggert,84,67
40,T25,T25,Blaine McCallister,80,67
41,T25,T25,Tom Pernice Jr.,106,67
42,T25,T25,Ted Tryba,110,67
43,T25,T25,Grant Waite,78,67
44,T45,T45,Stephen Ames,88,68
45,T45,T45,Jeremy Anderson,69,68
46,T45,T45,Mark Brooks,88,68
47,T45,T45,Olin Browne,99,68
48,T45,T45,Bob Burns,92,68
49,T45,T45,Nick Cassini,3,68
50,T45,T45,Michael Clark II,87,68
51,T45,T45,Glen Day,89,68
52,T45,T45,Brad Elder,111,68
53,T45,T45,J.J. Henry,86,68
54,T45,T45,Bradley Hughes,96,68
55,T45,T45,Jonathan Kaye,116,68
56,T45,T45,Skip Kendall,111,68
57,T45,T45,Greg Kraft,105,68
58,T45,T45,Ian Leggatt,84,68
59,T45,T45,Billy Mayfair,102,68
60,T45,T45,Andrew McLardy,75,68
61,T45,T45,David Morland IV,88,68
62,T45,T45,José María Olazábal,51,68
63,T45,T45,Chris Riley,104,68
64,T45,T45,Loren Roberts,84,68
65,T45,T45,Jeff Sluman,106,68
66,T45,T45,Bob Tway,109,68
67,T45,T45,Rocky Walcher,59,68
68,T45,T45,Brian Wilson,88,68
69,T70,T70,Fulton Allem,56,69
70,T70,T70,Robert Allenby,108,69
71,T70,T70,Paul Azinger,79,69
72,T70,T70,"David Berganio, Jr.",76,69
73,T70,T70,Jay Don Blake,100,69
74,T70,T70,Scott Dunlap,80,69
75,T70,T70,David Duval,78,69
76,T70,T70,Brian Gay,114,69
77,T70,T70,Jason Gore,82,69
78,T70,T70,Mark Hensby,71,69
79,T70,T70,Kevin Johnson,93,69
80,T70,T70,Mark McCumber,22,69
81,T70,T70,Spike McRoy,95,69
82,T70,T70,Larry Mize,76,69
83,T70,T70,Joe Ogilvie,110,69
84,T70,T70,Craig Parry,68,69
85,T70,T70,Nick Price,74,69
86,T70,T70,Tom Purtzer,38,69
87,T70,T70,John Riegger,86,69
88,T70,T70,Scott Simpson,73,69
89,T70,T70,Mike Sposa,96,69
90,T70,T70,Chris Tidland,83,69
91,T70,T70,Kirk Triplett,88,69
92,T70,T70,Duffy Waldorf,77,69
93,T70,T70,Mike Weir,86,69
94,T95,T95,Joe Durant,80,70
95,T95,T95,Steve Flesch,112,70
96,T95,T95,Carlos Franco,87,70
97,T95,T95,Robin Freeman,105,70
98,T95,T95,Bill Glasson,69,70
99,T95,T95,David Gossett,49,70
100,T95,T95,Paul Gow,79,70
101,T95,T95,Charles Howell III,89,70
102,T95,T95,John Huston,64,70
103,T95,T95,Tripp Isenhour,92,70
104,T95,T95,Per-Ulrik Johansson,82,70
105,T95,T95,Steve Jones,75,70
106,T95,T95,Jerry Kelly,104,70
107,T95,T95,Steve Lowery,100,70
108,T95,T95,Len Mattiace,98,70
109,T95,T95,Shaun Micheel,103,70
110,T95,T95,Frank Nobilo,91,70
111,T95,T95,Mark O'Meara,69,70
112,T95,T95,Steve Pate,89,70
113,T95,T95,Dennis Paulson,75,70
114,T95,T95,Craig Perks,78,70
115,T95,T95,Rory Sabbatini,73,70
116,T117,T117,Cameron Beckman,103,71
117,T117,T117,Greg Chalmers,92,71
118,T117,T117,Keith Clearwater,62,71
119,T117,T117,John Daly,84,71
120,T117,T117,Steve Elkington,64,71
121,T117,T117,Ernie Els,70,71
122,T117,T117,Mathew Goggin,96,71
123,T117,T117,Jimmy Green,94,71
124,T117,T117,Jeff Hart,87,71
125,T117,T117,Justin Leonard,106,71
126,T117,T117,J.L. Lewis,108,71
127,T117,T117,Frank Lickliter II,102,71
128,T117,T117,David Peoples,96,71
129,T117,T117,Chris Perry,80,71
130,T117,T117,Dicky Pride,78,71
131,T117,T117,Chris Smith,101,71
132,T133,T133,Steve Allan,88,72
133,T133,T133,Chad Campbell,8,72
134,T133,T133,Doug Dunakey,83,72
135,T133,T133,Danny Ellis,76,72
136,T133,T133,Kelly Grunewald,66,72
137,T133,T133,Brian Henninger,81,72
138,T133,T133,Gabriel Hjertstedt,76,72
139,T133,T133,Brandt Jobe,96,72
140,T133,T133,Gary Nicklaus,96,72
141,T133,T133,Jeff Quinney,17,72
142,T143,T143,Edward Fryatt,93,73
143,T143,T143,Peter Jacobsen,49,73
144,T143,T143,Lee Porter,93,73
145,T143,T143,Kevin Sutherland,101,73
146,T143,T143,Mark Wiebe,62,73
147,T143,T143,Garrett Willis,88,73
