,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Jerry Smith,63.0,63,1
1,2,2,Craig Perks,64.0,64,1
2,T3,T3,Danny Ellis,65.0,65,1
3,T3,T3,Matt Gogel,65.0,65,1
4,T3,T3,Nick Price,65.0,65,1
5,T3,T3,Scott Verplank,65.0,65,1
6,T7,T7,David Frost,66.0,66,1
7,T7,T7,Brian Gay,66.0,66,1
8,T9,T9,Greg Chalmers,67.0,67,1
9,T9,T9,John Huston,67.0,67,1
10,T9,T9,Skip Kendall,67.0,67,1
11,T9,T9,Vijay Singh,67.0,67,1
12,T13,T13,Carlos Franco,68.0,68,1
13,T13,T13,Lee Janzen,68.0,68,1
14,T13,T13,Tom Lehman,68.0,68,1
15,T13,T13,Billy Mayfair,68.0,68,1
16,T13,T13,Rocco Mediate,68.0,68,1
17,T13,T13,Steve Stricker,68.0,68,1
18,19,19,Glen Day,68.5,137,2
19,20,20,Tiger Woods,68.67,824,12
20,T21,T21,Woody Austin,69.0,69,1
21,T21,T21,Briny Baird,69.0,69,1
22,T21,T21,Jay Don Blake,69.0,69,1
23,T21,T21,Fred Funk,69.0,69,1
24,T21,T21,Brent Geiberger,69.0,69,1
25,T21,T21,Jason Gore,69.0,69,1
26,T21,T21,Charles Howell III,69.0,69,1
27,T21,T21,Davis Love III,69.0,69,1
28,T21,T21,Scott McCarron,69.0,69,1
29,T21,T21,Lee Porter,69.0,69,1
30,T21,T21,Loren Roberts,69.0,69,1
31,T21,T21,Paul Stankowski,69.0,69,1
32,T21,T21,Kevin Sutherland,69.0,69,1
33,T21,T21,Bob Tway,69.0,138,2
34,35,35,Paul Azinger,69.33,208,3
35,T36,T36,Tommy Armour III,70.0,70,1
36,T36,T36,José Coceres,70.0,70,1
37,T36,T36,Robin Freeman,70.0,70,1
38,T36,T36,Bill Glasson,70.0,70,1
39,T36,T36,Brian Henninger,70.0,70,1
40,T36,T36,Bernhard Langer,70.0,70,1
41,T36,T36,Jeff Sluman,70.0,140,2
42,T36,T36,Kirk Triplett,70.0,70,1
43,44,44,Greg Kraft,70.33,211,3
44,45,45,Stewart Cink,70.5,141,2
45,T46,T46,Scott Dunlap,71.0,71,1
46,T46,T46,Joel Edwards,71.0,71,1
47,T46,T46,Jim Furyk,71.0,71,1
48,T46,T46,Frank Nobilo,71.0,71,1
49,T46,T46,Jesper Parnevik,71.0,71,1
50,T46,T46,John Riegger,71.0,71,1
51,T46,T46,Mike Sposa,71.0,71,1
52,T53,T53,John Cook,72.0,72,1
53,T53,T53,Scott Hoch,72.0,72,1
54,T53,T53,Tripp Isenhour,72.0,72,1
55,T53,T53,Mark Wiebe,72.0,72,1
56,57,57,Bob Burns,72.5,145,2
57,58,58,Stephen Ames,72.67,218,3
58,T59,T59,Robert Allenby,73.0,73,1
59,T59,T59,Stuart Appleby,73.0,146,2
60,T59,T59,Robert Damron,73.0,73,1
61,T59,T59,Bradley Hughes,73.0,73,1
62,T59,T59,Jerry Kelly,73.0,73,1
63,T59,T59,Steve Lowery,73.0,146,2
64,T59,T59,Hal Sutton,73.0,73,1
65,T59,T59,Duffy Waldorf,73.0,73,1
66,67,67,David Morland IV,73.5,147,2
67,T68,T68,Sergio Garcia,74.0,74,1
68,T68,T68,Frank Lickliter II,74.0,74,1
69,T68,T68,Chris Perry,74.0,74,1
70,T71,T71,Jim Carter,75.0,75,1
71,T71,T71,Marco Dawson,75.0,75,1
72,T71,T71,Shaun Micheel,75.0,75,1
73,74,74,Cameron Beckman,76.0,76,1
74,75,75,Justin Leonard,77.0,77,1
75,76,76,Brad Faxon,78.0,78,1
