,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Bob Tway,109,2.91,629,216
1,2,2,Scott McCarron,98,2.94,553,188
2,3,3,Michael Muehr,94,2.95,554,188
3,T4,T4,Stewart Cink,102,2.96,587,198
4,T4,T4,Loren Roberts,84,2.96,521,176
5,T4,T4,Jeff Sluman,106,2.96,627,212
6,T7,T7,Mark Calcavecchia,81,2.97,481,162
7,T7,T7,Glen Hnatiuk,104,2.97,605,204
8,T7,T7,Nick Price,74,2.97,452,152
9,T7,T7,David Toms,100,2.97,576,194
10,T11,T11,Stephen Ames,88,2.98,500,168
11,T11,T11,Chris DiMarco,108,2.98,625,210
12,T11,T11,Brad Faxon,95,2.98,530,178
13,T11,T11,Tim Herron,97,2.98,554,186
14,T11,T11,José María Olazábal,51,2.98,292,98
15,T11,T11,Kenny Perry,94,2.98,543,182
16,T11,T11,Brent Schwarzrock,63,2.98,382,128
17,T18,T18,Brent Geiberger,84,2.99,484,162
18,T18,T18,Bernhard Langer,62,2.99,377,126
19,T18,T18,Davis Love III,75,2.99,460,154
20,T18,T18,Grant Waite,78,2.99,458,153
21,T18,T18,Tiger Woods,76,2.99,467,156
22,T23,T23,Ernie Els,70,3.0,372,124
23,T23,T23,Skip Kendall,111,3.0,661,220
24,T23,T23,Esteban Toledo,116,3.0,696,232
25,T23,T23,Mike Weir,86,3.0,522,174
26,T27,T27,Paul Goydos,86,3.01,518,172
27,T27,T27,Phil Mickelson,85,3.01,506,168
28,T27,T27,Jesper Parnevik,91,3.01,560,186
29,T27,T27,Kirk Triplett,88,3.01,499,166
30,T31,T31,Bob Estes,91,3.02,543,180
31,T31,T31,Fred Funk,118,3.02,707,234
32,T31,T31,Jim Furyk,88,3.02,538,178
33,T31,T31,Sergio Garcia,64,3.02,375,124
34,T31,T31,Jay Haas,75,3.02,447,148
35,T31,T31,John Huston,64,3.02,368,122
36,T31,T31,Len Mattiace,98,3.02,574,190
37,T31,T31,Jim McGovern,66,3.02,392,130
38,T31,T31,Dennis Paulson,75,3.02,453,150
