,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,T1,T1,Russ Cochran,76,4.0,12,3
1,T1,T1,Sergio Garcia,64,4.0,48,12
2,3,3,Carlos Franco,87,4.13,33,8
3,T4,T4,Jim Furyk,88,4.17,25,6
4,T4,T4,Justin Leonard,106,4.17,25,6
5,6,6,Bernhard Langer,62,4.22,38,9
6,T7,T7,Woody Austin,99,4.25,51,12
7,T7,T7,Cameron Beckman,103,4.25,51,12
8,T7,T7,Marco Dawson,57,4.25,17,4
9,T7,T7,Joel Edwards,99,4.25,68,16
10,T7,T7,Steve Elkington,64,4.25,17,4
11,T7,T7,Harrison Frazar,88,4.25,17,4
12,T7,T7,David Frost,87,4.25,51,12
13,T7,T7,Kelly Grunewald,66,4.25,17,4
14,T7,T7,Jeff Hart,87,4.25,17,4
15,T7,T7,Brian Henninger,81,4.25,17,4
16,T7,T7,Brandt Jobe,96,4.25,17,4
17,T7,T7,Per-Ulrik Johansson,82,4.25,68,16
18,T7,T7,Craig Kanada,80,4.25,17,4
19,T7,T7,David Morland IV,88,4.25,17,4
20,T7,T7,David Peoples,96,4.25,34,8
21,T7,T7,Rory Sabbatini,73,4.25,34,8
22,23,23,Steve Allan,88,4.29,30,7
23,T24,T24,Ernie Els,70,4.31,69,16
24,T24,T24,Neal Lancaster,107,4.31,69,16
25,T24,T24,Jesper Parnevik,91,4.31,69,16
26,T27,T27,Mark Calcavecchia,81,4.33,26,6
27,T27,T27,Joe Durant,80,4.33,39,9
28,T27,T27,Kent Jones,74,4.33,52,12
29,T30,T30,Stewart Cink,102,4.36,48,11
30,T30,T30,Ian Leggatt,84,4.36,48,11
31,T32,T32,David Duval,78,4.38,92,21
32,T32,T32,Bob Estes,91,4.38,140,32
33,T32,T32,Steve Lowery,100,4.38,57,13
34,T32,T32,Frank Nobilo,91,4.38,35,8
35,T32,T32,Nick Price,74,4.38,35,8
36,T32,T32,Scott Verplank,99,4.38,70,16
37,38,38,Tom Lehman,82,4.39,79,18
38,T39,T39,John Daly,84,4.42,53,12
39,T39,T39,Robin Freeman,105,4.42,53,12
40,T39,T39,Rocco Mediate,69,4.42,53,12
41,T42,T42,Ted Tryba,110,4.43,31,7
42,T42,T42,Tiger Woods,76,4.43,93,21
43,T44,T44,Stuart Appleby,105,4.44,71,16
44,T44,T44,Skip Kendall,111,4.44,71,16
45,T44,T44,David Toms,100,4.44,80,18
46,T47,T47,Robert Allenby,108,4.45,49,11
47,T47,T47,Davis Love III,75,4.45,138,31
48,T49,T49,Mike Sposa,96,4.47,85,19
49,T49,T49,Mike Weir,86,4.47,76,17
50,T51,T51,Chris DiMarco,108,4.48,179,40
51,T51,T51,Vijay Singh,98,4.48,121,27
52,T53,T53,Stephen Ames,88,4.5,18,4
53,T53,T53,Jeremy Anderson,69,4.5,18,4
54,T53,T53,Paul Azinger,79,4.5,18,4
55,T53,T53,Briny Baird,106,4.5,18,4
56,T53,T53,Jim Carter,103,4.5,18,4
57,T53,T53,Doug Dunakey,83,4.5,18,4
58,T53,T53,Fred Funk,118,4.5,36,8
59,T53,T53,Mathew Goggin,96,4.5,18,4
60,T53,T53,Jason Gore,82,4.5,18,4
61,T53,T53,Paul Gow,79,4.5,18,4
62,T53,T53,Charles Howell III,89,4.5,54,12
63,T53,T53,John Huston,64,4.5,36,8
64,T53,T53,Greg Kraft,105,4.5,18,4
