,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Matt Gogel,83,2.25,9,4
1,2,2,Danny Ellis,76,2.38,19,8
2,T3,T3,Doug Barron,62,2.5,10,4
3,T3,T3,Michael Clark II,87,2.5,10,4
4,T3,T3,Andrew McLardy,75,2.5,10,4
5,T3,T3,Sean Murphy,70,2.5,10,4
6,7,7,David Duval,78,2.57,18,7
7,8,8,Ben Ferguson,76,2.63,21,8
8,T9,T9,Steve Allan,88,2.75,11,4
9,T9,T9,Tommy Armour III,93,2.75,22,8
10,T9,T9,Woody Austin,99,2.75,33,12
11,T9,T9,Richie Coughlan,66,2.75,22,8
12,T9,T9,Fred Couples,68,2.75,22,8
13,T9,T9,Bob Estes,91,2.75,22,8
14,T9,T9,Robin Freeman,105,2.75,22,8
15,T9,T9,Jimmy Green,94,2.75,11,4
16,T9,T9,Hunter Haas,78,2.75,11,4
17,T9,T9,Jeff Hart,87,2.75,22,8
18,T9,T9,John Huston,64,2.75,11,4
19,T9,T9,Skip Kendall,111,2.75,33,12
20,T9,T9,Bob May,86,2.75,11,4
21,T9,T9,Jim McGovern,66,2.75,11,4
22,T9,T9,Spike McRoy,95,2.75,11,4
23,T9,T9,Larry Mize,76,2.75,11,4
24,T9,T9,Frank Nobilo,91,2.75,11,4
25,T9,T9,Joe Ogilvie,110,2.75,22,8
26,T9,T9,Craig Parry,68,2.75,22,8
27,T9,T9,Corey Pavin,72,2.75,11,4
28,T9,T9,Lee Porter,93,2.75,22,8
29,T9,T9,John Riegger,86,2.75,33,12
30,T9,T9,David Toms,100,2.75,22,8
31,T9,T9,Jay Williamson,92,2.75,22,8
32,33,33,Nick Price,74,2.8,56,20
33,34,34,Tom Lehman,82,2.81,45,16
34,T35,T35,Robert Allenby,108,2.83,68,24
35,T35,T35,Olin Browne,99,2.83,34,12
36,T35,T35,Russ Cochran,76,2.83,34,12
37,T38,T38,Stephen Ames,88,2.85,57,20
38,T38,T38,Jerry Smith,95,2.85,57,20
39,T40,T40,Bill Glasson,69,2.88,23,8
40,T40,T40,Bernhard Langer,62,2.88,46,16
41,T40,T40,Davis Love III,75,2.88,69,24
42,T40,T40,Rocco Mediate,69,2.88,23,8
43,T40,T40,Craig Perks,78,2.88,46,16
44,T40,T40,Kenny Perry,94,2.88,23,8
45,T40,T40,Loren Roberts,84,2.88,23,8
46,T47,T47,Glen Day,89,2.9,58,20
47,T47,T47,Kevin Sutherland,101,2.9,58,20
48,49,49,Stewart Cink,102,2.91,93,32
49,T50,T50,Briny Baird,106,2.92,35,12
50,T50,T50,David Peoples,96,2.92,35,12
51,T52,T52,Greg Chalmers,92,2.94,47,16
52,T52,T52,Greg Kraft,105,2.94,94,32
53,T52,T52,J.L. Lewis,108,2.94,47,16
54,T55,T55,Steve Flesch,112,2.95,59,20
55,T55,T55,Tiger Woods,76,2.95,483,164
56,57,57,Brent Geiberger,84,2.97,95,32
57,T58,T58,Billy Andrade,82,3.0,12,4
58,T58,T58,Cameron Beckman,103,3.0,48,16
59,T58,T58,"David Berganio, Jr.",76,3.0,12,4
60,T58,T58,Mark Brooks,88,3.0,12,4
61,T58,T58,Bob Burns,92,3.0,48,16
62,T58,T58,José Coceres,60,3.0,24,8
63,T58,T58,John Cook,91,3.0,36,12
64,T58,T58,John Daly,84,3.0,12,4
65,T58,T58,Robert Damron,91,3.0,48,16
66,T58,T58,Harrison Frazar,88,3.0,12,4
67,T58,T58,David Frost,87,3.0,36,12
68,T58,T58,Fred Funk,118,3.0,36,12
69,T58,T58,Jim Furyk,88,3.0,72,24
70,T58,T58,Robert Gamez,59,3.0,12,4
71,T58,T58,Sergio Garcia,64,3.0,36,12
72,T58,T58,Mathew Goggin,96,3.0,36,12
73,T58,T58,Kelly Grunewald,66,3.0,12,4
74,T58,T58,J.J. Henry,86,3.0,12,4
75,T58,T58,Glen Hnatiuk,104,3.0,24,8
76,T58,T58,Scott Hoch,84,3.0,48,16
77,T58,T58,Kevin Johnson,93,3.0,12,4
78,T58,T58,Steve Jones,75,3.0,12,4
79,T58,T58,Jerry Kelly,104,3.0,12,4
80,T58,T58,Cliff Kresge,84,3.0,36,12
81,T58,T58,Jeff Maggert,84,3.0,12,4
82,T58,T58,Shigeki Maruyama,98,3.0,24,8
83,T58,T58,Len Mattiace,98,3.0,12,4
84,T58,T58,Scott McCarron,98,3.0,60,20
85,T58,T58,Shaun Micheel,103,3.0,24,8
86,T58,T58,Mark O'Meara,69,3.0,72,24
87,T58,T58,José María Olazábal,51,3.0,12,4
88,T58,T58,Chris Perry,80,3.0,24,8
89,T58,T58,Dicky Pride,78,3.0,24,8
90,T58,T58,Rory Sabbatini,73,3.0,72,24
91,T58,T58,Scott Simpson,73,3.0,12,4
92,T58,T58,Paul Stankowski,91,3.0,36,12
93,T58,T58,Kirk Triplett,88,3.0,36,12
94,T58,T58,Ted Tryba,110,3.0,36,12
95,T58,T58,Grant Waite,78,3.0,24,8
96,T58,T58,Rocky Walcher,59,3.0,24,8
97,T58,T58,Duffy Waldorf,77,3.0,9,3
98,T58,T58,Mike Weir,86,3.0,12,4
99,100,100,Billy Mayfair,102,3.04,73,24
100,101,101,Jim Carter,103,3.05,122,40
101,T102,T102,Paul Azinger,79,3.06,95,31
102,T102,T102,Jay Don Blake,100,3.06,49,16
103,T102,T102,Lee Janzen,96,3.06,49,16
104,T102,T102,Blaine McCallister,80,3.06,49,16
105,T106,T106,Mark Calcavecchia,81,3.08,37,12
106,T106,T106,Marco Dawson,57,3.08,37,12
107,T106,T106,Doug Dunakey,83,3.08,37,12
108,T106,T106,Brian Henninger,81,3.08,74,24
109,T106,T106,Vijay Singh,98,3.08,37,12
110,T106,T106,Scott Verplank,99,3.08,74,24
111,T106,T106,Brian Wilson,88,3.08,37,12
112,T113,T113,Jeremy Anderson,69,3.13,25,8
113,T113,T113,Scott Dunlap,80,3.13,25,8
114,T113,T113,Joe Durant,80,3.13,50,16
115,T113,T113,Joel Edwards,99,3.13,50,16
116,T113,T113,Brad Faxon,95,3.13,50,16
117,T113,T113,Carlos Franco,87,3.13,25,8
118,T113,T113,Tripp Isenhour,92,3.13,25,8
119,T113,T113,Pete Jordan,105,3.13,25,8
120,T113,T113,Jonathan Kaye,116,3.13,25,8
121,T113,T113,Chris Riley,104,3.13,25,8
122,T113,T113,Tom Scherrer,69,3.13,25,8
123,T113,T113,Mike Sposa,96,3.13,25,8
124,T113,T113,Steve Stricker,73,3.13,50,16
125,T113,T113,Garrett Willis,88,3.13,25,8
126,127,127,Michael Muehr,94,3.15,63,20
127,T128,T128,Tom Byrum,85,3.17,38,12
128,T128,T128,Chris DiMarco,108,3.17,38,12
129,T128,T128,Edward Fryatt,93,3.17,38,12
130,T128,T128,Jason Gore,82,3.17,38,12
131,T128,T128,Paul Goydos,86,3.17,38,12
132,T128,T128,Charles Howell III,89,3.17,76,24
133,T128,T128,Bradley Hughes,96,3.17,38,12
134,T128,T128,Tom Pernice Jr.,106,3.17,38,12
135,136,136,Jeff Sluman,106,3.18,89,28
136,T137,T137,Gabriel Hjertstedt,76,3.19,51,16
137,T137,T137,Steve Lowery,100,3.19,102,32
138,T137,T137,Carl Paulson,93,3.19,51,16
139,T137,T137,Bob Tway,109,3.19,51,16
140,141,141,Justin Leonard,106,3.2,64,20
141,T142,T142,Fulton Allem,56,3.25,13,4
142,T142,T142,Rich Beem,91,3.25,13,4
143,T142,T142,Brandel Chamblee,77,3.25,39,12
144,T142,T142,K.J. Choi,95,3.25,13,4
145,T142,T142,Brian Gay,114,3.25,26,8
146,T142,T142,Paul Gow,79,3.25,39,12
147,T142,T142,Craig Kanada,80,3.25,13,4
148,T142,T142,Geoff Ogilvy,60,3.25,52,16
149,T142,T142,Jesper Parnevik,91,3.25,26,8
150,T142,T142,Esteban Toledo,116,3.25,13,4
151,T142,T142,Mark Wiebe,62,3.25,13,4
152,T142,T142,Kaname Yokoo,81,3.25,52,16
153,154,154,Frank Lickliter II,102,3.29,79,24
154,155,155,David Morland IV,88,3.31,53,16
155,156,156,Hal Sutton,96,3.35,77,23
156,T157,T157,Stuart Appleby,105,3.38,54,16
157,T157,T157,Per-Ulrik Johansson,82,3.38,27,8
158,T157,T157,Neal Lancaster,107,3.38,27,8
159,T157,T157,Andrew Magee,97,3.38,27,8
160,T161,T161,Brad Elder,111,3.5,14,4
161,T161,T161,Phil Mickelson,85,3.5,14,4
162,T161,T161,Gary Nicklaus,96,3.5,28,8
163,164,164,Brandt Jobe,96,3.63,29,8
