,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Rocco Mediate,67.82,1153,17
1,2,2,Davis Love III,68.45,1369,20
2,3,3,Tiger Woods,68.79,1307,19
3,4,4,Phil Mickelson,68.95,1517,22
4,5,5,Kenny Perry,69.0,1587,23
5,6,6,David Duval,69.05,1312,19
6,7,7,Vijay Singh,69.13,1659,24
7,8,8,Joel Edwards,69.24,2008,29
8,9,9,Bob Estes,69.33,1664,24
9,10,10,Chris DiMarco,69.44,1875,27
10,11,11,Paul Azinger,69.45,1389,20
11,T12,T12,Jesper Parnevik,69.46,1667,24
12,T12,T12,Scott Verplank,69.46,1667,24
13,14,14,Charles Howell III,69.48,1598,23
14,15,15,Scott McCarron,69.54,1669,24
15,16,16,Fred Funk,69.58,2157,31
16,17,17,Tom Lehman,69.59,1531,22
17,T18,T18,Robert Allenby,69.71,1952,28
18,T18,T18,Donnie Hammond,69.71,976,14
19,T20,T20,Glen Hnatiuk,69.73,2092,30
20,T20,T20,Steve Lowery,69.73,1813,26
21,22,22,Brian Watts,69.75,1116,16
22,23,23,Steve Stricker,69.78,1256,18
23,T24,T24,Lee Janzen,69.79,1954,28
24,T24,T24,Bob Tway,69.79,1954,28
25,T26,T26,"David Berganio, Jr.",69.81,1466,21
26,T26,T26,Jim Carter,69.81,1885,27
27,28,28,Brett Quigley,69.84,1327,19
28,29,29,Cameron Beckman,69.86,1956,28
29,30,30,John Cook,69.87,1607,23
30,T31,T31,Nick Price,69.9,1398,20
31,T31,T31,Scott Simpson,69.9,1468,21
32,T31,T31,Chris Smith,69.9,2027,29
33,34,34,Mark Calcavecchia,69.91,1538,22
34,T35,T35,Jerry Kelly,69.93,2098,30
35,T35,T35,Kevin Sutherland,69.93,1958,28
36,37,37,Ernie Els,69.94,1189,17
37,38,38,Doug Barron,70.0,1470,21
38,39,39,Frank Lickliter II,70.03,2031,29
39,40,40,Shigeki Maruyama,70.04,1751,25
40,41,41,Russ Cochran,70.05,1401,20
41,42,42,Bernhard Langer,70.06,1121,16
42,43,43,Jeff Sluman,70.14,2034,29
43,44,44,Kirk Triplett,70.17,1614,23
44,45,45,Billy Mayfair,70.18,1965,28
45,T46,T46,Jay Haas,70.2,1404,20
46,T46,T46,J.L. Lewis,70.2,2106,30
47,48,48,Brad Faxon,70.21,1685,24
48,49,49,Briny Baird,70.23,2107,30
49,50,50,David Toms,70.24,1756,25
50,51,51,Greg Chalmers,70.25,1686,24
51,52,52,Jim Furyk,70.29,1687,24
52,T53,T53,Stuart Appleby,70.3,1898,27
53,T53,T53,Mike Weir,70.3,1617,23
54,55,55,Tom Pernice Jr.,70.34,2251,32
55,56,56,Craig Parry,70.35,1407,20
