,Late_Par_4_Scoring_Average_RANK THIS WEEK,Late_Par_4_Scoring_Average_RANK LAST WEEK,Late_Par_4_Scoring_Average_PLAYER NAME,Late_Par_4_Scoring_Average_ROUNDS,Late_Par_4_Scoring_Average_AVG,Late_Par_4_Scoring_Average_TOTAL STROKES,Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Jeff Maggert,84,3.69,225,61
1,2,2,Bob Estes,91,3.74,389,104
2,3,3,Davis Love III,75,3.78,382,101
3,4,4,Steve Flesch,112,3.79,231,61
4,T5,T5,Fulton Allem,56,3.8,190,50
5,T5,T5,Robert Damron,91,3.8,114,30
6,T5,T5,Scott Dunlap,80,3.8,76,20
7,T5,T5,Neal Lancaster,107,3.8,190,50
8,T5,T5,Chris Riley,104,3.8,228,60
9,T5,T5,Mark Wiebe,62,3.8,38,10
10,T11,T11,David Duval,78,3.81,240,63
11,T11,T11,Kenny Perry,94,3.81,278,73
12,T13,T13,Cameron Beckman,103,3.82,233,61
13,T13,T13,Scott McCarron,98,3.82,271,71
14,T15,T15,Robin Freeman,105,3.83,115,30
15,T15,T15,Gabriel Hjertstedt,76,3.83,115,30
16,T15,T15,Blaine McCallister,80,3.83,153,40
17,T15,T15,Mike Weir,86,3.83,203,53
18,19,19,Tom Lehman,82,3.84,319,83
19,T20,T20,Stuart Appleby,105,3.85,231,60
20,T20,T20,Chris DiMarco,108,3.85,478,124
21,T20,T20,Steve Elkington,64,3.85,77,20
22,T20,T20,Danny Ellis,76,3.85,231,60
23,T20,T20,John Huston,64,3.85,77,20
24,T20,T20,Bob May,86,3.85,158,41
25,T20,T20,Billy Mayfair,102,3.85,231,60
26,T20,T20,David Peoples,96,3.85,273,71
27,T28,T28,Tommy Armour III,93,3.86,193,50
28,T28,T28,Russ Cochran,76,3.86,197,51
29,T28,T28,Brian Gay,114,3.86,197,51
30,T28,T28,Scott Simpson,73,3.86,197,51
31,T32,T32,Shaun Micheel,103,3.87,232,60
32,T32,T32,Rory Sabbatini,73,3.87,275,71
33,T32,T32,David Toms,100,3.87,201,52
34,T35,T35,Matt Gogel,83,3.88,159,41
35,T35,T35,Brian Henninger,81,3.88,233,60
36,T35,T35,Per-Ulrik Johansson,82,3.88,194,50
37,T35,T35,Mark O'Meara,69,3.88,194,50
38,T35,T35,Jerry Smith,95,3.88,155,40
39,T35,T35,Brian Wilson,88,3.88,159,41
40,41,41,Lee Janzen,96,3.89,272,70
41,T42,T42,Briny Baird,106,3.9,156,40
42,T42,T42,Rich Beem,91,3.9,78,20
43,T42,T42,Jim Carter,103,3.9,199,51
44,T42,T42,Greg Chalmers,92,3.9,82,21
45,T42,T42,John Cook,91,3.9,160,41
46,T42,T42,Glen Day,89,3.9,156,40
47,T42,T42,Edward Fryatt,93,3.9,78,20
48,T42,T42,Charles Howell III,89,3.9,199,51
49,T42,T42,Brandt Jobe,96,3.9,117,30
50,T42,T42,Larry Mize,76,3.9,78,20
51,T42,T42,Chris Perry,80,3.9,82,21
52,T42,T42,Nick Price,74,3.9,117,30
53,T42,T42,Tommy Tolles,89,3.9,78,20
54,T42,T42,Rocky Walcher,59,3.9,39,10
55,T56,T56,José Coceres,60,3.92,278,71
56,T56,T56,Joel Edwards,99,3.92,200,51
57,T56,T56,J.J. Henry,86,3.92,200,51
58,T56,T56,Jonathan Kaye,116,3.92,235,60
59,T56,T56,Michael Muehr,94,3.92,235,60
60,T56,T56,John Riegger,86,3.92,200,51
61,T56,T56,Bob Tway,109,3.92,278,71
62,T56,T56,Scott Verplank,99,3.92,333,85
63,T56,T56,Kaname Yokoo,81,3.92,196,50
64,T65,T65,Tom Byrum,85,3.93,157,40
65,T65,T65,Sergio Garcia,64,3.93,212,54
66,T65,T65,Brent Geiberger,84,3.93,118,30
67,T65,T65,Rocco Mediate,69,3.93,118,30
68,T65,T65,Carl Paulson,93,3.93,161,41
69,T70,T70,Brad Faxon,95,3.94,122,31
70,T70,T70,Vijay Singh,98,3.94,280,71
71,T70,T70,Tiger Woods,76,3.94,248,63
72,T73,T73,Robert Gamez,59,3.95,79,20
73,T73,T73,Jerry Kelly,104,3.95,79,20
74,T73,T73,Shigeki Maruyama,98,3.95,162,41
75,T73,T73,Andrew McLardy,75,3.95,83,21
76,T73,T73,Joe Ogilvie,110,3.95,237,60
77,T73,T73,Lee Porter,93,3.95,162,41
78,T79,T79,Robert Allenby,108,3.96,206,52
79,T79,T79,Woody Austin,99,3.96,202,51
80,T79,T79,Greg Kraft,105,3.96,202,51
81,T79,T79,Frank Lickliter II,102,3.96,202,51
