,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,T1,T1,Brad Faxon,95,17,291,
1,T1,T1,Phil Mickelson,85,17,267,
2,T3,T3,Jesper Parnevik,91,14,294,1.0
3,T3,T3,Mike Weir,86,14,279,
4,T5,T5,Frank Lickliter II,102,13,341,1.0
5,T5,T5,Tiger Woods,76,13,245,
6,T7,T7,Steve Flesch,112,12,373,
7,T7,T7,Bradley Hughes,96,12,323,
8,T7,T7,Vijay Singh,98,12,297,
9,T7,T7,Jeff Sluman,106,12,359,1.0
10,T11,T11,Briny Baird,106,11,344,
11,T11,T11,Fred Couples,68,11,237,
12,T11,T11,Carlos Franco,87,11,292,
13,T11,T11,Andrew Magee,97,11,335,1.0
14,T11,T11,Shigeki Maruyama,98,11,306,
15,T16,T16,Robert Allenby,108,10,343,
16,T16,T16,Bob Burns,92,10,308,
17,T16,T16,Mark Calcavecchia,81,10,266,
18,T16,T16,Jerry Kelly,104,10,357,
19,T16,T16,J.L. Lewis,108,10,355,
20,T16,T16,Scott McCarron,98,10,326,
21,T16,T16,Rory Sabbatini,73,10,235,1.0
22,T23,T23,Steve Allan,88,9,299,
23,T23,T23,Stuart Appleby,105,9,329,
24,T23,T23,Cameron Beckman,103,9,352,1.0
25,T23,T23,Rich Beem,91,9,306,
26,T23,T23,Chris DiMarco,108,9,344,1.0
27,T23,T23,Edward Fryatt,93,9,296,
28,T23,T23,Justin Leonard,106,9,334,1.0
29,T23,T23,Steve Lowery,100,9,323,
30,T23,T23,Jeff Maggert,84,9,292,
31,T23,T23,Len Mattiace,98,9,311,
32,T23,T23,Joe Ogilvie,110,9,376,
33,T23,T23,Brett Quigley,67,9,211,
34,T23,T23,Paul Stankowski,91,9,310,
35,T23,T23,Kevin Sutherland,101,9,346,1.0
36,T23,T23,Ted Tryba,110,9,375,2.0
37,T23,T23,Scott Verplank,99,9,319,2.0
38,T39,T39,Paul Azinger,79,8,267,
39,T39,T39,Craig Barlow,74,8,247,
40,T39,T39,Jim Carter,103,8,339,
41,T39,T39,John Daly,84,8,276,
42,T39,T39,Joel Edwards,99,8,344,
43,T39,T39,Brad Elder,111,8,387,
44,T39,T39,Danny Ellis,76,8,268,
45,T39,T39,Ernie Els,70,8,194,
46,T39,T39,Brent Geiberger,84,8,273,
47,T39,T39,Mathew Goggin,96,8,331,
48,T39,T39,Jason Gore,82,8,281,
49,T39,T39,Dudley Hart,80,8,240,
50,T39,T39,Brandt Jobe,96,8,329,
51,T39,T39,Jonathan Kaye,116,8,402,
52,T39,T39,Shaun Micheel,103,8,348,1.0
53,T39,T39,Carl Paulson,93,8,321,
54,T39,T39,Kenny Perry,94,8,317,
55,T39,T39,Chris Riley,104,8,336,
56,T39,T39,David Toms,100,8,327,
57,T39,T39,Brian Wilson,88,8,303,
58,T59,T59,Tommy Armour III,93,7,314,
59,T59,T59,Stewart Cink,102,7,320,
60,T59,T59,Michael Clark II,87,7,297,
61,T59,T59,Russ Cochran,76,7,265,
62,T59,T59,Joe Durant,80,7,275,
63,T59,T59,Fred Funk,118,7,391,
64,T59,T59,Hunter Haas,78,7,264,
65,T59,T59,J.J. Henry,86,7,294,1.0
66,T59,T59,Gabriel Hjertstedt,76,7,263,
67,T59,T59,Per-Ulrik Johansson,82,7,264,
68,T59,T59,Blaine McCallister,80,7,289,
69,T59,T59,Frank Nobilo,91,7,308,
70,T59,T59,Geoff Ogilvy,60,7,202,
