,Late_Round_5_Scoring_Average_RANK THIS WEEK,Late_Round_5_Scoring_Average_RANK LAST WEEK,Late_Round_5_Scoring_Average_PLAYER NAME,Late_Round_5_Scoring_Average_AVG,Late_Round_5_Scoring_Average_TOTAL STROKES,Late_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Davis Love III,61.0,61,1
1,2,2,Bob Estes,63.0,63,1
2,T3,T3,Cameron Beckman,64.0,64,1
3,T3,T3,Rory Sabbatini,64.0,64,1
4,T3,T3,Kevin Sutherland,64.0,64,1
5,6,6,Joe Ogilvie,65.0,65,1
6,T7,T7,Tom Lehman,66.0,66,1
7,T7,T7,Kenny Perry,66.0,66,1
8,T7,T7,Ted Tryba,66.0,66,1
9,T10,T10,John Daly,67.0,67,1
10,T10,T10,Jonathan Kaye,67.0,67,1
11,T10,T10,Chris Riley,67.0,67,1
12,T10,T10,Scott Verplank,67.0,67,1
13,14,14,Brian Gay,68.0,68,1
14,T15,T15,David Frost,69.0,69,1
15,T15,T15,Matt Gogel,69.0,69,1
16,T17,T17,Chris DiMarco,70.0,70,1
17,T17,T17,Skip Kendall,70.0,70,1
18,T17,T17,Scott Simpson,70.0,70,1
19,T20,T20,Paul Goydos,71.0,71,1
20,T20,T20,Ian Leggatt,71.0,71,1
21,T20,T20,Scott McCarron,71.0,71,1
22,T20,T20,Craig Parry,71.0,71,1
23,24,24,Jeff Hart,72.0,72,1
24,25,25,Michael Muehr,73.0,73,1
25,T26,T26,Stephen Ames,74.0,74,1
26,T26,T26,Bob Burns,74.0,74,1
27,T26,T26,Brian Henninger,74.0,74,1
28,T29,T29,Jay Don Blake,75.0,75,1
29,T29,T29,Lee Janzen,75.0,75,1
30,T29,T29,Tom Pernice Jr.,75.0,75,1
31,32,32,Fred Couples,76.0,76,1
